year,round_id,team_id,team_name,bracket,p
2015,1,usa,USA,"{1,1,1,1}",1.0
2015,1,jam,Jamaica,"{4,2,1,1}",1.0
2015,1,tri,Trinidad and Tobago,"{5,3,2,1}",1.0
2015,1,pan,Panama,"{6,3,2,1}",1.0
2015,1,mex,Mexico,"{7,4,2,1}",1.0
2015,1,crc,Costa Rica,"{8,4,2,1}",1.0
