year,round_id,team_id,team_name,bracket,p
2015,1,ita,Italy,"{1,1,1,1}",1.0
2015,1,tah,Tahiti,"{3,2,1,1}",1.0
2015,1,por,Portugal,"{5,3,2,1}",1.0
2015,1,rus,Russia,"{8,4,2,1}",1.0
