Round Number,Date,Location,Home Team,Away Team,Result
1,24/08/2019 18:00,Stadio Ennio Tardini,Parma,Juventus,0 - 1
1,24/08/2019 20:45,Stadio Artemio Franchi,Fiorentina,Napoli,3 - 4
1,25/08/2019 18:00,Stadio Friuli,Udinese,Milan,1 - 0
1,25/08/2019 20:45,Sardegna Arena,Cagliari,Brescia,0 - 1
1,25/08/2019 20:45,Stadio Marc'Antonio Bentegodi,Hellas Verona,Bologna,1 - 1
1,25/08/2019 20:45,Stadio Olimpico,Roma,Genoa,3 - 3
1,25/08/2019 20:45,Stadio Luigi Ferraris,Sampdoria,Lazio,0 - 3
1,25/08/2019 20:45,Stadio Paolo Mazza,Spal,Atalanta,2 - 3
1,25/08/2019 20:45,Stadio Olimpico Grande Torino,Torino,Sassuolo,2 - 1
1,26/08/2019 20:45,San Siro,Inter,Lecce,4 - 0
2,30/08/2019 20:45,Stadio Renato Dall'Ara,Bologna,Spal,1 - 0
2,31/08/2019 18:00,San Siro,Milan,Brescia,1 - 0
2,31/08/2019 20:45,Allianz Stadium,Juventus,Napoli,4 - 3
2,01/09/2019 18:00,Stadio Olimpico,Lazio,Roma,1 - 1
2,01/09/2019 20:45,Stadio Ennio Tardini,Atalanta,Torino,2 - 3
2,01/09/2019 20:45,Sardegna Arena,Cagliari,Inter,1 - 2
2,01/09/2019 20:45,Stadio Luigi Ferraris,Genoa,Fiorentina,2 - 1
2,01/09/2019 20:45,Stadio Via del Mare,Lecce,Hellas Verona,0 - 1
2,01/09/2019 20:45,Mapei Stadium,Sassuolo,Sampdoria,4 - 1
2,01/09/2019 20:45,Stadio Friuli,Udinese,Parma,1 - 3
3,14/09/2019 15:00,Stadio Artemio Franchi,Fiorentina,Juventus,0 - 0
3,14/09/2019 18:00,Stadio San Paolo,Napoli,Sampdoria,2 - 0
3,14/09/2019 20:45,San Siro,Inter,Udinese,1 - 0
3,15/09/2019 12:30,Stadio Luigi Ferraris,Genoa,Atalanta,1 - 2
3,15/09/2019 15:00,Stadio Mario Rigamonti,Brescia,Bologna,3 - 4
3,15/09/2019 15:00,Stadio Ennio Tardini,Parma,Cagliari,1 - 3
3,15/09/2019 15:00,Stadio Paolo Mazza,Spal,Lazio,2 - 1
3,15/09/2019 18:00,Stadio Olimpico,Roma,Sassuolo,4 - 2
3,15/09/2019 20:45,Stadio Marc'Antonio Bentegodi,Hellas Verona,Milan,0 - 1
3,16/09/2019 20:45,Stadio Olimpico Grande Torino,Torino,Lecce,1 - 2
4,20/09/2019 20:45,Sardegna Arena,Cagliari,Genoa,3 - 1
4,21/09/2019 15:00,Stadio Friuli,Udinese,Brescia,0 - 1
4,21/09/2019 18:00,Allianz Stadium,Juventus,Hellas Verona,2 - 1
4,21/09/2019 20:45,San Siro,Milan,Inter,0 - 2
4,22/09/2019 12:30,Mapei Stadium,Sassuolo,Spal,3 - 0
4,22/09/2019 15:00,Stadio Renato Dall'Ara,Bologna,Roma,1 - 2
4,22/09/2019 15:00,Stadio Via del Mare,Lecce,Napoli,1 - 4
4,22/09/2019 15:00,Stadio Luigi Ferraris,Sampdoria,Torino,1 - 0
4,22/09/2019 18:00,Stadio Ennio Tardini,Atalanta,Fiorentina,2 - 2
4,22/09/2019 20:45,Stadio Olimpico,Lazio,Parma,2 - 0
5,24/09/2019 19:00,Stadio Marc'Antonio Bentegodi,Hellas Verona,Udinese,0 - 0
5,24/09/2019 21:00,Stadio Mario Rigamonti,Brescia,Juventus,1 - 2
5,25/09/2019 19:00,Stadio Olimpico,Roma,Atalanta,0 - 2
5,25/09/2019 21:00,Stadio Artemio Franchi,Fiorentina,Sampdoria,2 - 1
5,25/09/2019 21:00,Stadio Luigi Ferraris,Genoa,Bologna,0 - 0
5,25/09/2019 21:00,San Siro,Inter,Lazio,1 - 0
5,25/09/2019 21:00,Stadio San Paolo,Napoli,Cagliari,0 - 1
5,25/09/2019 21:00,Stadio Ennio Tardini,Parma,Sassuolo,1 - 0
5,25/09/2019 21:00,Stadio Paolo Mazza,Spal,Lecce,1 - 3
5,25/09/2019 21:00,Stadio Olimpico Grande Torino,Torino,Milan,2 - 1
6,28/09/2019 15:00,Allianz Stadium,Juventus,Spal,2 - 0
6,28/09/2019 18:00,Stadio Luigi Ferraris,Sampdoria,Inter,1 - 3
6,28/09/2019 20:45,Mapei Stadium,Sassuolo,Atalanta,1 - 4
6,29/09/2019 12:30,Stadio San Paolo,Napoli,Brescia,2 - 1
6,29/09/2019 15:00,Stadio Olimpico,Lazio,Genoa,4 - 0
6,29/09/2019 15:00,Stadio Via del Mare,Lecce,Roma,0 - 1
6,29/09/2019 15:00,Stadio Friuli,Udinese,Bologna,1 - 0
6,29/09/2019 18:00,Sardegna Arena,Cagliari,Hellas Verona,1 - 1
6,29/09/2019 20:45,San Siro,Milan,Fiorentina,1 - 3
6,30/09/2019 20:45,Stadio Ennio Tardini,Parma,Torino,3 - 2
7,05/10/2019 15:00,Stadio Paolo Mazza,Spal,Parma,1 - 0
7,05/10/2019 18:00,Stadio Marc'Antonio Bentegodi,Hellas Verona,Sampdoria,2 - 0
7,05/10/2019 20:45,Stadio Luigi Ferraris,Genoa,Milan,1 - 2
7,06/10/2019 12:30,Stadio Artemio Franchi,Fiorentina,Udinese,1 - 0
7,06/10/2019 15:00,Gewiss Stadium,Atalanta,Lecce,3 - 1
7,06/10/2019 15:00,Stadio Renato Dall'Ara,Bologna,Lazio,2 - 2
7,06/10/2019 15:00,Stadio Olimpico,Roma,Cagliari,1 - 1
7,06/10/2019 18:00,Stadio Olimpico Grande Torino,Torino,Napoli,0 - 0
7,06/10/2019 20:45,San Siro,Inter,Juventus,1 - 2
8,19/10/2019 15:00,Stadio Olimpico,Lazio,Atalanta,3 - 3
8,19/10/2019 18:00,Stadio San Paolo,Napoli,Hellas Verona,2 - 0
8,19/10/2019 20:45,Allianz Stadium,Juventus,Bologna,2 - 1
8,20/10/2019 12:30,Mapei Stadium,Sassuolo,Inter,3 - 4
8,20/10/2019 15:00,Sardegna Arena,Cagliari,Spal,2 - 0
8,20/10/2019 15:00,Stadio Luigi Ferraris,Sampdoria,Roma,0 - 0
8,20/10/2019 15:00,Stadio Friuli,Udinese,Torino,1 - 0
8,20/10/2019 18:00,Stadio Ennio Tardini,Parma,Genoa,5 - 1
8,20/10/2019 20:45,San Siro,Milan,Lecce,2 - 2
8,21/10/2019 21:00,Stadio Mario Rigamonti,Brescia,Fiorentina,0 - 0
9,25/10/2019 20:45,Stadio Marc'Antonio Bentegodi,Hellas Verona,Sassuolo,0 - 1
9,26/10/2019 15:00,Stadio Via del Mare,Lecce,Juventus,1 - 1
9,26/10/2019 18:00,San Siro,Inter,Parma,2 - 2
9,26/10/2019 20:45,Stadio Luigi Ferraris,Genoa,Brescia,3 - 1
9,27/10/2019 12:30,Stadio Renato Dall'Ara,Bologna,Sampdoria,2 - 1
9,27/10/2019 15:00,Gewiss Stadium,Atalanta,Udinese,7 - 1
9,27/10/2019 15:00,Stadio Paolo Mazza,Spal,Napoli,1 - 1
9,27/10/2019 15:00,Stadio Olimpico Grande Torino,Torino,Cagliari,1 - 1
9,27/10/2019 18:00,Stadio Olimpico,Roma,Milan,2 - 1
9,27/10/2019 20:45,Stadio Artemio Franchi,Fiorentina,Lazio,1 - 2
10,29/10/2019 19:00,Stadio Ennio Tardini,Parma,Hellas Verona,0 - 1
10,29/10/2019 21:00,Stadio Mario Rigamonti,Brescia,Inter,1 - 2
10,30/10/2019 19:00,Stadio San Paolo,Napoli,Atalanta,2 - 2
10,30/10/2019 21:00,Sardegna Arena,Cagliari,Bologna,3 - 2
10,30/10/2019 21:00,Allianz Stadium,Juventus,Genoa,2 - 1
10,30/10/2019 21:00,Stadio Olimpico,Lazio,Torino,4 - 0
10,30/10/2019 21:00,Stadio Luigi Ferraris,Sampdoria,Lecce,1 - 1
10,30/10/2019 21:00,Mapei Stadium,Sassuolo,Fiorentina,1 - 2
10,30/10/2019 21:00,Stadio Friuli,Udinese,Roma,0 - 4
10,31/10/2019 21:00,San Siro,Milan,Spal,1 - 0
11,02/11/2019 15:00,Stadio Olimpico,Roma,Napoli,2 - 1
11,02/11/2019 18:00,Stadio Renato Dall'Ara,Bologna,Inter,1 - 2
11,02/11/2019 20:45,Stadio Olimpico Grande Torino,Torino,Juventus,0 - 1
11,03/11/2019 12:30,Gewiss Stadium,Atalanta,Cagliari,0 - 2
