Round Number,Date,Location,Home Team,Away Team,Result
37,16/05/2021 18:00,Marcantonio Bentegodi,Hellas Verona,Bologna,
37,16/05/2021 18:00,Giuseppe Meazza,Milan,Cagliari,
37,16/05/2021 18:00,Ennio Tardini,Parma,Sassuolo,
37,16/05/2021 18:00,Olimpico,Roma,Lazio,
37,16/05/2021 18:00,Alberto Picco,Spezia,Torino,
37,16/05/2021 18:00,Stadio Friuli,Udinese,Sampdoria,
37,16/05/2021 20:45,Allianz Stadium,Juventus,Inter,
38,23/05/2021 18:00,Gewiss Stadium,Atalanta,Milan,
38,23/05/2021 18:00,Renato Dall'Ara,Bologna,Juventus,
38,23/05/2021 18:00,Sardegna Arena,Cagliari,Genoa,
38,23/05/2021 18:00,Ezio Scida,Crotone,Fiorentina,
38,23/05/2021 18:00,Giuseppe Meazza,Inter,Udinese,
38,23/05/2021 18:00,Diego Armando Maradona,Napoli,Hellas Verona,
38,23/05/2021 18:00,Luigi Ferraris,Sampdoria,Parma,
38,23/05/2021 18:00,Mapei Stadium,Sassuolo,Lazio,
38,23/05/2021 18:00,Alberto Picco,Spezia,Roma,
38,23/05/2021 18:00,Olimpico Grande Torino,Torino,Benevento,
