rk,team,str,ofs,dfs,sos
1,Tottenham Hotspur,1.451,1.201,0.828,0.988
2,Manchester City,1.389,1.232,0.887,0.992
3,Leicester City,1.292,1.209,0.935,0.991
4,Arsenal,1.259,1.103,0.876,0.990
5,Manchester United,1.169,1.012,0.866,0.990
6,West Ham United,1.146,1.106,0.965,0.989
7,Southampton,1.134,1.029,0.908,0.997
8,Everton,1.116,1.182,1.059,1.002
9,Watford,1.015,0.953,0.939,0.999
10,Chelsea,0.966,1.024,1.060,1.003
11,Stoke City,0.956,0.918,0.961,1.005
12,Liverpool,0.955,1.000,1.048,1.010
13,Crystal Palace,0.937,0.922,0.984,1.004
14,West Bromwich Albion,0.870,0.894,1.028,0.994
15,Swansea City,0.867,0.896,1.033,1.000
16,AFC Bournemouth,0.864,0.979,1.132,0.998
17,Norwich City,0.768,0.967,1.259,1.009
18,Sunderland,0.760,0.965,1.270,1.006
19,Newcastle United,0.759,0.927,1.220,1.016
20,Aston Villa,0.719,0.832,1.157,1.004
