184187,370,1a1a1a,Fulham,392,000099,Birmingham City
184188,368,274488,Everton,360,DA020E,Manchester United
184189,382,5CBFEB,Manchester City,383,091453,West Bromwich Albion
184196,359,EF0107,Arsenal,361,5CBFEB,Newcastle United
184197,362,7A003C,Aston Villa,358,1a1a1a,Bolton Wanderers
184198,369,C8142F,Middlesbrough,364,1a1a1a,Liverpool
184199,366,EB172B,Sunderland,372,7f38ec,Charlton Athletic
184200,385,000099,Portsmouth,367,000033,Tottenham Hotspur
184201,371,60223B,West Ham United,365,000099,Blackburn Rovers
184203,350,3366CC,Wigan Athletic,363,034694,Chelsea
184237,365,000099,Blackburn Rovers,370,1a1a1a,Fulham
184238,392,000099,Birmingham City,382,5CBFEB,Manchester City
184241,363,034694,Chelsea,359,EF0107,Arsenal
184242,358,1a1a1a,Bolton Wanderers,368,274488,Everton
184243,372,C8142F,Charlton Athletic,350,3366CC,Wigan Athletic
184244,360,DA020E,Manchester United,362,7A003C,Aston Villa
184245,364,D00027,Liverpool,366,41a317,Sunderland
184246,367,000033,Tottenham Hotspur,369,C8142F,Middlesbrough
184247,361,5CBFEB,Newcastle United,371,60223B,West Ham United
184249,383,091453,West Bromwich Albion,385,C60000,Portsmouth
184279,358,1a1a1a,Bolton Wanderers,361,5CBFEB,Newcastle United
184280,372,C8142F,Charlton Athletic,364,1a1a1a,Liverpool
184282,366,EB172B,Sunderland,382,5CBFEB,Manchester City
184283,363,034694,Chelsea,383,091453,West Bromwich Albion
184285,382,5CBFEB,Manchester City,385,000099,Portsmouth
184286,362,7A003C,Aston Villa,365,000099,Blackburn Rovers
184288,364,D00027,Liverpool,359,ffff00,Arsenal
184289,361,5CBFEB,Newcastle United,360,DA020E,Manchester United
184291,365,000099,Blackburn Rovers,367,000033,Tottenham Hotspur
184292,385,000099,Portsmouth,362,7A003C,Aston Villa
184295,370,1a1a1a,Fulham,368,274488,Everton
184297,359,EF0107,Arsenal,370,1a1a1a,Fulham
184299,392,000099,Birmingham City,369,C8142F,Middlesbrough
184301,369,C8142F,Middlesbrough,372,7f38ec,Charlton Athletic
184302,367,000033,Tottenham Hotspur,363,034694,Chelsea
184303,383,091453,West Bromwich Albion,392,C8142F,Birmingham City
184305,350,3366CC,Wigan Athletic,366,EB172B,Sunderland
184307,371,60223B,West Ham United,358,1a1a1a,Bolton Wanderers
184396,368,274488,Everton,385,000099,Portsmouth
184397,363,034694,Chelsea,366,EB172B,Sunderland
184401,360,DA020E,Manchester United,382,5CBFEB,Manchester City
184403,392,000099,Birmingham City,372,C8142F,Charlton Athletic
184404,358,1a1a1a,Bolton Wanderers,365,000099,Blackburn Rovers
184406,369,C8142F,Middlesbrough,359,ffff00,Arsenal
184408,383,091453,West Bromwich Albion,350,3366CC,Wigan Athletic
184413,361,5CBFEB,Newcastle United,370,1a1a1a,Fulham
184416,371,60223B,West Ham United,362,ffff00,Aston Villa
184432,367,000033,Tottenham Hotspur,364,D00027,Liverpool
184452,362,7A003C,Aston Villa,367,000033,Tottenham Hotspur
184453,372,C8142F,Charlton Athletic,363,034694,Chelsea
184454,364,D00027,Liverpool,360,1a1a1a,Manchester United
184455,382,5CBFEB,Manchester City,358,1a1a1a,Bolton Wanderers
184456,350,3366CC,Wigan Athletic,369,C8142F,Middlesbrough
184459,365,000099,Blackburn Rovers,361,5CBFEB,Newcastle United
184468,359,EF0107,Arsenal,368,274488,Everton
184469,385,000099,Portsmouth,392,C8142F,Birmingham City
184470,370,1a1a1a,Fulham,371,60223B,West Ham United
184471,366,EB172B,Sunderland,383,091453,West Bromwich Albion
184505,383,091453,West Bromwich Albion,372,C8142F,Charlton Athletic
