rk,team,str,ofs,dfs,sos
1,Inter,0.62,0.30,-0.32,-0.01
2,Atalanta,0.50,0.37,-0.14,0.01
3,Napoli,0.49,0.30,-0.19,0.01
4,Juventus,0.42,0.17,-0.26,0.00
5,Milan,0.30,0.15,-0.15,0.02
6,Lazio,0.12,0.13,0.00,0.04
7,Roma,0.11,0.13,0.02,0.02
8,Sassuolo,0.08,0.07,0.00,0.03
9,Hellas Verona,-0.01,-0.15,-0.13,0.04
10,Sampdoria,-0.06,-0.08,-0.02,0.05
11,Torino,-0.11,-0.03,0.08,0.05
12,Bologna,-0.12,-0.07,0.05,0.04
13,Udinese,-0.12,-0.19,-0.07,0.03
14,Fiorentina,-0.13,-0.07,0.06,0.05
15,Genoa,-0.18,-0.16,0.02,0.05
16,Cagliari,-0.20,-0.13,0.06,0.05
17,Spezia,-0.28,-0.11,0.18,0.02
18,Benevento,-0.42,-0.19,0.23,0.03
19,Parma,-0.48,-0.20,0.28,0.06
20,Crotone,-0.54,-0.12,0.41,0.05
