478215,2017,primera+division+c+de+argentina,17,ffff00,Rosario Central,10046,000000,Cañuelas
478216,2017,primera+division+c+de+argentina,9739,ffff00,Aldosivi,10148,000000,Central Córdoba de Rosario
478235,2017,primera+division+c+de+argentina,2635,0093EC,Arsenal de Sarandí,10051,000000,Sacachispas
494022,2017,primera+division+c+de+argentina,10158,000000,Sarmiento de Junín,10051,000099,Sacachispas
494898,2017,primera+division+c+de+argentina,10060,000000,Barracas Central,10051,000099,Sacachispas
494900,2017,primera+division+c+de+argentina,10058,000000,San Miguel,17705,C60000,UAI Urquiza
494908,2017,primera+division+c+de+argentina,10053,000000,Fénix,10058,000099,San Miguel
494910,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,10163,000099,Tristán Suárez
494911,2017,primera+division+c+de+argentina,10058,000000,San Miguel,10145,000099,Acassuso
494916,2017,primera+division+c+de+argentina,17352,000000,Estudiantes de Caseros,10051,000099,Sacachispas
494926,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,10058,000099,San Miguel
494931,2017,primera+division+c+de+argentina,10058,000000,San Miguel,10151,000099,Defensores de Belgrano
494934,2017,primera+division+c+de+argentina,9740,000000,Almirante Brown,10051,000099,Sacachispas
494942,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,17701,C60000,Deportivo Español
494944,2017,primera+division+c+de+argentina,10161,000000,Talleres de Remedios de Escalada,10058,000099,San Miguel
494948,2017,primera+division+c+de+argentina,10058,000000,San Miguel,10060,000099,Barracas Central
494952,2017,primera+division+c+de+argentina,10146,000000,Atlanta,10051,000099,Sacachispas
494958,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,10149,000099,Colegiales
494962,2017,primera+division+c+de+argentina,10163,000000,Tristán Suárez,10058,000099,San Miguel
494968,2017,primera+division+c+de+argentina,10058,000000,San Miguel,17352,C60000,Estudiantes de Caseros
494971,2017,primera+division+c+de+argentina,10157,000000,San Telmo,10051,000099,Sacachispas
494977,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,14074,C60000,Comunicaciones (Mercedes)
494979,2017,primera+division+c+de+argentina,7764,000000,Platense,10058,000099,San Miguel
494988,2017,primera+division+c+de+argentina,10052,000000,San Carlos,10051,000099,Sacachispas
494989,2017,primera+division+c+de+argentina,9740,000000,Almirante Brown,10058,000099,San Miguel
494996,2017,primera+division+c+de+argentina,10058,000000,San Miguel,17701,C60000,Deportivo Español
494999,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,17705,C60000,UAI Urquiza
495006,2017,primera+division+c+de+argentina,10053,000000,Fénix,10051,000099,Sacachispas
495007,2017,primera+division+c+de+argentina,10146,000000,Atlanta,10058,000099,San Miguel
495010,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,10145,000099,Acassuso
495012,2017,primera+division+c+de+argentina,10058,000000,San Miguel,10149,000099,Colegiales
495024,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,7764,000099,Platense
495025,2017,primera+division+c+de+argentina,10157,000000,San Telmo,10058,000099,San Miguel
495031,2017,primera+division+c+de+argentina,10058,000000,San Miguel,14074,C60000,Comunicaciones (Mercedes)
495033,2017,primera+division+c+de+argentina,10151,000000,Defensores de Belgrano,10051,000099,Sacachispas
495043,2017,primera+division+c+de+argentina,10052,000000,San Carlos,10058,000099,San Miguel
495044,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,10161,000099,Talleres de Remedios de Escalada
495048,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,10060,000099,Barracas Central
495052,2017,primera+division+c+de+argentina,17705,000000,UAI Urquiza,10058,000099,San Miguel
495058,2017,primera+division+c+de+argentina,10058,000000,San Miguel,10053,000099,Fénix
495060,2017,primera+division+c+de+argentina,10163,000000,Tristán Suárez,10051,000099,Sacachispas
495069,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,17352,C60000,Estudiantes de Caseros
495070,2017,primera+division+c+de+argentina,10145,000000,Acassuso,10058,000099,San Miguel
495078,2017,primera+division+c+de+argentina,10058,000000,San Miguel,10051,000099,Sacachispas
495082,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,9740,000099,Almirante Brown
495088,2017,primera+division+c+de+argentina,10151,000000,Defensores de Belgrano,10058,000099,San Miguel
495096,2017,primera+division+c+de+argentina,17701,000000,Deportivo Español,10051,000099,Sacachispas
495097,2017,primera+division+c+de+argentina,10058,000000,San Miguel,10161,000099,Talleres de Remedios de Escalada
495101,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,10146,000099,Atlanta
495106,2017,primera+division+c+de+argentina,10060,000000,Barracas Central,10058,000099,San Miguel
495114,2017,primera+division+c+de+argentina,10149,000000,Colegiales,10051,000099,Sacachispas
495116,2017,primera+division+c+de+argentina,10058,000000,San Miguel,10163,000099,Tristán Suárez
495123,2017,primera+division+c+de+argentina,17352,000000,Estudiantes de Caseros,10058,000099,San Miguel
495124,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,10157,000099,San Telmo
495132,2017,primera+division+c+de+argentina,10058,000000,San Miguel,7764,000099,Platense
495133,2017,primera+division+c+de+argentina,14074,000000,Comunicaciones (Mercedes),10051,000099,Sacachispas
495136,2017,primera+division+c+de+argentina,10058,000000,San Miguel,9740,000099,Almirante Brown
495144,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,10052,000099,San Carlos
495150,2017,primera+division+c+de+argentina,17705,000000,UAI Urquiza,10051,000099,Sacachispas
495151,2017,primera+division+c+de+argentina,17701,000000,Deportivo Español,10058,000099,San Miguel
495155,2017,primera+division+c+de+argentina,10058,000000,San Miguel,10146,000099,Atlanta
495159,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,10053,000099,Fénix
495168,2017,primera+division+c+de+argentina,10145,000000,Acassuso,10051,000099,Sacachispas
495169,2017,primera+division+c+de+argentina,10149,000000,Colegiales,10058,000099,San Miguel
495177,2017,primera+division+c+de+argentina,7764,000000,Platense,10051,000099,Sacachispas
495178,2017,primera+division+c+de+argentina,10058,000000,San Miguel,10157,000099,San Telmo
495183,2017,primera+division+c+de+argentina,10051,000000,Sacachispas,10151,000099,Defensores de Belgrano
495187,2017,primera+division+c+de+argentina,14074,000000,Comunicaciones (Mercedes),10058,000099,San Miguel
495195,2017,primera+division+c+de+argentina,10161,000000,Talleres de Remedios de Escalada,10051,000099,Sacachispas
495198,2017,primera+division+c+de+argentina,10058,000000,San Miguel,10052,000099,San Carlos
495703,2017,primera+division+c+de+argentina,10152,000000,Deportivo Armenio,17349,000099,Berazategui
495704,2017,primera+division+c+de+argentina,17704,000000,Merlo,10046,000099,Cañuelas
495705,2017,primera+division+c+de+argentina,10103,000000,Dock Sud,10148,000099,Central Córdoba de Rosario
495708,2017,primera+division+c+de+argentina,17696,000000,Justo José Urquiza,10061,000099,El Porvenir
495710,2017,primera+division+c+de+argentina,17692,000000,San Martín Burzaco,6499,000099,Luján
495711,2017,primera+division+c+de+argentina,17694,000000,Defensores Cambaceres,10109,000099,Midland
495712,2017,primera+division+c+de+argentina,10109,000000,Midland,17693,C60000,Argentino Quilmes
495714,2017,primera+division+c+de+argentina,10061,000000,El Porvenir,10152,000099,Deportivo Armenio
495716,2017,primera+division+c+de+argentina,17697,000000,Defensores Unidos,10103,000099,Dock Sud
495717,2017,primera+division+c+de+argentina,10046,000000,Cañuelas,10054,000099,Excursionistas
495718,2017,primera+division+c+de+argentina,6499,000000,Luján,17696,C60000,Justo José Urquiza
495719,2017,primera+division+c+de+argentina,10148,000000,Central Córdoba de Rosario,17708,C60000,Leandro Nicéforo Alem
495722,2017,primera+division+c+de+argentina,10046,000000,Cañuelas,17706,C60000,Barracas Bolívar
495724,2017,primera+division+c+de+argentina,17695,000000,Deportivo Laferrere,10148,000099,Central Córdoba de Rosario
495728,2017,primera+division+c+de+argentina,17704,000000,Merlo,10061,000099,El Porvenir
495730,2017,primera+division+c+de+argentina,10152,000000,Deportivo Armenio,6499,000099,Luján
495731,2017,primera+division+c+de+argentina,10103,000000,Dock Sud,10109,000099,Midland
495733,2017,primera+division+c+de+argentina,17349,000000,Berazategui,10046,000099,Cañuelas
495734,2017,primera+division+c+de+argentina,17703,000000,Club Sportivo Italiano,10152,000099,Deportivo Armenio
495736,2017,primera+division+c+de+argentina,17694,000000,Defensores Cambaceres,10103,000099,Dock Sud
495737,2017,primera+division+c+de+argentina,10061,000000,El Porvenir,10054,000099,Excursionistas
495739,2017,primera+division+c+de+argentina,10109,000000,Midland,17708,C60000,Leandro Nicéforo Alem
495740,2017,primera+division+c+de+argentina,6499,000000,Luján,17704,C60000,Merlo
495741,2017,primera+division+c+de+argentina,10148,000000,Central Córdoba de Rosario,17692,C60000,San Martín Burzaco
495742,2017,primera+division+c+de+argentina,10103,000000,Dock Sud,17693,C60000,Argentino Quilmes
495744,2017,primera+division+c+de+argentina,17696,000000,Justo José Urquiza,10148,000099,Central Córdoba de Rosario
495748,2017,primera+division+c+de+argentina,10046,000000,Cañuelas,10061,000099,El Porvenir
495749,2017,primera+division+c+de+argentina,10152,000000,Deportivo Armenio,10105,000099,Ituzaingó
495750,2017,primera+division+c+de+argentina,10054,000000,Excursionistas,6499,000099,Luján
495751,2017,primera+division+c+de+argentina,17695,000000,Deportivo Laferrere,10109,000099,Midland
495752,2017,primera+division+c+de+argentina,10061,000000,El Porvenir,17349,000099,Berazategui
495753,2017,primera+division+c+de+argentina,6499,000000,Luján,10046,000099,Cañuelas
495754,2017,primera+division+c+de+argentina,10148,000000,Central Córdoba de Rosario,10152,000099,Deportivo Armenio
495756,2017,primera+division+c+de+argentina,17706,000000,Barracas Bolívar,10103,000099,Dock Sud
495761,2017,primera+division+c+de+argentina,10109,000000,Midland,17692,C60000,San Martín Burzaco
495763,2017,primera+division+c+de+argentina,10061,000000,El Porvenir,17706,C60000,Barracas Bolívar
495764,2017,primera+division+c+de+argentina,17704,000000,Merlo,10148,000099,Central Córdoba de Rosario
495765,2017,primera+division+c+de+argentina,10046,000000,Cañuelas,17703,C60000,Club Sportivo Italiano
495767,2017,primera+division+c+de+argentina,10152,000000,Deportivo Armenio,17697,C60000,Defensores Unidos
495768,2017,primera+division+c+de+argentina,17708,000000,Leandro Nicéforo Alem,10103,000099,Dock Sud
495770,2017,primera+division+c+de+argentina,17349,000000,Berazategui,6499,000099,Luján
495771,2017,primera+division+c+de+argentina,17696,000000,Justo José Urquiza,10109,000099,Midland
495773,2017,primera+division+c+de+argentina,10105,000000,Ituzaingó,10046,000099,Cañuelas
495774,2017,primera+division+c+de+argentina,10109,000000,Midland,10152,000099,Deportivo Armenio
495775,2017,primera+division+c+de+argentina,10103,000000,Dock Sud,17695,C60000,Deportivo Laferrere
495776,2017,primera+division+c+de+argentina,6499,000000,Luján,10061,000099,El Porvenir
495777,2017,primera+division+c+de+argentina,10148,000000,Central Córdoba de Rosario,10054,000099,Excursionistas
495783,2017,primera+division+c+de+argentina,6499,000000,Luján,17706,C60000,Barracas Bolívar
495784,2017,primera+division+c+de+argentina,10046,000000,Cañuelas,10148,000099,Central Córdoba de Rosario
495785,2017,primera+division+c+de+argentina,10061,000000,El Porvenir,17703,C60000,Club Sportivo Italiano
495786,2017,primera+division+c+de+argentina,10152,000000,Deportivo Armenio,17694,C60000,Defensores Cambaceres
495788,2017,primera+division+c+de+argentina,17692,000000,San Martín Burzaco,10103,000099,Dock Sud
495791,2017,primera+division+c+de+argentina,17704,000000,Merlo,10109,000099,Midland
495792,2017,primera+division+c+de+argentina,10148,000000,Central Córdoba de Rosario,17349,000099,Berazategui
