18092,73913,2,"",1,0.0,1.0,364,t,f,f,"",Gary McAllister,<b>Gary McAllister</b> - 2' <br>Penalty - Scored,(2' PEN),Shot by Gary McAllister,7940,21,0.0,1.0,Gary McAllister,<b>Gary McAllister</b><br>Penalty - Scored,Penalty - Scored
18092,73914,16,"",1,0.0,1.0,364,t,f,f,"",Michael Owen,<b>Michael Owen</b> - 16' <br>Goal,(16'),Shot by Michael Owen,7930,10,0.0,1.0,Michael Owen,<b>Michael Owen</b><br>Goal,Goal
18092,73915,51,"",2,1.0,0.0,360,t,f,f,"",Ruud van Nistelrooy,<b>Ruud van Nistelrooy</b> - 51' <br>Goal,(51'),Shot by Ruud van Nistelrooy,8852,10,1.0,0.0,Ruud van Nistelrooy,<b>Ruud van Nistelrooy</b><br>Goal,Goal
18123,76041,58,"",2,1.0,0.0,372,t,f,f,"",Jonatan Johansson,<b>Jonatan Johansson</b> - 58' <br>Goal,(58'),Shot by Jonatan Johansson,7690,21,1.0,0.0,Jonatan Johansson,<b>Jonatan Johansson</b><br>Goal,Goal
18123,76042,64,"",2,0.0,1.0,368,t,f,f,"",Duncan Ferguson,<b>Duncan Ferguson</b> - 64' <br>Penalty - Scored,(64' PEN),Shot by Duncan Ferguson,7714,10,0.0,1.0,Duncan Ferguson,<b>Duncan Ferguson</b><br>Penalty - Scored,Penalty - Scored
18123,76043,77,"",2,0.0,1.0,368,t,f,f,"",David Weir,<b>David Weir</b> - 77' <br>Goal,(77'),Shot by David Weir,7735,5,0.0,1.0,David Weir,<b>David Weir</b><br>Goal,Goal
18124,75222,45,"",1,1.0,0.0,374,t,f,f,"",Fabrizio Ravanelli,<b>Fabrizio Ravanelli</b> - 45' <br>Goal,(45'),Shot by Fabrizio Ravanelli,7743,11,1.0,0.0,Fabrizio Ravanelli,<b>Fabrizio Ravanelli</b><br>Goal,Goal
18124,75223,65,"",2,1.0,0.0,374,t,f,f,"",Malcolm Christie,<b>Malcolm Christie</b> - 65' <br>Goal,(65'),Shot by Malcolm Christie,7744,12,1.0,0.0,Malcolm Christie,<b>Malcolm Christie</b><br>Goal,Goal
18124,75224,73,"",2,0.0,1.0,365,t,f,f,"",Nathan Blake,<b>Nathan Blake</b> - 73' <br>Goal,(73'),Shot by Nathan Blake,7782,14,0.0,1.0,Nathan Blake,<b>Nathan Blake</b><br>Goal,Goal
18125,76002,67,"",2,1.0,0.0,357,t,f,f,"",Lee Bowyer,<b>Lee Bowyer</b> - 67' <br>Goal,(67'),Shot by Lee Bowyer,7809,11,1.0,0.0,Lee Bowyer,<b>Lee Bowyer</b><br>Goal,Goal
18125,76003,81,"",2,1.0,0.0,357,t,f,f,"",Alan Smith,<b>Alan Smith</b> - 81' <br>Goal,(81'),Shot by Alan Smith,7813,17,1.0,0.0,Alan Smith,<b>Alan Smith</b><br>Goal,Goal
