rk,team,str,ofs,dfs,sos
1,Argentina,2.83,1.33,-1.50,1.70
2,Brazil,2.54,1.45,-1.09,1.71
3,Spain,2.52,1.32,-1.20,1.41
4,Chile,2.33,1.35,-0.98,1.71
5,Germany,2.32,1.47,-0.85,1.52
6,England,2.28,1.14,-1.14,1.33
7,Colombia,2.27,0.99,-1.28,1.67
8,France,2.25,1.04,-1.22,1.58
9,Netherlands,2.18,1.25,-0.93,1.45
10,Uruguay,2.15,1.27,-0.88,1.66
11,Belgium,2.14,1.20,-0.94,1.38
12,Croatia,2.01,1.01,-0.99,1.12
13,Mexico,2.00,0.98,-1.02,1.31
14,Ecuador,1.95,1.08,-0.87,1.70
15,Portugal,1.93,0.90,-1.02,1.34
16,Italy,1.87,0.93,-0.94,1.43
17,Peru,1.75,0.75,-1.00,1.69
18,Ukraine,1.69,0.81,-0.88,1.18
19,Japan,1.68,0.87,-0.82,0.90
20,Turkey,1.67,0.93,-0.74,1.35
21,Switzerland,1.67,0.77,-0.89,1.19
22,Poland,1.66,0.77,-0.88,1.10
23,Paraguay,1.65,0.72,-0.93,1.64
24,Russia,1.65,0.87,-0.77,1.14
25,Sweden,1.63,0.85,-0.79,1.28
26,Bosnia and Herzegovina,1.62,1.01,-0.60,1.19
27,Romania,1.61,0.74,-0.87,1.16
28,USA,1.58,0.99,-0.59,1.30
29,Ghana,1.57,0.76,-0.80,0.90
30,Denmark,1.55,0.93,-0.62,1.38
31,Austria,1.55,0.93,-0.61,1.31
32,Serbia,1.54,0.88,-0.66,1.32
33,Cote d'Ivoire,1.53,0.86,-0.68,1.01
34,Iceland,1.53,0.88,-0.65,0.97
35,Korea Republic,1.52,0.75,-0.77,0.95
36,Slovakia,1.50,0.73,-0.77,1.05
37,Egypt,1.50,1.00,-0.50,0.79
38,Costa Rica,1.48,0.66,-0.82,1.09
39,Senegal,1.47,0.85,-0.62,0.87
40,Hungary,1.46,0.81,-0.65,1.03
41,Australia,1.46,0.73,-0.73,0.79
42,Scotland,1.45,0.73,-0.72,1.33
43,Algeria,1.44,0.74,-0.70,0.79
44,Nigeria,1.43,0.57,-0.86,0.99
45,Wales,1.42,0.66,-0.77,1.24
46,Czech Republic,1.41,0.71,-0.70,1.19
47,Cameroon,1.40,0.48,-0.92,0.94
48,Republic of Ireland,1.38,0.63,-0.76,1.36
49,Morocco,1.32,0.61,-0.71,0.71
50,Venezuela,1.29,0.78,-0.51,1.56
51,Iran,1.29,0.52,-0.76,0.41
52,Norway,1.28,0.65,-0.63,1.30
53,South Africa,1.26,0.41,-0.85,0.89
54,Panama,1.24,0.52,-0.73,0.91
55,Slovenia,1.22,0.62,-0.60,1.10
