rk,team,str,ofs,dfs,sos
1,Real Madrid,5.918,2.603,0.440,1.461
2,Barcelona,5.504,2.803,0.509,1.472
3,Paris Saint-Germain,4.998,2.252,0.451,1.324
4,Bayern Munich,4.803,2.158,0.449,1.393
5,Atletico Madrid,4.359,1.675,0.384,1.479
6,Borussia Dortmund,3.848,2.155,0.560,1.355
7,Juventus,3.824,1.770,0.463,1.344
8,Manchester City,3.608,2.073,0.574,1.478
9,Napoli,3.410,1.922,0.564,1.274
10,Leicester City,3.271,1.817,0.555,1.413
11,Tottenham Hotspur,3.264,1.805,0.553,1.412
12,Arsenal,3.110,1.762,0.567,1.442
13,San Lorenzo,3.085,1.549,0.502,1.372
14,Manchester United,2.997,1.550,0.517,1.376
15,Athletic Bilbao,2.971,1.724,0.580,1.480
16,Benfica,2.910,1.769,0.608,1.233
17,AS Roma,2.845,1.907,0.670,1.367
18,Rosario Central,2.803,1.628,0.581,1.360
19,Sevilla FC,2.777,1.698,0.611,1.493
20,West Ham United,2.762,1.775,0.643,1.423
21,Boca Juniors,2.734,1.652,0.604,1.374
22,Independiente,2.733,1.453,0.532,1.363
23,Southampton,2.705,1.644,0.608,1.372
24,Liverpool,2.698,1.604,0.594,1.380
25,Racing Club,2.676,1.464,0.547,1.381
26,Villarreal,2.616,1.323,0.506,1.461
27,Sporting CP,2.604,1.695,0.651,1.162
28,Chelsea,2.603,1.724,0.662,1.435
29,Borussia Monchengladbach,2.507,1.887,0.753,1.395
30,Bayer Leverkusen,2.503,1.616,0.645,1.408
31,Everton,2.495,1.678,0.673,1.379
32,River Plate,2.485,1.536,0.618,1.387
33,Málaga,2.485,1.272,0.512,1.464
34,Valencia,2.483,1.505,0.606,1.437
35,U.A.N.L,2.408,1.371,0.569,1.322
36,Estudiantes La Plata,2.363,1.367,0.578,1.367
37,Atlético Nacional,2.330,1.412,0.606,1.235
38,Lanús,2.296,1.302,0.567,1.357
39,Fiorentina,2.293,1.477,0.644,1.327
40,Real Sociedad,2.289,1.401,0.612,1.464
41,Banfield,2.287,1.422,0.622,1.361
42,Schalke 04,2.258,1.601,0.709,1.324
43,Emelec,2.249,1.385,0.616,1.142
44,Las Palmas,2.247,1.457,0.648,1.462
45,Zenit St Petersburg,2.238,1.674,0.748,1.241
46,Internazionale,2.237,1.361,0.608,1.333
47,Lyon,2.236,1.518,0.679,1.318
48,Nice,2.230,1.480,0.664,1.278
49,Lille,2.221,1.161,0.523,1.278
50,Krasnodar,2.210,1.409,0.638,1.226
51,Gimnasia La Plata,2.204,1.521,0.690,1.372
52,Celta Vigo,2.192,1.551,0.707,1.490
53,America,2.191,1.474,0.673,1.332
54,Toluca,2.176,1.483,0.682,1.332
55,Belgrano de Córdoba,2.168,1.301,0.600,1.368
56,PSV Eindhoven,2.136,1.608,0.753,1.094
57,Ajax Amsterdam,2.133,1.457,0.683,1.040
58,VfL Wolfsburg,2.129,1.473,0.692,1.413
59,AC Milan,2.119,1.324,0.625,1.298
60,FC Porto,2.116,1.403,0.663,1.181
61,Independiente Santa Fe,2.112,1.196,0.566,1.234
62,Rostov,2.109,1.209,0.573,1.199
63,Crystal Palace,2.089,1.361,0.652,1.407
64,Pumas UNAM,2.081,1.598,0.768,1.336
65,Mainz,2.078,1.394,0.671,1.354
66,Puebla,2.077,1.370,0.660,1.332
67,Eibar,2.071,1.523,0.735,1.468
68,Querétaro,2.041,1.470,0.720,1.325
69,Independiente Medellín,2.039,1.321,0.648,1.234
70,Atlético Junior,2.038,1.370,0.672,1.251
71,Tigre,2.031,1.296,0.638,1.362
72,Sassuolo,2.015,1.283,0.637,1.273
73,Hertha Berlin,2.013,1.342,0.667,1.332
74,Watford,2.009,1.256,0.625,1.404
75,Santos,2.005,1.364,0.680,1.334
76,Quilmes,2.004,1.360,0.678,1.362
