BEGIN
CREATE TABLE
INSERT 0 649
 rk  |            team            |              league               |  str  |  ofs  |  dfs  |  sos  
 146 | Orange County SC           | USL Championship                  | 1.206 | 1.328 | 1.101 | 0.940
 147 | Middlesbrough              | English League Championship       | 1.203 | 1.062 | 0.883 | 0.990
 148 | Akhmat Grozny              | Russian Premier League            | 1.203 | 1.058 | 0.879 | 1.108
 149 | São Paulo                  | Brazilian Serie A                 | 1.202 | 1.049 | 0.872 | 1.034
 150 | SPAL                       | Italian Serie A                   | 1.200 | 1.118 | 0.932 | 1.194
 151 | Udinese                    | Italian Serie A                   | 1.197 | 1.112 | 0.929 | 1.192
 152 | KAA Gent                   | Belgian First Division A          | 1.195 | 1.343 | 1.124 | 1.074
 153 | Santos                     | Brazilian Serie A                 | 1.190 | 1.110 | 0.933 | 1.041
 154 | Lokomotiv Moscow           | Russian Premier League            | 1.190 | 1.175 | 0.987 | 1.133
 155 | Nottingham Forest          | English League Championship       | 1.188 | 1.225 | 1.031 | 1.020
 156 | Paris FC                   | French Ligue 2                    | 1.184 | 0.959 | 0.810 | 0.968
 157 | LAFC                       | Major League Soccer               | 1.174 | 1.455 | 1.239 | 1.000
 158 | Cruz Azul                  | Mexican Liga BBVA Bancomer        | 1.170 | 1.080 | 0.923 | 0.973
 159 | Hannover 96                | German Bundesliga                 | 1.169 | 1.251 | 1.070 | 1.285
 160 | Independiente              | Argentine Superliga               | 1.168 | 1.089 | 0.933 | 1.024
 161 | Atlético Tucumán           | Argentine Superliga               | 1.167 | 1.156 | 0.991 | 0.987
 162 | Birmingham City            | English League Championship       | 1.166 | 1.239 | 1.063 | 1.019
 163 | Guimaraes                  | Portuguese Liga                   | 1.166 | 1.137 | 0.975 | 1.053
 164 | Huddersfield Town          | English Premier League            | 1.163 | 1.105 | 0.950 | 1.244
 165 | Bristol City               | English League Championship       | 1.158 | 1.070 | 0.924 | 1.015
 166 | Rangers                    | Scottish Premiership              | 1.155 | 1.263 | 1.093 | 0.848
 167 | Toulouse                   | French Ligue 1                    | 1.155 | 1.208 | 1.047 | 1.161
 168 | Geylang International      | Singaporean Premier League        | 1.154 | 1.340 | 1.161 | 1.228
 169 | Dinamo Moscow              | Russian Premier League            | 1.152 | 1.007 | 0.874 | 1.110
 170 | Young Lions                | Singaporean Premier League        | 1.149 | 1.331 | 1.158 | 1.228
 171 | Brentford                  | English League Championship       | 1.147 | 1.297 | 1.131 | 1.014
 172 | Cagliari                   | Italian Serie A                   | 1.146 | 1.079 | 0.941 | 1.190
 173 | Shandong Luneng Taishan    | Chinese Super League              | 1.145 | 1.270 | 1.109 | 0.894
 174 | Atlético Nacional          | Colombian Primera A               | 1.145 | 0.982 | 0.857 | 0.904
 175 | KV Kortrijk                | Belgian First Division A          | 1.141 | 1.254 | 1.100 | 1.070
 176 | Toluca                     | Mexican Liga BBVA Bancomer        | 1.141 | 1.205 | 1.056 | 0.981
 177 | Monterrey                  | Mexican Liga BBVA Bancomer        | 1.133 | 1.181 | 1.042 | 0.977
 178 | Portimonense               | Portuguese Liga                   | 1.133 | 1.204 | 1.063 | 1.054
 179 | Seattle Sounders FC        | Major League Soccer               | 1.131 | 1.155 | 1.021 | 0.989
 180 | Lorient                    | French Ligue 2                    | 1.129 | 1.026 | 0.909 | 0.969
 181 | Caen                       | French Ligue 1                    | 1.127 | 1.093 | 0.969 | 1.162
 182 | Santos                     | Mexican Liga BBVA Bancomer        | 1.125 | 1.183 | 1.052 | 1.000
 183 | AEK Athens                 | Greek Super League                | 1.125 | 1.063 | 0.945 | 1.017
 184 | VfB Stuttgart              | German Bundesliga                 | 1.119 | 1.214 | 1.085 | 1.292
 185 | Moreirense                 | Portuguese Liga                   | 1.118 | 1.126 | 1.007 | 1.055
 186 | Bologna                    | Italian Serie A                   | 1.118 | 1.099 | 0.983 | 1.178
 187 | Zulte-Waregem              | Belgian First Division A          | 1.115 | 1.413 | 1.267 | 1.087
 188 | Barnsley                   | English League One                | 1.111 | 1.199 | 1.079 | 0.874
 189 | Talleres de Córdoba        | Argentine Superliga               | 1.111 | 1.036 | 0.933 | 1.002
 190 | New York City FC           | Major League Soccer               | 1.111 | 1.259 | 1.133 | 1.007
 191 | Portland Timbers           | Major League Soccer               | 1.110 | 1.192 | 1.074 | 0.987
 192 | Pittsburgh Riverhounds     | USL Championship                  | 1.109 | 1.079 | 0.973 | 0.948
 193 | Dijon FCO                  | French Ligue 1                    | 1.105 | 1.180 | 1.068 | 1.167
 194 | Trabzonspor                | Turkish Super Lig                 | 1.104 | 1.301 | 1.178 | 0.994
 195 | Swansea City               | English League Championship       | 1.103 | 1.137 | 1.031 | 1.004
 196 | FC Copenhagen              | Danish SAS-Ligaen                 | 1.095 | 1.213 | 1.108 | 0.934
 197 | Pachuca                    | Mexican Liga BBVA Bancomer        | 1.094 | 1.274 | 1.164 | 0.982
 198 | DC United                  | Major League Soccer               | 1.094 | 1.278 | 1.168 | 0.997
 199 | Krylia Sovetov             | Russian Premier League            | 1.092 | 1.034 | 0.946 | 1.112
 200 | FC Union Berlin            | German 2. Bundesliga              | 1.089 | 1.124 | 1.032 | 0.933
 201 | SC Paderborn 07            | German 2. Bundesliga              | 1.089 | 1.452 | 1.333 | 0.916
 202 | Huracán                    | Argentine Superliga               | 1.086 | 1.060 | 0.976 | 1.001
 203 | Konyaspor                  | Turkish Super Lig                 | 1.086 | 1.114 | 1.026 | 0.997
 204 | Corinthians                | Brazilian Serie A                 | 1.080 | 0.928 | 0.859 | 1.035
 205 | Blackburn Rovers           | English League Championship       | 1.074 | 1.279 | 1.191 | 1.029
 206 | FC Dallas                  | Major League Soccer               | 1.070 | 1.161 | 1.085 | 0.991
 207 | Lens                       | French Ligue 2                    | 1.068 | 1.102 | 1.031 | 0.981
 208 | Vélez Sarsfield            | Argentine Superliga               | 1.065 | 1.101 | 1.033 | 0.999
 209 | Atlético Junior            | Colombian Primera A               | 1.065 | 1.011 | 0.949 | 0.945
 210 | Le Havre AC                | French Ligue 2                    | 1.064 | 1.054 | 0.991 | 0.990
 211 | Rio Ave                    | Portuguese Liga                   | 1.062 | 1.241 | 1.168 | 1.057
 212 | Bahia                      | Brazilian Serie A                 | 1.061 | 0.976 | 0.920 | 1.002
 213 | Deportes Tolima            | Colombian Primera A               | 1.059 | 1.073 | 1.012 | 0.929
 214 | SC Amiens                  | French Ligue 1                    | 1.055 | 1.065 | 1.009 | 1.161
 215 | Fenerbahce                 | Turkish Super Lig                 | 1.053 | 1.095 | 1.040 | 1.025
 216 | Portsmouth                 | English League One                | 1.051 | 1.102 | 1.048 | 0.890
 217 | Empoli                     | Italian Serie A                   | 1.050 | 1.252 | 1.193 | 1.193
 218 | Aston Villa                | English League Championship       | 1.049 | 1.313 | 1.252 | 1.009
 219 | Preston North End          | English League Championship       | 1.047 | 1.272 | 1.216 | 1.014
 220 | Vitoria Setubal            | Portuguese Liga                   | 1.042 | 1.019 | 0.978 | 1.057
 221 | Sacramento Republic FC     | USL Championship                  | 1.041 | 1.104 | 1.060 | 0.938
 222 | Troyes                     | French Ligue 2                    | 1.040 | 1.063 | 1.022 | 0.974
 223 | Hull City                  | English League Championship       | 1.034 | 1.158 | 1.120 | 1.021
 224 | Independiente Medellín     | Colombian Primera A               | 1.033 | 1.192 | 1.154 | 0.927
 225 | Nurnberg                   | German Bundesliga                 | 1.032 | 1.152 | 1.116 | 1.276
 226 | Besiktas                   | Turkish Super Lig                 | 1.032 | 1.265 | 1.227 | 1.007
 227 | Houston Dynamo             | Major League Soccer               | 1.029 | 1.312 | 1.275 | 0.993
 228 | 1. FC Heidenheim           | German 2. Bundesliga              | 1.029 | 1.177 | 1.144 | 0.942
 229 | Sunderland                 | English League One                | 1.027 | 1.088 | 1.060 | 0.865
 230 | Olimpia                    | Paraguayan Primera Division       | 1.026 | 1.204 | 1.173 | 0.825
 231 | Belenenses                 | Portuguese Liga                   | 1.022 | 0.980 | 0.958 | 1.058
 232 | Holstein Kiel              | German 2. Bundesliga              | 1.012 | 1.211 | 1.196 | 0.935
 233 | Fulham                     | English Premier League            | 1.011 | 1.183 | 1.171 | 1.223
 234 | Pumas UNAM                 | Mexican Liga BBVA Bancomer        | 1.007 | 1.227 | 1.218 | 0.986
 235 | Independiente Santa Fe     | Colombian Primera A               | 1.006 | 0.911 | 0.905 | 0.915
 236 | Goztepe                    | Turkish Super Lig                 | 1.006 | 1.042 | 1.036 | 0.990
 237 | LA Galaxy                  | Major League Soccer               | 1.004 | 1.366 | 1.361 | 0.993
 238 | Philadelphia Union         | Major League Soccer               | 1.004 | 1.157 | 1.152 | 0.988
 239 | Sivasspor                  | Turkish Super Lig                 | 0.998 | 1.073 | 1.075 | 0.990
 240 | Frosinone                  | Italian Serie A                   | 0.993 | 1.085 | 1.093 | 1.206
 241 | Queens Park Rangers        | English League Championship       | 0.992 | 1.131 | 1.140 | 1.015
 242 | Anzhi Makhachkala          | Russian Premier League            | 0.992 | 1.002 | 1.011 | 1.117
 243 | FC Thun                    | Swiss Super League                | 0.992 | 1.250 | 1.260 | 0.909
 244 | Bethlehem Steel FC         | USL Championship                  | 0.986 | 1.165 | 1.182 | 0.940
 245 | AJ Auxerre                 | French Ligue 2                    | 0.980 | 1.065 | 1.086 | 0.973
 246 | New York Red Bulls II      | USL Championship                  | 0.980 | 1.392 | 1.420 | 0.949
 247 | Ceará                      | Brazilian Serie A                 | 0.972 | 0.880 | 0.906 | 1.040
 248 | La Equidad                 | Colombian Primera A               | 0.967 | 0.886 | 0.916 | 0.914
 249 | Necaxa                     | Mexican Liga BBVA Bancomer        | 0.964 | 1.035 | 1.074 | 0.978
 250 | Unión de Santa Fe          | Argentine Superliga               | 0.962 | 0.931 | 0.968 | 1.001
