rk,team,league,str,ofs,dfs,sos
405,Dorados de Sinaloa,Ascenso MX,0.955,1.000,1.047,1.139
406,NEC Nijmegen,Dutch Eeerste Divisie,0.951,1.128,1.186,0.722
407,Zamora,Primera División de Venezuela,0.950,1.080,1.136,1.052
408,Irapuato,Ascenso MX,0.947,0.970,1.024,1.216
409,FC Thun,Swiss Super League,0.945,0.998,1.056,0.960
410,TSV Eintracht Braunschweig,German 2. Bundesliga,0.945,0.988,1.046,0.966
411,Mallorca,Spanish Segunda Division,0.943,1.037,1.100,1.047
412,Rapid Vienna,Austrian Bundesliga,0.940,1.074,1.143,0.886
413,12 de Octubre,Primera División de Paraguay,0.937,1.040,1.109,1.144
414,Cobreloa,Primera División de Chile,0.937,1.096,1.170,1.069
415,San Martin,Primera Profesional de Perú,0.932,1.062,1.139,0.938
416,Gaziantepspor,Turkish Super Lig,0.932,0.972,1.043,1.026
417,Huddersfield Town,English League Championship,0.931,1.070,1.149,1.047
418,VfL Bochum,German 2. Bundesliga,0.928,1.156,1.246,0.953
419,Correcaminos,Ascenso MX,0.928,0.956,1.030,1.234
420,FC Midtjylland,Danish SAS-Ligaen,0.927,1.177,1.270,0.868
421,Fulham,English League Championship,0.924,1.142,1.236,1.064
422,Heidenheimer SB,German 2. Bundesliga,0.923,1.076,1.165,0.960
423,Chesterfield,English League One,0.921,1.030,1.119,0.909
424,Academica de Coimbra,Portuguese Liga,0.920,0.893,0.970,1.106
425,Vila Nova-GO,Brasileirao B,0.910,1.041,1.143,1.163
426,Real Potosí,Liga Profesional Boliviana,0.909,0.951,1.046,1.025
427,Juan Aurich,Primera Profesional de Perú,0.907,0.927,1.022,1.152
428,FC Sion,Swiss Super League,0.907,0.978,1.078,0.962
429,ADO Den Haag,Dutch Eredivisie,0.904,1.031,1.140,1.002
430,Universitario de Deportes,Primera Profesional de Perú,0.903,1.026,1.136,0.991
431,Excelsior,Dutch Eredivisie,0.902,1.139,1.262,0.999
432,Rostov,Russian Premier League,0.899,1.027,1.143,1.179
433,Melgar,Primera Profesional de Perú,0.897,0.967,1.079,0.991
434,Nimes,French Ligue 2,0.895,1.056,1.180,1.024
435,Konyaspor,Turkish Super Lig,0.895,0.889,0.993,1.028
436,Shrewsbury Town,English League Two,0.888,0.845,0.951,0.806
437,3 de Febrero,Primera División de Paraguay,0.885,1.000,1.130,1.147
438,Boavista,Portuguese Liga,0.880,0.925,1.052,1.121
439,César Vallejo,Primera Profesional de Perú,0.880,0.944,1.072,1.065
440,Barcelona B,Spanish Segunda Division,0.878,1.161,1.323,1.045
441,Sivasspor,Turkish Super Lig,0.877,1.065,1.214,1.029
442,Nacional Potosí,Liga Profesional Boliviana,0.877,1.019,1.162,1.043
443,SK Sturm Graz,Austrian Bundesliga,0.874,1.012,1.157,0.890
444,Western Sydney Wanderers,Australian A-League,0.874,0.982,1.124,1.067
445,Chivas USA,Major League Soccer,0.870,0.959,1.102,1.136
446,Tours,French Ligue 2,0.870,0.991,1.139,1.022
447,Rotherham United,English League Championship,0.869,0.923,1.062,1.050
448,Caykur Rizespor,Turkish Super Lig,0.866,0.975,1.125,1.029
449,Fortuna Düsseldorf,German 2. Bundesliga,0.862,1.044,1.211,0.949
450,Malmo FF,Swedish Allsvenskanliga,0.861,1.014,1.179,0.891
451,St Gallen,Swiss Super League,0.857,1.129,1.317,0.965
452,Grasshoppers,Swiss Super League,0.857,1.020,1.191,0.980
453,Osasuna,Spanish Segunda Division,0.851,0.934,1.098,1.045
454,SC Heracles Almelo,Dutch Eredivisie,0.846,1.106,1.307,1.006
455,Bradford City,English League One,0.846,0.925,1.093,0.904
456,IFK,Swedish Allsvenskanliga,0.838,1.033,1.233,0.802
457,Swindon Town,English League One,0.837,1.117,1.335,0.890
458,Recreativo Huelva,Spanish Segunda Division,0.834,0.895,1.074,1.050
459,Royal Charleroi SC,Belgian Jupiler League,0.834,0.883,1.059,1.014
460,Llaneros,Primera División de Venezuela,0.833,1.041,1.249,1.033
461,Nurnberg,German 2. Bundesliga,0.827,0.974,1.177,0.950
462,Inverness Caledonian Thistle,Scottish Premiership,0.827,0.930,1.125,0.843
463,Wigan Athletic,English League Championship,0.825,0.847,1.027,1.053
464,Brøndby,Danish SAS-Ligaen,0.824,0.877,1.065,0.876
465,FC Union Berlin,German 2. Bundesliga,0.824,0.999,1.213,0.951
466,TSV 1860 Munich,German 2. Bundesliga,0.822,1.005,1.223,0.968
467,Rochdale,English League One,0.821,1.013,1.233,0.893
468,Deportivo Petare,Primera División de Venezuela,0.818,0.788,0.963,1.006
469,FC Copenhagen,Danish SAS-Ligaen,0.814,0.859,1.054,0.927
470,Randers FC,Danish SAS-Ligaen,0.814,0.879,1.080,0.859
471,Erciyesspor,Turkish Super Lig,0.805,0.960,1.193,1.032
472,SpVgg Greuther Furth,German 2. Bundesliga,0.805,0.878,1.091,0.953
473,Barnsley,English League One,0.803,0.948,1.181,0.885
474,Zulia,Primera División de Venezuela,0.798,0.921,1.155,1.007
475,Vitoria Setubal,Portuguese Liga,0.797,0.867,1.088,1.111
476,Universitario de Sucre,Liga Profesional Boliviana,0.797,0.903,1.132,1.053
477,Carpi,Italian Serie B,0.792,0.839,1.059,0.786
478,Gil Vicente,Portuguese Liga,0.791,0.882,1.116,1.111
479,Central Coast Mariners,Australian A-League,0.791,0.942,1.191,1.056
480,Valenciennes,French Ligue 2,0.785,0.890,1.135,1.022
481,Sport Huancayo,Primera Profesional de Perú,0.785,0.966,1.231,0.991
482,KV Kortrijk,Belgian Jupiler League,0.778,1.006,1.293,1.020
483,CD Sabadell,Spanish Segunda Division,0.772,0.943,1.221,1.073
484,SV Sandhausen,German 2. Bundesliga,0.772,0.812,1.052,0.952
485,Gillingham,English League One,0.771,0.971,1.259,0.906
486,VfR Aalen,German 2. Bundesliga,0.770,0.893,1.160,0.966
487,St Pauli,German 2. Bundesliga,0.768,0.936,1.218,0.963
488,Austria Vienna,Austrian Bundesliga,0.763,0.960,1.259,0.899
489,AIK,Swedish Allsvenskanliga,0.762,1.050,1.379,0.804
490,Millwall,English League Championship,0.761,0.894,1.175,1.058
491,FC Penafiel,Portuguese Liga,0.756,0.961,1.271,1.112
492,Cienciano del Cusco,Primera Profesional de Perú,0.754,0.882,1.169,0.991
493,Ayacucho FC,Primera Profesional de Perú,0.753,0.887,1.177,1.044
494,Doncaster Rovers,English League One,0.749,0.882,1.177,0.903
495,Djurgardens IF,Swedish Allsvenskanliga,0.741,0.901,1.216,0.805
496,Walsall,English League One,0.741,0.817,1.102,0.916
497,SC Rheindorf Altach,Austrian Bundesliga,0.740,0.930,1.256,0.901
498,PAOK Salonika,Greek Super League,0.739,0.807,1.092,1.076
499,Dundee United,Scottish Premiership,0.734,0.995,1.355,0.875
500,AaB,Danish SAS-Ligaen,0.731,0.829,1.134,0.893
501,Portuguesa,Primera División de Venezuela,0.728,0.907,1.246,1.011
502,FSV Frankfurt,German 2. Bundesliga,0.728,0.977,1.343,0.962
503,SV Josko Ried,Austrian Bundesliga,0.728,0.900,1.235,0.902
504,Leyton Orient,English League One,0.728,0.918,1.262,0.894
505,BK Hacken,Swedish Allsvenskanliga,0.725,1.039,1.434,0.805
506,Burton Albion,English League Two,0.716,0.848,1.185,0.794
507,Peterborough United,English League One,0.716,0.811,1.132,0.890
508,Arles,French Ligue 2,0.711,0.868,1.221,1.023
509,Newcastle Jets,Australian A-League,0.709,0.898,1.267,1.061
510,Tokushima Vortis,Japanese J League,0.708,0.847,1.195,1.175
511,FC Erzgebirge Aue,German 2. Bundesliga,0.707,0.840,1.188,0.954
512,Elfsborg,Swedish Allsvenskanliga,0.707,0.817,1.156,0.821
513,Spezia,Italian Serie B,0.707,0.860,1.217,0.787
514,Go Ahead Eagles,Dutch Eredivisie,0.705,0.819,1.161,1.008
515,Port Vale,English League One,0.704,0.945,1.343,0.901
516,Bologna,Italian Serie B,0.704,0.761,1.082,0.788
517,Wycombe Wanderers,English League Two,0.698,0.851,1.219,0.781
518,Fleetwood Town,English League One,0.697,0.779,1.118,0.890
519,Coventry City,English League One,0.694,0.815,1.174,0.893
520,Scunthorpe United,English League One,0.693,0.924,1.333,0.900
521,Orebro SK,Swedish Allsvenskanliga,0.689,0.982,1.424,0.807
522,Bury,English League Two,0.686,0.793,1.157,0.782
523,Odense BK,Danish SAS-Ligaen,0.684,0.785,1.148,0.864
524,St Johnstone,Scottish Premiership,0.682,0.694,1.018,0.856
525,Partick Thistle,Scottish Premiership,0.682,0.827,1.212,0.840
526,Frosinone,Italian Serie B,0.681,0.877,1.287,0.785
527,Chateauroux,French Ligue 2,0.680,0.851,1.252,1.021
528,UTC,Primera Profesional de Perú,0.678,0.834,1.230,1.053
529,NAC Breda,Dutch Eredivisie,0.672,0.925,1.377,0.975
530,Southend United,English League Two,0.669,0.753,1.125,0.785
531,Esbjerg,Danish SAS-Ligaen,0.666,0.878,1.317,0.865
532,Oldham Athletic,English League One,0.663,0.846,1.275,0.905
533,FC Eindhoven,Dutch Eeerste Divisie,0.661,0.863,1.306,0.724
534,Dundee,Scottish Premiership,0.655,0.871,1.330,0.859
535,Perugia,Italian Serie B,0.646,0.743,1.150,0.796
536,Hamilton Academical,Scottish Premiership,0.646,0.848,1.314,0.825
537,FC Nordsjaelland,Danish SAS-Ligaen,0.645,0.840,1.302,0.873
538,Heart of Midlothian,Scottish Championship,0.644,0.924,1.436,0.626
539,US Pescara,Italian Serie B,0.643,0.876,1.362,0.806
540,US Avellino,Italian Serie B,0.629,0.741,1.178,0.797
541,Sonderjyske,Danish SAS-Ligaen,0.628,0.816,1.300,0.866
542,FC Vaduz,Swiss Super League,0.628,0.763,1.215,0.980
543,Vicenza,Italian Serie B,0.626,0.714,1.141,0.789
544,FC Aarau,Swiss Super League,0.623,0.801,1.287,0.980
545,Luton Town,English League Two,0.623,0.758,1.216,0.779
546,Blackpool,English League Championship,0.622,0.812,1.305,1.065
547,Plymouth Argyle,English League Two,0.621,0.766,1.234,0.792
548,Bristol Rovers,English National League,0.620,0.741,1.196,0.660
549,FC Emmen VV,Dutch Eeerste Divisie,0.620,1.054,1.701,0.729
550,Colchester United,English League One,0.618,0.929,1.503,0.896
551,Modena,Italian Serie B,0.610,0.701,1.150,0.803
552,Barnet,English National League,0.606,0.913,1.507,0.658
553,De Graafschap,Dutch Eeerste Divisie,0.605,0.884,1.460,0.738
554,Crawley Town,English League One,0.599,0.838,1.400,0.899
555,Stevenage,English League Two,0.597,0.789,1.322,0.789
556,Notts County,English League One,0.597,0.741,1.241,0.891
557,Sparta Rotterdam,Dutch Eeerste Divisie,0.597,0.870,1.457,0.724
558,Helsingborg,Swedish Allsvenskanliga,0.592,0.835,1.410,0.808
559,Lanciano,Italian Serie B,0.590,0.784,1.329,0.799
560,Halmstad,Swedish Allsvenskanliga,0.587,0.875,1.492,0.809
561,Northampton Town,English League Two,0.585,0.845,1.445,0.795
562,Oxford United,English League Two,0.573,0.725,1.266,0.788
563,Livorno,Italian Serie B,0.570,0.792,1.389,0.789
564,Latina,Italian Serie B,0.568,0.667,1.174,0.788
565,AFC Wimbledon,English League Two,0.564,0.810,1.436,0.798
566,Cambridge United,English League Two,0.556,0.806,1.450,0.800
567,Morecambe,English League Two,0.554,0.736,1.329,0.783
568,Atvidabergs FF,Swedish Allsvenskanliga,0.552,0.796,1.441,0.812
569,VVV Venlo,Dutch Eeerste Divisie,0.552,0.689,1.248,0.739
570,Dordrecht '90,Dutch Eredivisie,0.549,0.784,1.429,1.027
571,Gefle IF,Swedish Allsvenskanliga,0.548,0.739,1.349,0.815
572,Ross County,Scottish Premiership,0.548,0.826,1.507,0.840
573,Kilmarnock,Scottish Premiership,0.545,0.775,1.423,0.835
574,Portsmouth,English League Two,0.540,0.737,1.365,0.786
575,Kalmar FF,Swedish Allsvenskanliga,0.538,0.767,1.426,0.819
576,Cittadella,Italian Serie B,0.538,0.753,1.401,0.798
577,Falkenbergs FF,Swedish Allsvenskanliga,0.538,0.796,1.479,0.808
578,Motherwell,Scottish Premiership,0.538,0.771,1.432,0.847
579,Hibernian,Scottish Championship,0.537,0.798,1.488,0.610
580,Grimsby Town,English National League,0.536,0.745,1.390,0.662
581,Roda JC Kerkrade,Dutch Eeerste Divisie,0.535,0.878,1.641,0.757
582,FC Oss,Dutch Eeerste Divisie,0.534,0.929,1.741,0.736
583,IFK Norrkoping,Swedish Allsvenskanliga,0.533,0.809,1.517,0.812
584,Crewe Alexandra,English League One,0.533,0.735,1.378,0.908
585,Catania,Italian Serie B,0.533,0.805,1.510,0.797
586,Dagenham & Redbridge,English League Two,0.526,0.801,1.522,0.775
587,Newport County,English League Two,0.525,0.729,1.388,0.784
588,Exeter City,English League Two,0.524,0.796,1.518,0.794
589,Brescia,Italian Serie B,0.524,0.800,1.525,0.798
590,Ternana,Italian Serie B,0.523,0.642,1.227,0.799
591,FC Volendam,Dutch Eeerste Divisie,0.522,0.933,1.787,0.741
592,Crotone,Italian Serie B,0.519,0.710,1.367,0.790
593,Dundalk,League of Ireland Premier Division,0.515,0.785,1.525,0.562
594,Almere City,Dutch Eeerste Divisie,0.507,0.873,1.721,0.747
595,Rangers,Scottish Championship,0.506,0.790,1.559,0.630
596,Bari,Italian Serie B,0.506,0.709,1.402,0.792
597,Silkeborg IF,Danish SAS-Ligaen,0.504,0.730,1.449,0.880
598,Yeovil Town,English League One,0.496,0.688,1.386,0.897
599,Pro Vercelli,Italian Serie B,0.494,0.751,1.520,0.790
600,Forest Green Rovers,English National League,0.488,0.777,1.591,0.667
601,York City,English League Two,0.482,0.637,1.321,0.785
602,Woking,English National League,0.480,0.769,1.603,0.660
603,Mjallby,Swedish Allsvenskanliga,0.479,0.688,1.436,0.817
604,Carlisle United,English League Two,0.473,0.770,1.627,0.775
605,Macclesfield Town,English National League,0.464,0.657,1.414,0.658
606,Tranmere Rovers,English League Two,0.456,0.702,1.540,0.793
607,FC Magna Wr. Neustadt,Austrian Bundesliga,0.449,0.754,1.679,0.934
608,Accrington Stanley,English League Two,0.445,0.745,1.675,0.781
609,Jong PSV,Dutch Eeerste Divisie,0.439,0.715,1.630,0.729
610,Halifax,English National League,0.436,0.666,1.527,0.663
611,Cheltenham Town,English League Two,0.429,0.657,1.530,0.795
612,St Mirren,Scottish Premiership,0.429,0.660,1.538,0.852
613,Dover,English National League,0.429,0.711,1.656,0.672
614,Mansfield Town,English League Two,0.423,0.618,1.460,0.778
615,Queen of the South,Scottish Championship,0.415,0.699,1.686,0.619
616,Jong FC Twente,Dutch Eeerste Divisie,0.414,0.707,1.706,0.730
617,Wrexham,English National League,0.404,0.622,1.538,0.671
618,SC Stormvogels Telstar,Dutch Eeerste Divisie,0.403,0.736,1.827,0.730
619,Varese,Italian Serie B,0.394,0.628,1.596,0.809
620,St Patricks,League of Ireland Premier Division,0.393,0.726,1.846,0.568
621,FC Den Bosch,Dutch Eeerste Divisie,0.392,0.690,1.757,0.737
622,Torquay United,English National League,0.391,0.675,1.724,0.660
623,Hartlepool United,English League Two,0.390,0.626,1.606,0.792
624,Gateshead,English National League,0.389,0.686,1.763,0.670
625,Cork,League of Ireland Premier Division,0.388,0.604,1.557,0.568
626,Braintree Town,English National League,0.381,0.630,1.654,0.668
627,Brommapojkarna,Swedish Allsvenskanliga,0.366,0.684,1.869,0.819
628,Lincoln City,English National League,0.365,0.682,1.871,0.661
629,MVV Maastricht,Dutch Eeerste Divisie,0.364,0.692,1.899,0.730
630,Aldershot Town,English National League,0.362,0.609,1.683,0.674
631,Kidderminster Harriers,English National League,0.358,0.590,1.649,0.673
632,Falkirk,Scottish Championship,0.355,0.606,1.708,0.609
633,Chester FC,English National League,0.355,0.683,1.925,0.674
634,Shamrock Rovers,League of Ireland Premier Division,0.352,0.544,1.542,0.570
635,Helmond Sport,Dutch Eeerste Divisie,0.328,0.718,2.193,0.731
636,Welling,English National League,0.318,0.602,1.892,0.662
637,Livingston,Scottish Championship,0.316,0.592,1.875,0.625
638,T.N.S.,Welsh Premier League,0.314,0.681,2.166,0.435
639,Southport,English National League,0.314,0.561,1.786,0.675
640,Altrincham,English National League,0.310,0.594,1.917,0.664
641,Sligo,League of Ireland Premier Division,0.309,0.553,1.789,0.573
642,RKC Waalwijk,Dutch Eeerste Divisie,0.305,0.603,1.976,0.736
643,Fortuna Sittard,Dutch Eeerste Divisie,0.298,0.569,1.910,0.739
644,AFC Telford United,English National League,0.298,0.605,2.030,0.672
645,Derry City,League of Ireland Premier Division,0.292,0.551,1.887,0.570
646,Dartford,English National League,0.279,0.548,1.964,0.669
647,Bohemians,League of Ireland Premier Division,0.274,0.540,1.969,0.574
648,Alloa Athletic,Scottish Championship,0.269,0.532,1.979,0.602
649,Nuneaton Town,English National League,0.265,0.510,1.926,0.665
650,Raith Rovers,Scottish Championship,0.262,0.564,2.148,0.635
651,Limerick FC,League of Ireland Premier Division,0.254,0.512,2.014,0.575
652,Alfreton Town,English National League,0.254,0.564,2.220,0.671
653,Greenock Morton,Scottish League One,0.247,0.537,2.176,0.476
654,Stranraer,Scottish League One,0.236,0.504,2.139,0.488
655,Airbus UK,Welsh Premier League,0.230,0.532,2.314,0.446
656,Athlone Town FC,League of Ireland Premier Division,0.215,0.494,2.304,0.581
657,Forfar Athletic,Scottish League One,0.215,0.522,2.428,0.482
658,Dumbarton,Scottish Championship,0.211,0.520,2.464,0.644
659,Drogheda Utd,League of Ireland Premier Division,0.211,0.531,2.520,0.582
660,Brechin City,Scottish League One,0.208,0.498,2.400,0.476
661,Airdrieonians,Scottish League One,0.202,0.454,2.248,0.475
662,Cowdenbeath,Scottish Championship,0.191,0.486,2.546,0.626
663,Dunfermline Athletic,Scottish League One,0.187,0.471,2.516,0.481
664,Bray,League of Ireland Premier Division,0.183,0.445,2.434,0.585
665,Crusaders,Northern Irish Premiership,0.183,0.528,2.888,0.412
666,Peterhead,Scottish League One,0.178,0.474,2.661,0.485
667,Aberystwyth,Welsh Premier League,0.165,0.544,3.297,0.456
668,Port Talbot,Welsh Premier League,0.163,0.457,2.813,0.454
669,UCD,League of Ireland Premier Division,0.161,0.439,2.727,0.588
670,Cliftonville,Northern Irish Premiership,0.159,0.444,2.788,0.405
671,Albion Rovers,Scottish League Two,0.154,0.396,2.574,0.388
672,Stenhousemuir,Scottish League One,0.149,0.427,2.863,0.484
673,Glenavon,Northern Irish Premiership,0.147,0.526,3.579,0.403
674,Ayr United,Scottish League One,0.144,0.417,2.897,0.484
675,Carmarthen,Welsh Premier League,0.144,0.428,2.974,0.422
676,Newtown,Welsh Premier League,0.142,0.456,3.213,0.461
677,Linfield,Northern Irish Premiership,0.142,0.422,2.969,0.402
678,Portadown,Northern Irish Premiership,0.135,0.437,3.249,0.407
679,Bangor City,Welsh Premier League,0.135,0.431,3.182,0.429
680,Queen's Park,Scottish League Two,0.133,0.348,2.612,0.390
681,Arbroath,Scottish League Two,0.131,0.415,3.161,0.395
682,Connah's Quay,Welsh Premier League,0.131,0.405,3.094,0.429
683,Glentoran,Northern Irish Premiership,0.128,0.387,3.025,0.410
684,Rhyl,Welsh Premier League,0.127,0.376,2.966,0.429
685,East Fife,Scottish League Two,0.122,0.375,3.065,0.394
686,Berwick Rangers,Scottish League Two,0.115,0.411,3.562,0.397
687,Coleraine,Northern Irish Premiership,0.114,0.352,3.093,0.405
688,Newi Cefn Druids,Welsh Premier League,0.113,0.380,3.365,0.436
689,Annan Athletic,Scottish League Two,0.111,0.402,3.633,0.404
690,Stirling Albion,Scottish League One,0.109,0.382,3.522,0.491
691,Elgin City,Scottish League Two,0.103,0.381,3.694,0.391
692,Dungannon Swifts,Northern Irish Premiership,0.102,0.323,3.180,0.407
693,Ballymena,Northern Irish Premiership,0.100,0.410,4.113,0.406
694,Clyde,Scottish League Two,0.099,0.317,3.195,0.394
695,Prestatyn Town,Welsh Premier League,0.091,0.381,4.199,0.437
696,East Stirlingshire,Scottish League Two,0.077,0.323,4.182,0.397
697,Institute,Northern Irish Premiership,0.075,0.314,4.209,0.413
698,Montrose,Scottish League Two,0.074,0.330,4.483,0.398
