year,team,opponent,w,d,l,n
2007,Italian Serie A,Italian Serie B,7,2,2,11
2007,Italian Serie A,Japanese J League,1,0,0,1
2007,Italian Serie A,Portuguese Liga,2,2,0,4
2007,Italian Serie A,Primera División de Argentina,1,0,0,1
2007,Italian Serie A,Russian Premier League,2,0,0,2
2007,Italian Serie A,Scottish Premiership,1,2,1,4
2007,Italian Serie A,Spanish Primera División,3,2,1,6
2007,Italian Serie A,Swiss Super League,1,0,1,2
2007,Italian Serie A,Turkish Super Lig,1,0,1,2
2007,Italian Serie B,Italian Serie A,2,2,7,11
2007,Italian Serie B,Italian Serie B,337,292,337,1012
2007,Japanese J League,Australian A-League,0,2,0,2
2007,Japanese J League,Italian Serie A,0,0,1,1
2007,Japanese J League,Japanese J League,242,128,242,612
2007,Liga Nacional de Guatemala,Liga Nacional de Guatemala,111,94,111,350
2007,Liga Nacional de Guatemala,Mexican Liga MX,0,0,2,2
2007,Liga Profesional Boliviana,Futebol Brasileiro,1,0,1,2
2007,Liga Profesional Boliviana,Liga Profesional Boliviana,56,36,56,148
2007,Liga Profesional Boliviana,Mexican Liga MX,1,0,3,4
2007,Liga Profesional Boliviana,Primera División de Chile,0,1,1,2
2007,Major League Soccer,English Premier League,0,0,1,1
2007,Major League Soccer,Major League Soccer,160,106,160,426
2007,Major League Soccer,Mexican Liga MX,5,6,6,17
2007,Major League Soccer,Primera División de Paraguay,1,0,0,1
2007,Mexican Liga MX,Futebol Brasileiro,5,0,5,10
2007,Mexican Liga MX,Liga Nacional de Guatemala,2,0,0,2
2007,Mexican Liga MX,Liga Profesional Boliviana,3,0,1,4
2007,Mexican Liga MX,Major League Soccer,6,6,5,17
2007,Mexican Liga MX,Mexican Liga MX,243,176,243,666
2007,Mexican Liga MX,Portuguese Liga,0,0,1,1
2007,Mexican Liga MX,Primera A de Ecuador,0,2,0,2
2007,Mexican Liga MX,Primera División de Argentina,4,3,5,12
2007,Mexican Liga MX,Primera División de Chile,2,1,1,4
2007,Mexican Liga MX,Primera División de Venezuela,1,1,0,2
2007,Mexican Liga MX,Primera Profesional de Perú,1,0,1,2
2007,Nacional B de Argentina,Nacional B de Argentina,65,68,65,612
2007,Nacional B de Argentina,Primera División de Argentina,0,2,2,4
2007,Portuguese Liga,Danish SAS-Ligaen,2,0,0,2
2007,Portuguese Liga,Dutch Eredivisie,0,1,1,2
2007,Portuguese Liga,English Premier League,1,3,3,7
2007,Portuguese Liga,French Ligue 1,1,1,0,2
2007,Portuguese Liga,Futebol Brasileiro,1,0,3,4
2007,Portuguese Liga,German Bundesliga,3,2,6,11
2007,Portuguese Liga,Greek Super League,0,1,0,1
2007,Portuguese Liga,Italian Serie A,0,2,2,4
2007,Portuguese Liga,Mexican Liga MX,1,0,0,1
2007,Portuguese Liga,Portuguese Liga,165,152,165,638
2007,Portuguese Liga,Scottish Premiership,1,1,2,4
2007,Portuguese Liga,Spanish Primera División,0,0,2,2
2007,Portuguese Liga,Swiss Super League,2,0,0,2
2007,Portuguese Liga,Turkish Super Lig,2,0,0,2
2007,Primera A de Ecuador,Futebol Brasileiro,1,1,2,4
2007,Primera A de Ecuador,Mexican Liga MX,0,2,0,2
2007,Primera A de Ecuador,Primera A de Ecuador,69,46,69,186
2007,Primera A de Ecuador,Primera División de Argentina,5,4,3,12
2007,Primera A de Ecuador,Primera División de Paraguay,1,0,1,2
2007,Primera A de Ecuador,Primera División de Uruguay,1,1,2,4
2007,Primera A de Ecuador,Primera División de Venezuela,4,0,0,4
2007,Primera División de Argentina,Futebol Brasileiro,7,3,6,16
2007,Primera División de Argentina,Italian Serie A,0,0,1,1
2007,Primera División de Argentina,Mexican Liga MX,5,3,4,12
2007,Primera División de Argentina,Nacional B de Argentina,2,2,0,4
2007,Primera División de Argentina,Primera A de Ecuador,3,4,5,12
2007,Primera División de Argentina,Primera División de Argentina,291,198,291,780
2007,Primera División de Argentina,Primera División de Chile,3,0,1,4
2007,Primera División de Argentina,Primera División de Paraguay,2,0,0,2
2007,Primera División de Argentina,Primera División de Uruguay,4,2,0,6
2007,Primera División de Argentina,Primera División de Venezuela,3,1,2,6
2007,Primera División de Argentina,Primera Profesional de Perú,1,0,1,2
2007,Primera División de Chile,Futebol Brasileiro,1,0,1,2
2007,Primera División de Chile,Liga Profesional Boliviana,1,1,0,2
2007,Primera División de Chile,Mexican Liga MX,1,1,2,4
2007,Primera División de Chile,Primera División de Argentina,1,0,3,4
2007,Primera División de Chile,Primera División de Chile,323,228,323,876
2007,Primera División de Chile,Primera División de Paraguay,0,0,2,2
2007,Primera División de Chile,Primera División de Venezuela,2,0,0,2
2007,Primera División de Chile,Primera Profesional de Perú,2,0,0,2
2007,Primera División de El Salvador,Primera División de El Salvador,125,88,125,448
2007,Primera División de Paraguay,Futebol Brasileiro,0,1,5,6
2007,Primera División de Paraguay,Major League Soccer,0,0,1,1
2007,Primera División de Paraguay,Primera A de Ecuador,1,0,1,2
2007,Primera División de Paraguay,Primera División de Argentina,0,0,2,2
2007,Primera División de Paraguay,Primera División de Chile,2,0,0,2
2007,Primera División de Paraguay,Primera División de Paraguay,191,150,191,532
2007,Primera División de Paraguay,Primera División de Uruguay,0,4,2,6
2007,Primera División de Uruguay,Futebol Brasileiro,1,1,2,4
2007,Primera División de Uruguay,Primera A de Ecuador,2,1,1,4
2007,Primera División de Uruguay,Primera División de Argentina,0,2,4,6
2007,Primera División de Uruguay,Primera División de Paraguay,2,4,0,6
2007,Primera División de Uruguay,Primera División de Uruguay,191,102,191,484
2007,Primera División de Uruguay,Primera Profesional de Perú,3,1,2,6
2007,Primera División de Venezuela,Futebol Brasileiro,0,1,1,2
2007,Primera División de Venezuela,Mexican Liga MX,0,1,1,2
2007,Primera División de Venezuela,Primera A de Ecuador,0,0,4,4
2007,Primera División de Venezuela,Primera División de Argentina,2,1,3,6
2007,Primera División de Venezuela,Primera División de Chile,0,0,2,2
2007,Primera División de Venezuela,Primera División de Venezuela,226,164,226,616
2007,Primera Profesional de Perú,Futebol Brasileiro,0,1,3,4
2007,Primera Profesional de Perú,Mexican Liga MX,1,0,1,2
2007,Primera Profesional de Perú,Primera División de Argentina,1,0,1,2
2007,Primera Profesional de Perú,Primera División de Chile,0,0,2,2
2007,Primera Profesional de Perú,Primera División de Uruguay,2,1,3,6
2007,Primera Profesional de Perú,Primera Profesional de Perú,183,166,183,532
2007,Russian Premier League,Austrian Bundesliga,0,1,1,2
2007,Russian Premier League,Belgian Jupiler League,1,1,0,2
2007,Russian Premier League,Danish SAS-Ligaen,2,0,1,3
2007,Russian Premier League,Dutch Eredivisie,0,1,2,3
2007,Russian Premier League,English Premier League,0,0,1,1
2007,Russian Premier League,French Ligue 1,2,0,3,5
2007,Russian Premier League,German Bundesliga,3,2,1,6
2007,Russian Premier League,Greek Super League,1,0,1,2
2007,Russian Premier League,Italian Serie A,0,0,2,2
2007,Russian Premier League,Russian Premier League,167,146,167,488
2007,Russian Premier League,Scottish Premiership,1,3,0,4
2007,Russian Premier League,Spanish Primera División,1,1,1,3
2007,Russian Premier League,Swiss Super League,1,0,0,1
2007,Russian Premier League,Turkish Super Lig,0,1,1,2
2007,Scottish Championship,Scottish Championship,137,112,137,410
2007,Scottish Championship,Scottish League One,19,2,6,33
2007,Scottish Championship,Scottish League Two,4,0,2,6
2007,Scottish Championship,Scottish Premiership,5,4,10,23
2007,Scottish League One,Scottish Championship,6,2,19,33
2007,Scottish League One,Scottish League One,149,72,149,404
2007,Scottish League One,Scottish League Two,12,3,4,20
2007,Scottish League One,Scottish Premiership,0,0,6,9
2007,Scottish League Two,Scottish Championship,2,0,4,6
2007,Scottish League Two,Scottish League One,4,3,12,20
2007,Scottish League Two,Scottish League Two,150,84,150,420
2007,Scottish League Two,Scottish Premiership,1,0,5,7
2007,Scottish Premiership,Danish SAS-Ligaen,1,0,0,1
2007,Scottish Premiership,French Ligue 1,1,0,1,2
2007,Scottish Premiership,German Bundesliga,2,1,3,6
2007,Scottish Premiership,Greek Super League,0,2,1,3
2007,Scottish Premiership,Italian Serie A,1,2,1,4
2007,Scottish Premiership,Portuguese Liga,2,1,1,4
2007,Scottish Premiership,Russian Premier League,0,3,1,4
2007,Scottish Premiership,Scottish Championship,10,4,5,23
2007,Scottish Premiership,Scottish League One,6,0,0,9
2007,Scottish Premiership,Scottish League Two,5,0,1,7
2007,Scottish Premiership,Scottish Premiership,195,108,195,536
2007,Scottish Premiership,Spanish Primera División,0,1,4,5
2007,South African Premiership,South African Premiership,158,132,158,480
2007,Spanish Primera División,Belgian Jupiler League,1,0,0,1
2007,Spanish Primera División,Danish SAS-Ligaen,2,0,0,2
2007,Spanish Primera División,Dutch Eredivisie,1,0,1,2
2007,Spanish Primera División,English Premier League,2,3,4,9
2007,Spanish Primera División,French Ligue 1,1,1,0,2
2007,Spanish Primera División,German Bundesliga,6,3,1,10
2007,Spanish Primera División,Greek Super League,7,2,1,11
2007,Spanish Primera División,Italian Serie A,1,2,3,6
2007,Spanish Primera División,Portuguese Liga,2,0,0,2
2007,Spanish Primera División,Russian Premier League,1,1,1,3
2007,Spanish Primera División,Scottish Premiership,4,1,0,5
2007,Spanish Primera División,Spanish Primera División,316,202,316,862
2007,Spanish Primera División,Spanish Segunda Division,7,5,0,17
2007,Spanish Primera División,Turkish Super Lig,1,0,1,2
2007,Spanish Segunda Division,Spanish Primera División,0,5,7,17
2007,Spanish Segunda Division,Spanish Segunda Division,315,304,315,1138
2007,Swiss Super League,Austrian Bundesliga,3,1,0,4
2007,Swiss Super League,French Ligue 1,2,1,1,4
2007,Swiss Super League,German Bundesliga,0,2,2,4
2007,Swiss Super League,Italian Serie A,1,0,1,2
2007,Swiss Super League,Portuguese Liga,0,0,2,2
2007,Swiss Super League,Russian Premier League,0,0,1,1
2007,Swiss Super League,Swiss Super League,77,70,77,226
2007,Swiss Super League,Turkish Super Lig,1,1,2,4
2007,Turkish Super Lig,Austrian Bundesliga,0,1,0,1
2007,Turkish Super Lig,Belgian Jupiler League,2,0,0,2
2007,Turkish Super Lig,Dutch Eredivisie,1,1,0,2
2007,Turkish Super Lig,English Premier League,2,0,2,4
2007,Turkish Super Lig,French Ligue 1,1,0,2,3
2007,Turkish Super Lig,German Bundesliga,0,1,1,2
2007,Turkish Super Lig,Greek Super League,1,0,0,1
2007,Turkish Super Lig,Italian Serie A,1,0,1,2
2007,Turkish Super Lig,Portuguese Liga,0,0,2,2
2007,Turkish Super Lig,Russian Premier League,1,1,0,2
2007,Turkish Super Lig,Spanish Primera División,1,0,1,2
2007,Turkish Super Lig,Swiss Super League,2,1,1,4
2007,Turkish Super Lig,Turkish Super Lig,160,98,160,478
2008,Ascenso MX,Ascenso MX,46,40,46,134
2008,Ascenso MX,Mexican Liga MX,4,5,8,17
2008,Australian A-League,Australian A-League,70,40,70,180
2008,Australian A-League,Japanese J League,1,1,3,5
2008,Austrian Bundesliga,Austrian Bundesliga,143,74,143,374
2008,Austrian Bundesliga,Spanish Primera División,0,0,2,2
2008,Austrian Bundesliga,Swiss Super League,0,2,0,2
2008,Belgian Jupiler League,Belgian Jupiler League,239,136,239,632
2008,Belgian Jupiler League,Danish SAS-Ligaen,0,0,1,1
2008,Belgian Jupiler League,English Premier League,1,2,1,4
2008,Belgian Jupiler League,French Ligue 1,0,1,0,1
2008,Belgian Jupiler League,German Bundesliga,0,0,1,1
2008,Belgian Jupiler League,Italian Serie A,1,0,0,1
2008,Belgian Jupiler League,Norwegian Tippeligaen,0,1,0,1
2008,Belgian Jupiler League,Portuguese Liga,0,1,1,2
2008,Belgian Jupiler League,Spanish Primera División,1,1,0,2
2008,Belgian Jupiler League,Swedish Allsvenskanliga,1,0,1,2
2008,Belgian Jupiler League,Swiss Super League,1,1,0,2
2008,Brasileirao B,Brasileirao B,298,194,298,790
2008,Brasileirao B,Futebol Brasileiro,8,6,18,32
2008,Brasileirao B,Italian Serie A,3,1,1,5
2008,Danish SAS-Ligaen,Belgian Jupiler League,1,0,0,1
2008,Danish SAS-Ligaen,Danish SAS-Ligaen,144,108,144,398
2008,Danish SAS-Ligaen,English Premier League,2,3,5,10
2008,Danish SAS-Ligaen,French Ligue 1,0,0,1,1
2008,Danish SAS-Ligaen,Greek Super League,0,0,2,2
2008,Danish SAS-Ligaen,Northern Irish Premiership,2,0,0,2
2008,Danish SAS-Ligaen,Norwegian Tippeligaen,2,1,2,5
2008,Danish SAS-Ligaen,Russian Premier League,1,1,0,2
2008,Danish SAS-Ligaen,Scottish Championship,2,0,0,2
2008,Danish SAS-Ligaen,Scottish Premiership,1,1,0,2
2008,Danish SAS-Ligaen,Spanish Primera División,2,2,1,5
2008,Danish SAS-Ligaen,Welsh Premier League,2,0,0,2
2008,Dutch Eeerste Divisie,Dutch Eeerste Divisie,231,168,231,638
2008,Dutch Eeerste Divisie,Dutch Eredivisie,2,5,7,15
2008,Dutch Eredivisie,Dutch Eeerste Divisie,7,5,2,15
2008,Dutch Eredivisie,Dutch Eredivisie,245,160,245,650
2008,Dutch Eredivisie,English Premier League,0,0,8,8
2008,Dutch Eredivisie,French Ligue 1,3,1,6,10
2008,Dutch Eredivisie,German Bundesliga,2,0,3,5
2008,Dutch Eredivisie,Italian Serie A,2,1,1,4
2008,Dutch Eredivisie,Norwegian Tippeligaen,1,0,1,2
2008,Dutch Eredivisie,Portuguese Liga,1,1,1,3
2008,Dutch Eredivisie,Russian Premier League,1,0,1,2
2008,Dutch Eredivisie,Spanish Primera División,1,0,3,4
2008,Dutch Eredivisie,Swedish Allsvenskanliga,1,0,1,2
2008,English League Championship,English League Championship,405,332,405,1164
2008,English League Championship,English League One,16,2,5,25
2008,English League Championship,English League Two,15,2,4,21
2008,English League Championship,English National League,4,0,1,6
2008,English League Championship,English Premier League,12,9,24,46
2008,English League One,English League Championship,5,2,16,25
2008,English League One,English League One,440,296,440,1252
2008,English League One,English League Two,24,13,17,54
2008,English League One,English National League,3,1,3,7
2008,English League One,English Premier League,3,4,8,15
2008,English League Two,English League Championship,4,2,15,21
2008,English League Two,English League One,17,13,24,54
2008,English League Two,English League Two,403,346,403,1232
2008,English League Two,English National League,1,4,4,9
2008,English League Two,English Premier League,0,0,6,6
2008,English National League,English League Championship,1,0,4,6
2008,English National League,English League One,3,1,3,7
2008,English National League,English League Two,4,4,1,9
2008,English National League,English National League,419,288,419,1200
2008,English National League,English Premier League,0,0,2,2
2008,English Premier League,Belgian Jupiler League,1,2,1,4
2008,English Premier League,Danish SAS-Ligaen,5,3,2,10
2008,English Premier League,Dutch Eredivisie,8,0,0,8
2008,English Premier League,English League Championship,24,9,12,46
2008,English Premier League,English League One,8,4,3,15
2008,English Premier League,English League Two,6,0,0,6
2008,English Premier League,English National League,2,0,0,2
2008,English Premier League,English Premier League,307,210,307,824
2008,English Premier League,French Ligue 1,3,2,0,5
2008,English Premier League,German Bundesliga,2,0,3,5
2008,English Premier League,Italian Serie A,4,3,3,10
2008,English Premier League,Japanese J League,1,0,0,1
2008,English Premier League,Portuguese Liga,3,2,2,7
2008,English Premier League,Primera A de Ecuador,1,0,0,1
2008,English Premier League,Russian Premier League,0,2,2,4
2008,English Premier League,Scottish Premiership,1,1,0,2
2008,English Premier League,Spanish Primera División,3,7,2,12
2008,English Premier League,Turkish Super Lig,1,1,0,2
2008,French Ligue 1,Belgian Jupiler League,0,1,0,1
2008,French Ligue 1,Danish SAS-Ligaen,1,0,0,1
2008,French Ligue 1,Dutch Eredivisie,6,1,3,10
2008,French Ligue 1,English Premier League,0,2,3,5
2008,French Ligue 1,French Ligue 1,286,234,286,806
2008,French Ligue 1,French Ligue 2,8,5,9,22
2008,French Ligue 1,German Bundesliga,2,2,3,7
2008,French Ligue 1,Greek Super League,2,0,0,2
2008,French Ligue 1,Italian Serie A,1,1,2,4
2008,French Ligue 1,Norwegian Tippeligaen,4,0,1,5
2008,French Ligue 1,Portuguese Liga,1,1,0,2
2008,French Ligue 1,Russian Premier League,0,0,1,1
2008,French Ligue 1,Scottish Premiership,2,0,0,2
2008,French Ligue 1,Spanish Primera División,0,4,3,7
2008,French Ligue 1,Turkish Super Lig,1,2,1,4
2008,French Ligue 2,French Ligue 1,9,5,8,22
2008,French Ligue 2,French Ligue 2,290,220,290,804
2008,Fútbol Profesional Colombiano,Fútbol Profesional Colombiano,78,32,78,188
2008,Fútbol Profesional Colombiano,Futebol Brasileiro,2,1,3,6
2008,Fútbol Profesional Colombiano,Primera División de Uruguay,1,3,2,6
2008,Fútbol Profesional Colombiano,Primera División de Venezuela,1,1,0,2
2008,Futebol Brasileiro,Brasileirao B,18,6,8,32
2008,Futebol Brasileiro,Fútbol Profesional Colombiano,3,1,2,6
2008,Futebol Brasileiro,Futebol Brasileiro,313,210,313,836
2008,Futebol Brasileiro,Italian Serie A,1,0,0,1
2008,Futebol Brasileiro,Liga Profesional Boliviana,6,0,0,6
2008,Futebol Brasileiro,Mexican Liga MX,4,1,1,9
2008,Futebol Brasileiro,Primera A de Ecuador,4,1,1,6
2008,Futebol Brasileiro,Primera División de Argentina,4,3,5,12
2008,Futebol Brasileiro,Primera División de Chile,6,3,1,10
2008,Futebol Brasileiro,Primera División de Uruguay,2,2,0,4
2008,Futebol Brasileiro,Primera División de Venezuela,0,2,0,2
2008,Futebol Brasileiro,Primera Profesional de Perú,3,1,0,4
2008,German 2. Bundesliga,German 2. Bundesliga,222,178,222,622
2008,German 2. Bundesliga,German Bundesliga,7,0,8,15
2008,German Bundesliga,Belgian Jupiler League,1,0,0,1
2008,German Bundesliga,Dutch Eredivisie,3,0,2,5
2008,German Bundesliga,English Premier League,3,0,2,5
2008,German Bundesliga,French Ligue 1,3,2,2,7
2008,German Bundesliga,German 2. Bundesliga,8,0,7,15
2008,German Bundesliga,German Bundesliga,245,150,245,640
2008,German Bundesliga,Greek Super League,0,1,2,3
2008,German Bundesliga,Italian Serie A,4,7,1,12
2008,German Bundesliga,Portuguese Liga,3,1,0,4
2008,German Bundesliga,Russian Premier League,1,0,3,4
2008,German Bundesliga,Spanish Primera División,1,2,3,6
2008,German Bundesliga,Turkish Super Lig,1,1,1,3
2008,Greek Super League,Danish SAS-Ligaen,2,0,0,2
2008,Greek Super League,French Ligue 1,0,0,2,2
2008,Greek Super League,German Bundesliga,2,1,0,3
2008,Greek Super League,Greek Super League,180,144,180,510
2008,Greek Super League,Italian Serie A,1,0,3,4
2008,Greek Super League,Portuguese Liga,1,0,0,1
2008,Greek Super League,Spanish Primera División,0,1,1,2
2008,Greek Super League,Turkish Super Lig,0,0,1,1
2008,Italian Serie A,Belgian Jupiler League,0,0,1,1
2008,Italian Serie A,Brasileirao B,1,1,3,5
2008,Italian Serie A,Dutch Eredivisie,1,1,2,4
2008,Italian Serie A,English Premier League,3,3,4,10
2008,Italian Serie A,French Ligue 1,2,1,1,4
2008,Italian Serie A,Futebol Brasileiro,0,0,1,1
2008,Italian Serie A,German Bundesliga,1,7,4,12
2008,Italian Serie A,Greek Super League,3,0,1,4
2008,Italian Serie A,Italian Serie A,297,198,297,796
2008,Italian Serie A,Italian Serie B,11,2,1,18
2008,Italian Serie A,Portuguese Liga,2,0,1,3
2008,Italian Serie A,Russian Premier League,3,1,1,5
2008,Italian Serie A,Spanish Primera División,3,0,0,3
2008,Italian Serie A,Swiss Super League,2,0,0,2
2008,Italian Serie B,Italian Serie A,1,2,11,18
2008,Italian Serie B,Italian Serie B,325,298,325,950
2008,Japanese J League,Australian A-League,3,1,1,5
2008,Japanese J League,English Premier League,0,0,1,1
2008,Japanese J League,Japanese J League,237,142,237,616
2008,Japanese J League,Mexican Liga MX,1,0,0,1
2008,Liga Nacional de Guatemala,Liga Nacional de Guatemala,137,126,137,412
2008,Liga Nacional de Guatemala,Major League Soccer,0,1,1,3
2008,Liga Nacional de Guatemala,Mexican Liga MX,0,0,1,1
2008,Liga Profesional Boliviana,Futebol Brasileiro,0,0,6,6
2008,Liga Profesional Boliviana,Liga Profesional Boliviana,143,90,143,398
2008,Liga Profesional Boliviana,Primera A de Ecuador,1,1,2,4
2008,Liga Profesional Boliviana,Primera División de Argentina,0,1,1,2
2008,Liga Profesional Boliviana,Primera División de Chile,0,0,2,2
2008,Liga Profesional Boliviana,Primera División de Paraguay,1,0,1,2
2008,Major League Soccer,Liga Nacional de Guatemala,1,1,0,3
2008,Major League Soccer,Major League Soccer,161,128,161,452
2008,Major League Soccer,Mexican Liga MX,7,2,9,18
2008,Major League Soccer,Primera División de El Salvador,1,1,0,2
2008,Mexican Liga MX,Ascenso MX,8,5,4,17
2008,Mexican Liga MX,Futebol Brasileiro,1,1,4,9
2008,Mexican Liga MX,Japanese J League,0,0,1,1
2008,Mexican Liga MX,Liga Nacional de Guatemala,1,0,0,1
2008,Mexican Liga MX,Major League Soccer,9,2,7,18
2008,Mexican Liga MX,Mexican Liga MX,218,222,218,658
2008,Mexican Liga MX,Primera A de Ecuador,1,0,2,3
2008,Mexican Liga MX,Primera División de Argentina,3,3,2,8
2008,Mexican Liga MX,Primera División de Chile,2,1,1,4
2008,Mexican Liga MX,Primera División de El Salvador,1,1,0,2
2008,Mexican Liga MX,Primera División de Paraguay,1,0,1,2
2008,Mexican Liga MX,Primera División de Uruguay,0,2,0,3
2008,Mexican Liga MX,Primera División de Venezuela,2,1,1,4
2008,Mexican Liga MX,Primera Profesional de Perú,0,2,0,2
2008,Nacional B de Argentina,Nacional B de Argentina,237,206,237,682
2008,Nacional B de Argentina,Primera Division B de Argentina,0,0,2,2
2008,Nacional B de Argentina,Primera División de Argentina,1,1,2,4
2008,Northern Irish Premiership,Danish SAS-Ligaen,0,0,2,2
2008,Northern Irish Premiership,Northern Irish Premiership,171,120,171,462
2008,Norwegian Tippeligaen,Belgian Jupiler League,0,1,0,1
2008,Norwegian Tippeligaen,Danish SAS-Ligaen,2,1,2,5
2008,Norwegian Tippeligaen,Dutch Eredivisie,1,0,1,2
2008,Norwegian Tippeligaen,French Ligue 1,1,0,4,5
2008,Norwegian Tippeligaen,Norwegian Tippeligaen,135,92,135,362
2008,Norwegian Tippeligaen,Spanish Primera División,1,0,2,3
2008,Norwegian Tippeligaen,Swedish Allsvenskanliga,1,0,1,2
2008,Portuguese Liga,Belgian Jupiler League,1,1,0,2
2008,Portuguese Liga,Dutch Eredivisie,1,1,1,3
2008,Portuguese Liga,English Premier League,2,2,3,7
2008,Portuguese Liga,French Ligue 1,0,1,1,2
2008,Portuguese Liga,German Bundesliga,0,1,3,4
2008,Portuguese Liga,Greek Super League,0,0,1,1
2008,Portuguese Liga,Italian Serie A,1,0,2,3
2008,Portuguese Liga,Portuguese Liga,176,128,176,480
2008,Portuguese Liga,Spanish Primera División,0,2,4,6
2008,Portuguese Liga,Swiss Super League,2,1,1,4
2008,Portuguese Liga,Turkish Super Lig,4,0,1,5
2008,Primera A de Ecuador,English Premier League,0,0,1,1
2008,Primera A de Ecuador,Futebol Brasileiro,1,1,4,6
2008,Primera A de Ecuador,Liga Profesional Boliviana,2,1,1,4
2008,Primera A de Ecuador,Mexican Liga MX,2,0,1,3
2008,Primera A de Ecuador,Primera A de Ecuador,34,28,34,96
2008,Primera A de Ecuador,Primera División de Argentina,2,1,3,6
2008,Primera A de Ecuador,Primera División de Chile,0,1,1,2
2008,Primera A de Ecuador,Primera División de Paraguay,1,2,1,4
2008,Primera A de Ecuador,Primera División de Venezuela,3,0,3,6
2008,Primera A de Ecuador,Primera Profesional de Perú,1,1,0,2
2008,Primera Division B de Argentina,Nacional B de Argentina,2,0,0,2
2008,Primera Division B de Argentina,Primera Division B de Argentina,229,244,229,704
2008,Primera Division B de Argentina,Primera Division C de Argentina,0,2,0,2
2008,Primera Division C de Argentina,Primera Division B de Argentina,0,2,0,2
2008,Primera Division C de Argentina,Primera Division C de Argentina,181,196,181,564
2008,Primera Division D de Argentina,Primera Division D de Argentina,98,104,98,314
2008,Primera División de Argentina,Futebol Brasileiro,5,3,4,12
2008,Primera División de Argentina,Liga Profesional Boliviana,1,1,0,2
2008,Primera División de Argentina,Mexican Liga MX,2,3,3,8
2008,Primera División de Argentina,Nacional B de Argentina,2,1,1,4
2008,Primera División de Argentina,Primera A de Ecuador,3,1,2,6
2008,Primera División de Argentina,Primera División de Argentina,255,196,255,706
2008,Primera División de Argentina,Primera División de Chile,0,1,1,2
2008,Primera División de Argentina,Primera División de Paraguay,4,1,3,8
2008,Primera División de Argentina,Primera División de Uruguay,6,2,2,10
2008,Primera División de Argentina,Primera División de Venezuela,2,1,1,4
2008,Primera División de Argentina,Primera Profesional de Perú,3,0,3,6
2008,Primera División de Chile,Futebol Brasileiro,1,3,6,10
2008,Primera División de Chile,Liga Profesional Boliviana,2,0,0,2
2008,Primera División de Chile,Mexican Liga MX,1,1,2,4
2008,Primera División de Chile,Primera A de Ecuador,1,1,0,2
2008,Primera División de Chile,Primera División de Argentina,1,1,0,2
2008,Primera División de Chile,Primera División de Chile,290,164,290,744
2008,Primera División de Chile,Primera División de Paraguay,1,1,0,2
2008,Primera División de Chile,Primera División de Uruguay,1,0,1,2
2008,Primera División de Chile,Primera División de Venezuela,1,0,1,2
2008,Primera División de Chile,Primera Profesional de Perú,1,0,1,2
2008,Primera División de El Salvador,Major League Soccer,0,1,1,2
2008,Primera División de El Salvador,Mexican Liga MX,0,1,1,2
2008,Primera División de El Salvador,Primera División de El Salvador,102,106,102,338
2008,Primera División de Paraguay,Liga Profesional Boliviana,1,0,1,2
2008,Primera División de Paraguay,Mexican Liga MX,1,0,1,2
2008,Primera División de Paraguay,Primera A de Ecuador,1,2,1,4
2008,Primera División de Paraguay,Primera División de Argentina,3,1,4,8
2008,Primera División de Paraguay,Primera División de Chile,0,1,1,2
2008,Primera División de Paraguay,Primera División de Paraguay,197,134,197,528
2008,Primera División de Paraguay,Primera División de Uruguay,0,1,3,4
2008,Primera División de Paraguay,Primera División de Venezuela,0,0,2,2
2008,Primera División de Paraguay,Primera Profesional de Perú,1,1,2,4
2008,Primera División de Uruguay,Fútbol Profesional Colombiano,2,3,1,6
2008,Primera División de Uruguay,Futebol Brasileiro,0,2,2,4
2008,Primera División de Uruguay,Mexican Liga MX,0,2,0,3
2008,Primera División de Uruguay,Primera División de Argentina,2,2,6,10
2008,Primera División de Uruguay,Primera División de Chile,1,0,1,2
2008,Primera División de Uruguay,Primera División de Paraguay,3,1,0,4
2008,Primera División de Uruguay,Primera División de Uruguay,161,110,161,432
2008,Primera División de Uruguay,Primera Profesional de Perú,1,1,0,2
2008,Primera División de Venezuela,Fútbol Profesional Colombiano,0,1,1,2
2008,Primera División de Venezuela,Futebol Brasileiro,0,2,0,2
2008,Primera División de Venezuela,Mexican Liga MX,1,1,2,4
2008,Primera División de Venezuela,Primera A de Ecuador,3,0,3,6
2008,Primera División de Venezuela,Primera División de Argentina,1,1,2,4
2008,Primera División de Venezuela,Primera División de Chile,1,0,1,2
2008,Primera División de Venezuela,Primera División de Paraguay,2,0,0,2
2008,Primera División de Venezuela,Primera División de Venezuela,222,172,222,616
2008,Primera Profesional de Perú,Futebol Brasileiro,0,1,3,4
2008,Primera Profesional de Perú,Mexican Liga MX,0,2,0,2
2008,Primera Profesional de Perú,Primera A de Ecuador,0,1,1,2
2008,Primera Profesional de Perú,Primera División de Argentina,3,0,3,6
2008,Primera Profesional de Perú,Primera División de Chile,1,0,1,2
2008,Primera Profesional de Perú,Primera División de Paraguay,2,1,1,4
2008,Primera Profesional de Perú,Primera División de Uruguay,0,1,1,2
2008,Primera Profesional de Perú,Primera Profesional de Perú,273,184,273,730
2008,Russian Premier League,Danish SAS-Ligaen,0,1,1,2
2008,Russian Premier League,Dutch Eredivisie,1,0,1,2
2008,Russian Premier League,English Premier League,2,2,0,4
2008,Russian Premier League,French Ligue 1,1,0,0,1
