rk,team,league,str,ofs,dfs,sos
398,Empoli,Italian Serie A,1.152,0.964,0.836,1.277
399,New York City FC,Major League Soccer,1.150,1.323,1.150,1.072
400,Kayserispor,Turkish Super Lig,1.149,1.180,1.027,1.108
401,Antofagasta,Primera División de Chile,1.149,1.167,1.015,1.081
402,Jaguares de Córdoba,Fútbol Profesional Colombiano,1.149,0.963,0.838,1.176
403,Numancia,Spanish Segunda Division,1.147,1.042,0.908,1.105
404,Huachipato,Primera División de Chile,1.146,1.230,1.073,1.089
405,Bristol City,English League Championship,1.146,1.101,0.961,1.080
406,AD Alcorcon,Spanish Segunda Division,1.143,0.883,0.772,1.126
407,Tristán Suárez,Primera Division B de Argentina,1.142,1.047,0.917,1.111
408,Estoril,Portuguese Liga,1.138,0.983,0.864,1.145
409,Paços de Ferreira,Portuguese Liga,1.135,1.035,0.912,1.146
410,US Pescara,Italian Serie A,1.135,1.191,1.049,1.298
411,Philadelphia Union,Major League Soccer,1.128,1.188,1.054,1.077
412,San Carlos,Primera Division B de Argentina,1.127,1.052,0.933,1.112
413,U. Católica,Primera A de Ecuador,1.126,1.016,0.903,1.115
414,Real Salt Lake,Major League Soccer,1.124,1.114,0.991,1.089
415,Sp. Estudiantes (San Luis),Nacional B de Argentina,1.122,0.960,0.855,1.142
416,Queens Park Rangers,English League Championship,1.121,1.056,0.942,1.085
417,Portland Timbers,Major League Soccer,1.117,1.173,1.050,1.078
418,Peñarol,Primera División de Uruguay,1.117,1.075,0.963,1.133
419,Club Deportivo Cuenca,Primera A de Ecuador,1.116,1.107,0.992,1.103
420,Albirex Niigata,Japanese J League,1.114,1.043,0.936,1.157
421,Delfin,Primera A de Ecuador,1.114,1.088,0.977,1.103
422,Niort,French Ligue 2,1.114,1.074,0.964,1.091
423,Sheffield United,English League One,1.113,1.230,1.106,0.884
424,Cordoba,Spanish Segunda Division,1.112,1.026,0.923,1.109
425,Orlando City SC,Major League Soccer,1.111,1.260,1.134,1.073
426,FC Sion,Swiss Super League,1.109,1.224,1.103,0.982
427,Mallorca,Spanish Segunda Division,1.107,1.001,0.904,1.103
428,NorthEast United FC,Indian Super League,1.105,1.011,0.915,1.046
429,Independiente Rivadavia,Nacional B de Argentina,1.103,0.947,0.858,1.138
430,Sporting Kansas City,Major League Soccer,1.102,1.051,0.954,1.079
431,Houston Dynamo,Major League Soccer,1.099,1.049,0.955,1.081
432,Chiapas,Mexican Liga MX,1.098,1.095,0.998,1.285
433,Valenciennes,French Ligue 2,1.097,1.054,0.961,1.076
434,Paraná Clube,Brasileirao B,1.096,1.107,1.009,1.117
435,Joinville,Brasileirao B,1.093,0.951,0.870,1.104
436,Blackburn Rovers,English League Championship,1.093,1.089,0.996,1.071
437,Acassuso,Primera Division B de Argentina,1.093,0.938,0.859,1.113
438,Palermo,Italian Serie A,1.091,1.069,0.980,1.282
439,Twente Enschede,Dutch Eredivisie,1.091,1.120,1.027,1.044
440,Brisbane Roar,Australian A-League,1.088,1.100,1.011,0.985
441,FC Groningen,Dutch Eredivisie,1.085,1.087,1.002,1.038
442,Alanyaspor K,Turkish Super Lig,1.082,1.289,1.191,1.111
443,San Luis,Primera División de Chile,1.078,1.149,1.065,1.072
444,Nacional,Primera División de Paraguay,1.077,1.256,1.167,1.106
445,Rapid Vienna,Austrian Bundesliga,1.077,1.039,0.964,1.005
446,Nagoya Grampus,Japanese J League,1.076,1.127,1.048,1.150
447,Nottingham Forest,English League Championship,1.076,1.178,1.095,1.098
448,Heidenheimer SB,German 2. Bundesliga,1.075,1.059,0.985,0.996
449,Rampla Juniors,Primera División de Uruguay,1.075,0.943,0.877,1.109
450,Bolton Wanderers,English League One,1.075,0.995,0.925,0.906
451,Carabobo,Primera División de Venezuela,1.073,1.097,1.022,0.884
452,Ipswich Town,English League Championship,1.071,0.940,0.878,1.064
453,Gimnastic de Tarragona,Spanish Segunda Division,1.070,1.045,0.977,1.118
454,Oeste,Brasileirao B,1.069,0.968,0.905,1.139
455,Kerala Blasters FC,Indian Super League,1.068,0.977,0.915,1.060
456,Platanias,Greek Super League,1.068,0.996,0.932,1.011
457,Malmo FF,Swedish Allsvenskanliga,1.063,1.056,0.994,0.833
458,Feirense,Portuguese Liga,1.060,1.030,0.971,1.148
459,Tours,French Ligue 2,1.060,1.140,1.075,1.074
460,Talleres de Remedios de Escalada,Primera Division B de Argentina,1.058,1.072,1.013,1.117
461,Melbourne City FC,Australian A-League,1.056,1.206,1.142,0.986
462,Austria Vienna,Austrian Bundesliga,1.053,1.279,1.214,0.978
463,Columbus Crew SC,Major League Soccer,1.053,1.172,1.113,1.068
464,General Caballero,Primera División de Paraguay,1.053,1.142,1.084,1.107
465,Plaza Colonia,Primera División de Uruguay,1.050,1.055,1.004,1.085
466,LDU Quito,Primera A de Ecuador,1.049,0.964,0.919,1.146
467,River Plate,Primera División de Uruguay,1.049,1.157,1.103,1.185
468,Sacachispas,Primera Division C de Argentina,1.049,1.025,0.978,0.863
469,AC Ajaccio,French Ligue 2,1.046,1.010,0.965,1.092
470,Santiago Wanderers,Primera División de Chile,1.046,1.028,0.983,1.084
471,Caracas F.C.,Primera División de Venezuela,1.046,1.078,1.030,0.916
472,FC Midtjylland,Danish SAS-Ligaen,1.042,1.110,1.066,0.959
473,FC Pune City,Indian Super League,1.040,0.991,0.953,1.050
474,AJ Auxerre,French Ligue 2,1.035,0.922,0.891,1.089
475,SV Sandhausen,German 2. Bundesliga,1.035,1.031,0.997,1.009
476,Moreirense,Portuguese Liga,1.032,1.017,0.985,1.148
477,Zamora,Primera División de Venezuela,1.031,0.999,0.968,0.927
478,Yanbian Fude FC,Chinese Super League,1.031,1.064,1.032,1.026
479,San Jose Earthquakes,Major League Soccer,1.030,0.928,0.901,1.081
480,New England Revolution,Major League Soccer,1.029,1.106,1.074,1.067
481,Sportivo Luqueño,Primera División de Paraguay,1.028,0.986,0.959,1.115
482,Birmingham City,English League Championship,1.026,0.978,0.953,1.070
483,Fortaleza CE,Fútbol Profesional Colombiano,1.024,1.030,1.005,1.161
484,Arouca,Portuguese Liga,1.023,1.006,0.983,1.146
485,Burton Albion,English League Championship,1.021,0.996,0.975,1.107
486,Maccabi Petach-Tikva,Israeli Premier League,1.021,0.954,0.935,0.956
487,Chennaiyin FC,Indian Super League,1.014,1.165,1.149,1.052
488,Villa Española,Primera División de Uruguay,1.006,1.057,1.051,1.111
489,Shandong Luneng Taishan,Chinese Super League,1.006,1.040,1.034,1.000
490,Aucas,Primera A de Ecuador,1.000,0.969,0.969,1.110
491,Hebei China Fortune FC,Chinese Super League,0.998,0.985,0.986,1.027
492,Orléans,French Ligue 2,0.998,0.956,0.958,1.073
493,Deportes Temuco,Primera División de Chile,0.996,1.017,1.021,1.091
494,Lucerne,Swiss Super League,0.995,1.201,1.207,0.997
495,Bragantino,Brasileirao B,0.995,0.976,0.981,1.124
496,Audax Italiano,Primera División de Chile,0.992,1.136,1.145,1.082
497,Pas Giannina,Greek Super League,0.991,0.933,0.942,1.010
498,General Díaz,Primera División de Paraguay,0.991,1.083,1.093,1.111
499,At. Paraná,Nacional B de Argentina,0.991,0.875,0.883,1.143
500,Akhisar Belediyespor,Turkish Super Lig,0.989,0.968,0.978,1.114
501,Boyacá Chicó FC,Fútbol Profesional Colombiano,0.989,0.982,0.992,1.152
502,Gaziantepspor,Turkish Super Lig,0.989,1.032,1.044,1.114
503,Beitar Jerusalem,Israeli Premier League,0.988,0.938,0.950,0.973
504,Ventforet Kofu,Japanese J League,0.987,1.032,1.045,1.161
505,Rubio Ñú,Primera División de Paraguay,0.984,0.902,0.917,1.111
506,Universidad de Concepción,Primera División de Chile,0.982,0.990,1.008,1.088
507,Shonan Bellmare,Japanese J League,0.981,1.000,1.019,1.161
508,Sporting Cristal,Primera Profesional de Perú,0.979,1.023,1.046,0.936
509,Red Star FC 93,French Ligue 2,0.976,0.952,0.976,1.078
510,Guangzhou R&F,Chinese Super League,0.975,1.201,1.231,1.041
511,Stade Laval,French Ligue 2,0.972,0.857,0.882,1.080
512,Chongqing Lifan,Chinese Super League,0.970,1.133,1.168,1.028
513,Western Sydney Wanderers,Australian A-League,0.968,1.003,1.035,0.990
514,St. Truiden,Belgian Jupiler League,0.966,1.044,1.081,1.056
515,SC Rheindorf Altach,Austrian Bundesliga,0.963,1.070,1.112,0.957
516,Spal,Italian Serie B,0.962,1.041,1.082,0.874
517,SC Heracles Almelo,Dutch Eredivisie,0.961,1.095,1.139,1.041
518,Zulia,Primera División de Venezuela,0.959,0.997,1.040,0.907
519,Sparta Rotterdam,Dutch Eredivisie,0.959,1.111,1.159,1.033
520,Rangers,Scottish Premiership,0.958,0.983,1.026,0.833
521,Nurnberg,German 2. Bundesliga,0.956,1.111,1.162,1.004
522,Chicago Fire,Major League Soccer,0.953,1.063,1.115,1.072
523,Caykur Rizespor,Turkish Super Lig,0.952,1.011,1.062,1.119
524,Würzburger Kickers,German 2. Bundesliga,0.951,0.901,0.948,0.994
525,Perth Glory,Australian A-League,0.944,1.232,1.304,0.991
526,TSV 1860 Munich,German 2. Bundesliga,0.942,0.963,1.022,0.994
527,Millwall,English League One,0.941,1.040,1.104,0.909
528,SpVgg Greuther Furth,German 2. Bundesliga,0.940,0.940,1.000,1.009
529,Liaoning Whowin,Chinese Super League,0.939,1.051,1.120,1.029
530,Oxford United,English League One,0.938,1.048,1.117,0.915
531,Scunthorpe United,English League One,0.929,1.073,1.155,0.890
532,Willem II Tilburg,Dutch Eredivisie,0.929,0.895,0.963,1.054
533,Hangzhou Greentown,Chinese Super League,0.924,0.896,0.969,1.030
534,IFK Norrkoping,Swedish Allsvenskanliga,0.919,1.110,1.208,0.852
535,Wigan Athletic,English League Championship,0.918,0.842,0.916,1.101
536,FC Goa,Indian Super League,0.916,1.046,1.142,1.058
537,Lausanne Sports,Swiss Super League,0.910,1.101,1.210,0.991
538,CFR Cluj-Napoca,Romanian First Division,0.907,1.004,1.106,0.843
539,KSC Lokeren,Belgian Jupiler League,0.906,0.841,0.928,1.042
540,Kaiserslautern,German 2. Bundesliga,0.906,0.810,0.894,0.996
541,Wellington Phoenix FC,Australian A-League,0.905,1.067,1.178,0.993
542,CD Nacional de Madeira,Portuguese Liga,0.904,0.919,1.017,1.152
543,Tianjin Teda,Chinese Super League,0.904,1.053,1.165,1.030
544,Mirandes,Spanish Segunda Division,0.904,0.996,1.102,1.109
545,Panetolikos,Greek Super League,0.903,0.928,1.028,1.016
546,Hellas Verona,Italian Serie B,0.903,0.990,1.097,0.880
547,Fortuna Düsseldorf,German 2. Bundesliga,0.902,0.929,1.030,0.996
548,Melgar,Primera Profesional de Perú,0.902,0.941,1.044,0.934
549,VfL Bochum,German 2. Bundesliga,0.902,0.983,1.091,0.999
550,KV Kortrijk,Belgian Jupiler League,0.900,1.077,1.196,1.042
551,Bradford City,English League One,0.900,0.917,1.019,0.887
552,Perugia,Italian Serie B,0.899,0.964,1.073,0.874
553,SK Brann,Norwegian Tippeligaen,0.896,0.916,1.022,0.860
554,Luton Town,English League Two,0.895,1.013,1.132,0.835
555,Tondela,Portuguese Liga,0.894,0.923,1.032,1.152
556,AIK,Swedish Allsvenskanliga,0.892,0.942,1.056,0.844
557,Doncaster Rovers,English League Two,0.891,1.073,1.204,0.839
558,Benevento,Italian Serie B,0.886,0.923,1.042,0.869
559,FK Tom Tomsk,Russian Premier League,0.885,0.951,1.074,1.254
560,Maccabi Haifa,Israeli Premier League,0.881,0.868,0.985,0.964
561,St Gallen,Swiss Super League,0.877,0.938,1.069,0.993
562,FC Thun,Swiss Super League,0.876,1.086,1.240,0.993
563,Fleetwood Town,English League One,0.872,0.889,1.020,0.888
564,Frosinone,Italian Serie B,0.871,0.905,1.039,0.873
565,FC Nordsjaelland,Danish SAS-Ligaen,0.870,1.082,1.243,0.964
566,Atromitos,Greek Super League,0.868,0.895,1.030,1.017
567,Changchun Yatai,Chinese Super League,0.867,0.928,1.071,1.031
568,Cobresal,Primera División de Chile,0.866,0.970,1.120,1.125
569,Sport Huancayo,Primera Profesional de Perú,0.865,0.816,0.944,0.889
570,Waasland-Beveren,Belgian Jupiler League,0.864,0.899,1.040,1.061
571,Elfsborg,Swedish Allsvenskanliga,0.863,1.054,1.222,0.839
572,Portsmouth,English League Two,0.859,0.925,1.076,0.823
573,Southend United,English League One,0.858,0.966,1.126,0.888
574,Hapoel Kiryat Shmona,Israeli Premier League,0.856,0.967,1.130,0.910
575,St Pauli,German 2. Bundesliga,0.853,0.851,0.997,1.007
576,Adanaspor,Turkish Super Lig,0.853,0.946,1.109,1.119
577,Arminia Bielefeld,German 2. Bundesliga,0.851,1.009,1.186,1.006
578,Rochdale,English League One,0.850,1.046,1.232,0.876
579,Asteras Tripoli,Greek Super League,0.849,0.968,1.140,1.018
580,Viitorul Constanta,Romanian First Division,0.846,0.903,1.067,0.861
581,Lyngby,Danish SAS-Ligaen,0.846,0.806,0.953,0.965
582,Iraklis,Greek Super League,0.835,0.847,1.014,1.019
583,AC Lugano,Swiss Super League,0.832,1.010,1.214,0.996
584,Bnei Sakhnin,Israeli Premier League,0.832,0.823,0.988,0.966
585,Eupen,Belgian Jupiler League,0.831,1.111,1.337,1.046
586,Plymouth Argyle,English League Two,0.830,0.872,1.051,0.842
587,Blackpool,English League Two,0.829,0.904,1.090,0.850
588,Sonderjyske,Danish SAS-Ligaen,0.826,0.918,1.110,0.962
589,PEC Zwolle,Dutch Eredivisie,0.825,1.001,1.214,1.047
590,Avispa Fukuoka,Japanese J League,0.825,0.943,1.142,1.162
591,Kerkyra,Greek Super League,0.824,0.804,0.976,1.019
592,Sampaio Correa-MA,Brasileirao B,0.823,0.860,1.045,1.118
593,Universitario de Deportes,Primera Profesional de Perú,0.821,1.068,1.301,0.897
594,Excelsior,Dutch Eredivisie,0.820,1.021,1.245,1.057
595,Virtus Entella,Italian Serie B,0.818,0.952,1.164,0.878
596,NEC Nijmegen,Dutch Eredivisie,0.817,0.935,1.145,1.045
597,Deportivo Táchira,Primera División de Venezuela,0.817,0.897,1.098,0.950
598,Odds BK,Norwegian Tippeligaen,0.814,0.957,1.177,0.870
599,Henan Jianye,Chinese Super League,0.814,0.870,1.068,1.033
600,Blooming,Liga Profesional Boliviana,0.812,0.959,1.182,0.945
601,IFK,Swedish Allsvenskanliga,0.811,1.078,1.328,0.837
602,Steaua Bucuresti,Romanian First Division,0.810,0.858,1.059,0.915
603,Go Ahead Eagles,Dutch Eredivisie,0.809,0.956,1.182,1.050
604,Nacional Potosí,Liga Profesional Boliviana,0.806,1.086,1.347,0.928
605,AFC Wimbledon,English League One,0.806,0.921,1.143,0.882
606,Mouscron-Peruwelz,Belgian Jupiler League,0.797,0.931,1.167,1.048
607,Luján,Primera Division C de Argentina,0.794,0.809,1.019,0.876
608,Spezia,Italian Serie B,0.793,0.798,1.006,0.893
609,AGF Aarhus,Danish SAS-Ligaen,0.793,0.988,1.247,0.920
610,Peterborough United,English League One,0.789,0.943,1.196,0.913
611,Grasshoppers,Swiss Super League,0.787,0.914,1.162,1.012
612,Molde,Norwegian Tippeligaen,0.786,1.003,1.276,0.863
613,Milton Keynes Dons,English League One,0.777,0.935,1.202,0.892
614,FC Erzgebirge Aue,German 2. Bundesliga,0.777,0.900,1.158,1.003
615,Bristol Rovers,English League One,0.774,0.970,1.254,0.907
616,Cesena,Italian Serie B,0.774,0.881,1.138,0.891
617,Salernitana,Italian Serie B,0.771,0.806,1.044,0.873
618,Wilstermann,Liga Profesional Boliviana,0.770,0.911,1.182,0.940
619,ADO Den Haag,Dutch Eredivisie,0.769,0.918,1.193,1.043
620,Odense Boldklub,Danish SAS-Ligaen,0.769,0.822,1.069,0.919
621,Cittadella,Italian Serie B,0.769,0.915,1.190,0.871
622,Randers FC,Danish SAS-Ligaen,0.768,0.822,1.069,0.919
623,Larissa FC,Greek Super League,0.766,0.842,1.099,1.021
624,Haugesund,Norwegian Tippeligaen,0.766,0.990,1.293,0.864
625,VVV Venlo,Dutch Eeerste Divisie,0.763,0.950,1.245,0.752
626,BK Hacken,Swedish Allsvenskanliga,0.760,1.019,1.341,0.840
627,Charlton Athletic,English League One,0.759,0.816,1.074,0.888
628,Stromsgodset,Norwegian Tippeligaen,0.758,0.955,1.260,0.867
629,FC Admira Wacker Modling,Austrian Bundesliga,0.757,0.851,1.125,0.968
630,Alianza Lima,Primera Profesional de Perú,0.757,0.778,1.027,0.884
631,Deportivo Municipal Lima,Primera Profesional de Perú,0.755,0.852,1.129,0.862
632,Hapoel Tel Aviv,Israeli Premier League,0.752,0.733,0.975,0.914
633,Guabirá,Liga Profesional Boliviana,0.752,1.071,1.425,0.931
634,Heart of Midlothian,Scottish Premiership,0.751,0.991,1.320,0.843
635,Shijiazhuang Ever Bright,Chinese Super League,0.750,0.903,1.204,1.036
636,Wycombe Wanderers,English League Two,0.748,0.879,1.175,0.847
637,Exeter City,English League Two,0.748,0.947,1.266,0.839
638,Oriente Petrolero,Liga Profesional Boliviana,0.747,0.902,1.208,0.949
639,Valerenga,Norwegian Tippeligaen,0.745,0.909,1.219,0.864
640,Cañuelas,Primera Division C de Argentina,0.745,0.848,1.139,0.879
641,Universitatea Craiova,Romanian First Division,0.743,0.839,1.130,0.851
642,St Johnstone,Scottish Premiership,0.743,0.851,1.146,0.801
643,KVC Westerlo,Belgian Jupiler League,0.743,1.000,1.347,1.065
644,Bari,Italian Serie B,0.742,0.799,1.076,0.876
645,Gaz Metan,Romanian First Division,0.740,0.851,1.149,0.809
646,Juan Aurich,Primera Profesional de Perú,0.740,0.852,1.151,0.897
647,Stevenage,English League Two,0.738,0.961,1.303,0.838
648,RZ Pellets WAC,Austrian Bundesliga,0.737,0.917,1.244,0.986
649,Roda JC Kerkrade,Dutch Eredivisie,0.737,0.806,1.093,1.058
650,Real Potosí,Liga Profesional Boliviana,0.735,0.944,1.285,0.955
651,Northampton Town,English League One,0.732,0.984,1.344,0.919
652,Dinamo Bucuresti,Romanian First Division,0.732,0.897,1.226,0.851
653,El Porvenir,Primera Division C de Argentina,0.731,0.745,1.020,0.818
654,AaB,Danish SAS-Ligaen,0.729,0.853,1.170,0.924
655,Walsall,English League One,0.729,0.858,1.178,0.897
656,San José,Liga Profesional Boliviana,0.729,0.980,1.343,0.933
657,FK Astra Giurgiu,Romanian First Division,0.729,0.816,1.120,0.927
658,Hapoel Haifa,Israeli Premier League,0.728,0.865,1.188,0.917
659,Kalmar FF,Swedish Allsvenskanliga,0.725,0.889,1.226,0.842
660,Deportivo Armenio,Primera Division C de Argentina,0.725,0.745,1.027,0.980
661,Central Coast Mariners,Australian A-League,0.724,0.963,1.330,1.004
662,Portuguesa,Primera División de Venezuela,0.724,0.816,1.127,0.888
663,Levadiakos,Greek Super League,0.724,0.859,1.187,1.023
664,Bnei Yehuda,Israeli Premier League,0.721,0.754,1.045,0.916
665,Newcastle Jets,Australian A-League,0.720,0.938,1.303,1.004
666,Novara,Italian Serie B,0.720,0.807,1.121,0.878
667,Deportivo Anzoategui,Primera División de Venezuela,0.719,0.896,1.247,0.896
668,Lincoln City,English National League,0.719,0.918,1.278,0.734
669,San Martin,Primera Profesional de Perú,0.718,0.964,1.344,0.886
670,Trujillanos,Primera División de Venezuela,0.718,0.921,1.283,0.962
671,St. Pölten,Austrian Bundesliga,0.715,0.894,1.250,0.971
672,SV Mattersburg,Austrian Bundesliga,0.710,0.847,1.192,0.971
673,Partick Thistle,Scottish Premiership,0.709,0.775,1.094,0.819
674,Carpi,Italian Serie B,0.709,0.749,1.057,0.875
675,Adelaide United,Australian A-League,0.709,0.855,1.207,1.005
676,UTC,Primera Profesional de Perú,0.707,0.924,1.306,0.887
677,Sarpsborg FK,Norwegian Tippeligaen,0.704,0.832,1.181,0.866
678,Central Córdoba de Rosario,Primera Division C de Argentina,0.704,0.762,1.082,0.896
679,Cambuur Leeuwarden,Dutch Eeerste Divisie,0.701,0.881,1.258,0.778
680,Accrington Stanley,English League Two,0.701,0.821,1.170,0.843
681,Moadon Sport Ashdod,Israeli Premier League,0.699,0.639,0.914,0.918
682,Viborg FF,Danish SAS-Ligaen,0.698,0.895,1.282,0.926
683,FC Vaduz,Swiss Super League,0.698,0.994,1.424,1.005
684,Karlsruher SC,German 2. Bundesliga,0.698,0.809,1.158,1.005
685,Pisa,Italian Serie B,0.693,0.643,0.928,0.881
686,Cambridge United,English League Two,0.685,0.816,1.191,0.844
687,Sogndal,Norwegian Tippeligaen,0.684,0.807,1.180,0.867
688,Alianza Atlético,Primera Profesional de Perú,0.683,0.927,1.356,0.889
689,Lillestrom,Norwegian Tippeligaen,0.683,0.967,1.417,0.867
690,Aalesund,Norwegian Tippeligaen,0.683,0.981,1.436,0.867
691,Silkeborg IF,Danish SAS-Ligaen,0.679,0.898,1.322,0.928
692,Bury,English League One,0.678,0.982,1.448,0.898
693,Ascoli,Italian Serie B,0.677,0.840,1.241,0.874
694,FC Botosani,Romanian First Division,0.675,0.798,1.183,0.812
695,Municipal,Liga Nacional de Guatemala,0.674,0.741,1.099,0.718
696,CSMS Iasi,Romanian First Division,0.671,0.778,1.161,0.812
697,Midland,Primera Division C de Argentina,0.670,0.690,1.030,0.884
698,AC Horsens,Danish SAS-Ligaen,0.668,0.870,1.303,0.926
699,Gillingham,English League One,0.668,0.936,1.402,0.917
700,César Vallejo,Primera Profesional de Perú,0.667,0.869,1.303,0.927
701,Djurgardens IF,Swedish Allsvenskanliga,0.664,0.902,1.359,0.853
702,Orebro SK,Swedish Allsvenskanliga,0.663,0.937,1.413,0.847
703,Jong PSV,Dutch Eeerste Divisie,0.661,0.825,1.249,0.750
704,Monagas SC,Primera División de Venezuela,0.659,0.862,1.308,0.893
705,Aragua,Primera División de Venezuela,0.659,0.839,1.273,0.891
706,Östersunds FK,Swedish Allsvenskanliga,0.656,0.883,1.345,0.842
707,Rotherham United,English League Championship,0.653,0.922,1.411,1.088
708,Carlisle United,English League Two,0.650,0.947,1.457,0.831
709,Dock Sud,Primera Division C de Argentina,0.649,0.749,1.154,0.885
710,Hapoel Ra'anana,Israeli Premier League,0.649,0.668,1.028,0.921
711,Viking FK,Norwegian Tippeligaen,0.649,0.800,1.231,0.887
712,Floriana FC,Maltese Premier League,0.647,0.805,1.244,0.762
713,Hammarby,Swedish Allsvenskanliga,0.647,0.906,1.399,0.845
714,Veria,Greek Super League,0.647,0.807,1.247,1.026
715,Ituzaingó,Primera Division D de Argentina,0.645,0.729,1.130,0.740
716,Bodo/Glimt,Norwegian Tippeligaen,0.642,0.848,1.320,0.868
717,Universitario de Sucre,Liga Profesional Boliviana,0.642,0.901,1.403,0.938
718,Oldham Athletic,English League One,0.640,0.702,1.097,0.907
719,Mansfield Town,English League Two,0.639,0.781,1.221,0.840
720,Latina,Italian Serie B,0.638,0.740,1.159,0.875
721,Tromso,Norwegian Tippeligaen,0.634,0.848,1.338,0.868
722,Esbjerg FB,Danish SAS-Ligaen,0.632,0.857,1.357,0.929
723,Ayacucho FC,Primera Profesional de Perú,0.632,0.775,1.227,0.892
724,SV Josko Ried,Austrian Bundesliga,0.628,0.784,1.249,0.978
725,Almere City,Dutch Eeerste Divisie,0.627,0.998,1.591,0.752
726,San Miguel,Primera Division C de Argentina,0.627,0.751,1.197,0.887
727,Shrewsbury Town,English League One,0.626,0.780,1.247,0.907
728,Stabaek,Norwegian Tippeligaen,0.626,0.788,1.258,0.842
729,Brescia,Italian Serie B,0.625,0.817,1.308,0.875
730,Pro Vercelli,Italian Serie B,0.624,0.726,1.164,0.885
731,Argentino Rosario,Primera Division D de Argentina,0.623,0.744,1.193,0.741
732,Trapani,Italian Serie B,0.620,0.786,1.267,0.882
733,Comunicaciones,Liga Nacional de Guatemala,0.615,0.732,1.190,0.716
734,Port Vale,English League One,0.615,0.783,1.273,0.900
735,Llaneros,Primera División de Venezuela,0.614,0.735,1.196,0.925
736,Hapoel Kfar Saba,Israeli Premier League,0.613,0.685,1.118,0.923
737,US Avellino,Italian Serie B,0.613,0.769,1.253,0.876
738,Jonkopings Sodra,Swedish Allsvenskanliga,0.613,0.729,1.189,0.847
739,Colchester United,English League Two,0.612,0.823,1.343,0.841
740,Swindon Town,English League One,0.610,0.778,1.275,0.902
741,Dundalk,League of Ireland Premier Division,0.609,0.840,1.380,0.664
742,Dundee,Scottish Premiership,0.604,0.837,1.387,0.823
743,Hapoel Ashkelon,Israeli Premier League,0.601,0.712,1.184,0.924
744,Atlas,Primera Division D de Argentina,0.599,0.817,1.363,0.754
745,Hibernians,Maltese Premier League,0.598,0.818,1.367,0.769
746,FC Volendam,Dutch Eeerste Divisie,0.597,0.816,1.368,0.768
747,Tranmere Rovers,English National League,0.596,0.742,1.245,0.703
748,Deportivo Petare,Primera División de Venezuela,0.596,0.679,1.139,0.895
749,Ross County,Scottish Premiership,0.590,0.819,1.388,0.844
750,Liniers,Primera Division D de Argentina,0.585,0.748,1.279,0.776
751,MVV Maastricht,Dutch Eeerste Divisie,0.585,0.784,1.340,0.758
752,Forest Green Rovers,English National League,0.582,0.918,1.576,0.696
753,Hibernian,Scottish Championship,0.578,0.705,1.219,0.687
754,Inverness Caledonian Thistle,Scottish Premiership,0.576,0.841,1.461,0.822
755,Ternana,Italian Serie B,0.576,0.751,1.303,0.877
756,Coventry City,English League One,0.573,0.772,1.347,0.898
757,Valletta,Maltese Premier League,0.572,0.698,1.220,0.780
758,Vicenza,Italian Serie B,0.572,0.695,1.214,0.881
759,Yeovil Town,English League Two,0.567,0.768,1.355,0.838
760,Gateshead,English National League,0.564,0.768,1.361,0.685
761,Grimsby Town,English League Two,0.564,0.741,1.313,0.844
762,Barnet,English League Two,0.564,0.778,1.379,0.833
763,Crewe Alexandra,English League Two,0.561,0.780,1.390,0.833
764,FC Emmen VV,Dutch Eeerste Divisie,0.561,0.720,1.284,0.761
765,Aldershot Town,English National League,0.561,0.702,1.253,0.688
766,Voluntari,Romanian First Division,0.559,0.772,1.381,0.819
767,GIF Sundsvall,Swedish Allsvenskanliga,0.555,0.815,1.469,0.850
768,Cork,League of Ireland Premier Division,0.549,0.728,1.327,0.645
769,Birkirkara,Maltese Premier League,0.545,0.714,1.310,0.847
770,NAC Breda,Dutch Eeerste Divisie,0.544,0.795,1.462,0.757
771,Hamilton Academical,Scottish Premiership,0.540,0.746,1.382,0.827
772,Cheltenham Town,English League Two,0.539,0.720,1.337,0.844
773,Barrow,English National League,0.535,0.743,1.390,0.693
774,Chesterfield,English League One,0.533,0.760,1.425,0.899
775,Crawley Town,English League Two,0.533,0.770,1.444,0.841
776,Morecambe,English League Two,0.530,0.818,1.545,0.848
777,Kilmarnock,Scottish Premiership,0.528,0.703,1.331,0.826
778,Helsingborg,Swedish Allsvenskanliga,0.527,0.772,1.464,0.853
779,Dagenham & Redbridge,English National League,0.526,0.784,1.491,0.685
780,Victoriano Arenas,Primera Division D de Argentina,0.521,0.683,1.309,0.742
781,Coban Imperial,Liga Nacional de Guatemala,0.520,0.646,1.242,0.734
782,Antigua,Liga Nacional de Guatemala,0.517,0.749,1.448,0.756
783,Alianza FC,Primera División de El Salvador,0.516,0.663,1.285,0.721
784,ACS Poli Timisoara,Romanian First Division,0.516,0.712,1.379,0.822
785,Motherwell,Scottish Premiership,0.515,0.814,1.581,0.840
786,Dover,English National League,0.512,0.864,1.687,0.692
787,Pandurii Targu-Jiu,Romanian First Division,0.511,0.698,1.366,0.834
788,De Graafschap,Dutch Eeerste Divisie,0.511,0.866,1.694,0.764
789,Estudiantes de Mérida,Primera División de Venezuela,0.509,0.711,1.396,0.900
790,Aguila,Primera División de El Salvador,0.506,0.664,1.312,0.700
791,Notts County,English League Two,0.504,0.755,1.500,0.832
792,Malacateco,Liga Nacional de Guatemala,0.501,0.689,1.376,0.733
