rk,team,str,ofs,dfs,sos
1,Mamelodi Sundowns,0.59,0.14,-0.46,-0.14
2,AmaZulu,0.40,0.06,-0.33,-0.11
3,Orlando Pirates,0.33,0.04,-0.29,-0.04
4,Golden Arrows,0.19,0.08,-0.11,-0.07
5,Swallows,0.13,0.01,-0.12,-0.09
6,Supersport Utd,0.09,0.06,-0.03,0.00
7,Kaizer Chiefs,0.02,0.02,0.00,-0.01
8,Cape Town City,0.00,0.10,0.11,-0.02
9,Maritzburg Utd,-0.07,0.00,0.06,-0.05
10,Bloem Celtic,-0.07,0.00,0.07,0.01
11,TS Galaxy,-0.12,-0.03,0.09,-0.07
12,Stellenbosch,-0.15,0.02,0.17,0.00
13,Baroka,-0.32,-0.07,0.24,0.00
14,Chippa Utd.,-0.33,-0.05,0.28,0.05
15,Tshakhuma,-0.48,-0.15,0.33,0.05
16,Black Leopards,-0.60,-0.13,0.47,0.05
