478208,2017,nacional+b+de+argentina,9785,0093EC,Atlético Tucumán,9786,000000,All Boys
478209,2017,nacional+b+de+argentina,9747,0a82ab,Atletico Rafaela,2,000000,Almagro
478212,2017,nacional+b+de+argentina,10158,000000,Sarmiento de Junín,10147,000099,Brown de Adrogué
478218,2017,nacional+b+de+argentina,11674,0b0b53,Guillermo Brown,6,000000,Chacarita Juniors
478229,2017,nacional+b+de+argentina,2636,ffff00,Olimpo de Bahía Blanca,9743,000000,Ferro Carril Oeste
478231,2017,nacional+b+de+argentina,7,370000,Colón de Santa Fe,9744,000061,Independiente Rivadavia
478232,2017,nacional+b+de+argentina,3,C60000,Argentinos Juniors,2975,000000,Instituto de Córdoba
478234,2017,nacional+b+de+argentina,20,C60000,Unión de Santa Fe,236,000000,Nueva Chicago
490258,2017,nacional+b+de+argentina,9743,000000,Ferro Carril Oeste,185,CF0032,FC Dallas
493118,2017,nacional+b+de+argentina,21,0070b0,Vélez Sarsfield,3,C60000,Argentinos Juniors
493128,2017,nacional+b+de+argentina,6,000000,Chacarita Juniors,7845,000099,San Martín de San Juan
493133,2017,nacional+b+de+argentina,235,1a1a1a,Banfield,6,000099,Chacarita Juniors
493136,2017,nacional+b+de+argentina,3,C60000,Argentinos Juniors,6756,0060f0,Godoy Cruz de Mendoza
493146,2017,nacional+b+de+argentina,12,9f0000,Lanús,3,0060f0,Argentinos Juniors
493158,2017,nacional+b+de+argentina,6,000000,Chacarita Juniors,10162,409fff,Temperley
493161,2017,nacional+b+de+argentina,18,0060f0,San Lorenzo,6,000000,Chacarita Juniors
493168,2017,nacional+b+de+argentina,3,C60000,Argentinos Juniors,2636,ffff00,Olimpo de Bahía Blanca
493174,2017,nacional+b+de+argentina,10,C60000,Huracán,3,0060f0,Argentinos Juniors
493179,2017,nacional+b+de+argentina,6,000000,Chacarita Juniors,7,C60000,Colón de Santa Fe
493190,2017,nacional+b+de+argentina,8,C60000,Estudiantes La Plata,6,000000,Chacarita Juniors
493200,2017,nacional+b+de+argentina,3,C60000,Argentinos Juniors,20,000000,Unión de Santa Fe
493202,2017,nacional+b+de+argentina,9,0060f0,Gimnasia La Plata,3,C60000,Argentinos Juniors
493203,2017,nacional+b+de+argentina,6,000000,Chacarita Juniors,2635,0093EC,Arsenal de Sarandí
493219,2017,nacional+b+de+argentina,17,ffff00,Rosario Central,6,000000,Chacarita Juniors
493225,2017,nacional+b+de+argentina,3,C60000,Argentinos Juniors,14,000000,Newell's Old Boys
493230,2017,nacional+b+de+argentina,11,C60000,Independiente,3,0060f0,Argentinos Juniors
493237,2017,nacional+b+de+argentina,6,000000,Chacarita Juniors,15,409fff,Racing Club
493244,2017,nacional+b+de+argentina,3,C60000,Argentinos Juniors,5,fcb000,Boca Juniors
493246,2017,nacional+b+de+argentina,16,C60000,River Plate,6,000000,Chacarita Juniors
493258,2017,nacional+b+de+argentina,19,000000,Talleres de Córdoba,3,C60000,Argentinos Juniors
493261,2017,nacional+b+de+argentina,6,000000,Chacarita Juniors,4,0060f0,Belgrano de Córdoba
493272,2017,nacional+b+de+argentina,3,C60000,Argentinos Juniors,9785,0093EC,Atlético Tucumán
493275,2017,nacional+b+de+argentina,10374,000000,Patronato,6,000099,Chacarita Juniors
493286,2017,nacional+b+de+argentina,7767,C60000,Tigre,3,0060f0,Argentinos Juniors
493290,2017,nacional+b+de+argentina,8950,ffff00,Defensa y Justicia,6,000000,Chacarita Juniors
493303,2017,nacional+b+de+argentina,3,C60000,Argentinos Juniors,8950,ffff00,Defensa y Justicia
493313,2017,nacional+b+de+argentina,6,000000,Chacarita Juniors,21,0070b0,Vélez Sarsfield
493317,2017,nacional+b+de+argentina,6756,0060f0,Godoy Cruz de Mendoza,6,000000,Chacarita Juniors
493325,2017,nacional+b+de+argentina,3,C60000,Argentinos Juniors,7845,000000,San Martín de San Juan
493328,2017,nacional+b+de+argentina,235,1a1a1a,Banfield,3,C60000,Argentinos Juniors
493336,2017,nacional+b+de+argentina,6,000000,Chacarita Juniors,12,9f0000,Lanús
493345,2017,nacional+b+de+argentina,2636,ffff00,Olimpo de Bahía Blanca,6,000000,Chacarita Juniors
493354,2017,nacional+b+de+argentina,3,C60000,Argentinos Juniors,10162,409fff,Temperley
493356,2017,nacional+b+de+argentina,18,0060f0,San Lorenzo,3,C60000,Argentinos Juniors
493362,2017,nacional+b+de+argentina,6,000000,Chacarita Juniors,10,C60000,Huracán
493372,2017,nacional+b+de+argentina,20,C60000,Unión de Santa Fe,6,000000,Chacarita Juniors
493373,2017,nacional+b+de+argentina,3,C60000,Argentinos Juniors,7,370000,Colón de Santa Fe
493384,2017,nacional+b+de+argentina,8,C60000,Estudiantes La Plata,3,0060f0,Argentinos Juniors
493390,2017,nacional+b+de+argentina,6,000000,Chacarita Juniors,9,0060f0,Gimnasia La Plata
493398,2017,nacional+b+de+argentina,3,C60000,Argentinos Juniors,2635,0093EC,Arsenal de Sarandí
493400,2017,nacional+b+de+argentina,14,000000,Newell's Old Boys,6,000099,Chacarita Juniors
493412,2017,nacional+b+de+argentina,17,ffff00,Rosario Central,3,C60000,Argentinos Juniors
493416,2017,nacional+b+de+argentina,6,000000,Chacarita Juniors,11,C60000,Independiente
493428,2017,nacional+b+de+argentina,5,fcb000,Boca Juniors,6,000000,Chacarita Juniors
493436,2017,nacional+b+de+argentina,3,C60000,Argentinos Juniors,15,409fff,Racing Club
493440,2017,nacional+b+de+argentina,16,C60000,River Plate,3,0060f0,Argentinos Juniors
493450,2017,nacional+b+de+argentina,6,000000,Chacarita Juniors,19,000099,Talleres de Córdoba
493455,2017,nacional+b+de+argentina,3,C60000,Argentinos Juniors,4,0060f0,Belgrano de Córdoba
493456,2017,nacional+b+de+argentina,9785,0093EC,Atlético Tucumán,6,000000,Chacarita Juniors
493468,2017,nacional+b+de+argentina,10374,000000,Patronato,3,C60000,Argentinos Juniors
493481,2017,nacional+b+de+argentina,6,000000,Chacarita Juniors,7767,C60000,Tigre
493484,2017,nacional+b+de+argentina,3,C60000,Argentinos Juniors,6,000000,Chacarita Juniors
494020,2017,nacional+b+de+argentina,16,C60000,River Plate,2975,000000,Instituto de Córdoba
494593,2017,nacional+b+de+argentina,11674,0b0b53,Guillermo Brown,2,000000,Almagro
494594,2017,nacional+b+de+argentina,9786,000000,All Boys,17702,C60000,Deportivo Riestra
494595,2017,nacional+b+de+argentina,9744,000061,Independiente Rivadavia,10996,000000,Santamarina
494597,2017,nacional+b+de+argentina,10154,000000,Deportivo Morón,5263,0e5196,Gimnasia y Esgrima de Jujuy
494598,2017,nacional+b+de+argentina,10156,000000,Flandria,2975,C60000,Instituto de Córdoba
494600,2017,nacional+b+de+argentina,11990,000000,Mitre (SE),13,b50202,Los Andes
494601,2017,nacional+b+de+argentina,9743,000000,Ferro Carril Oeste,236,C60000,Nueva Chicago
494602,2017,nacional+b+de+argentina,10147,000000,Brown de Adrogué,17814,C60000,San Martin de Tucuman
494604,2017,nacional+b+de+argentina,9747,0a82ab,Atletico Rafaela,10064,5901a9,Villa Dálmine
494605,2017,nacional+b+de+argentina,2975,C60000,Instituto de Córdoba,13913,000099,Agropecuario
494607,2017,nacional+b+de+argentina,13,b50202,Los Andes,9786,000000,All Boys
494608,2017,nacional+b+de+argentina,236,C60000,Nueva Chicago,10147,000000,Brown de Adrogué
494609,2017,nacional+b+de+argentina,5263,0e5196,Gimnasia y Esgrima de Jujuy,11990,000000,Mitre (SE)
494612,2017,nacional+b+de+argentina,10064,5901a9,Villa Dálmine,10154,000000,Deportivo Morón
494613,2017,nacional+b+de+argentina,10996,000000,Santamarina,9743,000099,Ferro Carril Oeste
494614,2017,nacional+b+de+argentina,2,000000,Almagro,10156,000099,Flandria
494616,2017,nacional+b+de+argentina,13935,000000,Sp. Estudiantes (San Luis),9744,000061,Independiente Rivadavia
494617,2017,nacional+b+de+argentina,13913,C60000,Agropecuario,2,000000,Almagro
494618,2017,nacional+b+de+argentina,9744,000061,Independiente Rivadavia,17702,C60000,Deportivo Riestra
494619,2017,nacional+b+de+argentina,10147,000000,Brown de Adrogué,10996,C60000,Santamarina
494620,2017,nacional+b+de+argentina,9743,000000,Ferro Carril Oeste,13935,C60000,Sp. Estudiantes (San Luis)
494621,2017,nacional+b+de+argentina,9786,000000,All Boys,5263,0e5196,Gimnasia y Esgrima de Jujuy
494622,2017,nacional+b+de+argentina,11948,5DC9F8,Juventud Unida (G),2975,C60000,Instituto de Córdoba
494623,2017,nacional+b+de+argentina,9739,ffff00,Aldosivi,13,b50202,Los Andes
494624,2017,nacional+b+de+argentina,11674,0b0b53,Guillermo Brown,236,C60000,Nueva Chicago
494626,2017,nacional+b+de+argentina,10156,000000,Flandria,17814,C60000,San Martin de Tucuman
494628,2017,nacional+b+de+argentina,11990,000000,Mitre (SE),10064,5901a9,Villa Dálmine
494630,2017,nacional+b+de+argentina,5263,0e5196,Gimnasia y Esgrima de Jujuy,9739,ffff00,Aldosivi
494631,2017,nacional+b+de+argentina,10064,5901a9,Villa Dálmine,9786,000000,All Boys
494632,2017,nacional+b+de+argentina,13935,000000,Sp. Estudiantes (San Luis),10147,000099,Brown de Adrogué
494636,2017,nacional+b+de+argentina,17702,C60000,Deportivo Riestra,9743,000000,Ferro Carril Oeste
494637,2017,nacional+b+de+argentina,236,C60000,Nueva Chicago,10156,000000,Flandria
494639,2017,nacional+b+de+argentina,13,b50202,Los Andes,9744,000061,Independiente Rivadavia
494640,2017,nacional+b+de+argentina,2,000000,Almagro,11948,5DC9F8,Juventud Unida (G)
494641,2017,nacional+b+de+argentina,2975,C60000,Instituto de Córdoba,2,000000,Almagro
494643,2017,nacional+b+de+argentina,10147,000000,Brown de Adrogué,17702,C60000,Deportivo Riestra
494644,2017,nacional+b+de+argentina,10156,000000,Flandria,10996,C60000,Santamarina
494646,2017,nacional+b+de+argentina,9744,000061,Independiente Rivadavia,5263,0e5196,Gimnasia y Esgrima de Jujuy
494647,2017,nacional+b+de+argentina,9743,000000,Ferro Carril Oeste,13,b50202,Los Andes
494648,2017,nacional+b+de+argentina,13913,C60000,Agropecuario,236,000000,Nueva Chicago
494651,2017,nacional+b+de+argentina,9786,000000,All Boys,10158,000099,Sarmiento de Junín
494652,2017,nacional+b+de+argentina,9739,ffff00,Aldosivi,10064,5901a9,Villa Dálmine
494655,2017,nacional+b+de+argentina,2741,0060f0,Quilmes,9786,000000,All Boys
494656,2017,nacional+b+de+argentina,13,b50202,Los Andes,10147,000000,Brown de Adrogué
494659,2017,nacional+b+de+argentina,5263,0e5196,Gimnasia y Esgrima de Jujuy,9743,000000,Ferro Carril Oeste
494660,2017,nacional+b+de+argentina,13935,000000,Sp. Estudiantes (San Luis),10156,000099,Flandria
494662,2017,nacional+b+de+argentina,10064,5901a9,Villa Dálmine,9744,000061,Independiente Rivadavia
494663,2017,nacional+b+de+argentina,17814,C60000,San Martin de Tucuman,2975,000000,Instituto de Córdoba
494664,2017,nacional+b+de+argentina,236,C60000,Nueva Chicago,11948,5DC9F8,Juventud Unida (G)
494666,2017,nacional+b+de+argentina,9786,000000,All Boys,10489,C60000,Boca Unidos
494667,2017,nacional+b+de+argentina,10156,000000,Flandria,17702,C60000,Deportivo Riestra
494670,2017,nacional+b+de+argentina,10147,000000,Brown de Adrogué,5263,0e5196,Gimnasia y Esgrima de Jujuy
494671,2017,nacional+b+de+argentina,11674,0b0b53,Guillermo Brown,13,b50202,Los Andes
494672,2017,nacional+b+de+argentina,2975,C60000,Instituto de Córdoba,236,000000,Nueva Chicago
494674,2017,nacional+b+de+argentina,2,000000,Almagro,17814,C60000,San Martin de Tucuman
494675,2017,nacional+b+de+argentina,9744,000061,Independiente Rivadavia,10158,000000,Sarmiento de Junín
494676,2017,nacional+b+de+argentina,9743,000000,Ferro Carril Oeste,10064,5901a9,Villa Dálmine
494679,2017,nacional+b+de+argentina,9747,0a82ab,Atletico Rafaela,9786,000000,All Boys
494680,2017,nacional+b+de+argentina,236,C60000,Nueva Chicago,2,000000,Almagro
494681,2017,nacional+b+de+argentina,10064,5901a9,Villa Dálmine,10147,000000,Brown de Adrogué
494683,2017,nacional+b+de+argentina,10158,000000,Sarmiento de Junín,9743,000099,Ferro Carril Oeste
494684,2017,nacional+b+de+argentina,13,b50202,Los Andes,10156,000000,Flandria
494685,2017,nacional+b+de+argentina,5263,0e5196,Gimnasia y Esgrima de Jujuy,11674,0b0b53,Guillermo Brown
494686,2017,nacional+b+de+argentina,2741,0060f0,Quilmes,9744,000061,Independiente Rivadavia
494687,2017,nacional+b+de+argentina,10996,000000,Santamarina,2975,C60000,Instituto de Córdoba
494690,2017,nacional+b+de+argentina,9744,000061,Independiente Rivadavia,10489,C60000,Boca Unidos
494691,2017,nacional+b+de+argentina,9786,000000,All Boys,10154,000099,Deportivo Morón
494693,2017,nacional+b+de+argentina,2,000000,Almagro,10996,C60000,Santamarina
494694,2017,nacional+b+de+argentina,2975,C60000,Instituto de Córdoba,13935,000000,Sp. Estudiantes (San Luis)
494695,2017,nacional+b+de+argentina,10156,000000,Flandria,5263,0e5196,Gimnasia y Esgrima de Jujuy
494696,2017,nacional+b+de+argentina,13913,C60000,Agropecuario,13,000000,Los Andes
494697,2017,nacional+b+de+argentina,17814,C60000,San Martin de Tucuman,236,000000,Nueva Chicago
494698,2017,nacional+b+de+argentina,9743,000000,Ferro Carril Oeste,2741,0060f0,Quilmes
494699,2017,nacional+b+de+argentina,10147,000000,Brown de Adrogué,10158,000099,Sarmiento de Junín
494700,2017,nacional+b+de+argentina,11674,0b0b53,Guillermo Brown,10064,5901a9,Villa Dálmine
494701,2017,nacional+b+de+argentina,5263,0e5196,Gimnasia y Esgrima de Jujuy,13913,C60000,Agropecuario
494703,2017,nacional+b+de+argentina,11990,000000,Mitre (SE),9786,C60000,All Boys
494704,2017,nacional+b+de+argentina,13935,000000,Sp. Estudiantes (San Luis),2,000099,Almagro
494705,2017,nacional+b+de+argentina,2741,0060f0,Quilmes,10147,000000,Brown de Adrogué
494706,2017,nacional+b+de+argentina,10489,C60000,Boca Unidos,9743,000000,Ferro Carril Oeste
494707,2017,nacional+b+de+argentina,10064,5901a9,Villa Dálmine,10156,000000,Flandria
494709,2017,nacional+b+de+argentina,9747,0a82ab,Atletico Rafaela,9744,000061,Independiente Rivadavia
494710,2017,nacional+b+de+argentina,17702,C60000,Deportivo Riestra,2975,000000,Instituto de Córdoba
494711,2017,nacional+b+de+argentina,13,b50202,Los Andes,11948,5DC9F8,Juventud Unida (G)
494714,2017,nacional+b+de+argentina,9743,000000,Ferro Carril Oeste,9747,0a82ab,Atletico Rafaela
494715,2017,nacional+b+de+argentina,10147,000000,Brown de Adrogué,10489,C60000,Boca Unidos
494716,2017,nacional+b+de+argentina,9744,000061,Independiente Rivadavia,10154,000000,Deportivo Morón
494717,2017,nacional+b+de+argentina,2,000000,Almagro,17702,C60000,Deportivo Riestra
494718,2017,nacional+b+de+argentina,236,C60000,Nueva Chicago,10996,000000,Santamarina
494720,2017,nacional+b+de+argentina,11948,5DC9F8,Juventud Unida (G),5263,0e5196,Gimnasia y Esgrima de Jujuy
494721,2017,nacional+b+de+argentina,2975,C60000,Instituto de Córdoba,13,000000,Los Andes
494723,2017,nacional+b+de+argentina,10156,000000,Flandria,10158,000099,Sarmiento de Junín
494724,2017,nacional+b+de+argentina,13913,C60000,Agropecuario,10064,5901a9,Villa Dálmine
494726,2017,nacional+b+de+argentina,9786,000000,All Boys,9739,ffff00,Aldosivi
494727,2017,nacional+b+de+argentina,13,b50202,Los Andes,2,000000,Almagro
494728,2017,nacional+b+de+argentina,9747,0a82ab,Atletico Rafaela,10147,000000,Brown de Adrogué
494729,2017,nacional+b+de+argentina,10154,000000,Deportivo Morón,9743,000099,Ferro Carril Oeste
494730,2017,nacional+b+de+argentina,2741,0060f0,Quilmes,10156,000000,Flandria
494732,2017,nacional+b+de+argentina,11990,000000,Mitre (SE),9744,000061,Independiente Rivadavia
494733,2017,nacional+b+de+argentina,5263,0e5196,Gimnasia y Esgrima de Jujuy,2975,C60000,Instituto de Córdoba
494734,2017,nacional+b+de+argentina,10064,5901a9,Villa Dálmine,11948,5DC9F8,Juventud Unida (G)
494735,2017,nacional+b+de+argentina,13935,000000,Sp. Estudiantes (San Luis),236,C60000,Nueva Chicago
494737,2017,nacional+b+de+argentina,9744,000061,Independiente Rivadavia,9786,000000,All Boys
494738,2017,nacional+b+de+argentina,9743,000000,Ferro Carril Oeste,11990,C60000,Mitre (SE)
494740,2017,nacional+b+de+argentina,10156,000000,Flandria,10489,C60000,Boca Unidos
494741,2017,nacional+b+de+argentina,10147,000000,Brown de Adrogué,10154,000099,Deportivo Morón
494742,2017,nacional+b+de+argentina,236,C60000,Nueva Chicago,17702,000099,Deportivo Riestra
494744,2017,nacional+b+de+argentina,2,000000,Almagro,5263,0e5196,Gimnasia y Esgrima de Jujuy
494745,2017,nacional+b+de+argentina,17814,C60000,San Martin de Tucuman,13,000000,Los Andes
494748,2017,nacional+b+de+argentina,2975,C60000,Instituto de Córdoba,10064,5901a9,Villa Dálmine
494750,2017,nacional+b+de+argentina,10064,5901a9,Villa Dálmine,2,000000,Almagro
494751,2017,nacional+b+de+argentina,11990,000000,Mitre (SE),10147,000099,Brown de Adrogué
494753,2017,nacional+b+de+argentina,9786,000000,All Boys,9743,000099,Ferro Carril Oeste
494754,2017,nacional+b+de+argentina,9747,0a82ab,Atletico Rafaela,10156,000000,Flandria
494756,2017,nacional+b+de+argentina,9739,ffff00,Aldosivi,9744,000061,Independiente Rivadavia
494757,2017,nacional+b+de+argentina,10158,000000,Sarmiento de Junín,2975,C60000,Instituto de Córdoba
494759,2017,nacional+b+de+argentina,13,b50202,Los Andes,236,000000,Nueva Chicago
494760,2017,nacional+b+de+argentina,5263,0e5196,Gimnasia y Esgrima de Jujuy,17814,C60000,San Martin de Tucuman
494761,2017,nacional+b+de+argentina,9743,000000,Ferro Carril Oeste,9739,ffff00,Aldosivi
494762,2017,nacional+b+de+argentina,10147,000000,Brown de Adrogué,9786,C60000,All Boys
494766,2017,nacional+b+de+argentina,10156,000000,Flandria,10154,000099,Deportivo Morón
494768,2017,nacional+b+de+argentina,236,C60000,Nueva Chicago,5263,0e5196,Gimnasia y Esgrima de Jujuy
494769,2017,nacional+b+de+argentina,10996,000000,Santamarina,13,b50202,Los Andes
494770,2017,nacional+b+de+argentina,2975,C60000,Instituto de Córdoba,2741,0060f0,Quilmes
494771,2017,nacional+b+de+argentina,2,000000,Almagro,10158,000099,Sarmiento de Junín
494772,2017,nacional+b+de+argentina,17814,C60000,San Martin de Tucuman,10064,5901a9,Villa Dálmine
494774,2017,nacional+b+de+argentina,2741,0060f0,Quilmes,2,000000,Almagro
