478208,2017,nacional+b+de+argentina,t9785,,0,0,0,0,0,0,0,-1,9785,,,
478208,2017,nacional+b+de+argentina,t9786,,0,0,0,0,0,0,0,-1,9786,,,
478209,2017,nacional+b+de+argentina,t9747,,0,0,0,0,0,0,0,-1,9747,,,
478209,2017,nacional+b+de+argentina,t2,,0,0,0,0,0,0,0,-1,2,,,
478212,2017,nacional+b+de+argentina,t10158,,0,0,0,0,0,0,0,-1,10158,,,
478212,2017,nacional+b+de+argentina,t10147,,0,0,0,0,0,0,0,-1,10147,,,
478218,2017,nacional+b+de+argentina,t11674,,0,0,0,0,0,0,0,-1,11674,,,
478218,2017,nacional+b+de+argentina,t6,,0,0,0,0,0,0,0,-1,6,,,
478229,2017,nacional+b+de+argentina,t2636,,0,0,0,0,0,0,0,-1,2636,,,
478229,2017,nacional+b+de+argentina,t9743,,0,0,0,0,0,0,0,-1,9743,,,
478231,2017,nacional+b+de+argentina,t7,,0,0,0,0,0,0,0,-1,7,,,
478231,2017,nacional+b+de+argentina,t9744,,0,0,0,0,0,0,0,-1,9744,,,
478232,2017,nacional+b+de+argentina,t3,,0,0,0,0,0,0,0,-1,3,,,
478232,2017,nacional+b+de+argentina,t2975,,0,0,0,0,0,0,0,-1,2975,,,
478234,2017,nacional+b+de+argentina,t20,,0,0,0,0,0,0,0,-1,20,,,
478234,2017,nacional+b+de+argentina,t236,,0,0,0,0,0,0,0,-1,236,,,
490258,2017,nacional+b+de+argentina,t9743,,0,0,0,0,0,0,0,-1,9743,,,
490258,2017,nacional+b+de+argentina,t185,,0,0,0,0,0,0,0,-1,185,,,
