rk,team,str,ofs,dfs,sos
1,Brazil,1.43,0.84,-0.58,0.62
2,Portugal,1.20,0.58,-0.62,0.71
3,Iran,1.18,0.47,-0.70,0.56
4,Russia,1.14,0.52,-0.62,0.72
5,Spain,1.09,0.46,-0.64,0.68
6,Nigeria,1.05,0.75,-0.30,0.67
7,Ukraine,1.03,0.42,-0.61,0.59
8,Italy,1.00,0.49,-0.51,0.69
9,Switzerland,0.99,0.78,-0.21,0.69
10,Senegal,0.96,0.44,-0.53,0.81
11,Cote d'Ivoire,0.82,0.42,-0.40,0.52
12,Japan,0.80,0.27,-0.53,0.59
13,Oman,0.80,0.20,-0.60,0.23
14,Tahiti,0.79,0.61,-0.18,0.56
15,Madagascar,0.77,0.40,-0.37,0.33
16,Morocco,0.77,0.49,-0.28,0.52
17,Paraguay,0.76,0.48,-0.28,0.61
18,Argentina,0.64,0.15,-0.50,0.66
19,Belarus,0.63,0.09,-0.54,0.65
20,United Arab Emirates,0.62,0.14,-0.48,0.47
21,El Salvador,0.60,0.29,-0.31,0.22
22,Solomon Islands,0.57,0.27,-0.30,0.11
23,Mexico,0.54,0.03,-0.51,0.55
24,Lebanon,0.53,0.38,-0.15,0.47
25,Egypt,0.52,0.30,-0.22,0.28
26,Israel,0.51,0.18,-0.34,0.34
27,Turkey,0.47,0.15,-0.32,0.48
28,Azerbaijan,0.47,0.11,-0.35,0.47
29,France,0.46,0.23,-0.23,0.66
30,Poland,0.46,0.28,-0.18,0.66
31,Palestine,0.43,0.27,-0.15,0.31
32,Germany,0.42,0.12,-0.30,0.59
33,Ghana,0.42,0.43,0.01,0.43
34,Chile,0.41,0.41,0.00,0.42
35,Peru,0.36,0.13,-0.22,0.33
36,Netherlands,0.32,0.10,-0.21,0.63
37,Costa Rica,0.30,0.23,-0.07,0.21
38,Syria,0.29,0.38,0.09,0.49
39,Hungary,0.29,0.11,-0.18,0.47
40,Uruguay,0.28,0.09,-0.19,0.61
41,England,0.23,0.07,-0.16,0.30
42,Ecuador,0.21,0.23,0.02,0.50
43,Mozambique,0.19,-0.13,-0.32,0.35
44,USA,0.14,0.02,-0.12,0.54
45,Libya,0.13,0.17,0.05,0.80
46,Kazakhstan,0.12,-0.01,-0.13,0.16
47,Bahrain,0.11,-0.21,-0.32,0.20
48,Thailand,0.09,-0.13,-0.22,0.19
49,Greece,0.08,-0.07,-0.15,0.49
50,Venezuela,0.08,0.15,0.07,0.32
51,Czech Republic,0.08,0.06,-0.02,0.17
52,Uzbekistan,0.05,0.12,0.06,0.14
53,China PR,0.04,-0.04,-0.07,0.37
54,Australia,-0.03,-0.01,0.01,0.16
55,Malawi,-0.04,0.16,0.20,-0.09
56,Kuwait,-0.06,-0.13,-0.07,0.22
57,Colombia,-0.06,-0.28,-0.21,0.33
58,Romania,-0.08,-0.02,0.07,0.58
59,Vietnam,-0.10,0.00,0.10,0.07
60,Latvia,-0.11,-0.06,0.05,0.03
61,Estonia,-0.12,-0.25,-0.13,0.17
62,Saudi Arabia,-0.13,0.01,0.14,0.39
63,Guatemala,-0.14,-0.08,0.06,-0.16
64,Bolivia,-0.15,-0.07,0.08,0.37
65,Vanuatu,-0.16,0.03,0.18,0.00
66,Trinidad and Tobago,-0.18,-0.30,-0.12,-0.25
67,Mauritius,-0.20,-0.04,0.16,0.19
68,Norway,-0.21,-0.06,0.15,0.23
69,Malaysia,-0.22,-0.14,0.08,-0.26
70,Bulgaria,-0.26,-0.18,0.08,0.27
71,Austria,-0.30,-0.08,0.22,0.04
72,Moldova,-0.35,-0.07,0.28,0.32
73,South Africa,-0.36,-0.44,-0.08,0.36
74,Panama,-0.36,-0.23,0.13,-0.63
75,Tanzania,-0.40,-0.09,0.31,-0.09
76,Iraq,-0.41,-0.29,0.12,0.36
77,Dominican Republic,-0.48,-0.25,0.23,0.35
78,Slovakia,-0.49,-0.22,0.26,0.14
79,Uganda,-0.49,-0.01,0.48,0.05
80,New Caledonia,-0.51,-0.20,0.31,0.21
81,Afghanistan,-0.53,-0.16,0.36,0.05
82,Guyana,-0.56,-0.27,0.29,-0.68
83,Sudan,-0.56,-0.27,0.30,0.66
84,Bahamas,-0.57,-0.22,0.35,-0.12
85,Denmark,-0.57,-0.28,0.29,-0.12
86,Laos,-0.59,-0.27,0.32,-0.36
87,Indonesia,-0.65,-0.48,0.17,0.05
88,Jamaica,-0.68,-0.15,0.53,-0.38
89,Kenya,-0.69,-0.19,0.50,-0.43
90,Canada,-0.71,-0.19,0.53,0.00
91,Lithuania,-0.76,-0.16,0.61,-0.11
92,Antigua and Barbuda,-0.78,-0.39,0.40,-0.50
93,Turks and Caicos Islands,-0.79,-0.22,0.57,0.18
94,Myanmar,-0.80,-0.33,0.47,-0.87
95,Seychelles,-0.83,-0.86,-0.03,0.41
96,Sweden,-0.91,-0.16,0.75,-0.01
97,Qatar,-0.91,-0.65,0.26,0.27
98,Andorra,-0.94,-0.43,0.51,0.19
99,Belize,-1.06,-0.22,0.84,-0.22
100,Barbados,-1.06,-0.28,0.78,-0.40
101,Djibouti,-1.58,-0.72,0.86,0.77
102,Philippines,-1.81,-0.89,0.92,-0.21
103,Puerto Rico,-1.97,-1.24,0.73,-0.34
104,US Virgin Islands,-2.04,-0.87,1.18,-0.07
