Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
5,Tue,2019-09-24,21:00 (15:00),Brescia,0.9,1–2,1.7,Juventus,14000,Stadio Mario Rigamonti,Fabrizio Pasqua,Match Report,
5,Wed,2019-09-25,19:00 (13:00),Roma,1.7,0–2,1.9,Atalanta,31832,Stadio Olimpico,Massimiliano Irrati,Match Report,
5,Wed,2019-09-25,21:00 (15:00),Parma,1.5,1–0,0.5,Sassuolo,14569,Stadio Ennio Tardini,Livio Marinelli,Match Report,
5,Wed,2019-09-25,21:00 (15:00),Inter,1.4,1–0,1.1,Lazio,56175,Stadio Giuseppe Meazza,Fabio Maresca,Match Report,
5,Wed,2019-09-25,21:00 (15:00),SPAL,1.1,1–3,2.0,Lecce,13292,Stadio Paolo Mazza,Gianluca Rocchi,Match Report,
5,Wed,2019-09-25,21:00 (15:00),Fiorentina,1.9,2–1,0.6,Sampdoria,33469,Stadio Artemio Franchi,Daniele Doveri,Match Report,
5,Wed,2019-09-25,21:00 (15:00),Napoli,2.1,0–1,0.3,Cagliari,25408,Stadio San Paolo,Marco Di Bello,Match Report,
5,Wed,2019-09-25,21:00 (15:00),Genoa,0.2,0–0,1.7,Bologna,20497,Stadio Comunale Luigi Ferraris,Davide Massa,Match Report,
5,Thu,2019-09-26,21:00 (15:00),Torino,1.3,2–1,2.1,Milan,23997,Stadio Olimpico di Torino,Marco Guida,Match Report,
6,Sat,2019-09-28,15:00 (09:00),Juventus,2.0,2–0,0.3,SPAL,38995,Allianz Stadium,Marco Piccinini,Match Report,
6,Sat,2019-09-28,18:00 (12:00),Sampdoria,1.4,1–3,2.4,Inter,23694,Stadio Comunale Luigi Ferraris,Giampaolo Calvarese,Match Report,
6,Sat,2019-09-28,20:45 (14:45),Sassuolo,0.6,1–4,2.1,Atalanta,11604,Stadio Città del Tricolore,Paolo Valeri,Match Report,
6,Sun,2019-09-29,12:30 (06:30),Napoli,2.0,2–1,1.0,Brescia,45770,Stadio San Paolo,Gianluca Manganiello,Match Report,
6,Sun,2019-09-29,15:00 (09:00),Lecce,0.8,0–1,2.5,Roma,26044,Stadio Comunale Via Del Mare,Rosario Abisso,Match Report,
6,Sun,2019-09-29,15:00 (09:00),Udinese,0.6,1–0,1.2,Bologna,21361,Dacia Arena,Antonio Giua,Match Report,
6,Sun,2019-09-29,15:00 (09:00),Lazio,1.4,4–0,0.5,Genoa,26000,Stadio Olimpico,Luca Pairetto,Match Report,
6,Sun,2019-09-29,18:00 (12:00),Cagliari,1.3,1–1,1.5,Hellas Verona,15846,Sardegna Arena,Manuel Volpi,Match Report,
6,Sun,2019-09-29,20:45 (14:45),Milan,0.8,1–3,2.4,Fiorentina,48367,Stadio Giuseppe Meazza,Piero Giacomelli,Match Report,
6,Mon,2019-09-30,20:45 (14:45),Parma,3.4,3–2,1.6,Torino,15001,Stadio Ennio Tardini,Federico La Penna,Match Report,
7,Sat,2019-10-05,15:00 (09:00),SPAL,1.5,1–0,0.3,Parma,11776,Stadio Paolo Mazza,Marco Guida,Match Report,
7,Sat,2019-10-05,18:00 (12:00),Hellas Verona,0.8,2–0,0.7,Sampdoria,17787,Stadio Marc'Antonio Bentegodi,Michael Fabbri,Match Report,
7,Sat,2019-10-05,20:45 (14:45),Genoa,1.8,1–2,1.3,Milan,22486,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Match Report,
7,Sun,2019-10-06,12:30 (06:30),Fiorentina,0.9,1–0,0.7,Udinese,37963,Stadio Artemio Franchi,Alessandro Prontera,Match Report,
7,Sun,2019-10-06,15:00 (09:00),Atalanta,3.7,3–1,1.0,Lecce,20771,Stadio Atleti Azzurri d'Italia,Marco Di Bello,Match Report,
7,Sun,2019-10-06,15:00 (09:00),Roma,1.4,1–1,1.2,Cagliari,34385,Stadio Olimpico,Davide Massa,Match Report,
7,Sun,2019-10-06,15:00 (09:00),Bologna,1.5,2–2,1.9,Lazio,22052,Stadio Renato Dall'Ara,Daniele Orsato,Match Report,
7,Sun,2019-10-06,18:00 (12:00),Torino,0.6,0–0,1.2,Napoli,24343,Stadio Olimpico di Torino,Daniele Doveri,Match Report,
7,Sun,2019-10-06,20:45 (14:45),Inter,1.6,1–2,1.4,Juventus,75923,Stadio Giuseppe Meazza,Gianluca Rocchi,Match Report,
8,Sat,2019-10-19,15:00 (09:00),Lazio,2.6,3–3,2.7,Atalanta,30000,Stadio Olimpico,Gianluca Rocchi,Match Report,
8,Sat,2019-10-19,18:00 (12:00),Napoli,1.8,2–0,1.3,Hellas Verona,38686,Stadio San Paolo,Marco Piccinini,Match Report,
8,Sat,2019-10-19,20:45 (14:45),Juventus,2.1,2–1,0.6,Bologna,40461,Allianz Stadium,Massimiliano Irrati,Match Report,
8,Sun,2019-10-20,12:30 (06:30),Sassuolo,1.0,3–4,3.1,Inter,17935,Stadio Città del Tricolore,Piero Giacomelli,Match Report,
8,Sun,2019-10-20,15:00 (09:00),Udinese,1.8,1–0,1.1,Torino,24049,Dacia Arena,Rosario Abisso,Match Report,
8,Sun,2019-10-20,15:00 (09:00),Sampdoria,0.6,0–0,0.7,Roma,20211,Stadio Comunale Luigi Ferraris,Fabio Maresca,Match Report,
8,Sun,2019-10-20,15:00 (09:00),Cagliari,1.3,2–0,1.2,SPAL,15713,Sardegna Arena,Daniele Chiffi,Match Report,
8,Sun,2019-10-20,18:00 (12:00),Parma,3.0,5–1,1.6,Genoa,15299,Stadio Ennio Tardini,Paolo Valeri,Match Report,
8,Sun,2019-10-20,20:45 (14:45),Milan,1.4,2–2,1.4,Lecce,48703,Stadio Giuseppe Meazza,Fabrizio Pasqua,Match Report,
8,Mon,2019-10-21,21:00 (15:00),Brescia,0.2,0–0,1.3,Fiorentina,16000,Stadio Mario Rigamonti,Giampaolo Calvarese,Match Report,
9,Fri,2019-10-25,20:45 (14:45),Hellas Verona,1.1,0–1,1.4,Sassuolo,11453,Stadio Marc'Antonio Bentegodi,Luca Pairetto,Match Report,
9,Sat,2019-10-26,15:00 (09:00),Lecce,1.1,1–1,3.4,Juventus,26591,Stadio Comunale Via Del Mare,Paolo Valeri,Match Report,
9,Sat,2019-10-26,18:00 (12:00),Inter,2.6,2–2,0.8,Parma,67076,Stadio Giuseppe Meazza,Daniele Chiffi,Match Report,
9,Sat,2019-10-26,20:45 (14:45),Genoa,1.1,3–1,1.2,Brescia,20949,Stadio Comunale Luigi Ferraris,Rosario Abisso,Match Report,
9,Sun,2019-10-27,12:30 (07:30),Bologna,1.5,2–1,0.8,Sampdoria,24099,Stadio Renato Dall'Ara,Daniele Doveri,Match Report,
9,Sun,2019-10-27,15:00 (10:00),Atalanta,5.6,7–1,1.0,Udinese,18677,Stadio Atleti Azzurri d'Italia,Fabio Maresca,Match Report,
9,Sun,2019-10-27,15:00 (10:00),Torino,0.9,1–1,0.5,Cagliari,21213,Stadio Olimpico di Torino,Michael Fabbri,Match Report,
9,Sun,2019-10-27,15:00 (10:00),SPAL,0.6,1–1,1.0,Napoli,14726,Stadio Paolo Mazza,Federico La Penna,Match Report,
9,Sun,2019-10-27,18:00 (13:00),Roma,1.5,2–1,0.6,Milan,44333,Stadio Olimpico,Daniele Orsato,Match Report,
9,Sun,2019-10-27,20:45 (15:45),Fiorentina,0.7,1–2,2.3,Lazio,33281,Stadio Artemio Franchi,Marco Guida,Match Report,
10,Tue,2019-10-29,19:00 (14:00),Parma,1.3,0–1,0.2,Hellas Verona,14638,Stadio Ennio Tardini,Gianluca Manganiello,Match Report,
10,Tue,2019-10-29,21:00 (16:00),Brescia,2.0,1–2,1.0,Inter,16500,Stadio Mario Rigamonti,Michael Fabbri,Match Report,
10,Wed,2019-10-30,19:00 (14:00),Napoli,2.7,2–2,1.3,Atalanta,30061,Stadio San Paolo,Piero Giacomelli,Match Report,
10,Wed,2019-10-30,21:00 (16:00),Cagliari,1.4,3–2,1.0,Bologna,16076,Sardegna Arena,Juan Sacchi,Match Report,
10,Wed,2019-10-30,21:00 (16:00),Udinese,0.8,0–4,3.1,Roma,23854,Dacia Arena,Massimiliano Irrati,Match Report,
10,Wed,2019-10-30,21:00 (16:00),Lazio,2.5,4–0,0.7,Torino,25000,Stadio Olimpico,Daniele Orsato,Match Report,
10,Wed,2019-10-30,21:00 (16:00),Sassuolo,1.1,1–2,1.5,Fiorentina,11863,Stadio Città del Tricolore,Maurizio Mariani,Match Report,
10,Wed,2019-10-30,21:00 (16:00),Sampdoria,1.9,1–1,1.2,Lecce,18685,Stadio Comunale Luigi Ferraris,Davide Massa,Match Report,
10,Wed,2019-10-30,21:00 (16:00),Juventus,2.4,2–1,0.4,Genoa,38732,Allianz Stadium,Antonio Giua,Match Report,
10,Thu,2019-10-31,21:00 (16:00),Milan,1.4,1–0,0.5,SPAL,46475,Stadio Giuseppe Meazza,Marco Piccinini,Match Report,
11,Sat,2019-11-02,15:00 (10:00),Roma,2.2,2–1,1.7,Napoli,34502,Stadio Olimpico,Gianluca Rocchi,Match Report,
11,Sat,2019-11-02,18:00 (13:00),Bologna,0.6,1–2,3.0,Inter,28498,Stadio Renato Dall'Ara,Federico La Penna,Match Report,
11,Sat,2019-11-02,20:45 (15:45),Torino,0.4,0–1,2.1,Juventus,26664,Stadio Olimpico di Torino,Daniele Doveri,Match Report,
11,Sun,2019-11-03,12:30 (06:30),Atalanta,0.9,0–2,1.1,Cagliari,18617,Stadio Atleti Azzurri d'Italia,Rosario Abisso,Match Report,
11,Sun,2019-11-03,15:00 (09:00),Lecce,0.6,2–2,1.8,Sassuolo,22087,Stadio Comunale Via Del Mare,Riccardo Ros,Match Report,
11,Sun,2019-11-03,15:00 (09:00),Genoa,1.2,1–3,1.5,Udinese,20030,Stadio Comunale Luigi Ferraris,Fabrizio Pasqua,Match Report,
11,Sun,2019-11-03,15:00 (09:00),Hellas Verona,1.2,2–1,1.4,Brescia,16525,Stadio Marc'Antonio Bentegodi,Maurizio Mariani,Match Report,
11,Sun,2019-11-03,18:00 (12:00),Fiorentina,1.6,1–1,0.6,Parma,32479,Stadio Artemio Franchi,Luca Pairetto,Match Report,
11,Sun,2019-11-03,20:45 (14:45),Milan,0.9,1–2,1.2,Lazio,41000,Stadio Giuseppe Meazza,Giampaolo Calvarese,Match Report,
11,Mon,2019-11-04,20:45 (14:45),SPAL,0.7,0–1,0.9,Sampdoria,11617,Stadio Paolo Mazza,Daniele Chiffi,Match Report,
12,Fri,2019-11-08,20:45 (14:45),Sassuolo,2.3,3–1,0.9,Bologna,13184,Stadio Città del Tricolore,Marco Piccinini,Match Report,
12,Sat,2019-11-09,15:00 (09:00),Brescia,0.7,0–4,3.4,Torino,13500,Stadio Mario Rigamonti,Marco Guida,Match Report,
12,Sat,2019-11-09,18:00 (12:00),Inter,2.9,2–1,1.4,Hellas Verona,66202,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
12,Sat,2019-11-09,20:45 (14:45),Napoli,1.2,0–0,1.0,Genoa,22947,Stadio San Paolo,Giampaolo Calvarese,Match Report,
12,Sun,2019-11-10,12:30 (06:30),Cagliari,2.7,5–2,1.0,Fiorentina,16316,Sardegna Arena,Federico La Penna,Match Report,
12,Sun,2019-11-10,15:00 (09:00),Sampdoria,0.5,0–0,0.7,Atalanta,19799,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Match Report,
12,Sun,2019-11-10,15:00 (09:00),Lazio,3.5,4–2,2.4,Lecce,35000,Stadio Olimpico,Gianluca Manganiello,Match Report,
12,Sun,2019-11-10,15:00 (09:00),Udinese,1.3,0–0,2.1,SPAL,21621,Dacia Arena,Davide Massa,Match Report,
12,Sun,2019-11-10,18:00 (12:00),Parma,1.4,2–0,0.6,Roma,18532,Stadio Ennio Tardini,Michael Fabbri,Match Report,
12,Sun,2019-11-10,20:45 (14:45),Juventus,1.2,1–0,0.6,Milan,40478,Allianz Stadium,Fabio Maresca,Match Report,
13,Sat,2019-11-23,15:00 (09:00),Atalanta,2.4,1–3,1.2,Juventus,20899,Stadio Atleti Azzurri d'Italia,Gianluca Rocchi,Match Report,
13,Sat,2019-11-23,18:00 (12:00),Milan,0.8,1–1,0.9,Napoli,61658,Stadio Giuseppe Meazza,Daniele Orsato,Match Report,
13,Sat,2019-11-23,20:45 (14:45),Torino,0.5,0–3,1.6,Inter,26059,Stadio Olimpico di Torino,Fabio Maresca,Match Report,
13,Sun,2019-11-24,12:30 (06:30),Bologna,0.7,2–2,1.3,Parma,21419,Stadio Renato Dall'Ara,Rosario Abisso,Match Report,
13,Sun,2019-11-24,15:00 (09:00),Sassuolo,1.1,1–2,1.2,Lazio,10000,Stadio Città del Tricolore,Daniele Chiffi,Match Report,
13,Sun,2019-11-24,15:00 (09:00),Roma,2.5,3–0,0.4,Brescia,33695,Stadio Olimpico,Marco Di Bello,Match Report,
13,Sun,2019-11-24,15:00 (09:00),Hellas Verona,2.0,1–0,1.0,Fiorentina,22581,Stadio Marc'Antonio Bentegodi,Antonio Giua,Match Report,
13,Sun,2019-11-24,18:00 (12:00),Sampdoria,2.1,2–1,0.5,Udinese,17031,Stadio Comunale Luigi Ferraris,Luca Pairetto,Match Report,
13,Mon,2019-11-25,15:00 (09:00),Lecce,2.9,2–2,0.9,Cagliari,21435,Stadio Comunale Via Del Mare,Maurizio Mariani,Match Report,
13,Mon,2019-11-25,20:45 (14:45),SPAL,2.2,1–1,1.4,Genoa,12423,Stadio Paolo Mazza,Piero Giacomelli,Match Report,
14,Sat,2019-11-30,15:00 (09:00),Brescia,1.1,0–3,2.5,Atalanta,14000,Stadio Mario Rigamonti,Daniele Doveri,Match Report,
14,Sat,2019-11-30,18:00 (12:00),Genoa,0.8,0–1,0.9,Torino,20000,Stadio Comunale Luigi Ferraris,Davide Massa,Match Report,
14,Sat,2019-11-30,20:45 (14:45),Fiorentina,1.9,0–1,1.3,Lecce,33912,Stadio Artemio Franchi,Marco Piccinini,Match Report,
14,Sun,2019-12-01,12:30 (06:30),Juventus,4.5,2–2,0.5,Sassuolo,40597,Allianz Stadium,Federico La Penna,Match Report,
14,Sun,2019-12-01,15:00 (09:00),Parma,0.3,0–1,1.8,Milan,18431,Stadio Ennio Tardini,Paolo Valeri,Match Report,
14,Sun,2019-12-01,15:00 (09:00),Inter,1.6,2–1,1.1,SPAL,61221,Stadio Giuseppe Meazza,Massimiliano Irrati,Match Report,
14,Sun,2019-12-01,15:00 (09:00),Lazio,2.8,3–0,0.8,Udinese,20000,Stadio Olimpico,Marco Di Bello,Match Report,
14,Sun,2019-12-01,18:00 (12:00),Napoli,2.2,1–2,1.1,Bologna,26012,Stadio San Paolo,Fabrizio Pasqua,Match Report,
14,Sun,2019-12-01,20:45 (14:45),Hellas Verona,1.0,1–3,1.8,Roma,17405,Stadio Marc'Antonio Bentegodi,Marco Guida,Match Report,
14,Mon,2019-12-02,20:45 (14:45),Cagliari,0.7,4–3,1.5,Sampdoria,15658,Sardegna Arena,Gianluca Aureliano,Match Report,
15,Fri,2019-12-06,20:45 (14:45),Inter,1.5,0–0,0.3,Roma,67008,Stadio Giuseppe Meazza,Giampaolo Calvarese,Match Report,
15,Sat,2019-12-07,15:00 (09:00),Atalanta,2.4,3–2,1.1,Hellas Verona,19335,Stadio Atleti Azzurri d'Italia,Paolo Valeri,Match Report,
15,Sat,2019-12-07,18:00 (12:00),Udinese,0.6,1–1,1.2,Napoli,20405,Dacia Arena,Maurizio Mariani,Match Report,
15,Sat,2019-12-07,20:45 (14:45),Lazio,2.4,3–1,1.8,Juventus,65000,Stadio Olimpico,Michael Fabbri,Match Report,
15,Sun,2019-12-08,12:30 (06:30),Lecce,1.0,2–2,2.0,Genoa,21740,Stadio Comunale Via Del Mare,Gianluca Rocchi,Match Report,
15,Sun,2019-12-08,15:00 (09:00),Sassuolo,1.9,2–2,0.5,Cagliari,12666,Stadio Città del Tricolore,Luca Pairetto,Match Report,
15,Sun,2019-12-08,15:00 (09:00),Torino,0.7,2–1,1.7,Fiorentina,19955,Stadio Olimpico di Torino,Piero Giacomelli,Match Report,
15,Sun,2019-12-08,15:00 (09:00),SPAL,1.9,0–1,1.5,Brescia,12442,Stadio Paolo Mazza,Daniele Orsato,Match Report,
15,Sun,2019-12-08,18:00 (12:00),Sampdoria,1.8,0–1,0.7,Parma,19516,Stadio Comunale Luigi Ferraris,Rosario Abisso,Match Report,
15,Sun,2019-12-08,20:45 (14:45),Bologna,1.5,2–3,2.1,Milan,23707,Stadio Renato Dall'Ara,Daniele Chiffi,Match Report,
16,Sat,2019-12-14,15:00 (09:00),Brescia,3.6,3–0,0.7,Lecce,13131,Stadio Mario Rigamonti,Massimiliano Irrati,Match Report,
16,Sat,2019-12-14,18:30 (12:30),Napoli,2.7,1–2,1.5,Parma,25000,Stadio San Paolo,Marco Di Bello,Match Report,
16,Sat,2019-12-14,20:45 (14:45),Genoa,0.5,0–1,0.6,Sampdoria,30658,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
16,Sun,2019-12-15,12:30 (06:30),Hellas Verona,2.0,3–3,1.3,Torino,14612,Stadio Marc'Antonio Bentegodi,Federico La Penna,Match Report,
16,Sun,2019-12-15,15:00 (09:00),Juventus,1.8,3–1,1.2,Udinese,39127,Allianz Stadium,Fabrizio Pasqua,Match Report,
16,Sun,2019-12-15,15:00 (09:00),Bologna,1.2,2–1,1.9,Atalanta,21277,Stadio Renato Dall'Ara,Davide Massa,Match Report,
16,Sun,2019-12-15,15:00 (09:00),Milan,2.1,0–0,0.9,Sassuolo,58005,Stadio Giuseppe Meazza,Gianluca Manganiello,Match Report,
16,Sun,2019-12-15,18:00 (12:00),Roma,3.1,3–1,1.1,SPAL,34761,Stadio Olimpico,Antonio Giua,Match Report,
16,Sun,2019-12-15,20:45 (14:45),Fiorentina,0.7,1–1,0.6,Inter,37537,Stadio Artemio Franchi,Maurizio Mariani,Match Report,
16,Mon,2019-12-16,20:45 (14:45),Cagliari,1.5,1–2,1.3,Lazio,16299,Sardegna Arena,Fabio Maresca,Match Report,
17,Wed,2019-12-18,18:55 (12:55),Sampdoria,0.7,1–2,0.9,Juventus,23136,Stadio Comunale Luigi Ferraris,Gianluca Rocchi,Match Report,
7,Wed,2019-12-18,20:45 (14:45),Brescia,1.8,0–2,0.4,Sassuolo,14574,Stadio Mario Rigamonti,Marco Di Bello,Match Report,
17,Fri,2019-12-20,20:45 (14:45),Fiorentina,1.7,1–4,1.3,Roma,3305,Stadio Artemio Franchi,Daniele Orsato,Match Report,
17,Sat,2019-12-21,15:00 (09:00),Udinese,1.4,2–1,0.9,Cagliari,19822,Dacia Arena,Marco Piccinini,Match Report,
17,Sat,2019-12-21,18:00 (12:00),Inter,2.4,4–0,0.6,Genoa,57490,Stadio Giuseppe Meazza,Luca Pairetto,Match Report,
17,Sat,2019-12-21,20:45 (14:45),Torino,1.0,1–2,1.1,SPAL,18553,Stadio Olimpico di Torino,Michael Fabbri,Match Report,
17,Sun,2019-12-22,12:30 (06:30),Atalanta,2.8,5–0,0.3,Milan,20940,Stadio Atleti Azzurri d'Italia,Federico La Penna,Match Report,
17,Sun,2019-12-22,15:00 (09:00),Lecce,1.0,2–3,3.4,Bologna,24178,Stadio Comunale Via Del Mare,Rosario Abisso,Match Report,
17,Sun,2019-12-22,15:00 (09:00),Parma,1.4,1–1,2.3,Brescia,16686,Stadio Ennio Tardini,Francesco Fourneau,Match Report,
17,Sun,2019-12-22,20:45 (14:45),Sassuolo,1.3,1–2,1.4,Napoli,12570,Stadio Città del Tricolore,Daniele Chiffi,Match Report,
18,Sun,2020-01-05,12:30 (06:30),Brescia,0.4,1–2,1.9,Lazio,14370,Stadio Mario Rigamonti,Gianluca Manganiello,Match Report,
18,Sun,2020-01-05,15:00 (09:00),SPAL,1.4,0–2,2.1,Hellas Verona,14078,Stadio Paolo Mazza,Marco Guida,Match Report,
18,Sun,2020-01-05,18:00 (12:00),Genoa,3.2,2–1,0.7,Sassuolo,21033,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Match Report,
18,Sun,2020-01-05,20:45 (14:45),Roma,2.1,0–2,1.9,Torino,38954,Stadio Olimpico,Marco Di Bello,Match Report,
18,Mon,2020-01-06,12:30 (06:30),Bologna,0.9,1–1,0.6,Fiorentina,22653,Stadio Renato Dall'Ara,Paolo Valeri,Match Report,
18,Mon,2020-01-06,15:00 (09:00),Juventus,2.7,4–0,0.8,Cagliari,40598,Allianz Stadium,Piero Giacomelli,Match Report,
18,Mon,2020-01-06,15:00 (09:00),Milan,1.3,0–0,1.2,Sampdoria,58572,Stadio Giuseppe Meazza,Davide Massa,Match Report,
18,Mon,2020-01-06,15:00 (09:00),Atalanta,1.8,5–0,0.1,Parma,19213,Stadio Atleti Azzurri d'Italia,Fabrizio Pasqua,Match Report,
18,Mon,2020-01-06,18:00 (12:00),Lecce,0.6,0–1,0.6,Udinese,21321,Stadio Comunale Via Del Mare,Antonio Giua,Match Report,
18,Mon,2020-01-06,20:45 (14:45),Napoli,1.9,1–3,1.3,Inter,31191,Stadio San Paolo,Daniele Doveri,Match Report,
19,Sat,2020-01-11,15:00 (09:00),Cagliari,0.7,0–2,1.2,Milan,16412,Sardegna Arena,Rosario Abisso,Match Report,
19,Sat,2020-01-11,18:00 (12:00),Lazio,0.9,1–0,0.5,Napoli,40000,Stadio Olimpico,Daniele Orsato,Match Report,
