Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
19,Sat,2020-01-11,20:45 (14:45),Inter,0.5,1–1,2.3,Atalanta,70042,Stadio Giuseppe Meazza,Gianluca Rocchi,Match Report,
19,Sun,2020-01-12,12:30 (06:30),Udinese,1.7,3–0,1.0,Sassuolo,21731,Dacia Arena,Manuel Volpi,Match Report,
19,Sun,2020-01-12,15:00 (09:00),Torino,0.5,1–0,1.7,Bologna,15000,Stadio Olimpico di Torino,Marco Piccinini,Match Report,
19,Sun,2020-01-12,15:00 (09:00),Sampdoria,3.3,5–1,0.9,Brescia,20117,Stadio Comunale Luigi Ferraris,Giampaolo Calvarese,Match Report,
19,Sun,2020-01-12,15:00 (09:00),Fiorentina,1.6,1–0,1.1,SPAL,33970,Stadio Artemio Franchi,Daniele Doveri,Match Report,
19,Sun,2020-01-12,18:00 (12:00),Hellas Verona,2.6,2–1,0.8,Genoa,14849,Stadio Marc'Antonio Bentegodi,Maurizio Mariani,Match Report,
19,Sun,2020-01-12,20:45 (14:45),Roma,2.5,1–2,1.4,Juventus,60513,Stadio Olimpico,Marco Guida,Match Report,
19,Mon,2020-01-13,20:45 (14:45),Parma,1.6,2–0,1.1,Lecce,15258,Stadio Ennio Tardini,Michael Fabbri,Match Report,
20,Sat,2020-01-18,15:00 (09:00),Lazio,4.1,5–1,0.4,Sampdoria,30000,Stadio Olimpico,Daniele Chiffi,Match Report,
20,Sat,2020-01-18,18:00 (12:00),Sassuolo,1.2,2–1,0.8,Torino,10500,Stadio Città del Tricolore,Davide Massa,Match Report,
20,Sat,2020-01-18,20:45 (14:45),Napoli,0.8,0–2,1.0,Fiorentina,22219,Stadio San Paolo,Fabrizio Pasqua,Match Report,
20,Sun,2020-01-19,12:30 (06:30),Milan,2.5,3–2,1.4,Udinese,56107,Stadio Giuseppe Meazza,Luca Pairetto,Match Report,
20,Sun,2020-01-19,15:00 (09:00),Brescia,0.7,2–2,3.1,Cagliari,12133,Stadio Mario Rigamonti,Antonio Giua,Match Report,
20,Sun,2020-01-19,15:00 (09:00),Lecce,1.2,1–1,2.0,Inter,25966,Stadio Comunale Via Del Mare,Piero Giacomelli,Match Report,
20,Sun,2020-01-19,15:00 (09:00),Bologna,0.9,1–1,1.6,Hellas Verona,20697,Stadio Renato Dall'Ara,Giovanni Ayroldi,Match Report,
20,Sun,2020-01-19,18:00 (12:00),Genoa,1.2,1–3,2.3,Roma,20951,Stadio Comunale Luigi Ferraris,Fabio Maresca,Match Report,
20,Sun,2020-01-19,20:45 (14:45),Juventus,1.2,2–1,0.5,Parma,37790,Allianz Stadium,Marco Di Bello,Match Report,
20,Mon,2020-01-20,20:45 (14:45),Atalanta,1.8,1–2,1.3,SPAL,16636,Stadio Atleti Azzurri d'Italia,Federico La Penna,Match Report,
21,Fri,2020-01-24,20:45 (14:45),Brescia,1.4,0–1,2.0,Milan,19451,Stadio Mario Rigamonti,Paolo Valeri,Match Report,
21,Sat,2020-01-25,15:00 (09:00),SPAL,1.5,1–3,2.0,Bologna,12622,Stadio Paolo Mazza,Michael Fabbri,Match Report,
21,Sat,2020-01-25,18:00 (12:00),Fiorentina,0.9,0–0,1.6,Genoa,32903,Stadio Artemio Franchi,Daniele Orsato,Match Report,
21,Sat,2020-01-25,20:45 (14:45),Torino,0.6,0–7,5.2,Atalanta,18824,Stadio Olimpico di Torino,Marco Guida,Match Report,
21,Sun,2020-01-26,12:30 (06:30),Inter,2.1,1–1,0.6,Cagliari,70465,Stadio Giuseppe Meazza,Gianluca Manganiello,Match Report,
21,Sun,2020-01-26,15:00 (09:00),Parma,0.9,2–0,1.7,Udinese,14250,Stadio Ennio Tardini,Simone Sozza,Match Report,
21,Sun,2020-01-26,15:00 (09:00),Hellas Verona,2.1,3–0,0.5,Lecce,15425,Stadio Marc'Antonio Bentegodi,Rosario Abisso,Match Report,
21,Sun,2020-01-26,15:00 (09:00),Sampdoria,1.4,0–0,0.5,Sassuolo,19260,Stadio Comunale Luigi Ferraris,Marco Piccinini,Match Report,
21,Sun,2020-01-26,18:00 (12:00),Roma,1.6,1–1,0.6,Lazio,59902,Stadio Olimpico,Giampaolo Calvarese,Match Report,
21,Sun,2020-01-26,20:45 (14:45),Napoli,1.2,2–1,0.5,Juventus,39111,Stadio San Paolo,Maurizio Mariani,Match Report,
22,Sat,2020-02-01,15:00 (09:00),Bologna,1.9,2–1,0.9,Brescia,21665,Stadio Renato Dall'Ara,Daniele Doveri,Match Report,
22,Sat,2020-02-01,18:00 (12:00),Cagliari,2.8,2–2,1.5,Parma,16051,Sardegna Arena,Massimiliano Irrati,Match Report,
22,Sat,2020-02-01,20:45 (14:45),Sassuolo,3.2,4–2,2.9,Roma,13411,Stadio Città del Tricolore,Luca Pairetto,Match Report,
22,Sun,2020-02-02,12:30 (06:30),Juventus,2.9,3–0,0.6,Fiorentina,40171,Allianz Stadium,Fabrizio Pasqua,Match Report,
22,Sun,2020-02-02,15:00 (09:00),Lazio,2.6,5–1,1.3,SPAL,4000,Stadio Olimpico,Antonio Giua,Match Report,
22,Sun,2020-02-02,15:00 (09:00),Milan,1.3,1–1,0.8,Hellas Verona,55355,Stadio Giuseppe Meazza,Daniele Chiffi,Match Report,
22,Sun,2020-02-02,15:00 (09:00),Atalanta,2.3,2–2,1.3,Genoa,18755,Stadio Atleti Azzurri d'Italia,Davide Massa,Match Report,
22,Sun,2020-02-02,18:00 (12:00),Lecce,2.5,4–0,1.0,Torino,21947,Stadio Comunale Via Del Mare,Gianluca Rocchi,Match Report,
22,Sun,2020-02-02,20:45 (14:45),Udinese,0.9,0–2,2.7,Inter,23215,Dacia Arena,Marco Di Bello,Match Report,
22,Mon,2020-02-03,20:45 (14:45),Sampdoria,1.9,2–4,1.3,Napoli,20017,Stadio Comunale Luigi Ferraris,Federico La Penna,Match Report,
17,Wed,2020-02-05,20:45 (14:45),Lazio,1.3,0–0,1.0,Hellas Verona,40000,Stadio Olimpico,Rosario Abisso,Match Report,
23,Fri,2020-02-07,20:45 (14:45),Roma,1.1,2–3,1.8,Bologna,31808,Stadio Olimpico,Marco Guida,Match Report,
23,Sat,2020-02-08,15:00 (09:00),Fiorentina,0.5,1–2,1.7,Atalanta,35034,Stadio Artemio Franchi,Maurizio Mariani,Match Report,
23,Sat,2020-02-08,18:00 (12:00),Torino,0.5,1–3,2.0,Sampdoria,20664,Stadio Olimpico di Torino,Paolo Valeri,Match Report,
23,Sat,2020-02-08,20:45 (14:45),Hellas Verona,1.8,2–1,0.7,Juventus,28654,Stadio Marc'Antonio Bentegodi,Davide Massa,Match Report,
23,Sun,2020-02-09,12:30 (06:30),SPAL,1.4,1–2,2.2,Sassuolo,12988,Stadio Paolo Mazza,Piero Giacomelli,Match Report,
23,Sun,2020-02-09,15:00 (09:00),Napoli,3.4,2–3,1.7,Lecce,40825,Stadio San Paolo,Antonio Giua,Match Report,
23,Sun,2020-02-09,15:00 (09:00),Genoa,1.2,1–0,1.1,Cagliari,21301,Stadio Comunale Luigi Ferraris,Giampaolo Calvarese,Match Report,
23,Sun,2020-02-09,15:00 (09:00),Brescia,0.4,1–1,2.2,Udinese,13586,Stadio Mario Rigamonti,Marco Piccinini,Match Report,
23,Sun,2020-02-09,18:00 (12:00),Parma,0.6,0–1,1.6,Lazio,17859,Stadio Ennio Tardini,Marco Di Bello,Match Report,
23,Sun,2020-02-09,20:45 (14:45),Inter,1.4,4–2,2.0,Milan,75817,Stadio Giuseppe Meazza,Fabio Maresca,Match Report,
24,Sat,2020-02-15,15:00 (09:00),Lecce,1.7,2–1,1.3,SPAL,24129,Stadio Comunale Via Del Mare,Marco Guida,Match Report,
24,Sat,2020-02-15,18:00 (12:00),Bologna,0.5,0–3,1.5,Genoa,21513,Stadio Renato Dall'Ara,Davide Massa,Match Report,
24,Sat,2020-02-15,20:45 (14:45),Atalanta,1.3,2–1,0.5,Roma,19830,Stadio Atleti Azzurri d'Italia,Daniele Orsato,Match Report,
24,Sun,2020-02-16,12:30 (06:30),Udinese,0.9,0–0,1.1,Hellas Verona,22308,Dacia Arena,Eugenio Abbattista,Match Report,
24,Sun,2020-02-16,15:00 (09:00),Sampdoria,2.1,1–5,3.2,Fiorentina,20284,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Match Report,
24,Sun,2020-02-16,15:00 (09:00),Sassuolo,1.2,0–1,0.8,Parma,12099,Stadio Città del Tricolore,Maurizio Mariani,Match Report,
24,Sun,2020-02-16,15:00 (09:00),Juventus,2.5,2–0,0.3,Brescia,40841,Allianz Stadium,Daniele Chiffi,Match Report,
24,Sun,2020-02-16,18:00 (12:00),Cagliari,0.3,0–1,0.9,Napoli,13535,Sardegna Arena,Daniele Doveri,Match Report,
24,Sun,2020-02-16,20:45 (14:45),Lazio,1.6,2–1,0.8,Inter,62500,Stadio Olimpico,Gianluca Rocchi,Match Report,
24,Mon,2020-02-17,20:45 (14:45),Milan,0.9,1–0,0.4,Torino,46114,Stadio Giuseppe Meazza,Michael Fabbri,Match Report,
25,Fri,2020-02-21,20:45 (14:45),Brescia,1.0,1–2,1.2,Napoli,14703,Stadio Mario Rigamonti,Daniele Orsato,Match Report,
25,Sat,2020-02-22,15:00 (09:00),Bologna,1.3,1–1,0.5,Udinese,21523,Stadio Renato Dall'Ara,Fabrizio Pasqua,Match Report,
25,Sat,2020-02-22,18:00 (12:00),SPAL,1.0,1–2,2.2,Juventus,15262,Stadio Paolo Mazza,Federico La Penna,Match Report,
25,Sat,2020-02-22,20:45 (14:45),Fiorentina,1.9,1–1,0.7,Milan,39769,Stadio Artemio Franchi,Giampaolo Calvarese,Match Report,
25,Sun,2020-02-23,12:30 (06:30),Genoa,1.6,2–3,2.0,Lazio,25000,Stadio Comunale Luigi Ferraris,Fabio Maresca,Match Report,
25,Sun,2020-02-23,18:00 (12:00),Roma,3.8,4–0,0.8,Lecce,34293,Stadio Olimpico,Piero Giacomelli,Match Report,
26,Sat,2020-02-29,15:00 (09:00),Lazio,1.4,2–0,1.4,Bologna,40000,Stadio Olimpico,Rosario Abisso,Match Report,
26,Sat,2020-02-29,20:45 (14:45),Napoli,1.9,2–1,0.5,Torino,23586,Stadio San Paolo,Maurizio Mariani,Match Report,
26,Sun,2020-03-01,15:00 (09:00),Lecce,0.4,2–7,4.6,Atalanta,21344,Stadio Comunale Via Del Mare,Davide Massa,Match Report,
26,Sun,2020-03-01,18:00 (12:00),Cagliari,1.2,3–4,3.2,Roma,14848,Sardegna Arena,Marco Di Bello,Match Report,
26,Sun,2020-03-08,13:30 (08:30),Parma,1.3,0–1,0.9,SPAL,,Stadio Ennio Tardini,Luca Pairetto,Match Report,
26,Sun,2020-03-08,15:00 (10:00),Sampdoria,1.4,2–1,1.4,Hellas Verona,,Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,
26,Sun,2020-03-08,15:00 (10:00),Milan,1.8,1–2,1.9,Genoa,,Stadio Giuseppe Meazza,Daniele Doveri,Match Report,
26,Sun,2020-03-08,18:00 (13:00),Udinese,0.6,0–0,0.3,Fiorentina,,Dacia Arena,Michael Fabbri,Match Report,
26,Sun,2020-03-08,20:45 (15:45),Juventus,1.3,2–0,0.4,Inter,,Allianz Stadium,Marco Guida,Match Report,
26,Mon,2020-03-09,18:30 (13:30),Sassuolo,2.1,3–0,0.6,Brescia,,Stadio Città del Tricolore,Gianluca Manganiello,Match Report,
25,Sat,2020-06-20,19:30 (13:30),Torino,2.0,1–1,0.3,Parma,,Stadio Olimpico di Torino,Massimiliano Irrati,Match Report,
25,Sat,2020-06-20,21:45 (15:45),Hellas Verona,0.5,2–1,1.1,Cagliari,,Stadio Marc'Antonio Bentegodi,Gianluca Manganiello,Match Report,
25,Sun,2020-06-21,19:30 (13:30),Atalanta,2.4,4–1,2.7,Sassuolo,,Stadio Atleti Azzurri d'Italia,Daniele Chiffi,Match Report,
25,Sun,2020-06-21,21:45 (15:45),Inter,2.7,2–1,0.6,Sampdoria,,Stadio Giuseppe Meazza,Maurizio Mariani,Match Report,
27,Mon,2020-06-22,19:30 (13:30),Fiorentina,2.5,1–1,1.3,Brescia,,Stadio Artemio Franchi,Federico La Penna,Match Report,
27,Mon,2020-06-22,19:30 (13:30),Lecce,1.3,1–4,2.3,Milan,,Stadio Comunale Via Del Mare,Paolo Valeri,Match Report,
27,Mon,2020-06-22,21:45 (15:45),Bologna,0.8,0–2,1.7,Juventus,,Stadio Renato Dall'Ara,Gianluca Rocchi,Match Report,
27,Tue,2020-06-23,19:30 (13:30),SPAL,1.1,0–1,1.7,Cagliari,,Stadio Paolo Mazza,Rosario Abisso,Match Report,
27,Tue,2020-06-23,19:30 (13:30),Hellas Verona,1.6,0–2,1.6,Napoli,,Stadio Marc'Antonio Bentegodi,Fabrizio Pasqua,Match Report,
27,Tue,2020-06-23,21:45 (15:45),Torino,0.4,1–0,1.2,Udinese,,Stadio Olimpico di Torino,Fabio Maresca,Match Report,
27,Tue,2020-06-23,21:45 (15:45),Genoa,2.2,1–4,2.0,Parma,,Stadio Comunale Luigi Ferraris,Piero Giacomelli,Match Report,
27,Wed,2020-06-24,19:30 (13:30),Inter,3.6,3–3,2.3,Sassuolo,,Stadio Giuseppe Meazza,Davide Massa,Match Report,
27,Wed,2020-06-24,21:45 (15:45),Atalanta,2.2,3–2,0.3,Lazio,,Stadio Atleti Azzurri d'Italia,Daniele Orsato,Match Report,
27,Wed,2020-06-24,21:45 (15:45),Roma,2.2,2–1,0.9,Sampdoria,,Stadio Olimpico,Giampaolo Calvarese,Match Report,
28,Fri,2020-06-26,21:45 (15:45),Juventus,3.4,4–0,0.3,Lecce,,Allianz Stadium,Marco Piccinini,Match Report,
28,Sat,2020-06-27,17:15 (11:15),Brescia,1.5,2–2,2.8,Genoa,,Stadio Mario Rigamonti,Massimiliano Irrati,Match Report,
28,Sat,2020-06-27,19:30 (13:30),Cagliari,1.7,4–2,1.5,Torino,,Sardegna Arena,Maurizio Mariani,Match Report,
28,Sat,2020-06-27,21:45 (15:45),Lazio,1.7,2–1,0.5,Fiorentina,,Stadio Olimpico,Michael Fabbri,Match Report,
28,Sun,2020-06-28,17:15 (11:15),Milan,2.5,2–0,0.6,Roma,,Stadio Giuseppe Meazza,Piero Giacomelli,Match Report,
28,Sun,2020-06-28,19:30 (13:30),Sampdoria,1.4,1–2,2.2,Bologna,,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
28,Sun,2020-06-28,19:30 (13:30),Udinese,1.7,2–3,0.8,Atalanta,,Dacia Arena,Marco Di Bello,Match Report,
28,Sun,2020-06-28,19:30 (13:30),Napoli,1.9,3–1,0.3,SPAL,,Stadio San Paolo,Luca Pairetto,Match Report,
28,Sun,2020-06-28,19:30 (13:30),Sassuolo,1.6,3–3,1.4,Hellas Verona,,Stadio Città del Tricolore,Antonio Giua,Match Report,
28,Sun,2020-06-28,21:45 (15:45),Parma,1.2,1–2,2.4,Inter,,Stadio Ennio Tardini,Fabio Maresca,Match Report,
29,Tue,2020-06-30,19:30 (13:30),Torino,0.9,1–2,1.6,Lazio,,Stadio Olimpico di Torino,Davide Massa,Match Report,
29,Tue,2020-06-30,21:45 (15:45),Genoa,0.2,1–3,0.7,Juventus,,Stadio Comunale Luigi Ferraris,Giampaolo Calvarese,Match Report,
29,Wed,2020-07-01,19:30 (13:30),Bologna,1.5,1–1,1.1,Cagliari,,Stadio Renato Dall'Ara,Juan Sacchi,Match Report,
29,Wed,2020-07-01,19:30 (13:30),Inter,3.9,6–0,0.5,Brescia,,Stadio Giuseppe Meazza,Gianluca Manganiello,Match Report,
29,Wed,2020-07-01,21:45 (15:45),Hellas Verona,1.6,3–2,1.6,Parma,,Stadio Marc'Antonio Bentegodi,Paolo Valeri,Match Report,
29,Wed,2020-07-01,21:45 (15:45),Fiorentina,1.6,1–3,1.7,Sassuolo,,Stadio Artemio Franchi,Daniele Chiffi,Match Report,
29,Wed,2020-07-01,21:45 (15:45),Lecce,1.8,1–2,1.8,Sampdoria,,Stadio Comunale Via Del Mare,Gianluca Rocchi,Match Report,
29,Wed,2020-07-01,21:45 (15:45),SPAL,0.4,2–2,2.1,Milan,,Stadio Paolo Mazza,Maurizio Mariani,Match Report,
29,Thu,2020-07-02,19:30 (13:30),Atalanta,1.3,2–0,1.1,Napoli,,Stadio Atleti Azzurri d'Italia,Daniele Doveri,Match Report,
29,Thu,2020-07-02,21:45 (15:45),Roma,0.8,0–2,1.5,Udinese,,Stadio Olimpico,Marco Guida,Match Report,
30,Sat,2020-07-04,17:15 (11:15),Juventus,1.5,4–1,1.7,Torino,,Allianz Stadium,Fabio Maresca,Match Report,
30,Sat,2020-07-04,19:30 (13:30),Sassuolo,1.8,4–2,1.9,Lecce,,Stadio Città del Tricolore,Davide Massa,Match Report,
30,Sat,2020-07-04,21:45 (15:45),Lazio,0.4,0–3,2.3,Milan,,Stadio Olimpico,Giampaolo Calvarese,Match Report,
30,Sun,2020-07-05,17:15 (11:15),Inter,3.1,1–2,1.1,Bologna,,Stadio Giuseppe Meazza,Luca Pairetto,Match Report,
30,Sun,2020-07-05,19:30 (13:30),Parma,1.1,1–2,2.3,Fiorentina,,Stadio Ennio Tardini,Rosario Abisso,Match Report,
30,Sun,2020-07-05,19:30 (13:30),Sampdoria,1.2,3–0,1.0,SPAL,,Stadio Comunale Luigi Ferraris,Piero Giacomelli,Match Report,
30,Sun,2020-07-05,19:30 (13:30),Udinese,0.7,2–2,1.3,Genoa,,Dacia Arena,Daniele Orsato,Match Report,
30,Sun,2020-07-05,19:30 (13:30),Cagliari,0.4,0–1,3.3,Atalanta,,Sardegna Arena,Federico La Penna,Match Report,
30,Sun,2020-07-05,19:30 (13:30),Brescia,1.1,2–0,0.9,Hellas Verona,,Stadio Mario Rigamonti,Marco Piccinini,Match Report,
30,Sun,2020-07-05,21:45 (15:45),Napoli,2.2,2–1,0.7,Roma,,Stadio San Paolo,Gianluca Rocchi,Match Report,
31,Tue,2020-07-07,19:30 (13:30),Lecce,2.4,2–1,2.4,Lazio,,Stadio Comunale Via Del Mare,Fabio Maresca,Match Report,
31,Tue,2020-07-07,21:45 (15:45),Milan,1.9,4–2,1.2,Juventus,,Stadio Giuseppe Meazza,Marco Guida,Match Report,
31,Wed,2020-07-08,19:30 (13:30),Fiorentina,0.8,0–0,1.1,Cagliari,,Stadio Artemio Franchi,Gianluca Manganiello,Match Report,
31,Wed,2020-07-08,19:30 (13:30),Genoa,0.5,1–2,1.6,Napoli,,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Match Report,
31,Wed,2020-07-08,21:45 (15:45),Torino,2.4,3–1,1.6,Brescia,,Stadio Olimpico di Torino,Daniele Doveri,Match Report,
31,Wed,2020-07-08,21:45 (15:45),Atalanta,1.1,2–0,0.8,Sampdoria,,Stadio Atleti Azzurri d'Italia,Antonio Giua,Match Report,
31,Wed,2020-07-08,21:45 (15:45),Roma,2.6,2–1,1.1,Parma,,Stadio Olimpico,Michael Fabbri,Match Report,
31,Wed,2020-07-08,21:45 (15:45),Bologna,1.2,1–2,0.8,Sassuolo,,Stadio Renato Dall'Ara,Francesco Fourneau,Match Report,
31,Thu,2020-07-09,19:30 (13:30),SPAL,0.4,0–3,1.1,Udinese,,Stadio Paolo Mazza,Daniele Chiffi,Match Report,
31,Thu,2020-07-09,21:45 (15:45),Hellas Verona,0.7,2–2,1.0,Inter,,Stadio Marc'Antonio Bentegodi,Massimiliano Irrati,Match Report,
32,Sat,2020-07-11,17:15 (11:15),Lazio,1.0,1–2,2.3,Sassuolo,,Stadio Olimpico,Marco Di Bello,Match Report,
32,Sat,2020-07-11,19:30 (13:30),Brescia,1.0,0–3,3.2,Roma,,Stadio Mario Rigamonti,Giampaolo Calvarese,Match Report,
32,Sat,2020-07-11,21:45 (15:45),Juventus,2.1,2–2,0.9,Atalanta,,Allianz Stadium,Piero Giacomelli,Match Report,
32,Sun,2020-07-12,17:15 (11:15),Genoa,2.2,2–0,0.0,SPAL,,Stadio Comunale Luigi Ferraris,Marco Guida,Match Report,
32,Sun,2020-07-12,19:30 (13:30),Parma,1.5,2–2,0.8,Bologna,,Stadio Ennio Tardini,Maurizio Mariani,Match Report,
32,Sun,2020-07-12,19:30 (13:30),Fiorentina,1.0,1–1,0.9,Hellas Verona,,Stadio Artemio Franchi,Daniele Chiffi,Match Report,
32,Sun,2020-07-12,19:30 (13:30),Udinese,0.6,1–3,1.0,Sampdoria,,Dacia Arena,Paolo Valeri,Match Report,
32,Sun,2020-07-12,19:30 (13:30),Cagliari,2.0,0–0,1.9,Lecce,,Sardegna Arena,Daniele Orsato,Match Report,
32,Sun,2020-07-12,21:45 (15:45),Napoli,2.0,2–2,1.1,Milan,,Stadio San Paolo,Federico La Penna,Match Report,
32,Mon,2020-07-13,21:45 (15:45),Inter,2.2,3–1,1.7,Torino,,Stadio Giuseppe Meazza,Davide Massa,Match Report,
33,Tue,2020-07-14,21:45 (15:45),Atalanta,2.2,6–2,1.0,Brescia,,Stadio Atleti Azzurri d'Italia,Gianluca Manganiello,Match Report,
33,Wed,2020-07-15,19:30 (13:30),Sampdoria,1.1,3–0,0.7,Cagliari,,Stadio Comunale Luigi Ferraris,Luca Pairetto,Match Report,
33,Wed,2020-07-15,19:30 (13:30),Milan,2.3,3–1,1.0,Parma,,Stadio Giuseppe Meazza,Massimiliano Irrati,Match Report,
33,Wed,2020-07-15,19:30 (13:30),Bologna,0.9,1–1,0.8,Napoli,,Stadio Renato Dall'Ara,Marco Piccinini,Match Report,
33,Wed,2020-07-15,21:45 (15:45),Lecce,0.7,1–3,2.7,Fiorentina,,Stadio Comunale Via Del Mare,Marco Guida,Match Report,
33,Wed,2020-07-15,21:45 (15:45),Sassuolo,2.8,3–3,2.2,Juventus,,Stadio Città del Tricolore,Paolo Valeri,Match Report,
33,Wed,2020-07-15,21:45 (15:45),Roma,2.8,2–1,0.4,Hellas Verona,,Stadio Olimpico,Fabio Maresca,Match Report,
33,Wed,2020-07-15,21:45 (15:45),Udinese,1.4,0–0,0.9,Lazio,,Dacia Arena,Rosario Abisso,Match Report,
33,Thu,2020-07-16,19:30 (13:30),Torino,1.1,3–0,0.9,Genoa,,Stadio Olimpico di Torino,Gianluca Rocchi,Match Report,
33,Thu,2020-07-16,21:45 (15:45),SPAL,0.7,0–4,2.4,Inter,,Stadio Paolo Mazza,Antonio Giua,Match Report,
34,Sat,2020-07-18,17:15 (11:15),Hellas Verona,1.2,1–1,2.1,Atalanta,,Stadio Marc'Antonio Bentegodi,Rosario Abisso,Match Report,
34,Sat,2020-07-18,19:30 (13:30),Cagliari,0.2,1–1,0.6,Sassuolo,,Sardegna Arena,Giovanni Ayroldi,Match Report,
34,Sat,2020-07-18,21:45 (15:45),Milan,3.0,5–1,0.5,Bologna,,Stadio Giuseppe Meazza,Davide Massa,Match Report,
34,Sun,2020-07-19,17:15 (11:15),Parma,1.2,2–3,1.5,Sampdoria,,Stadio Ennio Tardini,Giampaolo Calvarese,Match Report,
34,Sun,2020-07-19,19:30 (13:30),Napoli,1.6,2–1,0.7,Udinese,,Stadio San Paolo,Daniele Chiffi,Match Report,
34,Sun,2020-07-19,19:30 (13:30),Fiorentina,1.5,2–0,0.4,Torino,,Stadio Artemio Franchi,Maurizio Mariani,Match Report,
34,Sun,2020-07-19,19:30 (13:30),Brescia,1.2,2–1,1.7,SPAL,,Stadio Mario Rigamonti,Eugenio Abbattista,Match Report,
34,Sun,2020-07-19,19:30 (13:30),Genoa,0.4,2–1,2.0,Lecce,,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
34,Sun,2020-07-19,21:45 (15:45),Roma,1.4,2–2,1.4,Inter,,Stadio Olimpico,Marco Di Bello,Match Report,
34,Mon,2020-07-20,21:45 (15:45),Juventus,3.0,2–1,1.3,Lazio,,Allianz Stadium,Daniele Orsato,Match Report,
35,Tue,2020-07-21,19:30 (13:30),Atalanta,2.0,1–0,0.4,Bologna,,Stadio Atleti Azzurri d'Italia,Federico La Penna,Match Report,
35,Tue,2020-07-21,21:45 (15:45),Sassuolo,1.2,1–2,2.1,Milan,,Stadio Città del Tricolore,Luca Pairetto,Match Report,
35,Wed,2020-07-22,19:30 (13:30),Parma,2.0,2–1,1.7,Napoli,,Stadio Ennio Tardini,Antonio Giua,Match Report,
35,Wed,2020-07-22,21:45 (15:45),SPAL,0.7,1–6,1.8,Roma,,Stadio Paolo Mazza,Gianluca Manganiello,Match Report,
35,Wed,2020-07-22,21:45 (15:45),Inter,2.3,0–0,0.9,Fiorentina,,Stadio Giuseppe Meazza,Piero Giacomelli,Match Report,
35,Wed,2020-07-22,21:45 (15:45),Sampdoria,1.3,1–2,1.0,Genoa,,Stadio Comunale Luigi Ferraris,Marco Guida,Match Report,
35,Wed,2020-07-22,21:45 (15:45),Torino,0.9,1–1,1.4,Hellas Verona,,Stadio Olimpico di Torino,Paolo Valeri,Match Report,
35,Wed,2020-07-22,21:45 (15:45),Lecce,2.7,3–1,0.8,Brescia,,Stadio Comunale Via Del Mare,Fabio Maresca,Match Report,
35,Thu,2020-07-23,19:30 (13:30),Udinese,1.0,2–1,0.7,Juventus,,Dacia Arena,Massimiliano Irrati,Match Report,
35,Thu,2020-07-23,21:45 (15:45),Lazio,1.5,2–1,0.5,Cagliari,,Stadio Olimpico,Marco Piccinini,Match Report,
36,Fri,2020-07-24,21:45 (15:45),Milan,0.5,1–1,1.8,Atalanta,,Stadio Giuseppe Meazza,Daniele Doveri,Match Report,
36,Sat,2020-07-25,17:15 (11:15),Brescia,1.6,1–2,1.3,Parma,,Stadio Mario Rigamonti,Lorenzo Maggioni,Match Report,
36,Sat,2020-07-25,19:30 (13:30),Genoa,0.4,0–3,1.8,Inter,,Stadio Comunale Luigi Ferraris,Davide Massa,Match Report,
36,Sat,2020-07-25,21:45 (15:45),Napoli,2.1,2–0,0.3,Sassuolo,,Stadio San Paolo,Gianluca Aureliano,Match Report,
36,Sun,2020-07-26,17:15 (11:15),Bologna,2.6,3–2,2.5,Lecce,,Stadio Renato Dall'Ara,Giampaolo Calvarese,Match Report,
36,Sun,2020-07-26,19:30 (13:30),Roma,2.8,2–1,0.7,Fiorentina,,Stadio Olimpico,Daniele Chiffi,Match Report,
36,Sun,2020-07-26,19:30 (13:30),SPAL,0.3,1–1,1.8,Torino,,Stadio Paolo Mazza,Rosario Abisso,Match Report,
36,Sun,2020-07-26,19:30 (13:30),Cagliari,1.3,0–1,0.9,Udinese,,Sardegna Arena,Fabrizio Pasqua,Match Report,
36,Sun,2020-07-26,19:30 (13:30),Hellas Verona,1.8,1–5,2.4,Lazio,,Stadio Marc'Antonio Bentegodi,Manuel Volpi,Match Report,
36,Sun,2020-07-26,21:45 (15:45),Juventus,2.6,2–0,1.2,Sampdoria,,Allianz Stadium,Francesco Fourneau,Match Report,
37,Tue,2020-07-28,19:30 (13:30),Parma,1.7,1–2,1.3,Atalanta,,Stadio Ennio Tardini,Luca Pairetto,Match Report,
37,Tue,2020-07-28,21:45 (15:45),Inter,0.9,2–0,1.0,Napoli,,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
37,Wed,2020-07-29,19:30 (13:30),Sassuolo,2.9,5–0,1.0,Genoa,,Stadio Città del Tricolore,Fabio Maresca,Match Report,
37,Wed,2020-07-29,19:30 (13:30),Hellas Verona,2.9,3–0,0.8,SPAL,,Stadio Marc'Antonio Bentegodi,Simone Sozza,Match Report,
37,Wed,2020-07-29,19:30 (13:30),Sampdoria,3.2,1–4,2.5,Milan,,Stadio Comunale Luigi Ferraris,Fabrizio Pasqua,Match Report,
37,Wed,2020-07-29,19:30 (13:30),Udinese,1.0,1–2,1.9,Lecce,,Dacia Arena,Daniele Orsato,Match Report,
