395418,22566108,1,"",1,0.316,0.46399999999999997,379,f,f,f,"",Kieran Trippier,<b>Kieran Trippier</b> - 1' <br>Free Kick,"",Shot by Kieran Trippier,143637,2,0.316,0.46399999999999997,Kieran Trippier,<b>Kieran Trippier</b><br>Free Kick,Free Kick
395418,22566237,4,"",1,0.885,0.45,362,f,f,f,"",Nathan Baker,<b>Nathan Baker</b> - 4' <br>Shot Off Target,"",Shot by Nathan Baker,121171,2,0.885,0.45,Nathan Baker,<b>Nathan Baker</b><br>Shot Off Target,Shot Off Target
395418,22566379,6,"",1,0.091,0.499,379,t,f,f,"",Danny Ings,<b>Danny Ings</b> - 6' <br>Goal - Header,(6'),Shot by Danny Ings,141706,10,0.091,0.499,Danny Ings,<b>Danny Ings</b><br>Goal - Header,Goal - Header
395418,22566528,8,"",1,0.134,0.647,379,f,f,f,"",George Boyd,<b>George Boyd</b> - 8' <br>Shot Blocked,"",Shot by George Boyd,26378,21,0.134,0.647,George Boyd,<b>George Boyd</b><br>Shot Blocked,Shot Blocked
395418,22566891,16,"",1,0.88,0.561,362,f,f,f,"",Ron Vlaar,<b>Ron Vlaar</b> - 16' <br>Shot Off Target,"",Shot by Ron Vlaar,127433,4,0.88,0.561,Ron Vlaar,<b>Ron Vlaar</b><br>Shot Off Target,Shot Off Target
395418,22567186,19,"",1,0.802,0.663,362,f,f,f,"",Gabriel Agbonlahor,<b>Gabriel Agbonlahor</b> - 19' <br>Shot Blocked,"",Shot by Gabriel Agbonlahor,70428,11,0.802,0.663,Gabriel Agbonlahor,<b>Gabriel Agbonlahor</b><br>Shot Blocked,Shot Blocked
395418,22567558,26,"",1,0.11,0.5569999999999999,379,f,f,f,"",Danny Ings,<b>Danny Ings</b> - 26' <br>Shot Off Target,"",Shot by Danny Ings,141706,10,0.11,0.5569999999999999,Danny Ings,<b>Danny Ings</b><br>Shot Off Target,Shot Off Target
395418,22568150,36,"",1,0.878,0.383,362,f,f,f,"",Christian Benteke,<b>Christian Benteke</b> - 36' <br>Shot Blocked,"",Shot by Christian Benteke,106957,20,0.878,0.383,Christian Benteke,<b>Christian Benteke</b><br>Shot Blocked,Shot Blocked
395418,22568224,37,"",1,0.929,0.358,362,f,f,f,"",Christian Benteke,<b>Christian Benteke</b> - 37' <br>Shot On Target,"",Shot by Christian Benteke,106957,20,0.929,0.358,Christian Benteke,<b>Christian Benteke</b><br>Shot On Target,Shot On Target
395418,22568229,38,"",1,0.9319999999999999,0.437,362,f,f,f,"",Nathan Baker,<b>Nathan Baker</b> - 38' <br>Shot Off Target,"",Shot by Nathan Baker,121171,2,0.9319999999999999,0.437,Nathan Baker,<b>Nathan Baker</b><br>Shot Off Target,Shot Off Target
