rk,team,str,ofs,dfs,sos
1,Norwich City,0.40,0.25,-0.15,-0.02
2,Brentford,0.37,0.28,-0.09,-0.02
3,Watford,0.33,0.12,-0.21,-0.01
4,Bournemouth,0.29,0.23,-0.07,0.00
5,Cardiff City,0.19,0.16,-0.03,-0.02
6,Swansea City,0.18,0.04,-0.14,-0.01
7,Blackburn,0.13,0.15,0.02,-0.02
8,Reading,0.10,0.12,0.02,-0.01
9,Barnsley,0.08,0.06,-0.02,-0.01
10,QPR,0.04,0.06,0.02,-0.01
11,Middlesbrough,0.03,0.04,0.01,-0.01
12,Stoke City,-0.02,-0.02,0.00,-0.01
13,Millwall,-0.06,-0.06,-0.01,-0.01
14,Preston,-0.07,-0.04,0.03,-0.01
15,Coventry City,-0.11,-0.03,0.07,0.01
16,Nott'ham Forest,-0.12,-0.19,-0.07,0.00
17,Luton Town,-0.13,-0.14,-0.01,0.00
18,Rotherham Utd,-0.16,-0.10,0.06,0.01
19,Huddersfield,-0.18,-0.02,0.16,0.00
20,Bristol City,-0.20,-0.07,0.13,0.00
21,Sheffield Weds,-0.22,-0.15,0.07,0.00
22,Derby County,-0.25,-0.20,0.05,0.00
23,Birmingham City,-0.26,-0.19,0.07,0.00
24,Wycombe,-0.30,-0.16,0.14,0.02
