103167,382,5CBFEB,Manchester City,576,000099,T.N.S.
103475,576,C8142F,T.N.S.,382,5CBFEB,Manchester City
107317,360,DA020E,Manchester United,359,ffff00,Arsenal
107367,385,000099,Portsmouth,362,7A003C,Aston Villa
107368,359,EF0107,Arsenal,368,274488,Everton
107369,392,000099,Birmingham City,367,000033,Tottenham Hotspur
107370,365,000099,Blackburn Rovers,380,F7AA25,Wolverhampton Wanderers
107371,370,1a1a1a,Fulham,369,C8142F,Middlesbrough
107372,375,0053A0,Leicester City,376,ED1A3B,Southampton
107373,360,DA020E,Manchester United,358,1a1a1a,Bolton Wanderers
107419,357,000099,Leeds United,361,5CBFEB,Newcastle United
107420,372,C8142F,Charlton Athletic,382,5CBFEB,Manchester City
107421,364,D00027,Liverpool,363,034694,Chelsea
107426,361,5CBFEB,Newcastle United,360,DA020E,Manchester United
107427,358,1a1a1a,Bolton Wanderers,365,000099,Blackburn Rovers
107428,363,034694,Chelsea,375,1a1a1a,Leicester City
107429,368,274488,Everton,370,1a1a1a,Fulham
107430,382,5CBFEB,Manchester City,385,000099,Portsmouth
107431,376,ED1A3B,Southampton,392,000099,Birmingham City
107432,367,000033,Tottenham Hotspur,357,000099,Leeds United
107433,380,F7AA25,Wolverhampton Wanderers,372,C8142F,Charlton Athletic
107479,362,7A003C,Aston Villa,364,D00027,Liverpool
107480,369,C8142F,Middlesbrough,359,ffff00,Arsenal
107520,365,000099,Blackburn Rovers,382,5CBFEB,Manchester City
107521,357,000099,Leeds United,376,ED1A3B,Southampton
107522,375,0053A0,Leicester City,369,C8142F,Middlesbrough
107523,385,000099,Portsmouth,358,1a1a1a,Bolton Wanderers
107529,372,C8142F,Charlton Athletic,368,274488,Everton
107532,359,EF0107,Arsenal,362,7A003C,Aston Villa
107534,364,D00027,Liverpool,367,000033,Tottenham Hotspur
107535,360,DA020E,Manchester United,380,F7AA25,Wolverhampton Wanderers
107538,368,274488,Everton,364,D00027,Liverpool
107539,362,7A003C,Aston Villa,375,0053A0,Leicester City
107540,358,1a1a1a,Bolton Wanderers,372,C8142F,Charlton Athletic
107541,363,034694,Chelsea,365,C8142F,Blackburn Rovers
107542,369,C8142F,Middlesbrough,357,000099,Leeds United
107543,361,5CBFEB,Newcastle United,392,000099,Birmingham City
107544,367,000033,Tottenham Hotspur,370,ffff00,Fulham
107545,380,F7AA25,Wolverhampton Wanderers,385,000099,Portsmouth
107592,376,ED1A3B,Southampton,360,1a1a1a,Manchester United
107593,382,5CBFEB,Manchester City,359,EF0107,Arsenal
107644,359,EF0107,Arsenal,385,000099,Portsmouth
107645,365,000099,Blackburn Rovers,364,D00027,Liverpool
107646,358,1a1a1a,Bolton Wanderers,369,C8142F,Middlesbrough
107647,372,C8142F,Charlton Athletic,360,1a1a1a,Manchester United
107648,363,034694,Chelsea,367,000033,Tottenham Hotspur
107649,368,274488,Everton,361,5CBFEB,Newcastle United
107650,376,ED1A3B,Southampton,380,F7AA25,Wolverhampton Wanderers
107696,382,5CBFEB,Manchester City,362,7A003C,Aston Villa
107697,392,000099,Birmingham City,370,1a1a1a,Fulham
107698,375,0053A0,Leicester City,357,000099,Leeds United
107735,380,F7AA25,Wolverhampton Wanderers,363,034694,Chelsea
107736,362,7A003C,Aston Villa,372,C8142F,Charlton Athletic
107737,370,1a1a1a,Fulham,382,5CBFEB,Manchester City
107738,357,000099,Leeds United,392,C8142F,Birmingham City
107739,364,D00027,Liverpool,375,0053A0,Leicester City
107740,361,5CBFEB,Newcastle United,358,1a1a1a,Bolton Wanderers
107741,385,000099,Portsmouth,365,C8142F,Blackburn Rovers
107742,367,000033,Tottenham Hotspur,376,ED1A3B,Southampton
107790,369,C8142F,Middlesbrough,368,274488,Everton
107791,360,DA020E,Manchester United,359,ffff00,Arsenal
107803,359,EF0107,Arsenal,361,5CBFEB,Newcastle United
107805,392,000099,Birmingham City,385,C60000,Portsmouth
107806,365,000099,Blackburn Rovers,370,1a1a1a,Fulham
107807,358,1a1a1a,Bolton Wanderers,380,F7AA25,Wolverhampton Wanderers
107808,363,034694,Chelsea,362,7A003C,Aston Villa
107809,375,0053A0,Leicester City,360,DA020E,Manchester United
107810,376,ED1A3B,Southampton,369,ffff00,Middlesbrough
107858,372,C8142F,Charlton Athletic,364,1a1a1a,Liverpool
107859,368,274488,Everton,357,000099,Leeds United
107860,382,5CBFEB,Manchester City,367,000033,Tottenham Hotspur
