league_id	league_key	club_id	club_key	club_name	club_url	game_id	game_url	date	date_headline	status	league	home_logo_src	home_logo_alt	home_team_id	home_team_name	home_score	home_goals	home_pk	away_score	away_goals	away_pk	away_logo_src	away_logo_alt	away_team_id	away_team_name	competition	title
23	barclays+premier+league	360	manchester-united	Manchester United	http://www.espnfc.us/club/manchester-united/360/index	345828	http://www.espnfc.us/gamecast/345828/gamecast.html	Aug 20, 2012	Aug 20, 2012	FT	Premier League	http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/368.png&w=22&site=espnfc	Everton	368	Everton	1	1		0	1		http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/360.png&w=22&site=espnfc	Manchester United	360	Man Utd	Prem	Barclays Premier League
23	barclays+premier+league	360	manchester-united	Manchester United	http://www.espnfc.us/club/manchester-united/360/index	345819	http://www.espnfc.us/gamecast/345819/gamecast.html	Aug 25, 2012	Aug 25, 2012	FT	Premier League	http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/360.png&w=22&site=espnfc	Manchester United	360	Man Utd	3	3		2	3		http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/370.png&w=22&site=espnfc	Fulham	370	Fulham	Prem	Barclays Premier League
23	barclays+premier+league	360	manchester-united	Manchester United	http://www.espnfc.us/club/manchester-united/360/index	345907	http://www.espnfc.us/gamecast/345907/gamecast.html	Sep 2, 2012	Sep 2, 2012	FT	Premier League	http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/376.png&w=22&site=espnfc	Southampton	376	Southampton	2	2		3	2		http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/360.png&w=22&site=espnfc	Manchester United	360	Man Utd	Prem	Barclays Premier League
23	barclays+premier+league	360	manchester-united	Manchester United	http://www.espnfc.us/club/manchester-united/360/index	345808	http://www.espnfc.us/gamecast/345808/gamecast.html	Sep 15, 2012	Sep 15, 2012	FT	Premier League	http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/360.png&w=22&site=espnfc	Manchester United	360	Man Utd	4	4		0	4		http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/350.png&w=22&site=espnfc	Wigan Athletic	350	Wigan	Prem	Barclays Premier League
23	barclays+premier+league	360	manchester-united	Manchester United	http://www.espnfc.us/club/manchester-united/360/index	355647	http://www.espnfc.us/gamecast/355647/gamecast.html	Sep 19, 2012	Sep 19, 2012	FT	UEFA Champions League	http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/360.png&w=22&site=espnfc	Manchester United	360	Man Utd	1	1		0	1		http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/432.png&w=22&site=espnfc	Galatasaray	432	Galatasaray	UCL	UEFA Champions League
23	barclays+premier+league	360	manchester-united	Manchester United	http://www.espnfc.us/club/manchester-united/360/index	345796	http://www.espnfc.us/gamecast/345796/gamecast.html	Sep 23, 2012	Sep 23, 2012	FT	Premier League	http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/364.png&w=22&site=espnfc	Liverpool	364	Liverpool	1	1		2	1		http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/360.png&w=22&site=espnfc	Manchester United	360	Man Utd	Prem	Barclays Premier League
23	barclays+premier+league	360	manchester-united	Manchester United	http://www.espnfc.us/club/manchester-united/360/index	355892	http://www.espnfc.us/gamecast/355892/gamecast.html	Sep 26, 2012	Sep 26, 2012	FT	Capital One Cup	http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/360.png&w=22&site=espnfc	Manchester United	360	Man Utd	2	2		1	2		http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/361.png&w=22&site=espnfc	Newcastle United	361	Newcastle	CC	Capital One Cup
23	barclays+premier+league	360	manchester-united	Manchester United	http://www.espnfc.us/club/manchester-united/360/index	345789	http://www.espnfc.us/gamecast/345789/gamecast.html	Sep 29, 2012	Sep 29, 2012	FT	Premier League	http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/360.png&w=22&site=espnfc	Manchester United	360	Man Utd	2	2		3	2		http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/367.png&w=22&site=espnfc	Tottenham Hotspur	367	Tottenham	Prem	Barclays Premier League
23	barclays+premier+league	360	manchester-united	Manchester United	http://www.espnfc.us/club/manchester-united/360/index	355655	http://www.espnfc.us/gamecast/355655/gamecast.html	Oct 2, 2012	Oct 2, 2012	FT	UEFA Champions League	http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/default-team-logo-500.png&w=22&site=espnfc	CFR Cluj-Napoca		CFR Cluj	1	1		2	1		http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/360.png&w=22&site=espnfc	Manchester United	360	Man Utd	UCL	UEFA Champions League
23	barclays+premier+league	360	manchester-united	Manchester United	http://www.espnfc.us/club/manchester-united/360/index	345780	http://www.espnfc.us/gamecast/345780/gamecast.html	Oct 7, 2012	Oct 7, 2012	FT	Premier League	http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/361.png&w=22&site=espnfc	Newcastle United	361	Newcastle	0	0		3	0		http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/360.png&w=22&site=espnfc	Manchester United	360	Man Utd	Prem	Barclays Premier League
23	barclays+premier+league	360	manchester-united	Manchester United	http://www.espnfc.us/club/manchester-united/360/index	345775	http://www.espnfc.us/gamecast/345775/gamecast.html	Oct 20, 2012	Oct 20, 2012	FT	Premier League	http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/360.png&w=22&site=espnfc	Manchester United	360	Man Utd	4	4		2	4		http://a.espncdn.com/combiner/i?img=/i/teamlogos/soccer/500/336.png&w=22&site=espnfc	Stoke City	336	Stoke	Prem	Barclays Premier League
