women,1985,1,Friendly Women,2000010102,Friendly Women,1 Match,Tuesday 01/01/1985,"",29607,19850101,tha,Thailand,/world-match-centre/teams/country=tha/women/index.html,sin,Singapore,/world-match-centre/teams/country=sin/women/index.html,6-0,"BANGKOK - Bangkok , Thailand"
women,1985,2,Friendly Women,2000010102,Friendly Women,1 Match,Sunday 24/02/1985,"",29608,19850224,ita,Italy,/world-match-centre/teams/country=ita/women/index.html,fra,France,/world-match-centre/teams/country=fra/women/index.html,1-1,"VERONA - Verona , Italy"
women,1985,3,Womens Continental Qualifier,186878,UEFA Women's EURO 1987 Prel. Comp.,2 Matches,Saturday 16/03/1985,Group 3,25644,19850316,ned,Netherlands,/world-match-centre/teams/country=ned/women/index.html,fra,France,/world-match-centre/teams/country=fra/women/index.html,1-0,"LEEUWARDEN - Leeuwarden , Netherlands"
women,1985,3,Womens Continental Qualifier,186878,UEFA Women's EURO 1987 Prel. Comp.,2 Matches,Sunday 17/03/1985,Group 2,25632,19850317,eng,England,/world-match-centre/teams/country=eng/women/index.html,sco,Scotland,/world-match-centre/teams/country=sco/women/index.html,4-0,"PRESTON - Preston , England"
women,1985,4,Womens Continental Qualifier,186878,UEFA Women's EURO 1987 Prel. Comp.,1 Match,Saturday 27/04/1985,Group 4,25656,19850427,hun,Hungary,/world-match-centre/teams/country=hun/women/index.html,esp,Spain,/world-match-centre/teams/country=esp/women/index.html,1-0,"SZEKSZARD - Szekszard , Hungary"
women,1985,4,Friendly Women,2000010102,Friendly Women,2 Matches,Tuesday 09/04/1985,"",29609,19850409,hun,Hungary,/world-match-centre/teams/country=hun/women/index.html,frg,Germany FR,/world-match-centre/teams/country=frg/women/index.html,1-0,"SIOFOK - Siofok , Hungary"
women,1985,4,Friendly Women,2000010102,Friendly Women,2 Matches,Wednesday 17/04/1985,"",29610,19850417,irl,Republic of Ireland,/world-match-centre/teams/country=irl/women/index.html,den,Denmark,/world-match-centre/teams/country=den/women/index.html,0-4,"DUBLIN - Dublin , Republic of Ireland"
women,1985,5,Womens Continental Qualifier,186878,UEFA Women's EURO 1987 Prel. Comp.,8 Matches,Wednesday 01/05/1985,Group 1,25623,19850501,den,Denmark,/world-match-centre/teams/country=den/women/index.html,frg,Germany FR,/world-match-centre/teams/country=frg/women/index.html,3-0,"SONDERBORG - Sonderborg , Denmark"
women,1985,5,Womens Continental Qualifier,186878,UEFA Women's EURO 1987 Prel. Comp.,8 Matches,Saturday 04/05/1985,Group 3,25645,19850504,bel,Belgium,/world-match-centre/teams/country=bel/women/index.html,fra,France,/world-match-centre/teams/country=fra/women/index.html,3-1,"ZAVENTEM - Zaventem , Belgium"
women,1985,5,Womens Continental Qualifier,186878,UEFA Women's EURO 1987 Prel. Comp.,8 Matches,Sunday 05/05/1985,Group 2,25633,19850505,irl,Republic of Ireland,/world-match-centre/teams/country=irl/women/index.html,nir,Northern Ireland,/world-match-centre/teams/country=nir/women/index.html,1-0,"DUBLIN - Dublin , Republic of Ireland"
women,1985,5,Womens Continental Qualifier,186878,UEFA Women's EURO 1987 Prel. Comp.,8 Matches,Saturday 11/05/1985,Group 1,25624,19850511,fin,Finland,/world-match-centre/teams/country=fin/women/index.html,den,Denmark,/world-match-centre/teams/country=den/women/index.html,0-2,"KOTKA - Kotka , Finland"
women,1985,5,Womens Continental Qualifier,186878,UEFA Women's EURO 1987 Prel. Comp.,8 Matches,Saturday 25/05/1985,Group 2,25634,19850525,nir,Northern Ireland,/world-match-centre/teams/country=nir/women/index.html,eng,England,/world-match-centre/teams/country=eng/women/index.html,1-8,"ANTRIM - Antrim , Northern Ireland"
