women,1981,3,Friendly Women,2000010102,Friendly Women,2 Matches,Saturday 21/03/1981,"",29508,19810321,sui,Switzerland,/world-match-centre/teams/country=sui/women/index.html,fra,France,/world-match-centre/teams/country=fra/women/index.html,0-2,"NYON - Nyon , Switzerland"
women,1981,3,Friendly Women,2000010102,Friendly Women,2 Matches,Sunday 29/03/1981,"",29509,19810329,irl,Republic of Ireland,/world-match-centre/teams/country=irl/women/index.html,sco,Scotland,/world-match-centre/teams/country=sco/women/index.html,0-5,"DUBLIN - Dublin , Republic of Ireland"
women,1981,4,Friendly Women,2000010102,Friendly Women,2 Matches,Saturday 25/04/1981,"",29510,19810425,ned,Netherlands,/world-match-centre/teams/country=ned/women/index.html,swe,Sweden,/world-match-centre/teams/country=swe/women/index.html,2-1,"ZWEELOO - Zweeloo , Netherlands"
women,1981,4,Friendly Women,2000010102,Friendly Women,2 Matches,Sunday 26/04/1981,"",33339,19810426,sco,Scotland,/world-match-centre/teams/country=sco/women/index.html,wal,Wales,/world-match-centre/teams/country=wal/women/index.html,0-0,"HAMILTON (SCO) - Hamilton , Scotland"
women,1981,5,Friendly Women,2000010102,Friendly Women,3 Matches,Saturday 23/05/1981,"",29511,19810523,fra,France,/world-match-centre/teams/country=fra/women/index.html,swe,Sweden,/world-match-centre/teams/country=swe/women/index.html,1-6,"MONTAUBAN - Montauban , France"
women,1981,5,Friendly Women,2000010102,Friendly Women,3 Matches,Saturday 23/05/1981,"",29512,19810523,nor,Norway,/world-match-centre/teams/country=nor/women/index.html,sui,Switzerland,/world-match-centre/teams/country=sui/women/index.html,3-0,"MOSS - Moss , Norway"
women,1981,5,Friendly Women,2000010102,Friendly Women,3 Matches,Wednesday 27/05/1981,"",29513,19810527,fin,Finland,/world-match-centre/teams/country=fin/women/index.html,sui,Switzerland,/world-match-centre/teams/country=sui/women/index.html,2-1,"IISALMI - Iisalmi , Finland"
women,1981,7,Friendly Women,2000010102,Friendly Women,6 Matches,Wednesday 15/07/1981,"",29514,19810715,nor,Norway,/world-match-centre/teams/country=nor/women/index.html,swe,Sweden,/world-match-centre/teams/country=swe/women/index.html,0-2,"KARJAA - Karjaa , Finland"
women,1981,7,Friendly Women,2000010102,Friendly Women,6 Matches,Thursday 16/07/1981,"",29515,19810716,den,Denmark,/world-match-centre/teams/country=den/women/index.html,fin,Finland,/world-match-centre/teams/country=fin/women/index.html,0-0,"HELSINKI - Helsinki , Finland"
women,1981,7,Friendly Women,2000010102,Friendly Women,6 Matches,Friday 17/07/1981,"",29516,19810717,den,Denmark,/world-match-centre/teams/country=den/women/index.html,nor,Norway,/world-match-centre/teams/country=nor/women/index.html,0-0,"PORVOO - Porvoo , Finland"
