gender_id,country_id,country_name,country_url
women,usa,USA,http://www.fifa.com/fifa-world-ranking/associations/association=usa/women/index.html
women,ger,Germany,http://www.fifa.com/fifa-world-ranking/associations/association=ger/women/index.html
women,fra,France,http://www.fifa.com/fifa-world-ranking/associations/association=fra/women/index.html
women,eng,England,http://www.fifa.com/fifa-world-ranking/associations/association=eng/women/index.html
women,can,Canada,http://www.fifa.com/fifa-world-ranking/associations/association=can/women/index.html
women,jpn,Japan,http://www.fifa.com/fifa-world-ranking/associations/association=jpn/women/index.html
women,bra,Brazil,http://www.fifa.com/fifa-world-ranking/associations/association=bra/women/index.html
women,aus,Australia,http://www.fifa.com/fifa-world-ranking/associations/association=aus/women/index.html
women,ned,Netherlands,http://www.fifa.com/fifa-world-ranking/associations/association=ned/women/index.html
women,prk,Korea DPR,http://www.fifa.com/fifa-world-ranking/associations/association=prk/women/index.html
women,swe,Sweden,http://www.fifa.com/fifa-world-ranking/associations/association=swe/women/index.html
women,esp,Spain,http://www.fifa.com/fifa-world-ranking/associations/association=esp/women/index.html
women,den,Denmark,http://www.fifa.com/fifa-world-ranking/associations/association=den/women/index.html
women,nor,Norway,http://www.fifa.com/fifa-world-ranking/associations/association=nor/women/index.html
women,kor,Korea Republic,http://www.fifa.com/fifa-world-ranking/associations/association=kor/women/index.html
women,ita,Italy,http://www.fifa.com/fifa-world-ranking/associations/association=ita/women/index.html
women,chn,China PR,http://www.fifa.com/fifa-world-ranking/associations/association=chn/women/index.html
women,sui,Switzerland,http://www.fifa.com/fifa-world-ranking/associations/association=sui/women/index.html
women,isl,Iceland,http://www.fifa.com/fifa-world-ranking/associations/association=isl/women/index.html
women,nzl,New Zealand,http://www.fifa.com/fifa-world-ranking/associations/association=nzl/women/index.html
women,sco,Scotland,http://www.fifa.com/fifa-world-ranking/associations/association=sco/women/index.html
women,aut,Austria,http://www.fifa.com/fifa-world-ranking/associations/association=aut/women/index.html
women,bel,Belgium,http://www.fifa.com/fifa-world-ranking/associations/association=bel/women/index.html
women,ukr,Ukraine,http://www.fifa.com/fifa-world-ranking/associations/association=ukr/women/index.html
women,mex,Mexico,http://www.fifa.com/fifa-world-ranking/associations/association=mex/women/index.html
women,col,Colombia,http://www.fifa.com/fifa-world-ranking/associations/association=col/women/index.html
women,rus,Russia,http://www.fifa.com/fifa-world-ranking/associations/association=rus/women/index.html
women,tha,Thailand,http://www.fifa.com/fifa-world-ranking/associations/association=tha/women/index.html
women,wal,Wales,http://www.fifa.com/fifa-world-ranking/associations/association=wal/women/index.html
women,fin,Finland,http://www.fifa.com/fifa-world-ranking/associations/association=fin/women/index.html
women,irl,Republic of Ireland,http://www.fifa.com/fifa-world-ranking/associations/association=irl/women/index.html
women,cze,Czech Republic,http://www.fifa.com/fifa-world-ranking/associations/association=cze/women/index.html
women,crc,Costa Rica,http://www.fifa.com/fifa-world-ranking/associations/association=crc/women/index.html
women,por,Portugal,http://www.fifa.com/fifa-world-ranking/associations/association=por/women/index.html
women,arg,Argentina,http://www.fifa.com/fifa-world-ranking/associations/association=arg/women/index.html
women,pol,Poland,http://www.fifa.com/fifa-world-ranking/associations/association=pol/women/index.html
women,vie,Vietnam,http://www.fifa.com/fifa-world-ranking/associations/association=vie/women/index.html
women,nga,Nigeria,http://www.fifa.com/fifa-world-ranking/associations/association=nga/women/index.html
women,chi,Chile,http://www.fifa.com/fifa-world-ranking/associations/association=chi/women/index.html
women,rou,Romania,http://www.fifa.com/fifa-world-ranking/associations/association=rou/women/index.html
women,uzb,Uzbekistan,http://www.fifa.com/fifa-world-ranking/associations/association=uzb/women/index.html
women,tpe,Chinese Taipei,http://www.fifa.com/fifa-world-ranking/associations/association=tpe/women/index.html
women,srb,Serbia,http://www.fifa.com/fifa-world-ranking/associations/association=srb/women/index.html
women,mya,Myanmar,http://www.fifa.com/fifa-world-ranking/associations/association=mya/women/index.html
women,hun,Hungary,http://www.fifa.com/fifa-world-ranking/associations/association=hun/women/index.html
women,gha,Ghana,http://www.fifa.com/fifa-world-ranking/associations/association=gha/women/index.html
women,svk,Slovakia,http://www.fifa.com/fifa-world-ranking/associations/association=svk/women/index.html
women,cmr,Cameroon,http://www.fifa.com/fifa-world-ranking/associations/association=cmr/women/index.html
women,par,Paraguay,http://www.fifa.com/fifa-world-ranking/associations/association=par/women/index.html
women,tri,Trinidad and Tobago,http://www.fifa.com/fifa-world-ranking/associations/association=tri/women/index.html
women,rsa,South Africa,http://www.fifa.com/fifa-world-ranking/associations/association=rsa/women/index.html
women,blr,Belarus,http://www.fifa.com/fifa-world-ranking/associations/association=blr/women/index.html
women,cro,Croatia,http://www.fifa.com/fifa-world-ranking/associations/association=cro/women/index.html
women,svn,Slovenia,http://www.fifa.com/fifa-world-ranking/associations/association=svn/women/index.html
women,eqg,Equatorial Guinea,http://www.fifa.com/fifa-world-ranking/associations/association=eqg/women/index.html
women,nir,Northern Ireland,http://www.fifa.com/fifa-world-ranking/associations/association=nir/women/index.html
women,jor,Jordan,http://www.fifa.com/fifa-world-ranking/associations/association=jor/women/index.html
women,irn,IR Iran,http://www.fifa.com/fifa-world-ranking/associations/association=irn/women/index.html
women,ven,Venezuela,http://www.fifa.com/fifa-world-ranking/associations/association=ven/women/index.html
women,ind,India,http://www.fifa.com/fifa-world-ranking/associations/association=ind/women/index.html
women,tur,Turkey,http://www.fifa.com/fifa-world-ranking/associations/association=tur/women/index.html
women,ecu,Ecuador,http://www.fifa.com/fifa-world-ranking/associations/association=ecu/women/index.html
women,isr,Israel,http://www.fifa.com/fifa-world-ranking/associations/association=isr/women/index.html
women,per,Peru,http://www.fifa.com/fifa-world-ranking/associations/association=per/women/index.html
women,gre,Greece,http://www.fifa.com/fifa-world-ranking/associations/association=gre/women/index.html
women,bih,Bosnia and Herzegovina,http://www.fifa.com/fifa-world-ranking/associations/association=bih/women/index.html
women,hai,Haiti,http://www.fifa.com/fifa-world-ranking/associations/association=hai/women/index.html
women,civ,Côte d'Ivoire,http://www.fifa.com/fifa-world-ranking/associations/association=civ/women/index.html
women,aze,Azerbaijan,http://www.fifa.com/fifa-world-ranking/associations/association=aze/women/index.html
women,kaz,Kazakhstan,http://www.fifa.com/fifa-world-ranking/associations/association=kaz/women/index.html
women,jam,Jamaica,http://www.fifa.com/fifa-world-ranking/associations/association=jam/women/index.html
women,uru,Uruguay,http://www.fifa.com/fifa-world-ranking/associations/association=uru/women/index.html
women,phi,Philippines,http://www.fifa.com/fifa-world-ranking/associations/association=phi/women/index.html
women,bul,Bulgaria,http://www.fifa.com/fifa-world-ranking/associations/association=bul/women/index.html
women,alb,Albania,http://www.fifa.com/fifa-world-ranking/associations/association=alb/women/index.html
women,hkg,Hong Kong,http://www.fifa.com/fifa-world-ranking/associations/association=hkg/women/index.html
women,idn,Indonesia,http://www.fifa.com/fifa-world-ranking/associations/association=idn/women/index.html
women,mar,Morocco,http://www.fifa.com/fifa-world-ranking/associations/association=mar/women/index.html
women,alg,Algeria,http://www.fifa.com/fifa-world-ranking/associations/association=alg/women/index.html
women,bhr,Bahrain,http://www.fifa.com/fifa-world-ranking/associations/association=bhr/women/index.html
women,fro,Faroe Islands,http://www.fifa.com/fifa-world-ranking/associations/association=fro/women/index.html
women,sen,Senegal,http://www.fifa.com/fifa-world-ranking/associations/association=sen/women/index.html
women,mas,Malaysia,http://www.fifa.com/fifa-world-ranking/associations/association=mas/women/index.html
women,guy,Guyana,http://www.fifa.com/fifa-world-ranking/associations/association=guy/women/index.html
women,cub,Cuba,http://www.fifa.com/fifa-world-ranking/associations/association=cub/women/index.html
women,mli,Mali,http://www.fifa.com/fifa-world-ranking/associations/association=mli/women/index.html
women,bol,Bolivia,http://www.fifa.com/fifa-world-ranking/associations/association=bol/women/index.html
women,uae,United Arab Emirates,http://www.fifa.com/fifa-world-ranking/associations/association=uae/women/index.html
women,mda,Moldova,http://www.fifa.com/fifa-world-ranking/associations/association=mda/women/index.html
women,mne,Montenegro,http://www.fifa.com/fifa-world-ranking/associations/association=mne/women/index.html
women,est,Estonia,http://www.fifa.com/fifa-world-ranking/associations/association=est/women/index.html
women,lva,Latvia,http://www.fifa.com/fifa-world-ranking/associations/association=lva/women/index.html
