gender_id,country_id,country_name,country_url
men,irn,IR Iran,http://www.fifa.com/fifa-world-ranking/associations/association=irn/men/index.html
men,tur,Turkey,http://www.fifa.com/fifa-world-ranking/associations/association=tur/men/index.html
men,cod,Congo DR,http://www.fifa.com/fifa-world-ranking/associations/association=cod/men/index.html
men,bih,Bosnia and Herzegovina,http://www.fifa.com/fifa-world-ranking/associations/association=bih/men/index.html
men,mar,Morocco,http://www.fifa.com/fifa-world-ranking/associations/association=mar/men/index.html
men,sco,Scotland,http://www.fifa.com/fifa-world-ranking/associations/association=sco/men/index.html
men,mne,Montenegro,http://www.fifa.com/fifa-world-ranking/associations/association=mne/men/index.html
men,gre,Greece,http://www.fifa.com/fifa-world-ranking/associations/association=gre/men/index.html
men,egy,Egypt,http://www.fifa.com/fifa-world-ranking/associations/association=egy/men/index.html
men,cze,Czech Republic,http://www.fifa.com/fifa-world-ranking/associations/association=cze/men/index.html
men,gha,Ghana,http://www.fifa.com/fifa-world-ranking/associations/association=gha/men/index.html
men,nga,Nigeria,http://www.fifa.com/fifa-world-ranking/associations/association=nga/men/index.html
men,bul,Bulgaria,http://www.fifa.com/fifa-world-ranking/associations/association=bul/men/index.html
men,cmr,Cameroon,http://www.fifa.com/fifa-world-ranking/associations/association=cmr/men/index.html
men,hun,Hungary,http://www.fifa.com/fifa-world-ranking/associations/association=hun/men/index.html
men,bfa,Burkina Faso,http://www.fifa.com/fifa-world-ranking/associations/association=bfa/men/index.html
men,nor,Norway,http://www.fifa.com/fifa-world-ranking/associations/association=nor/men/index.html
men,jam,Jamaica,http://www.fifa.com/fifa-world-ranking/associations/association=jam/men/index.html
men,pan,Panama,http://www.fifa.com/fifa-world-ranking/associations/association=pan/men/index.html
men,svn,Slovenia,http://www.fifa.com/fifa-world-ranking/associations/association=svn/men/index.html
men,kor,Korea Republic,http://www.fifa.com/fifa-world-ranking/associations/association=kor/men/index.html
men,alb,Albania,http://www.fifa.com/fifa-world-ranking/associations/association=alb/men/index.html
men,bol,Bolivia,http://www.fifa.com/fifa-world-ranking/associations/association=bol/men/index.html
men,ecu,Ecuador,http://www.fifa.com/fifa-world-ranking/associations/association=ecu/men/index.html
men,jpn,Japan,http://www.fifa.com/fifa-world-ranking/associations/association=jpn/men/index.html
men,hon,Honduras,http://www.fifa.com/fifa-world-ranking/associations/association=hon/men/index.html
men,fin,Finland,http://www.fifa.com/fifa-world-ranking/associations/association=fin/men/index.html
men,mli,Mali,http://www.fifa.com/fifa-world-ranking/associations/association=mli/men/index.html
men,cpv,Cape Verde Islands,http://www.fifa.com/fifa-world-ranking/associations/association=cpv/men/index.html
men,alg,Algeria,http://www.fifa.com/fifa-world-ranking/associations/association=alg/men/index.html
men,ksa,Saudi Arabia,http://www.fifa.com/fifa-world-ranking/associations/association=ksa/men/index.html
men,civ,Côte d'Ivoire,http://www.fifa.com/fifa-world-ranking/associations/association=civ/men/index.html
men,gui,Guinea,http://www.fifa.com/fifa-world-ranking/associations/association=gui/men/index.html
men,rus,Russia,http://www.fifa.com/fifa-world-ranking/associations/association=rus/men/index.html
men,mkd,FYR Macedonia,http://www.fifa.com/fifa-world-ranking/associations/association=mkd/men/index.html
men,slv,El Salvador,http://www.fifa.com/fifa-world-ranking/associations/association=slv/men/index.html
men,syr,Syria,http://www.fifa.com/fifa-world-ranking/associations/association=syr/men/index.html
men,rsa,South Africa,http://www.fifa.com/fifa-world-ranking/associations/association=rsa/men/index.html
men,chn,China PR,http://www.fifa.com/fifa-world-ranking/associations/association=chn/men/index.html
men,zam,Zambia,http://www.fifa.com/fifa-world-ranking/associations/association=zam/men/index.html
men,uae,United Arab Emirates,http://www.fifa.com/fifa-world-ranking/associations/association=uae/men/index.html
men,blr,Belarus,http://www.fifa.com/fifa-world-ranking/associations/association=blr/men/index.html
men,lib,Lebanon,http://www.fifa.com/fifa-world-ranking/associations/association=lib/men/index.html
men,can,Canada,http://www.fifa.com/fifa-world-ranking/associations/association=can/men/index.html
men,cuw,Curaçao,http://www.fifa.com/fifa-world-ranking/associations/association=cuw/men/index.html
men,uga,Uganda,http://www.fifa.com/fifa-world-ranking/associations/association=uga/men/index.html
men,cgo,Congo,http://www.fifa.com/fifa-world-ranking/associations/association=cgo/men/index.html
men,oma,Oman,http://www.fifa.com/fifa-world-ranking/associations/association=oma/men/index.html
men,gab,Gabon,http://www.fifa.com/fifa-world-ranking/associations/association=gab/men/index.html
men,lux,Luxembourg,http://www.fifa.com/fifa-world-ranking/associations/association=lux/men/index.html
men,cyp,Cyprus,http://www.fifa.com/fifa-world-ranking/associations/association=cyp/men/index.html
men,ben,Benin,http://www.fifa.com/fifa-world-ranking/associations/association=ben/men/index.html
men,irq,Iraq,http://www.fifa.com/fifa-world-ranking/associations/association=irq/men/index.html
men,fro,Faroe Islands,http://www.fifa.com/fifa-world-ranking/associations/association=fro/men/index.html
men,tri,Trinidad and Tobago,http://www.fifa.com/fifa-world-ranking/associations/association=tri/men/index.html
men,kgz,Kyrgyz Republic,http://www.fifa.com/fifa-world-ranking/associations/association=kgz/men/index.html
men,isr,Israel,http://www.fifa.com/fifa-world-ranking/associations/association=isr/men/index.html
men,est,Estonia,http://www.fifa.com/fifa-world-ranking/associations/association=est/men/index.html
men,uzb,Uzbekistan,http://www.fifa.com/fifa-world-ranking/associations/association=uzb/men/index.html
men,geo,Georgia,http://www.fifa.com/fifa-world-ranking/associations/association=geo/men/index.html
men,ind,India,http://www.fifa.com/fifa-world-ranking/associations/association=ind/men/index.html
men,qat,Qatar,http://www.fifa.com/fifa-world-ranking/associations/association=qat/men/index.html
men,ple,Palestine,http://www.fifa.com/fifa-world-ranking/associations/association=ple/men/index.html
men,arm,Armenia,http://www.fifa.com/fifa-world-ranking/associations/association=arm/men/index.html
men,lby,Libya,http://www.fifa.com/fifa-world-ranking/associations/association=lby/men/index.html
men,vie,Vietnam,http://www.fifa.com/fifa-world-ranking/associations/association=vie/men/index.html
men,nig,Niger,http://www.fifa.com/fifa-world-ranking/associations/association=nig/men/index.html
men,hai,Haiti,http://www.fifa.com/fifa-world-ranking/associations/association=hai/men/index.html
men,aze,Azerbaijan,http://www.fifa.com/fifa-world-ranking/associations/association=aze/men/index.html
men,mad,Madagascar,http://www.fifa.com/fifa-world-ranking/associations/association=mad/men/index.html
men,mtn,Mauritania,http://www.fifa.com/fifa-world-ranking/associations/association=mtn/men/index.html
men,prk,Korea DPR,http://www.fifa.com/fifa-world-ranking/associations/association=prk/men/index.html
men,cta,Central African Republic,http://www.fifa.com/fifa-world-ranking/associations/association=cta/men/index.html
men,jor,Jordan,http://www.fifa.com/fifa-world-ranking/associations/association=jor/men/index.html
men,sle,Sierra Leone,http://www.fifa.com/fifa-world-ranking/associations/association=sle/men/index.html
men,ken,Kenya,http://www.fifa.com/fifa-world-ranking/associations/association=ken/men/index.html
men,bhr,Bahrain,http://www.fifa.com/fifa-world-ranking/associations/association=bhr/men/index.html
men,moz,Mozambique,http://www.fifa.com/fifa-world-ranking/associations/association=moz/men/index.html
men,phi,Philippines,http://www.fifa.com/fifa-world-ranking/associations/association=phi/men/index.html
men,nam,Namibia,http://www.fifa.com/fifa-world-ranking/associations/association=nam/men/index.html
men,kaz,Kazakhstan,http://www.fifa.com/fifa-world-ranking/associations/association=kaz/men/index.html
men,zim,Zimbabwe,http://www.fifa.com/fifa-world-ranking/associations/association=zim/men/index.html
men,tjk,Tajikistan,http://www.fifa.com/fifa-world-ranking/associations/association=tjk/men/index.html
men,nzl,New Zealand,http://www.fifa.com/fifa-world-ranking/associations/association=nzl/men/index.html
men,gnb,Guinea-Bissau,http://www.fifa.com/fifa-world-ranking/associations/association=gnb/men/index.html
men,tha,Thailand,http://www.fifa.com/fifa-world-ranking/associations/association=tha/men/index.html
men,mwi,Malawi,http://www.fifa.com/fifa-world-ranking/associations/association=mwi/men/index.html
men,tpe,Chinese Taipei,http://www.fifa.com/fifa-world-ranking/associations/association=tpe/men/index.html
men,tog,Togo,http://www.fifa.com/fifa-world-ranking/associations/association=tog/men/index.html
men,ltu,Lithuania,http://www.fifa.com/fifa-world-ranking/associations/association=ltu/men/index.html
men,atg,Antigua and Barbuda,http://www.fifa.com/fifa-world-ranking/associations/association=atg/men/index.html
men,sdn,Sudan,http://www.fifa.com/fifa-world-ranking/associations/association=sdn/men/index.html
men,lva,Latvia,http://www.fifa.com/fifa-world-ranking/associations/association=lva/men/index.html
men,tkm,Turkmenistan,http://www.fifa.com/fifa-world-ranking/associations/association=tkm/men/index.html
men,and,Andorra,http://www.fifa.com/fifa-world-ranking/associations/association=and/men/index.html
men,nca,Nicaragua,http://www.fifa.com/fifa-world-ranking/associations/association=nca/men/index.html
men,yem,Yemen,http://www.fifa.com/fifa-world-ranking/associations/association=yem/men/index.html
men,swz,Swaziland,http://www.fifa.com/fifa-world-ranking/associations/association=swz/men/index.html
men,skn,St Kitts and Nevis,http://www.fifa.com/fifa-world-ranking/associations/association=skn/men/index.html
men,rwa,Rwanda,http://www.fifa.com/fifa-world-ranking/associations/association=rwa/men/index.html
men,ang,Angola,http://www.fifa.com/fifa-world-ranking/associations/association=ang/men/index.html
men,mya,Myanmar,http://www.fifa.com/fifa-world-ranking/associations/association=mya/men/index.html
men,bot,Botswana,http://www.fifa.com/fifa-world-ranking/associations/association=bot/men/index.html
men,tan,Tanzania,http://www.fifa.com/fifa-world-ranking/associations/association=tan/men/index.html
men,kvx,Kosovo,http://www.fifa.com/fifa-world-ranking/associations/association=kvx/men/index.html
men,hkg,Hong Kong,http://www.fifa.com/fifa-world-ranking/associations/association=hkg/men/index.html
men,eqg,Equatorial Guinea,http://www.fifa.com/fifa-world-ranking/associations/association=eqg/men/index.html
men,sol,Solomon Islands,http://www.fifa.com/fifa-world-ranking/associations/association=sol/men/index.html
men,afg,Afghanistan,http://www.fifa.com/fifa-world-ranking/associations/association=afg/men/index.html
men,gua,Guatemala,http://www.fifa.com/fifa-world-ranking/associations/association=gua/men/index.html
men,les,Lesotho,http://www.fifa.com/fifa-world-ranking/associations/association=les/men/index.html
men,bdi,Burundi,http://www.fifa.com/fifa-world-ranking/associations/association=bdi/men/index.html
men,com,Comoros,http://www.fifa.com/fifa-world-ranking/associations/association=com/men/index.html
men,mdv,Maldives,http://www.fifa.com/fifa-world-ranking/associations/association=mdv/men/index.html
men,eth,Ethiopia,http://www.fifa.com/fifa-world-ranking/associations/association=eth/men/index.html
men,dom,Dominican Republic,http://www.fifa.com/fifa-world-ranking/associations/association=dom/men/index.html
men,sur,Suriname,http://www.fifa.com/fifa-world-ranking/associations/association=sur/men/index.html
men,ncl,New Caledonia,http://www.fifa.com/fifa-world-ranking/associations/association=ncl/men/index.html
men,mri,Mauritius,http://www.fifa.com/fifa-world-ranking/associations/association=mri/men/index.html
men,ssd,South Sudan,http://www.fifa.com/fifa-world-ranking/associations/association=ssd/men/index.html
men,tah,Tahiti,http://www.fifa.com/fifa-world-ranking/associations/association=tah/men/index.html
men,lbr,Liberia,http://www.fifa.com/fifa-world-ranking/associations/association=lbr/men/index.html
men,kuw,Kuwait,http://www.fifa.com/fifa-world-ranking/associations/association=kuw/men/index.html
men,brb,Barbados,http://www.fifa.com/fifa-world-ranking/associations/association=brb/men/index.html
men,nep,Nepal,http://www.fifa.com/fifa-world-ranking/associations/association=nep/men/index.html
men,van,Vanuatu,http://www.fifa.com/fifa-world-ranking/associations/association=van/men/index.html
men,blz,Belize,http://www.fifa.com/fifa-world-ranking/associations/association=blz/men/index.html
men,idn,Indonesia,http://www.fifa.com/fifa-world-ranking/associations/association=idn/men/index.html
men,fij,Fiji,http://www.fifa.com/fifa-world-ranking/associations/association=fij/men/index.html
men,cam,Cambodia,http://www.fifa.com/fifa-world-ranking/associations/association=cam/men/index.html
men,png,Papua New Guinea,http://www.fifa.com/fifa-world-ranking/associations/association=png/men/index.html
men,grn,Grenada,http://www.fifa.com/fifa-world-ranking/associations/association=grn/men/index.html
men,sin,Singapore,http://www.fifa.com/fifa-world-ranking/associations/association=sin/men/index.html
men,lca,St Lucia,http://www.fifa.com/fifa-world-ranking/associations/association=lca/men/index.html
men,mas,Malaysia,http://www.fifa.com/fifa-world-ranking/associations/association=mas/men/index.html
men,gam,Gambia,http://www.fifa.com/fifa-world-ranking/associations/association=gam/men/index.html
men,vin,St Vincent and the Grenadines,http://www.fifa.com/fifa-world-ranking/associations/association=vin/men/index.html
men,pur,Puerto Rico,http://www.fifa.com/fifa-world-ranking/associations/association=pur/men/index.html
men,cha,Chad,http://www.fifa.com/fifa-world-ranking/associations/association=cha/men/index.html
men,mda,Moldova,http://www.fifa.com/fifa-world-ranking/associations/association=mda/men/index.html
men,dma,Dominica,http://www.fifa.com/fifa-world-ranking/associations/association=dma/men/index.html
men,ber,Bermuda,http://www.fifa.com/fifa-world-ranking/associations/association=ber/men/index.html
men,lao,Laos,http://www.fifa.com/fifa-world-ranking/associations/association=lao/men/index.html
men,lie,Liechtenstein,http://www.fifa.com/fifa-world-ranking/associations/association=lie/men/index.html
men,cub,Cuba,http://www.fifa.com/fifa-world-ranking/associations/association=cub/men/index.html
men,guy,Guyana,http://www.fifa.com/fifa-world-ranking/associations/association=guy/men/index.html
men,bhu,Bhutan,http://www.fifa.com/fifa-world-ranking/associations/association=bhu/men/index.html
men,mlt,Malta,http://www.fifa.com/fifa-world-ranking/associations/association=mlt/men/index.html
men,mac,Macau,http://www.fifa.com/fifa-world-ranking/associations/association=mac/men/index.html
men,mng,Mongolia,http://www.fifa.com/fifa-world-ranking/associations/association=mng/men/index.html
men,stp,São Tomé e Príncipe,http://www.fifa.com/fifa-world-ranking/associations/association=stp/men/index.html
men,sey,Seychelles,http://www.fifa.com/fifa-world-ranking/associations/association=sey/men/index.html
men,aru,Aruba,http://www.fifa.com/fifa-world-ranking/associations/association=aru/men/index.html
men,gum,Guam,http://www.fifa.com/fifa-world-ranking/associations/association=gum/men/index.html
men,tls,Timor-Leste,http://www.fifa.com/fifa-world-ranking/associations/association=tls/men/index.html
men,asa,American Samoa,http://www.fifa.com/fifa-world-ranking/associations/association=asa/men/index.html
men,cok,Cook Islands,http://www.fifa.com/fifa-world-ranking/associations/association=cok/men/index.html
men,ban,Bangladesh,http://www.fifa.com/fifa-world-ranking/associations/association=ban/men/index.html
men,gib,Gibraltar,http://www.fifa.com/fifa-world-ranking/associations/association=gib/men/index.html
men,bru,Brunei Darussalam,http://www.fifa.com/fifa-world-ranking/associations/association=bru/men/index.html
men,dji,Djibouti,http://www.fifa.com/fifa-world-ranking/associations/association=dji/men/index.html
men,sam,Samoa,http://www.fifa.com/fifa-world-ranking/associations/association=sam/men/index.html
men,vir,US Virgin Islands,http://www.fifa.com/fifa-world-ranking/associations/association=vir/men/index.html
men,sri,Sri Lanka,http://www.fifa.com/fifa-world-ranking/associations/association=sri/men/index.html
men,pak,Pakistan,http://www.fifa.com/fifa-world-ranking/associations/association=pak/men/index.html
men,cay,Cayman Islands,http://www.fifa.com/fifa-world-ranking/associations/association=cay/men/index.html
men,smr,San Marino,http://www.fifa.com/fifa-world-ranking/associations/association=smr/men/index.html
men,vgb,British Virgin Islands,http://www.fifa.com/fifa-world-ranking/associations/association=vgb/men/index.html
men,msr,Montserrat,http://www.fifa.com/fifa-world-ranking/associations/association=msr/men/index.html
men,tca,Turks and Caicos Islands,http://www.fifa.com/fifa-world-ranking/associations/association=tca/men/index.html
men,aia,Anguilla,http://www.fifa.com/fifa-world-ranking/associations/association=aia/men/index.html
men,bah,Bahamas,http://www.fifa.com/fifa-world-ranking/associations/association=bah/men/index.html
men,eri,Eritrea,http://www.fifa.com/fifa-world-ranking/associations/association=eri/men/index.html
men,som,Somalia,http://www.fifa.com/fifa-world-ranking/associations/association=som/men/index.html
men,tga,Tonga,http://www.fifa.com/fifa-world-ranking/associations/association=tga/men/index.html
