women,2015,1,Friendly Women,2000010102,Friendly Women,9 Matches,Sunday 11/01/2015,"",300303307,20150111,brb,Barbados,/world-match-centre/teams/country=brb/women/index.html,dma,Dominica,/world-match-centre/teams/country=dma/women/index.html,1-1,"Dover Playing Field - Dover , Barbados"
women,2015,1,Friendly Women,2000010102,Friendly Women,9 Matches,Sunday 11/01/2015,"",300303312,20150111,can,Canada,/world-match-centre/teams/country=can/women/index.html,kor,Korea Republic,/world-match-centre/teams/country=kor/women/index.html,2-1,"Shenzhen Stadium - Shenzhen , China PR"
women,2015,1,Friendly Women,2000010102,Friendly Women,9 Matches,Sunday 11/01/2015,"",300303313,20150111,chn,China PR,/world-match-centre/teams/country=chn/women/index.html,mex,Mexico,/world-match-centre/teams/country=mex/women/index.html,0-0,"Shenzhen Stadium - Shenzhen , China PR"
women,2015,1,Friendly Women,2000010102,Friendly Women,9 Matches,Monday 12/01/2015,"",300301382,20150112,den,Denmark,/world-match-centre/teams/country=den/women/index.html,nzl,New Zealand,/world-match-centre/teams/country=nzl/women/index.html,1-1,"BELEK - Belek , Turkey"
women,2015,1,Friendly Women,2000010102,Friendly Women,9 Matches,Tuesday 13/01/2015,"",300303314,20150113,can,Canada,/world-match-centre/teams/country=can/women/index.html,mex,Mexico,/world-match-centre/teams/country=mex/women/index.html,2-1,"Shenzhen Stadium - Shenzhen , China PR"
women,2015,1,Friendly Women,2000010102,Friendly Women,9 Matches,Tuesday 13/01/2015,"",300303311,20150113,chn,China PR,/world-match-centre/teams/country=chn/women/index.html,kor,Korea Republic,/world-match-centre/teams/country=kor/women/index.html,2-3,"Shenzhen Stadium - Shenzhen , China PR"
women,2015,1,Friendly Women,2000010102,Friendly Women,9 Matches,Thursday 15/01/2015,"",300303315,20150115,kor,Korea Republic,/world-match-centre/teams/country=kor/women/index.html,mex,Mexico,/world-match-centre/teams/country=mex/women/index.html,2-1,"Shenzhen Stadium - Shenzhen , China PR"
women,2015,1,Friendly Women,2000010102,Friendly Women,9 Matches,Thursday 15/01/2015,"",300303310,20150115,chn,China PR,/world-match-centre/teams/country=chn/women/index.html,can,Canada,/world-match-centre/teams/country=can/women/index.html,1-2,"Shenzhen Stadium - Shenzhen , China PR"
women,2015,1,Friendly Women,2000010102,Friendly Women,9 Matches,Thursday 15/01/2015,"",300301381,20150115,den,Denmark,/world-match-centre/teams/country=den/women/index.html,nzl,New Zealand,/world-match-centre/teams/country=nzl/women/index.html,2-3,"BELEK - Belek , Turkey"
women,2015,1,Friendly Women Futsal,2000010106,Friendly Women Futsal,2 Matches,Wednesday 28/01/2015,"",300303578,20150128,hun,Hungary,/world-match-centre/teams/country=hun/women/index.html,ukr,Ukraine,/world-match-centre/teams/country=ukr/women/index.html,2-5,"BERETTYOUJFALU - Berettyoujfalu , Hungary"
women,2015,1,Friendly Women Futsal,2000010106,Friendly Women Futsal,2 Matches,Thursday 29/01/2015,"",300303577,20150129,hun,Hungary,/world-match-centre/teams/country=hun/women/index.html,ukr,Ukraine,/world-match-centre/teams/country=ukr/women/index.html,2-2,"HAJDUBOSZORMENY - Hajduboszormeny , Hungary"
women,2015,2,Friendly Women,2000010102,Friendly Women,21 Matches,Thursday 05/02/2015,"",300310181,20150205,mex,Mexico,/world-match-centre/teams/country=mex/women/index.html,ecu,Ecuador,/world-match-centre/teams/country=ecu/women/index.html,1-0,"Centro de Alto Rendimiento de la F.M.F. - Mexico City , Mexico"
women,2015,2,Friendly Women,2000010102,Friendly Women,21 Matches,Friday 06/02/2015,"",300308614,20150206,est,Estonia,/world-match-centre/teams/country=est/women/index.html,lva,Latvia,/world-match-centre/teams/country=lva/women/index.html,2-0,"TALLINN - Tallinn , Estonia"
women,2015,2,Friendly Women,2000010102,Friendly Women,21 Matches,Saturday 07/02/2015,"",300303903,20150207,ned,Netherlands,/world-match-centre/teams/country=ned/women/index.html,tha,Thailand,/world-match-centre/teams/country=tha/women/index.html,7-0,"Polman-Stadion - Almelo , Netherlands"
women,2015,2,Friendly Women,2000010102,Friendly Women,21 Matches,Saturday 07/02/2015,"",300310180,20150207,mex,Mexico,/world-match-centre/teams/country=mex/women/index.html,ecu,Ecuador,/world-match-centre/teams/country=ecu/women/index.html,2-0,"Centro de Alto Rendimiento de la F.M.F. - Mexico City , Mexico"
women,2015,2,Friendly Women,2000010102,Friendly Women,21 Matches,Sunday 08/02/2015,"",300310173,20150208,irn,Iran,/world-match-centre/teams/country=irn/women/index.html,uzb,Uzbekistan,/world-match-centre/teams/country=uzb/women/index.html,0-1,"Ararat Stadium - Tehran , Iran"
