women,1977,2,Friendly Women,2000010102,Friendly Women,2 Matches,Saturday 26/02/1977,"",29442,19770226,nir,Northern Ireland,/world-match-centre/teams/country=nir/women/index.html,sco,Scotland,/world-match-centre/teams/country=sco/women/index.html,1-3,"LARNE - Larne , Northern Ireland"
women,1977,2,Friendly Women,2000010102,Friendly Women,2 Matches,Saturday 26/02/1977,"",29439,19770226,fra,France,/world-match-centre/teams/country=fra/women/index.html,eng,England,/world-match-centre/teams/country=eng/women/index.html,0-0,"LONGJUMEAU - Longjumeau , France"
women,1977,4,Friendly Women,2000010102,Friendly Women,2 Matches,Sunday 17/04/1977,"",29444,19770417,sui,Switzerland,/world-match-centre/teams/country=sui/women/index.html,fra,France,/world-match-centre/teams/country=fra/women/index.html,1-2,"BUOCHS - Buochs , Switzerland"
women,1977,4,Friendly Women,2000010102,Friendly Women,2 Matches,Thursday 28/04/1977,"",29445,19770428,eng,England,/world-match-centre/teams/country=eng/women/index.html,sui,Switzerland,/world-match-centre/teams/country=sui/women/index.html,9-1,"Boothferry Park - Hull , England"
women,1977,5,Friendly Women,2000010102,Friendly Women,2 Matches,Saturday 21/05/1977,"",29446,19770521,sui,Switzerland,/world-match-centre/teams/country=sui/women/index.html,bel,Belgium,/world-match-centre/teams/country=bel/women/index.html,2-2,"GRENCHEN - Grenchen , Switzerland"
women,1977,5,Friendly Women,2000010102,Friendly Women,2 Matches,Sunday 29/05/1977,"",29447,19770529,eng,England,/world-match-centre/teams/country=eng/women/index.html,sco,Scotland,/world-match-centre/teams/country=sco/women/index.html,1-2,"DUNDEE - Dundee , Scotland"
women,1977,6,Friendly Women,2000010102,Friendly Women,2 Matches,Sunday 05/06/1977,"",29448,19770605,bel,Belgium,/world-match-centre/teams/country=bel/women/index.html,fra,France,/world-match-centre/teams/country=fra/women/index.html,1-1,"BRUSSELS - Brussels , Belgium"
women,1977,6,Friendly Women,2000010102,Friendly Women,2 Matches,Saturday 25/06/1977,"",29449,19770625,swe,Sweden,/world-match-centre/teams/country=swe/women/index.html,sui,Switzerland,/world-match-centre/teams/country=sui/women/index.html,2-1,"GOTHENBURG - Gothenburg , Sweden"
women,1977,7,Friendly Women,2000010102,Friendly Women,3 Matches,Friday 08/07/1977,"",29450,19770708,fin,Finland,/world-match-centre/teams/country=fin/women/index.html,swe,Sweden,/world-match-centre/teams/country=swe/women/index.html,0-4,"MAARIANHAMIN - Maarianhamin , Finland"
women,1977,7,Friendly Women,2000010102,Friendly Women,3 Matches,Saturday 09/07/1977,"",29451,19770709,den,Denmark,/world-match-centre/teams/country=den/women/index.html,swe,Sweden,/world-match-centre/teams/country=swe/women/index.html,0-1,"MAARIANHAMIN - Maarianhamin , Finland"
women,1977,7,Friendly Women,2000010102,Friendly Women,3 Matches,Sunday 10/07/1977,"",29452,19770710,den,Denmark,/world-match-centre/teams/country=den/women/index.html,fin,Finland,/world-match-centre/teams/country=fin/women/index.html,1-0,"MAARIANHAMIN - Maarianhamin , Finland"
women,1977,8,Friendly Women,2000010102,Friendly Women,1 Match,Saturday 27/08/1977,"",29453,19770827,ned,Netherlands,/world-match-centre/teams/country=ned/women/index.html,isr,Israel,/world-match-centre/teams/country=isr/women/index.html,12-0,"ZAANDAM - Zaandam , Netherlands"
women,1977,10,Friendly Women,2000010102,Friendly Women,2 Matches,Saturday 01/10/1977,"",29454,19771001,ned,Netherlands,/world-match-centre/teams/country=ned/women/index.html,sui,Switzerland,/world-match-centre/teams/country=sui/women/index.html,1-0,"WAALWIJK - Waalwijk , Netherlands"
women,1977,10,Friendly Women,2000010102,Friendly Women,2 Matches,Saturday 15/10/1977,"",29455,19771015,den,Denmark,/world-match-centre/teams/country=den/women/index.html,ned,Netherlands,/world-match-centre/teams/country=ned/women/index.html,1-0,"RIBE - Ribe , Denmark"
women,1977,11,Friendly Women,2000010102,Friendly Women,1 Match,Tuesday 15/11/1977,"",29456,19771115,eng,England,/world-match-centre/teams/country=eng/women/index.html,ita,Italy,/world-match-centre/teams/country=ita/women/index.html,1-0,"WIMBLEDON - Wimbledon , England"
