rk,team,str,ofs,dfs,sos
1,Melbourne City,0.39,0.24,-0.15,-0.05
2,Sydney,0.33,0.01,-0.32,-0.05
3,Brisbane Roar,0.10,-0.08,-0.18,-0.02
4,Western United,0.06,0.10,0.04,-0.01
5,Western Sydney Wanderers,0.06,0.06,0.01,-0.01
6,Central Coast Mariners,0.05,0.08,0.03,-0.02
7,Macarthur,-0.03,-0.03,-0.01,0.07
8,Wellington Phoenix,-0.03,0.04,0.07,-0.02
9,Adelaide United,-0.03,0.12,0.15,-0.01
10,Perth Glory,-0.10,0.05,0.15,0.00
11,Newcastle Jets,-0.33,-0.25,0.08,0.02
12,Melbourne Victory,-0.56,-0.18,0.38,0.05
