317932,362,7A003C,Aston Villa,358,1a1a1a,Bolton Wanderers
317933,366,EB172B,Sunderland,363,034694,Chelsea
317934,382,5CBFEB,Manchester City,364,D00027,Liverpool
317935,362,7A003C,Aston Villa,359,EF0107,Arsenal
317936,360,DA020E,Manchester United,382,5CBFEB,Manchester City
317937,318,000000,Swansea City,368,274488,Everton
317938,359,EF0107,Arsenal,368,274488,Everton
317939,381,00a94f,Norwich City,334,040294,Queens Park Rangers
317940,336,E03A3E,Stoke City,368,274488,Everton
317941,358,1a1a1a,Bolton Wanderers,370,ffff00,Fulham
317942,360,DA020E,Manchester United,361,5CBFEB,Newcastle United
317943,370,1a1a1a,Fulham,365,000099,Blackburn Rovers
317944,363,034694,Chelsea,365,C8142F,Blackburn Rovers
317945,366,EB172B,Sunderland,361,5CBFEB,Newcastle United
317946,370,1a1a1a,Fulham,359,EF0107,Arsenal
317947,381,00a94f,Norwich City,318,000000,Swansea City
317948,362,7A003C,Aston Villa,350,3366CC,Wigan Athletic
317949,368,274488,Everton,360,DA020E,Manchester United
317950,358,1a1a1a,Bolton Wanderers,363,034694,Chelsea
317951,334,040294,Queens Park Rangers,362,7A003C,Aston Villa
317952,364,D00027,Liverpool,366,41a317,Sunderland
317953,334,040294,Queens Park Rangers,370,1a1a1a,Fulham
317954,381,00a94f,Norwich City,359,EF0107,Arsenal
317955,359,EF0107,Arsenal,358,1a1a1a,Bolton Wanderers
317956,359,EF0107,Arsenal,350,3366CC,Wigan Athletic
317957,359,EF0107,Arsenal,336,E03A3E,Stoke City
317958,359,EF0107,Arsenal,362,7A003C,Aston Villa
317959,380,F7AA25,Wolverhampton Wanderers,350,3366CC,Wigan Athletic
317960,383,091453,West Bromwich Albion,368,274488,Everton
317961,364,D00027,Liverpool,363,034694,Chelsea
317962,334,040294,Queens Park Rangers,381,00a94f,Norwich City
317963,363,034694,Chelsea,362,7A003C,Aston Villa
317964,366,EB172B,Sunderland,364,1a1a1a,Liverpool
317965,318,000000,Swansea City,361,5CBFEB,Newcastle United
317966,370,1a1a1a,Fulham,368,274488,Everton
317967,364,D00027,Liverpool,318,000000,Swansea City
317968,336,E03A3E,Stoke City,360,1a1a1a,Manchester United
317969,334,040294,Queens Park Rangers,358,1a1a1a,Bolton Wanderers
317970,362,7A003C,Aston Villa,380,F7AA25,Wolverhampton Wanderers
317971,336,E03A3E,Stoke City,359,EF0107,Arsenal
317972,350,3366CC,Wigan Athletic,370,1a1a1a,Fulham
317973,362,7A003C,Aston Villa,334,040294,Queens Park Rangers
317974,365,000099,Blackburn Rovers,363,EF0107,Chelsea
317975,336,E03A3E,Stoke City,380,F7AA25,Wolverhampton Wanderers
317976,367,000033,Tottenham Hotspur,358,000099,Bolton Wanderers
317977,382,5CBFEB,Manchester City,383,091453,West Bromwich Albion
317978,334,040294,Queens Park Rangers,360,DA020E,Manchester United
317979,366,EB172B,Sunderland,350,3366CC,Wigan Athletic
317980,367,000033,Tottenham Hotspur,365,000099,Blackburn Rovers
317981,363,034694,Chelsea,358,1a1a1a,Bolton Wanderers
317982,359,EF0107,Arsenal,380,F7AA25,Wolverhampton Wanderers
317983,363,034694,Chelsea,381,00a94f,Norwich City
317984,361,5CBFEB,Newcastle United,358,1a1a1a,Bolton Wanderers
317985,370,1a1a1a,Fulham,364,D00027,Liverpool
317986,380,F7AA25,Wolverhampton Wanderers,364,D00027,Liverpool
317987,350,3366CC,Wigan Athletic,380,F7AA25,Wolverhampton Wanderers
317988,358,1a1a1a,Bolton Wanderers,350,3366CC,Wigan Athletic
317989,359,EF0107,Arsenal,381,00a94f,Norwich City
317990,364,D00027,Liverpool,383,091453,West Bromwich Albion
317991,380,F7AA25,Wolverhampton Wanderers,359,EF0107,Arsenal
317992,370,1a1a1a,Fulham,350,3366CC,Wigan Athletic
317993,366,EB172B,Sunderland,383,091453,West Bromwich Albion
317994,318,000000,Swansea City,370,ffff00,Fulham
317995,364,D00027,Liverpool,367,000033,Tottenham Hotspur
317996,363,034694,Chelsea,368,1a1a1a,Everton
317997,364,D00027,Liverpool,336,000000,Stoke City
317998,362,7A003C,Aston Villa,368,274488,Everton
317999,381,00a94f,Norwich City,363,034694,Chelsea
