54230,359,EF0107,Arsenal,364,1a1a1a,Liverpool
54416,365,000099,Blackburn Rovers,366,EB172B,Sunderland
54417,372,C8142F,Charlton Athletic,363,034694,Chelsea
54418,368,274488,Everton,367,000033,Tottenham Hotspur
54419,370,1a1a1a,Fulham,358,000099,Bolton Wanderers
54420,357,000099,Leeds United,382,5CBFEB,Manchester City
54421,360,DA020E,Manchester United,383,091453,West Bromwich Albion
54422,361,5CBFEB,Newcastle United,371,60223B,West Ham United
54423,376,ED1A3B,Southampton,369,ffff00,Middlesbrough
54424,359,EF0107,Arsenal,392,000099,Birmingham City
54425,362,7A003C,Aston Villa,364,D00027,Liverpool
54426,363,034694,Chelsea,360,DA020E,Manchester United
54427,392,000099,Birmingham City,365,C8142F,Blackburn Rovers
54428,358,1a1a1a,Bolton Wanderers,372,C8142F,Charlton Athletic
54429,364,D00027,Liverpool,376,00a94f,Southampton
54430,382,5CBFEB,Manchester City,361,000099,Newcastle United
54431,369,C8142F,Middlesbrough,370,1a1a1a,Fulham
54432,366,EB172B,Sunderland,368,274488,Everton
54433,367,000033,Tottenham Hotspur,362,7A003C,Aston Villa
54434,383,091453,West Bromwich Albion,357,ffff00,Leeds United
54435,371,60223B,West Ham United,359,EF0107,Arsenal
54436,359,EF0107,Arsenal,383,091453,West Bromwich Albion
54437,372,C8142F,Charlton Athletic,367,000033,Tottenham Hotspur
54438,357,000099,Leeds United,366,EB172B,Sunderland
54439,362,7A003C,Aston Villa,382,5CBFEB,Manchester City
54440,365,000099,Blackburn Rovers,364,D00027,Liverpool
54441,368,274488,Everton,392,000099,Birmingham City
54442,370,1a1a1a,Fulham,371,60223B,West Ham United
54443,360,DA020E,Manchester United,369,ffff00,Middlesbrough
54444,361,5CBFEB,Newcastle United,358,1a1a1a,Bolton Wanderers
54445,376,ED1A3B,Southampton,363,034694,Chelsea
54446,392,000099,Birmingham City,357,ffff00,Leeds United
54447,382,5CBFEB,Manchester City,368,274488,Everton
54448,369,C8142F,Middlesbrough,365,000099,Blackburn Rovers
54449,366,EB172B,Sunderland,360,1a1a1a,Manchester United
54450,367,000033,Tottenham Hotspur,376,ED1A3B,Southampton
54451,383,091453,West Bromwich Albion,370,ffff00,Fulham
54452,371,60223B,West Ham United,372,C8142F,Charlton Athletic
54453,358,1a1a1a,Bolton Wanderers,362,7A003C,Aston Villa
54454,363,034694,Chelsea,359,EF0107,Arsenal
54455,364,D00027,Liverpool,361,5CBFEB,Newcastle United
54456,359,EF0107,Arsenal,382,5CBFEB,Manchester City
54457,369,C8142F,Middlesbrough,366,41a317,Sunderland
54458,362,7A003C,Aston Villa,372,C8142F,Charlton Athletic
54459,365,000099,Blackburn Rovers,363,EF0107,Chelsea
54460,370,1a1a1a,Fulham,367,347bc9,Tottenham Hotspur
54461,364,D00027,Liverpool,392,000099,Birmingham City
54462,360,DA020E,Manchester United,358,1a1a1a,Bolton Wanderers
54463,361,5CBFEB,Newcastle United,357,000099,Leeds United
54464,376,ED1A3B,Southampton,368,274488,Everton
54465,371,60223B,West Ham United,383,091453,West Bromwich Albion
54466,358,1a1a1a,Bolton Wanderers,364,D00027,Liverpool
54467,372,C8142F,Charlton Athletic,359,ffff00,Arsenal
54468,363,034694,Chelsea,361,5CBFEB,Newcastle United
54469,368,274488,Everton,369,C8142F,Middlesbrough
54470,357,000099,Leeds United,360,DA020E,Manchester United
54471,366,EB172B,Sunderland,370,1a1a1a,Fulham
54472,383,091453,West Bromwich Albion,376,ED1A3B,Southampton
54473,392,000099,Birmingham City,362,7A003C,Aston Villa
54474,382,5CBFEB,Manchester City,365,000099,Blackburn Rovers
54475,367,000033,Tottenham Hotspur,371,60223B,West Ham United
54476,359,EF0107,Arsenal,358,1a1a1a,Bolton Wanderers
54477,365,000099,Blackburn Rovers,357,ffff00,Leeds United
54478,370,1a1a1a,Fulham,363,034694,Chelsea
54479,364,D00027,Liverpool,383,091453,West Bromwich Albion
54480,360,DA020E,Manchester United,367,000033,Tottenham Hotspur
54481,369,C8142F,Middlesbrough,392,000099,Birmingham City
54482,361,5CBFEB,Newcastle United,366,EB172B,Sunderland
54483,376,ED1A3B,Southampton,372,7f38ec,Charlton Athletic
54484,371,60223B,West Ham United,382,5CBFEB,Manchester City
54485,392,000099,Birmingham City,361,5CBFEB,Newcastle United
54486,358,1a1a1a,Bolton Wanderers,376,ED1A3B,Southampton
54487,372,C8142F,Charlton Athletic,360,1a1a1a,Manchester United
54488,363,034694,Chelsea,371,60223B,West Ham United
54489,368,274488,Everton,370,1a1a1a,Fulham
54490,357,000099,Leeds United,359,EF0107,Arsenal
54491,382,5CBFEB,Manchester City,364,D00027,Liverpool
54492,366,EB172B,Sunderland,362,7A003C,Aston Villa
54493,367,000033,Tottenham Hotspur,369,C8142F,Middlesbrough
54494,383,091453,West Bromwich Albion,365,C8142F,Blackburn Rovers
54495,362,7A003C,Aston Villa,357,000099,Leeds United
54496,365,000099,Blackburn Rovers,367,000033,Tottenham Hotspur
54497,370,1a1a1a,Fulham,372,C8142F,Charlton Athletic
54498,369,C8142F,Middlesbrough,358,1a1a1a,Bolton Wanderers
54499,361,5CBFEB,Newcastle United,383,091453,West Bromwich Albion
54500,376,ED1A3B,Southampton,382,5CBFEB,Manchester City
54501,371,60223B,West Ham United,392,000099,Birmingham City
54502,359,EF0107,Arsenal,366,41a317,Sunderland
54503,364,D00027,Liverpool,363,034694,Chelsea
54504,360,DA020E,Manchester United,368,274488,Everton
54505,365,000099,Blackburn Rovers,361,5CBFEB,Newcastle United
54506,368,274488,Everton,359,EF0107,Arsenal
54507,370,1a1a1a,Fulham,360,DA020E,Manchester United
54508,357,000099,Leeds United,364,D00027,Liverpool
54509,382,5CBFEB,Manchester City,363,034694,Chelsea
54510,366,EB172B,Sunderland,371,60223B,West Ham United
54511,367,000033,Tottenham Hotspur,358,000099,Bolton Wanderers
54512,383,091453,West Bromwich Albion,392,C8142F,Birmingham City
54513,372,C8142F,Charlton Athletic,369,ffff00,Middlesbrough
54515,359,EF0107,Arsenal,365,000099,Blackburn Rovers
