Colo. Christian,11403,Navy & Gold
Colorado,157,"Silver, Black & Gold"
Colorado Col.,154,Black & Gold
Colorado Mines,155,Silver & Blue
Colorado St.,156,Green & Gold
Colorado St.-Pueblo,2720,Red & Blue
Columbia,158,Columbia Blue & White
Columbus St.,159,"Red, White & Blue"
Concord,1028,Maroon & Gray
Concordia (NY),162,Royal Blue & Gold
Concordia (TX),24400,Purple & Gold
Concordia (WI),1036,"Royal Blue, White"
Concordia Chicago,160,Maroon & Gold
Concordia-Mhead,161,Maroon & Gold
Concordia-St. Paul,9081,Navy Blue & Vegas Gold
Connecticut,164,National Flag Blue & White
Connecticut Col.,163,Navy Blue & White
Converse,8935,Purple & Gold
Coppin St.,165,Blue & Gold
Cornell,167,Carnelian Red & White
Cornell College,166,Purple & White
Creighton,169,Blue & White
Crown (MN),30035,Purple & Gray
Curry,170,Purple & White
DYouville,1059,Red/White
Dallas,1044,Navy & White
Dallas Baptist,1045,1332
Daniel Webster,2691,"Red, White, Navy"
Dartmouth,172,Dartmouth Green and White
Davidson,173,Red & Black
Davis & Elkins,174,Scarlet & White
Dayton,175,Red & Blue
Defiance,1050,Purple and Gold
Delaware,180,Blue & Gold
Delaware St.,178,Red & Columbia Blue
Delaware Valley,179,Green & Gold
Delta St.,181,Forest Green & White
Denison,182,Red & White
Denver,183,Crimson & Gold
DePaul,176,Royal Blue & Scarlet
DePauw,177,Old Gold & Black
DeSales,20,Navy Blue & Scarlet
Detroit,184,"Red, White & Blue"
Dickinson,185,Red & White
Dist. Columbia,186,Red & Gold
Dixie St.,30095,"Red, Navy Blue & White"
Dominican (CA),30118,"Black, Gold & White"
Dominican (IL),1332,"Royal Blue, Black & White"
Dominican (NY),8956,Black & Red
Dowling,2692,Navy & Gold
Drake,189,Blue & White
Drew,190,Green & Blue
Drexel,191,Navy Blue & Gold
Drury,1057,Scarlet & Gray
Dubuque,192,Blue & White
Duke,193,Duke Blue & White
Duquesne,194,Red & Blue
Earlham,195,Maroon & White
East Carolina,196,Purple & Gold
East Central,8965,Orange & Black
East Stroudsburg,197,Red & Black
East Tenn. St.,198,Navy Blue & Old Gold
East Tex. Baptist,1062,Navy & Gold
East. Mennonite,203,Royal Blue & White
Eastern,8968,Maroon & White
Eastern Conn. St.,200,Navy & Burgundy
Eastern Ill.,201,Blue & Gray
Eastern Ky.,202,Maroon & White
Eastern Mich.,204,Green & White
Eastern N.M.,206,Green & Silver
Eastern Nazarene,1064,Red & White
Eastern Ore.,1065,Navy Blue & Vegas Gold
Eastern Wash.,207,Red & White
Eckerd,208,"Navy, Teal, White & Black"
Edgewood,1066,"Black, White & Red"
Edinboro,209,Red & White
Elizabeth City St.,210,Royal Blue & White
Elizabethtown,211,Royal Blue & Gray
Elmhurst,212,Blue & White
Elmira,213,Purple & Gold
Elms,532,Green & Gold
Elon,1068,Maroon & Gold
Emerson,214,Royal Purple & Gold
Emmanuel (MA),215,Royal Blue & Gold
Emory,217,Blue & Gold
Emory & Henry,216,Blue & Gold
Emporia St.,1071,Old Gold & Black
Endicott,8981,Blue & Green
Erskine,1072,Garnet & Gold
Eureka,218,Maroon & Gold
Evansville,219,"Purple, White & Orange"
Fairfield,220,Red
Fairleigh Dickinson,222,Burgundy & Blue
Fairmont St.,1076,"Maroon, White & Fairmont Gold"
Farmingdale St.,27892,Green & White
Fayetteville St.,223,Lily White & Royal Blue
FDU-Florham,221,Cardinal and Navy
Felician,23157,Hunter Green & Gold
Ferris St.,224,Crimson & Gold
Ferrum,225,Black & Gold
Findlay,1079,Orange & Black
Finlandia,30032,Blue & white
Fisk,226,Blue & Gold
Fitchburg St.,227,"Green, Gold & White"
FIU,231,Blue & Gold
Fla. Atlantic,229,"Blue, Red and Grey"
Fla. Gulf Coast,506221,""
Fla. Gulf Coast,28755,Emerald Green and Cobalt Blue
Fla. Southern,233,Scarlet & White
Flagler,30092,Crimson & Gold
Florida,235,Orange & Blue
Florida A&M,228,Orange & Green
Florida St.,234,Garnet & Gold
Florida Tech,230,Crimson & Gray
Fontbonne,11538,Purple & Gold
Fordham,236,Maroon & White
Fort Hays St.,9011,Black & Gold
Fort Lewis,1083,"Navy Blue, Light Blue & Gold"
Fort Valley St.,237,Royal Blue & Old Gold
Framingham St.,238,Black & Gold
Francis Marion,1085,"Red, White & Blue"
Franciscan,30069,Forest green & vegas gold
Frank. & Marsh.,239,Blue & White
Franklin,2694,Navy & Old Gold
Franklin Pierce,241,Crimson and Grey
Fredonia St.,242,Blue & White
Fresno St.,96,Red & Blue
Frostburg St.,243,"Red, White & Black"
Furman,244,Purple & White
Ga. Southern,253,Blue & White
Ga. Southwestern,1097,Navy & Gold
Gallaudet,245,Buff & Blue
Gannon,246,Maroon & Gold
Gardner-Webb,1092,"Scarlet, White & Black"
Geneva,30084,"Old gold, white & black"
George Fox,1094,Navy & Gold
George Mason,248,Green & Gold
George Washington,249,Buff & Blue
Georgetown,251,Blue & Gray
Georgia,257,Red & Black
Georgia College,1096,Blue & Green
Georgia St.,254,Blue & White
Georgia Tech,255,Old Gold & White
Georgian Court,9004,Royal Blue & Gold
Gettysburg,258,Orange & Blue
Glenville St.,1098,Royal Blue & White
Goldey-Beacom,8366,"Navy, Gold & White"
Gonzaga,260,"Navy Blue, White & Red"
Gordon,1099,"Navy, Cyan & White"
Goucher,1467,Blue & Gold
Grambling,261,Black & Gold
Grand Canyon,1104,"Purple, Black & White"
Grand Valley St.,262,"Blue, Black & White"
Green Bay,794,"Green, White & Red"
Green Mountain,11062,Green & Gold
Greensboro,263,"Green, White & Silver"
Greenville,1111,Orange & Black
Grinnell,264,Scarlet & Black
Grove City,265,Crimson and White
Guilford,1112,Crimson & Gray
Gust. Adolphus,266,Black & Gold
Gwynedd-Mercy,12399,"Red, Gold & White"
Hamilton,267,Buff & Blue
Hamline,268,Burgundy & Gray
Hampden-Sydney,269,Garnet & Gray
Hampton,270,Royal Blue & White
Hanover,1115,Red & Blue
Hardin-Simmons,271,Purple & Gold
Harding,1116,Black & Gold
Hartford,272,Scarlet & White
Hartwick,273,Royal Blue & White
Harvard,275,"Crimson, Black & White"
Haverford,276,Scarlet & Black
Hawaii,277,"Green, Black, Silver & White"
Hawaii Hilo,2697,Black and Red
Hawaii Pacific,2696,"Columbia Blue, Kelly Green & White"
Heidelberg,278,"Red, Orange & Black"
Henderson St.,1123,Red & Gray
Hendrix,1124,Orange & Black
High Point,19651,Purple & White
Hilbert,8398,Royal Blue & White
Hillsdale,280,Blue & White
Hiram,281,Blue and Red
Hobart,282,Purple and Orange
Hofstra,283,"Gold, White and Blue"
Hollins,284,Green & Gold
Holy Cross,285,Royal Purple
Holy Family,1126,Copenhagen Blue & White
Hood,8404,Blue and Grey
Hope,286,Orange & Blue
Houghton,30160,"Gold, Purple, Black"
Houston,288,Scarlet & White
Houston Baptist,287,Royal Blue and Orange
Howard,290,Blue and White
Howard Payne,2741,Navy Blue and Old Gold
Humboldt St.,291,Green & Gold
Hunter,292,"Purple, White & Gold"
Huntingdon,1130,"Scarlet Red, White and Pearl Gray"
Husson,1133,"Green, White & Gold"
Idaho,295,Silver & Vandal Gold
Idaho St.,294,Orange & Black
Ill. Wesleyan,300,Green & White
Ill.-Chicago,302,Navy Blue & Fire Engine Red
Ill.-Springfield,30050,Navy Blue/Vegas Gold
Ill.-Springfield,506079,""
Illinois,301,Orange & Blue
Illinois Col.,297,Blue & White
Illinois St.,299,Red & White
Immaculata,303,Blue & White
Incarnate Word,2743,"Red, Black & White"
Indiana,306,Cream & Crimson
Indiana (PA),307,Crimson & Gray
Indiana St.,305,Royal Blue & White
Indianapolis,309,Crimson & Grey
Iona,310,Maroon & Gold
Iowa,312,Black and Gold
Iowa St.,311,Cardinal & Gold
IPFW,308,Royal Blue & White
Ithaca,313,Blue & Gold
IUPUI,2699,"Red, Gold & Black"
Jackson St.,314,Blue & White
Jacksonville,316,Green & Gold
Jacksonville St.,315,Red & White
James Madison,317,Purple & Gold
John Carroll,320,Blue & Gold
John Jay,321,Navy & Light Blue
Johns Hopkins,322,Hopkins Blue & Black
Johnson & Wales (RI),22626,Navy Blue & Gold
Johnson C. Smith,323,Gold & Blue
Johnson St.,324,"Green, Blue & White"
Juniata,325,Blue & Old Gold
Kalamazoo,326,Orange & Black
Kansas,328,Crimson & Blue
Kansas St.,327,Purple & White
Kean,329,Navy & White
Keene St.,330,Red & White
Kennesaw St.,1157,Black & Gold
Kent St.,331,Navy Blue & Gold
Kentucky,334,Blue & White
Kentucky St.,332,Green & Gold
Kenyon,335,Purple & White
Keuka,1159,Green & Gold
Keystone,30047,"Navy, Orange & White"
King (TN),30051,Scarlet & Navy
Kings (PA),336,Red & Gold
Knox,337,Purple & Gold
Kutztown,339,Maroon & Gold
Ky. Wesleyan,333,Purple & White
La Roche,1163,Red & White
La Salle,340,Blue & Gold
La Sierra,30043,"Royal blue, gold & white"
La Verne,341,Orange & Green
La.-Lafayette,671,Vermilion & White
La.-Monroe,498,Maroon & Gold
Lafayette,342,Maroon & White
LaGrange,1162,Red & Black
Lake Erie,2746,"Green, White and Black"
Lake Forest,344,Red & Black
Lake Superior St.,345,Royal Blue & Gold
Lakeland,1164,Navy & Gold
Lamar,346,Red & White
Lancaster Bible,30085,Crimson & White
Lander,1167,Blue & Gold
Lane,347,Cardinal Red & Royal Blue
Lasell,8486,"Columbia, Navy, & White"
Lawrence,348,Blue & White
Le Moyne,349,Green & Gold
Lebanon Valley,351,"Blue, White"
Lees-McRae,13302,Forest Green & Gold
Lehigh,352,Brown & White
Lehman,279,"Royal Blue, Vegas Gold & White"
LeMoyne-Owen,350,Purple & Old Gold
Lenoir-Rhyne,1170,Red & Black
Lesley,24317,Forest Green & Gold
LeTourneau,8490,Blue & Gold
Lewis,354,Red & White
Lewis & Clark,22235,Orange & Black
Liberty,355,"Red, White & Blue"
Limestone,1174,Blue & Gold
Lincoln (MO),356,Navy Blue & White
Lincoln (PA),357,Orange & Blue
Lincoln Christian,30066,"Red, white & black"
Lincoln Memorial,1176,Blue & Gray
Lindenwood (MO),30136,Black & Gold
Linfield,1179,Purple & Cardinal Red
Lipscomb,28600,Purple & Gold
Livingstone,359,Columbia Blue & Black
Lock Haven,360,Crimson & White
Long Beach St.,99,Black & Gold
Long Island,361,Black and Silver
Longwood,363,Blue & White
Loras,364,Purple & Gold
Louisiana Col.,1182,Orange & Blue
Louisiana Tech,366,Red & Blue
Louisville,367,Red & Black
Loyola (IL),371,Maroon & Gold
Loyola Maryland,369,Green & Grey
Loyola Marymount,370,Crimson & Navy
LSU,365,Purple & Gold
Luther,372,Blue & White
Lycoming,373,Blue & Gold
Lynchburg,374,Grey & Crimson
Lyndon St.,30065,"Forest Green, White & Gold"
Lynn,20794,Royal Blue & White
Macalester,376,Orange & Blue
MacMurray,377,Scarlet & Navy
Maine,380,Blue & White
Maine Maritime,378,Royal Blue & Gold
Manchester,1192,Black & Gold
Manhattan,381,Green & White
Manhattanville,382,Crimson & White
Mansfield,384,Red & Black
Maranatha Baptist,1194,Navy Blue & Gold
Marian (WI),1196,Royal & White
Marietta,385,Navy Blue & White
Marist,386,Red & White
Marquette,387,Blue & Gold
Mars Hill,1199,Royal Blue & Gold
Marshall,388,Kelly Green & White
Martin Luther,8597,"Black, Red & White"
Mary,30075,"Blue, white and orange"
Mary Baldwin,389,"Green, White & Gold"
Mary Hardin-Baylor,1203,"Purple, Gold & White"
Mary Washington,390,"Navy, Gray & White"
Maryland,392,"Red, White, Black & Gold"
Marymount (VA),394,Royal Blue & White
Maryville (MO),395,Red & White
Maryville (TN),396,Orange & Garnet
Marywood,397,"Forest Green, Gold & White"
Mass. Liberal Arts,486,Navy & Gold
Mass. Maritime,399,Navy Blue & Gold
Mass.-Boston,401,"Beacon Blue, Black & White"
Mass.-Dartmouth,656,"Blue, White & Gold"
Mass.-Lowell,368,"Red, White & Royal Blue"
Massachusetts,400,Maroon & White
McDaniel,773,Green & Gold
McMurry,8530,Maroon & White
McNeese St.,402,Blue & Gold
Md.-East. Shore,393,Maroon & Gray
Me.-Farmington,379,Maroon and White
Me.-Presque Isle,30040,Blue & gold
Medaille,23725,"Navy, Yellow & White"
Medgar Evers,403,Gold & Black
Memphis,404,Blue & Gray
Menlo,405,Navy & White
Mercer,406,Orange & Black
Merchant Marine,724,Blue & Gray
Mercy,407,"Blue, White and Gray"
Mercyhurst,408,"Green, Blue"
Meredith,409,"Maroon, Black & White"
Merrimack,410,"Navy Blue, Gold & White"
Mesa St.,11416,"Maroon, Gold & White"
Messiah,411,Navy & White
Methodist,412,Green & Gold
Metro St.,413,Navy Blue & Red
Miami (FL),415,Orange & Green
Miami (OH),414,Red & White
Michigan,418,Maize & Blue
Michigan St.,416,Green & White
Michigan Tech,417,"Silver, Gold & Black"
Middle Tenn.,419,Royal Blue & White
Middlebury,420,Blue & White
Midwestern St.,1222,Maroon and Gold
Miles,422,Purple & Gold
Millersville,423,Black & Gold
Millikin,424,Blue & White
Mills,425,Blue and Gold
Millsaps,426,Purple & White
Milwaukee,797,Black & Gold
Milwaukee Engr.,20220,Red & White
Minn. Duluth,427,Maroon & Gold
Minn. St. Mankato,383,Purple & Gold
Minn. St. Moorhead,1240,Scarlet & White
Minn.-Crookston,27854,Maroon & Gold
Minn.-Morris,1226,Maroon & Gold
Minnesota,428,Maroon & Gold
Misericordia,16142,Royal Blue & Gold
Mississippi,433,Cardinal Red & Navy Blue
Mississippi Col.,429,Navy Blue & Old Gold
Mississippi St.,430,Maroon & White
Mississippi Val.,432,Forest Green & White
Missouri,434,Old Gold & Black
Missouri S&T,435,"Silver, Gold & Green"
Missouri St.,669,Maroon & White
MIT,398,Cardinal Red & Silver Gray
Mitchell,30042,"Red, white & black"
Mo. Southern St.,9012,Green & Gold
Mo. Western St.,9013,Black & Gold
Mo.-St. Louis,436,Red & Gold
Molloy,437,Maroon & White
Monmouth,439,Midnight Blue & White
Monmouth (IL),438,Red & White
Mont. St. Billings,205,Navy & Gold
Montana,441,Maroon and Silver
Montana St.,440,Blue & Gold
Montclair St.,442,Red & White
Montevallo,1238,Purple & Gold
Moravian,443,Navy Blue & Grey
Morehead St.,444,Blue & Gold
Morehouse,445,Maroon & White
Morgan St.,446,Blue & Orange
Morningside,447,Maroon & White
Morris Brown,448,Purple & Black
Morrisville St.,30067,"Green, white & black"
Mount Holyoke,449,Blue & White
Mount Ida,27901,Green & White
Mount Olive,1245,Green & White
Mount Union,452,Purple & White
Mt. Aloysius,30036,Blue & Silver
Mt. Aloysius,506043,""
Mt. Mary,30033,Navy & Gold
Mt. St. Joseph,8567,Blue & Gold
Mt. St. Mary (NY),1468,"Royal Blue, Black & White"
Mt. St. Marys,450,Blue & White
Mt. St. Vincent,451,"Blue, White & Gold"
Muhlenberg,453,Cardinal & Grey
Murray St.,454,Navy & Gold
Muskingum,455,Black & Magenta
N.C. A&T,488,Blue & Gold
N.C. Central,489,Maroon & Gray
N.C. Wesleyan,491,Navy Blue & Vega Gold
N.M. Highlands,8577,"Purple, Black & White"
Navy,726,Navy Blue & Gold
Nazareth,461,Purple & Gold
Neb. Wesleyan,462,"Gold, Brown & Black"
Neb.-Kearney,1156,Royal Blue & Light Old Gold
Neb.-Omaha,464,Black & Crimson
Nebraska,463,Scarlet & Cream
Neumann,1254,"Blue, Gold & White"
Nevada,466,Silver & Blue
New England Col.,467,Scarlet & Royal Blue
New Hampshire,469,Blue & White
New Haven,470,Blue & Gold
New Jersey City,319,Green & Gold
New Mexico,473,Cherry & Silver
New Mexico St.,472,Crimson & White
New Orleans,474,Royal Blue & Silver
New Paltz St.,475,Orange & Blue
New Rochelle,476,Blue & White
New York U.,479,Purple & White
Newberry,1257,Scarlet & Gray
Newbury,21772,Green & Gold
Newman,30054,Scarlet & navy
Niagara,482,Purple and White
Nicholls St.,483,Red & Gray
Nichols,484,Black and White
NJIT,471,Red & White (Blue Accent)
Norfolk St.,485,Green & Gold
North Ala.,487,Purple & Gold
North Carolina,457,Carolina Blue & White
North Carolina St.,490,Red & White
North Central (IL),492,Cardinal & White
North Central (MN),30039,Navy blue & vegas gold
North Dakota,494,Kelly Green & White
North Dakota St.,493,Yellow and Green
North Florida,2711,Navy Blue & Gray
North Ga.,503660,""
North Ga.,30052,Royal Blue & White
North Greenville,9223,"Red, and Black"
North Park,496,Blue & Gold
North Texas,497,Green & White
Northeastern,500,Red & Black
Northeastern Ill.,1263,Royal Blue & Gold
Northeastern St.,12810,Green & White
Northern Ariz.,501,Blue & Gold
Northern Colo.,502,Blue & Gold
Northern Ill.,503,Cardinal & Black
Northern Ky.,505,"Gold, Black & White"
Northern Mich.,506,Green & Gold
Northern St.,1266,Maroon & Gold
Northland,1267,"Navy, Orange & White"
Northwest Mo. St.,507,Green & White
Northwest Nazarene,1274,Red and Black
Northwestern,509,Purple & White
Northwestern (MN),30031,"Purple, Gold"
Northwestern St.,508,Purple & White with Orange trim
Northwood (MI),510,Columbia Blue & White
Norwich,511,Maroon & Gold
Notre Dame,513,Blue & Gold
Notre Dame (MD),8600,Navy Blue & White
Notre Dame de Namur,30056,"Vegas gold, white & navy blue"
Nova Southeastern,24639,Navy Blue & Gray
Nyack,1277,"Crimson, Grey, Navy Blue"
NYIT,477,Blue and Yellow
Oakland,514,Black and Gold
Oakland City,1278,"Columbia, Navy & White"
Oberlin,515,Crimson & Gold
Occidental,516,Orange & Black
Oglethorpe,2713,Black & Gold
Ohio,519,Hunter Green & White
Ohio Northern,517,Burnt Orange & Black
Ohio St.,518,Scarlet & Gray
Ohio Valley,15207,"Royal Blue, White, and Red"
Ohio Wesleyan,520,Red & Black
Okla. Panhandle,24342,Crimson and Navy Blue
Oklahoma,522,Crimson & Cream
Oklahoma St.,521,Orange & Black
Old Dominion,523,"Slate Blue, Sky Blue, & Silver"
Old Westbury,524,Forest Green & White
Olivet,525,Red & White
Oneonta St.,526,Red & White
Oral Roberts,527,"Gold, Navy Blue & White"
Oregon,529,Green & Yellow
Oregon St.,528,Orange & Black
Oswego St.,530,Hunter Green and Golden Yellow
Otterbein,531,Tan & Cardinal
Ouachita Baptist,1289,Purple & Gold
Ozarks (AR),23008,Purple & Gold
P.R.-Bayamon,2682,Sky Blue/Navy/ White
P.R.-Cayey,1321,""
P.R.-Humacao,27859,""
P.R.-Mayaguez,24361,Kelly Green & White
P.R.-Rio Piedras,2716,Red & White
Pace,533,Navy & Gold
Pacific,534,Orange & Black
Pacific (OR),2751,"Red, Black & White"
Pacific Lutheran,1297,Black & Gold
Paine,535,Purple & White
Palm Beach Atl.,30045,Navy Blue & White
Palm Beach Atl.,504035,""
Peace,17094,Green & White
Penn,540,Red & Blue
Penn St.,539,Blue & White
Penn St.-Abington,30114,Blue & White
Penn St.-Altoona,25719,Navy Blue & White
Penn St.-Behrend,538,Blue & White
Penn St.-Berks,30044,Blue & White
Penn St.-Harrisburg,30081,Navy & White
Pepperdine,541,"Blue, Orange & White"
Pfeiffer,542,Black & Gold
Phila. Biblical,1305,Crimson & Black & White
Philadelphia U.,543,Maroon & Grey
Piedmont,21830,Dark Green & Vegas Gold
Pine Manor,544,Dark Green & White
Pitt.-Bradford,1315,Navy & Gold
Pitt.-Greensburg,11839,Navy Blue & Gold
Pitt.-Johnstown,546,Vegas Gold & Navy Blue
Pittsburg St.,1314,Crimson & Gold
Pittsburgh,545,Gold & Blue
Plattsburgh St.,547,Cardinal Red & White
Plymouth St.,548,Green & White
Polytechnic (NY),481,Blue & Gray
Pomona-Pitzer,549,"Blue, Orange & White"
Portland,551,Purple & White
Portland St.,550,"Green, White & Silver"
Post,1318,"Hunter, Black & White"
Prairie View,553,Purple & Gold
Presbyterian,1320,Blue & Garnet
Presentation,30034,Old gold & hunter green
Princeton,554,Orange & Black
Principia,555,Gold & Blue
Providence,556,"Black, White & Silver"
Puget Sound,557,Maroon & White
Purchase St.,30029,"Royal blue, white & orange"
Purdue,559,Old Gold & Black
Queens (NC),11504,Navy Blue and Vegas Gold
Queens (NY),560,Blue & Red
Quincy,561,"Brown, White & Gold"
Quinnipiac,562,Navy & Gold
Radford,563,Red and White
Ramapo,564,"Maroon,  Black & White"
Randolph,566,Black & Yellow
Randolph-Macon,565,Lemon & Black
Redlands,567,Maroon & Gray
Regis (CO),568,Navy Blue & Gold
Regis (MA),569,Crimson & Gold
Reneau,431,Navy & Columbia Blue
Rensselaer,570,Cherry & White
Rhode Island,572,"Keaney Blue, Navy Blue, and White"
Rhode Island Col.,571,"Gold, White & Burgundy"
Rhodes,573,"Red, Black & White"
Rice,574,Blue & Gray
Richard Stockton,681,Black & White
Richmond,575,Red & Blue
