Round Number,Date,Location,Home Team,Away Team,Result
37,04/05/2019 15:00,London Stadium,West Ham,Southampton,3 - 0
37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,1 - 0
37,04/05/2019 17:30,Cardiff City Stadium,Cardiff,Crystal Palace,2 - 3
37,04/05/2019 19:45,St. James' Park,Newcastle,Liverpool,2 - 3
37,05/05/2019 14:00,Stamford Bridge,Chelsea,Watford,3 - 0
37,05/05/2019 14:00,John Smith's Stadium,Huddersfield,Man Utd,1 - 1
37,05/05/2019 16:30,Emirates Stadium,Arsenal,Brighton,1 - 1
37,06/05/2019 20:00,Etihad Stadium,Man City,Leicester,1 - 0
38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,1 - 4
38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,1 - 3
38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,5 - 3
38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,0 - 4
38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,0 - 0
38,12/05/2019 15:00,Anfield,Liverpool,Wolves,2 - 0
38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,0 - 2
38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,1 - 1
38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,2 - 2
38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,1 - 4
