441611,2016,singapore+s-league,8891,C8142F,Mohun Bagan AC,7998,000000,Tampines Rovers
444156,2016,singapore+s-league,8011,000000,Albirex Niigata,17734,C60000,Brunei DPMM
444157,2016,singapore+s-league,8039,000000,Young Lions,7939,C60000,Balestier Khalsa
444158,2016,singapore+s-league,8040,000000,Home United,7999,C60000,Warriors
444159,2016,singapore+s-league,7998,000000,Tampines Rovers,7938,C60000,Geylang International
444160,2016,singapore+s-league,17736,000000,Hougang United,8040,C60000,Home United
444161,2016,singapore+s-league,7999,000000,Warriors,7998,C60000,Tampines Rovers
444162,2016,singapore+s-league,7938,000000,Geylang International,17734,C60000,Brunei DPMM
444163,2016,singapore+s-league,8039,000000,Young Lions,8011,C60000,Albirex Niigata
444164,2016,singapore+s-league,8039,000000,Young Lions,7938,C60000,Geylang International
444165,2016,singapore+s-league,7998,000000,Tampines Rovers,17736,C60000,Hougang United
444166,2016,singapore+s-league,7939,000000,Balestier Khalsa,8011,C60000,Albirex Niigata
444167,2016,singapore+s-league,17734,000000,Brunei DPMM,7999,C60000,Warriors
444168,2016,singapore+s-league,7938,000000,Geylang International,7939,C60000,Balestier Khalsa
444169,2016,singapore+s-league,8040,000000,Home United,7998,C60000,Tampines Rovers
444171,2016,singapore+s-league,7999,000000,Warriors,8039,C60000,Young Lions
444172,2016,singapore+s-league,8039,000000,Young Lions,17736,C60000,Hougang United
444173,2016,singapore+s-league,8011,000000,Albirex Niigata,7938,C60000,Geylang International
444174,2016,singapore+s-league,7939,000000,Balestier Khalsa,7999,C60000,Warriors
444175,2016,singapore+s-league,17734,000000,Brunei DPMM,8040,C60000,Home United
444176,2016,singapore+s-league,8040,000000,Home United,8039,C60000,Young Lions
444177,2016,singapore+s-league,7999,000000,Warriors,8011,C60000,Albirex Niigata
444178,2016,singapore+s-league,17736,000000,Hougang United,7939,C60000,Balestier Khalsa
444180,2016,singapore+s-league,7938,000000,Geylang International,7999,C60000,Warriors
444181,2016,singapore+s-league,7939,000000,Balestier Khalsa,8040,C60000,Home United
444182,2016,singapore+s-league,8011,000000,Albirex Niigata,17736,C60000,Hougang United
444183,2016,singapore+s-league,8039,000000,Young Lions,7998,C60000,Tampines Rovers
444184,2016,singapore+s-league,7998,000000,Tampines Rovers,7939,C60000,Balestier Khalsa
444185,2016,singapore+s-league,17736,000000,Hougang United,7938,C60000,Geylang International
444186,2016,singapore+s-league,8040,000000,Home United,8011,C60000,Albirex Niigata
444187,2016,singapore+s-league,17734,000000,Brunei DPMM,8039,C60000,Young Lions
444188,2016,singapore+s-league,7999,000000,Warriors,17736,C60000,Hougang United
444189,2016,singapore+s-league,7938,000000,Geylang International,8040,C60000,Home United
444190,2016,singapore+s-league,17734,000000,Brunei DPMM,7939,C60000,Balestier Khalsa
444191,2016,singapore+s-league,8011,000000,Albirex Niigata,7998,C60000,Tampines Rovers
444192,2016,singapore+s-league,7939,000000,Balestier Khalsa,8039,C60000,Young Lions
444193,2016,singapore+s-league,7938,000000,Geylang International,7998,C60000,Tampines Rovers
444194,2016,singapore+s-league,7999,000000,Warriors,8040,C60000,Home United
444195,2016,singapore+s-league,17734,000000,Brunei DPMM,8011,C60000,Albirex Niigata
444196,2016,singapore+s-league,8011,000000,Albirex Niigata,8039,C60000,Young Lions
444197,2016,singapore+s-league,8040,000000,Home United,17736,C60000,Hougang United
444198,2016,singapore+s-league,7998,000000,Tampines Rovers,7999,C60000,Warriors
444199,2016,singapore+s-league,17734,000000,Brunei DPMM,7938,C60000,Geylang International
444200,2016,singapore+s-league,17736,000000,Hougang United,7998,C60000,Tampines Rovers
444201,2016,singapore+s-league,7999,000000,Warriors,17734,C60000,Brunei DPMM
444202,2016,singapore+s-league,7938,000000,Geylang International,8039,C60000,Young Lions
444203,2016,singapore+s-league,8011,000000,Albirex Niigata,7939,C60000,Balestier Khalsa
444204,2016,singapore+s-league,8039,000000,Young Lions,7999,C60000,Warriors
444205,2016,singapore+s-league,7998,000000,Tampines Rovers,8040,C60000,Home United
444206,2016,singapore+s-league,7939,000000,Balestier Khalsa,7938,C60000,Geylang International
444208,2016,singapore+s-league,17736,000000,Hougang United,8039,C60000,Young Lions
444209,2016,singapore+s-league,8040,000000,Home United,17734,C60000,Brunei DPMM
444210,2016,singapore+s-league,7999,000000,Warriors,7939,C60000,Balestier Khalsa
444211,2016,singapore+s-league,7938,000000,Geylang International,8011,C60000,Albirex Niigata
444212,2016,singapore+s-league,7939,000000,Balestier Khalsa,17736,C60000,Hougang United
444213,2016,singapore+s-league,8011,000000,Albirex Niigata,7999,C60000,Warriors
444214,2016,singapore+s-league,7998,000000,Tampines Rovers,17734,C60000,Brunei DPMM
444215,2016,singapore+s-league,8039,000000,Young Lions,8040,C60000,Home United
444216,2016,singapore+s-league,7998,000000,Tampines Rovers,8039,C60000,Young Lions
444217,2016,singapore+s-league,8040,000000,Home United,7939,C60000,Balestier Khalsa
444218,2016,singapore+s-league,7999,000000,Warriors,7938,C60000,Geylang International
444219,2016,singapore+s-league,17736,000000,Hougang United,8011,C60000,Albirex Niigata
444220,2016,singapore+s-league,7939,000000,Balestier Khalsa,7998,C60000,Tampines Rovers
444221,2016,singapore+s-league,8039,000000,Courts Young Lions,17734,C60000,Brunei DPMM
444222,2016,singapore+s-league,8011,000000,Albirex Niigata,8040,C60000,Home United
444223,2016,singapore+s-league,7938,000000,Geylang International,17736,C60000,Hougang United
444224,2016,singapore+s-league,7939,000000,Balestier Khalsa,17734,C60000,Brunei DPMM
444225,2016,singapore+s-league,17736,000000,Hougang United,7999,C60000,Warriors
444226,2016,singapore+s-league,7998,000000,Tampines Rovers,8011,C60000,Albirex Niigata
444227,2016,singapore+s-league,8040,000000,Home United,7938,C60000,Geylang International
444228,2016,singapore+s-league,7998,000000,Tampines Rovers,7938,C60000,Geylang International
444229,2016,singapore+s-league,8040,000000,Home United,7999,C60000,Warriors
444230,2016,singapore+s-league,8039,000000,Young Lions,7939,C60000,Balestier Khalsa
444231,2016,singapore+s-league,17734,000000,Brunei DPMM,8011,C60000,Albirex Niigata
444232,2016,singapore+s-league,8011,000000,Albirex Niigata,8039,C60000,Young Lions
444233,2016,singapore+s-league,7938,000000,Geylang International,17734,C60000,Brunei DPMM
444234,2016,singapore+s-league,7999,000000,Warriors,7998,C60000,Tampines Rovers
444235,2016,singapore+s-league,17736,000000,Hougang United,8040,C60000,Home United
444236,2016,singapore+s-league,8039,000000,Young Lions,7938,C60000,Geylang International
444237,2016,singapore+s-league,7998,C8142F,Tampines Rovers,17736,000000,Hougang United
444238,2016,singapore+s-league,7939,000000,Balestier Khalsa,8011,C60000,Albirex Niigata
