26172,"A&M-Corpus Christi"
2,"Abilene Christian"
30123,"Academy of Art"
929,"Adams St."
3,"Adelphi"
4,"Adrian"
11324,"Agnes Scott"
721,"Air Force"
5,"Akron"
10,"Ala.-Huntsville"
8,"Alabama"
6,"Alabama A&M"
7,"Alabama St."
11,"Alas. Anchorage"
12,"Alas. Fairbanks"
14,"Albany (NY)"
13,"Albany St. (GA)"
2798,"Albertus Magnus"
15,"Albion"
16,"Albright"
17,"Alcorn St."
934,"Alderson-Broaddus"
18,"Alfred"
19,"Allegheny"
21,"Alma"
938,"Alvernia"
28746,"Alverno"
23,"American"
1466,"American (PR)"
22,"American Intl"
24,"Amherst"
939,"Anderson (IN)"
13028,"Anderson (SC)"
25,"Angelo St."
26,"Anna Maria"
27,"Appalachian St."
966,"Arcadia"
29,"Arizona"
28,"Arizona St."
30105,"Ark.-Fort Smith"
8411,"Ark.-Monticello"
2678,"Ark.-Pine Bluff"
31,"Arkansas"
30,"Arkansas St."
947,"Arkansas Tech"
33,"Armstrong Atlantic"
725,"Army"
35,"Ashland"
36,"Assumption"
37,"Auburn"
38,"Augsburg"
39,"Augusta St."
40,"Augustana (IL)"
41,"Augustana (SD)"
42,"Aurora"
953,"Austin"
43,"Austin Peay"
44,"Averett"
45,"Babson"
46,"Baldwin-Wallace"
47,"Ball St."
958,"Baptist Bible (PA)"
500367,"Baptist Bible (PA)"
962,"Bard"
49,"Barry"
15646,"Barton"
58,"Baruch"
50,"Bates"
26520,"Bay Path"
51,"Baylor"
26107,"Becker"
52,"Bellarmine"
14927,"Belmont"
2683,"Belmont Abbey"
53,"Beloit"
54,"Bemidji St."
55,"Benedict"
296,"Benedictine (IL)"
14770,"Bennett"
56,"Bentley"
973,"Berry"
59,"Bethany (WV)"
30038,"Bethany Lutheran"
60,"Bethel (MN)"
61,"Bethune-Cookman"
62,"Binghamton"
28593,"Birmingham-So."
64,"Blackburn"
984,"Bloomfield"
65,"Bloomsburg"
985,"Bluefield St."
987,"Bluffton"
66,"Boise St."
67,"Boston College"
68,"Boston U."
69,"Bowdoin"
70,"Bowie St."
71,"Bowling Green"
72,"Bradley"
73,"Brandeis"
30094,"Brevard"
74,"Bridgeport"
75,"Bridgewater (VA)"
76,"Bridgewater St."
78,"Brockport"
79,"Brooklyn"
80,"Brown"
81,"Bryant"
82,"Bryn Mawr"
83,"Bucknell"
84,"Buena Vista"
86,"Buffalo"
85,"Buffalo St."
87,"Butler"
77,"BYU"
2685,"BYU-Hawaii"
362,"C.W. Post"
88,"Cabrini"
105,"Cal Lutheran"
90,"Cal Poly"
91,"Cal Poly Pomona"
94,"Cal St. Bakersfield"
95,"Cal St. Chico"
92,"Cal St. Dom. Hills"
98,"Cal St. East Bay"
97,"Cal St. Fullerton"
100,"Cal St. L.A."
30055,"Cal St. Monterey Bay"
506122,"Cal St. Monterey Bay"
101,"Cal St. Northridge"
93,"Cal St. San Bdino"
103,"Cal St. Stanislaus"
995,"Caldwell"
107,"California"
106,"California (PA)"
89,"Caltech"
114,"Calvin"
996,"Cameron"
115,"Campbell"
116,"Canisius"
117,"Capital"
118,"Carleton"
119,"Carnegie Mellon"
120,"Carroll (WI)"
1000,"Carson-Newman"
121,"Carthage"
122,"Case"
123,"Castleton"
1001,"Catawba"
124,"Catholic"
23624,"Cazenovia"
480,"CCNY"
14795,"Cedar Crest"
125,"Centenary (LA)"
12884,"Centenary (NJ)"
126,"Central (IA)"
1004,"Central Ark."
127,"Central Conn. St."
129,"Central Mich."
130,"Central Mo."
1009,"Central Okla."
506028,"Central St. (OH)"
30049,"Central St. (OH)"
1010,"Central Wash."
132,"Centre"
1012,"Chadron St."
133,"Chaminade"
134,"Chapman"
1013,"Charleston (WV)"
48,"Charleston So."
458,"Charlotte"
10972,"Chatham"
693,"Chattanooga"
21323,"Chestnut Hill"
135,"Cheyney"
137,"Chicago"
136,"Chicago St."
8875,"Chowan"
139,"Chris. Newport"
1015,"Christian Bros."
