Adams St.,929,2013,"Ronco, Nathan",1267338,Fr.,2012-13,3,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Sanchez, Raul",1373302,Sr.,2012-13,17,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Schultz, Connor",1267339,So.,2012-13,8,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Stefanko, Matthew",1373301,Jr.,2012-13,18,2,0.11,-,-,-,0.22,-,-,-,-,-
Adams St.,929,2013,"Vega, Vicente",1267342,Jr.,2012-13,18,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Villafranco, Diego",1373314,Fr.,2012-13,9,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Visser, C.J.",1373300,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Visser, Garrett",1373322,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Webb, Nick",1267343,Fr.,2012-13,4,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Weisenberger, Cody",1373321,Fr.,2012-13,9,1,0.11,-,-,-,0.22,-,-,-,-,-
Adams St.,929,2013,"White, Bryce",1149127,Jr.,2012-13,1,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2013,"Wilson, Jared",1373299,Jr.,2012-13,8,-,-,-,-,-,-,428:56,15,0.05,34,-
Adelphi,3,2013,"Costa, Nicholas",1117419,Jr.,2012-13,13,2,0.15,1,0.08,5,0.38,-,-,-,-,-
Adelphi,3,2013,"Delph, Matt",1224579,So.,2012-13,1,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Diana, James",1007540,Sr.,2012-13,11,2,0.18,-,-,-,0.36,-,-,-,-,-
Adelphi,3,2013,"Edwards, Omar",1224577,Sr.,2012-13,11,3,0.27,1,0.09,7,0.64,-,-,-,-,-
Adelphi,3,2013,"Finn, Danny",1224580,So.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Forte, Rich",1354402,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Guerra, Michael",1117420,Jr.,2012-13,12,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Hewes, Henderson",1007543,Sr.,2012-13,3,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Hibbert, Jordan",1224582,So.,2012-13,15,1,0.07,-,-,-,0.13,-,-,-,-,-
Adelphi,3,2013,"Joseph, Chris",1354403,Fr.,2012-13,11,2,0.18,-,-,-,0.36,-,-,-,-,-
Adelphi,3,2013,"Laroche, Yannick",1354404,Fr.,2012-13,8,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Malia, Greg",1224583,Sr.,2012-13,11,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Matozzo, Teddy",1354405,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Molano, Christian",1354406,Fr.,2012-13,2,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Nichols, Ben",1354407,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Parrelli, Domenico",1007544,Sr.,2012-13,16,-,-,1,0.06,-,0.06,-,-,-,-,-
Adelphi,3,2013,"Penzini, Alejandro",1354408,Fr.,2012-13,16,-,-,1,0.06,-,0.06,-,-,-,-,-
Adelphi,3,2013,"Pougiouklidis, Constantine",1354409,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Rezin, Will",1354410,Fr.,2012-13,8,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Rivera, Steven",1007545,Sr.,2012-13,16,-,-,3,0.19,-,0.19,-,-,-,-,-
Adelphi,3,2013,"Sabal, John",1354411,So.,2012-13,15,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Salamah, Ahmad",1224586,So.,2012-13,16,-,-,-,-,-,-,1473:53,36,0.04,67,2
Adelphi,3,2013,"Sepulveda, Louis",1354412,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Stoneham, Brandon",1007549,Sr.,2012-13,14,1,0.07,-,-,-,0.14,-,-,-,-,-
Adelphi,3,2013,"Sundquist, Adrian",1224587,So.,2012-13,15,-,-,1,0.07,-,0.07,-,-,-,-,-
Adelphi,3,2013,"Tengnaes, Alex",1354413,Fr.,2012-13,9,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Tennie, Travis",1007551,Sr.,2012-13,14,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2013,"Weinzimer, Adam",1117423,Sr.,2012-13,8,-,-,-,-,-,-,-,-,-,-,-
Adrian,4,2013,"Agyemang, Enoch",1378245,So.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Adrian,4,2013,"Bernal, Juan",1378219,Fr.,2012-13,7,1,0.14,-,-,-,0.29,-,-,-,-,-
Adrian,4,2013,"Blevins, Richie",1378218,Fr.,2012-13,20,-,-,-,-,-,-,-,-,-,-,-
Adrian,4,2013,"Bradley, Pat",1259171,So.,2012-13,19,-,-,1,0.05,-,0.05,-,-,-,-,-
Adrian,4,2013,"Brown, Crystal",1378247,Fr.,2012-13,1,-,-,-,-,-,-,-,-,-,-,-
Adrian,4,2013,"Davis, Matt",1378248,Fr.,2012-13,20,1,0.05,-,-,-,0.10,-,-,-,-,-
Adrian,4,2013,"DiGiovanni, Ambrose",1259172,So.,2012-13,11,-,-,1,0.09,-,0.09,-,-,-,-,-
Adrian,4,2013,"Fleugal, Richie",1378220,Fr.,2012-13,4,-,-,-,-,-,-,-,-,-,-,-
Adrian,4,2013,"Giantsopoulous, Niko",1378224,Fr.,2012-13,18,-,-,-,-,-,-,1654:38,22,0.02,143,3
Adrian,4,2013,"Grant, Tremaine",1378217,Fr.,2012-13,19,-,-,-,-,-,-,-,-,-,-,-
Adrian,4,2013,"Grattan, Collin",1378223,Fr.,2012-13,2,-,-,-,-,-,-,-,-,-,-,-
Adrian,4,2013,"Grattan, Conner",1378221,Fr.,2012-13,2,-,-,-,-,-,-,-,-,-,-,-
Adrian,4,2013,"Irwin, Akeen",1378249,Fr.,2012-13,3,-,-,-,-,-,-,-,-,-,-,-
Adrian,4,2013,"Jackson, Riley",1378246,Fr.,2012-13,20,3,0.15,1,0.05,7,0.35,-,-,-,-,-
Adrian,4,2013,"Martin, Christian",1378216,Fr.,2012-13,18,-,-,3,0.17,-,0.17,-,-,-,-,-
Adrian,4,2013,"McCarthy, Ryan",1134456,Jr.,2012-13,20,4,0.20,4,0.20,12,0.60,-,-,-,-,-
Adrian,4,2013,"Miller, Andy",1259175,Jr.,2012-13,20,-,-,-,-,-,-,-,-,-,-,-
Adrian,4,2013,"Minshall, Nick",1259176,So.,2012-13,20,9,0.45,3,0.15,21,1.05,-,-,-,-,-
Adrian,4,2013,"Oluwadare, Akintunde",1134457,Jr.,2012-13,12,-,-,-,-,-,-,-,-,-,-,-
Adrian,4,2013,"Plummer, Matt",1378222,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Adrian,4,2013,"Rife, Aaron",1259178,So.,2012-13,4,-,-,-,-,-,-,-,-,-,-,-
Adrian,4,2013,"Ruby, James",1259179,So.,2012-13,3,-,-,-,-,-,-,93:12,4,0.06,8,-
Adrian,4,2013,"Smith, Travis",1030155,Sr.,2012-13,20,2,0.10,1,0.05,5,0.25,-,-,-,-,-
Adrian,4,2013,"Taormina, Lino",1378215,Fr.,2012-13,1,-,-,-,-,-,-,90:00,1,0.02,4,-
Adrian,4,2013,"Wilde, Dillon",1259190,Sr.,2012-13,19,-,-,1,0.05,-,0.05,-,-,-,-,-
Adrian,4,2013,"Zeka, Zachery",1259191,So.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Agnes Scott,11324,2013,-,0,-,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Air Force,721,2013,"Compton, Patrick",1069817,Sr.,2012-13,23,2,0.09,1,0.04,5,0.22,-,-,-,-,-
Air Force,721,2013,"Downey, Caleb",1131640,Jr.,2012-13,23,3,0.13,-,-,-,0.26,-,-,-,-,-
Air Force,721,2013,"Dunbaker, Connor",1373644,Fr.,2012-13,3,-,-,-,-,-,-,-,-,-,-,-
Air Force,721,2013,"Durr, Kevin",1015981,Sr.,2012-13,23,5,0.22,4,0.17,14,0.61,-,-,-,-,-
Air Force,721,2013,"Dydasco, Zane",1015977,Sr.,2012-13,23,4,0.17,3,0.13,11,0.48,-,-,-,-,-
Air Force,721,2013,"Fernandez, John",1251028,So.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Air Force,721,2013,"Frazier, Alex",1254688,So.,2012-13,21,-,-,1,0.05,-,0.05,-,-,-,-,-
Air Force,721,2013,"Getschow, Garrett",1251027,Sr.,2012-13,23,3,0.13,1,0.04,7,0.30,-,-,-,-,-
Air Force,721,2013,"Haug, Joey",1358581,Fr.,2012-13,4,-,-,-,-,-,-,-,-,-,-,-
Air Force,721,2013,"Henry, Conor",1131643,Sr.,2012-13,20,2,0.10,3,0.15,7,0.35,-,-,-,-,-
Air Force,721,2013,"Jones, Jake",1169293,Sr.,2012-13,23,-,-,3,0.13,-,0.13,-,-,-,-,-
Air Force,721,2013,"Kern, Ben",1358580,Fr.,2012-13,3,-,-,-,-,-,-,-,-,-,-,-
Air Force,721,2013,"Kim, Mitch",1131642,Jr.,2012-13,10,-,-,-,-,-,-,-,-,-,-,-
Air Force,721,2013,"Klazura, Brian",1131641,Jr.,2012-13,23,3,0.13,1,0.04,7,0.30,-,-,-,-,-
Air Force,721,2013,"LaPorte, Jacob",1358579,Fr.,2012-13,9,-,-,-,-,-,-,-,-,-,-,-
Air Force,721,2013,"McGillivray, Scott",1254686,So.,2012-13,23,2,0.09,4,0.17,8,0.35,-,-,-,-,-
Air Force,721,2013,"Payne, Matt",1251026,So.,2012-13,22,1,0.05,-,-,-,0.09,-,-,-,-,-
Air Force,721,2013,"Rossillon, Kevin",1131652,Sr.,2012-13,9,1,0.11,-,-,-,0.22,-,-,-,-,-
Air Force,721,2013,"Samayoa, Abinadi",1358578,Fr.,2012-13,23,2,0.09,-,-,-,0.17,-,-,-,-,-
Air Force,721,2013,"Thrasher, Michael",1373645,Jr.,2012-13,11,-,-,-,-,-,-,-,-,-,-,-
Air Force,721,2013,"Tise, Eric",1015976,Sr.,2012-13,23,1,0.04,2,0.09,4,0.17,-,-,-,-,-
Air Force,721,2013,"Underwood, Matt",1131637,Sr.,2012-13,23,-,-,1,0.04,-,0.04,2196:50,29,0.02,102,6
Air Force,721,2013,"Wade, Trevor",1131644,Sr.,2012-13,21,-,-,-,-,-,-,-,-,-,-,-
Air Force,721,2013,"Welch, Luke",1254687,So.,2012-13,4,-,-,-,-,-,-,-,-,-,-,-
Akron,5,2013,"Abdul-Salaam, Saad",1344928,So.,2012-13,13,1,0.08,1,0.08,3,0.23,-,-,-,-,-
Akron,5,2013,"Afsarifard, Kayvon",1229249,Jr.,2012-13,1,-,-,-,-,-,-,-,-,-,-,-
Akron,5,2013,"Barson, Chad",1007673,Sr.,2012-13,20,2,0.10,-,-,-,0.20,-,-,-,-,-
Akron,5,2013,"Brenes, Reinaldo",1119300,Jr.,2012-13,17,11,0.65,2,0.12,24,1.41,-,-,-,-,-
Akron,5,2013,"Caldwell, Scott",1007676,Sr.,2012-13,22,9,0.41,10,0.45,28,1.27,-,-,-,-,-
Akron,5,2013,"Chiu, Andy",1229250,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Akron,5,2013,"Derschang, Robbie",1344929,Jr.,2012-13,18,1,0.06,4,0.22,6,0.33,-,-,-,-,-
Akron,5,2013,"Fenalson, Jake",1229264,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Akron,5,2013,"Five, Phil",1344930,Fr.,2012-13,9,1,0.11,2,0.22,4,0.44,-,-,-,-,-
Akron,5,2013,"Foldesy, Matt",1344931,Fr.,2012-13,4,-,-,-,-,-,-,-,-,-,-,-
Akron,5,2013,"Gallego, Bryan",1229252,So.,2012-13,22,1,0.05,1,0.05,3,0.14,-,-,-,-,-
Akron,5,2013,"Jabbori, Chase",1344932,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Akron,5,2013,"Koroma, Alfred",1344933,Fr.,2012-13,14,3,0.21,2,0.14,8,0.57,-,-,-,-,-
Akron,5,2013,"Malkin, Osas",1344934,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Akron,5,2013,"McAdams, Andrian",1119305,So.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Akron,5,2013,"Meves, David",1007679,Sr.,2012-13,22,-,-,-,-,-,-,2040:00,8,0.01,53,16
Akron,5,2013,"Morris, Omari",1344935,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Akron,5,2013,"Pina, Fernando",1344936,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Akron,5,2013,"Portillos, Zac",1229265,Jr.,2012-13,5,-,-,-,-,-,-,-,-,-,-,-
Akron,5,2013,"Quinn, Aodhan",1229266,Jr.,2012-13,19,4,0.21,3,0.16,11,0.58,-,-,-,-,-
Akron,5,2013,"Ranalli, Alex",1344937,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Akron,5,2013,"Ruhaak, Brad",1344938,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Akron,5,2013,"Schmitt, Thomas",930780,Sr.,2012-13,20,3,0.15,-,-,-,0.30,-,-,-,-,-
Akron,5,2013,"Serna, Dillon",1344939,Fr.,2012-13,22,2,0.09,8,0.36,12,0.55,-,-,-,-,-
Akron,5,2013,"Souders, Andrew",1344940,Fr.,2012-13,18,-,-,-,-,-,-,-,-,-,-,-
Akron,5,2013,"Stevenson, Eric",1007675,Jr.,2012-13,22,7,0.32,5,0.23,19,0.86,-,-,-,-,-
Akron,5,2013,"Trapp, William",1229255,So.,2012-13,22,1,0.05,3,0.14,5,0.23,-,-,-,-,-
Akron,5,2013,"Yedlin, Deandre",1229256,So.,2012-13,22,-,-,6,0.27,-,0.27,-,-,-,-,-
Ala.-Huntsville,10,2013,"Arnason, Esra",1238328,Fr.,2012-13,9,-,-,-,-,-,-,-,-,-,-,-
Ala.-Huntsville,10,2013,"Black, Evan",1374283,Fr.,2012-13,11,-,-,-,-,-,-,-,-,-,-,-
Ala.-Huntsville,10,2013,"Bottomy, Jon",1374284,Fr.,2012-13,10,-,-,-,-,-,-,-,-,-,-,-
Ala.-Huntsville,10,2013,"Brumbeloe, Jacob",1374285,Fr.,2012-13,14,-,-,1,0.07,-,0.07,-,-,-,-,-
Ala.-Huntsville,10,2013,"Cunningham, Tyler",1255279,So.,2012-13,15,-,-,-,-,-,-,-,-,-,-,-
Ala.-Huntsville,10,2013,"DeSilva, Brent",1374286,Fr.,2012-13,2,-,-,-,-,-,-,44:21,2,0.07,4,-
Ala.-Huntsville,10,2013,"Dean, Samuel",1238324,So.,2012-13,13,-,-,1,0.08,-,0.08,-,-,-,-,-
Ala.-Huntsville,10,2013,"Hamm, Daniel",1238317,So.,2012-13,8,-,-,-,-,-,-,-,-,-,-,-
Ala.-Huntsville,10,2013,"Ingram, Andrew",1238326,So.,2012-13,16,-,-,-,-,-,-,-,-,-,-,-
Ala.-Huntsville,10,2013,"Kanneh, Cyprin",1238325,So.,2012-13,14,1,0.07,1,0.07,3,0.21,-,-,-,-,-
Ala.-Huntsville,10,2013,"Leosson, Ragnar",1374290,So.,2012-13,12,5,0.42,2,0.17,12,1.00,-,-,-,-,-
Ala.-Huntsville,10,2013,"Market, Kel",1238330,Sr.,2012-13,16,-,-,-,-,-,-,1147:54,32,0.04,60,1
Ala.-Huntsville,10,2013,"McCormick, Brett",1374289,Fr.,2012-13,16,-,-,-,-,-,-,-,-,-,-,-
Ala.-Huntsville,10,2013,"McPherson, Kenneth",1374287,Fr.,2012-13,9,-,-,-,-,-,-,-,-,-,-,-
Ala.-Huntsville,10,2013,"Mingus, Michael",1390451,Fr.,2012-13,6,-,-,-,-,-,-,-,-,-,-,-
Ala.-Huntsville,10,2013,"Perles, Matthew",1374288,Fr.,2012-13,10,-,-,-,-,-,-,-,-,-,-,-
Ala.-Huntsville,10,2013,"Renner, Jason",1390450,Fr.,2012-13,15,-,-,-,-,-,-,-,-,-,-,-
Ala.-Huntsville,10,2013,"Ruzicka, Jason",1238315,Jr.,2012-13,16,-,-,-,-,-,-,-,-,-,-,-
Ala.-Huntsville,10,2013,"Simmons, Kyle",1238329,So.,2012-13,16,5,0.31,4,0.25,14,0.88,-,-,-,-,-
Ala.-Huntsville,10,2013,"Wilson, Mitchell",1238321,So.,2012-13,16,2,0.13,1,0.06,5,0.31,-,-,-,-,-
Ala.-Huntsville,10,2013,"Winstone, Michael",1387772,Fr.,2012-13,4,-,-,-,-,-,-,253:44,15,0.09,21,-
Alabama,8,2013,-,0,-,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Alabama A&M,6,2013,-,0,-,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Alabama St.,7,2013,-,0,-,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Alas. Anchorage,11,2013,-,0,-,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Alas. Fairbanks,12,2013,-,0,-,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Albany (NY),14,2013,"Alexieff, Kristian",1345938,Fr.,2012-13,18,2,0.11,-,-,-,0.22,-,-,-,-,-
Albany (NY),14,2013,"Allen, Tim",1345951,So.,2012-13,18,-,-,-,-,-,-,1659:32,25,0.02,94,3
Albany (NY),14,2013,"Christiansen, Dan",1246068,So.,2012-13,11,1,0.09,-,-,-,0.18,-,-,-,-,-
Albany (NY),14,2013,"Denara, Phil",1345939,Fr.,2012-13,5,-,-,1,0.20,-,0.20,-,-,-,-,-
Albany (NY),14,2013,"Elliott, Arsenio",1246062,Sr.,2012-13,15,-,-,-,-,-,-,-,-,-,-,-
Albany (NY),14,2013,"Gates, Quintel",1247742,Sr.,2012-13,16,1,0.06,3,0.19,5,0.31,-,-,-,-,-
Albany (NY),14,2013,"Hamarsha, Yazeid",1246070,Jr.,2012-13,11,-,-,-,-,-,-,-,-,-,-,-
Albany (NY),14,2013,"Kessler, Scott",1135853,Sr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Albany (NY),14,2013,"Manz, Thomas",1246064,Jr.,2012-13,18,-,-,-,-,-,-,-,-,-,-,-
Albany (NY),14,2013,"Martinez, Ivan",1345940,Fr.,2012-13,10,1,0.10,-,-,-,0.20,-,-,-,-,-
Albany (NY),14,2013,"McGarr, Dominic",1246063,So.,2012-13,18,-,-,-,-,-,-,-,-,-,-,-
Albany (NY),14,2013,"Mingione, Tim",1345952,So.,2012-13,1,-,-,-,-,-,-,5:03,2,0.59,1,-
Albany (NY),14,2013,"Nisser, Christoffer",1135844,Jr.,2012-13,18,-,-,2,0.11,-,0.11,-,-,-,-,-
Albany (NY),14,2013,"Persson, Philip",1345941,Fr.,2012-13,18,2,0.11,2,0.11,6,0.33,-,-,-,-,-
Albany (NY),14,2013,"Petralia, Fabrizio",1345942,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Albany (NY),14,2013,"Petralia, Sergio",1345943,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Albany (NY),14,2013,"Pierre, Jeff",1135845,Sr.,2012-13,15,1,0.07,-,-,-,0.13,-,-,-,-,-
Albany (NY),14,2013,"Quinn, Luca",1345944,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Albany (NY),14,2013,"Rozzano, Anthony",1345945,Fr.,2012-13,18,2,0.11,4,0.22,8,0.44,-,-,-,-,-
Albany (NY),14,2013,"Schneider, Michael",1345946,Fr.,2012-13,13,-,-,1,0.08,-,0.08,-,-,-,-,-
Albany (NY),14,2013,"Te Anau, Pomare",1246065,So.,2012-13,18,2,0.11,3,0.17,7,0.39,-,-,-,-,-
Albany (NY),14,2013,"Traut, Keith",1345947,Fr.,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Albany (NY),14,2013,"Wilson, Brandon",1246067,So.,2012-13,18,3,0.17,1,0.06,7,0.39,-,-,-,-,-
Albany St. (GA),13,2013,-,0,-,2012-13,-,-,-,-,-,-,-,-,-,-,-,-
Albertus Magnus,2798,2013,"Barrett, Lindsley",1256002,So.,2012-13,22,2,0.09,3,0.14,7,0.32,-,-,-,-,-
Albertus Magnus,2798,2013,"Brown, Francois",1137076,Sr.,2012-13,2,-,-,-,-,-,-,75:22,1,0.02,5,-
Albertus Magnus,2798,2013,"Brown, Carson",1361351,Fr.,2012-13,16,1,0.06,1,0.06,3,0.19,-,-,-,-,-
Albertus Magnus,2798,2013,"Burlakoff, Alec",1256004,So.,2012-13,3,-,-,-,-,-,-,-,-,-,-,-
Albertus Magnus,2798,2013,"Dwyer, Dan",1137086,Jr.,2012-13,22,3,0.14,1,0.05,7,0.32,-,-,-,-,-
Albertus Magnus,2798,2013,"Foldy, Daniel",1137085,Jr.,2012-13,5,-,-,-,-,-,-,-,-,-,-,-
Albertus Magnus,2798,2013,"Galo, Josue",1137083,Jr.,2012-13,18,1,0.06,-,-,-,0.11,-,-,-,-,-
