year,team_id,team_name,wins,losses,ties,total_games
2006,3,Adelphi,4,13,2,19
2006,4,Adrian,4,15,1,20
2006,721,Air Force,8,9,2,19
2006,5,Akron,18,1,4,23
2006,10,Ala.-Huntsville,7,11,0,18
2006,6,Alabama A&M,9,10,0,19
2006,14,Albany (NY),6,9,4,19
2006,2798,Albertus Magnus,9,8,3,20
2006,15,Albion,14,5,1,20
2006,16,Albright,8,9,1,18
2006,934,Alderson-Broaddus,10,10,0,20
2006,18,Alfred,5,10,0,15
2006,19,Allegheny,8,8,4,20
2006,938,Alvernia,7,10,2,19
2006,23,American,7,10,1,18
2006,22,American Int'l,11,6,2,19
2006,24,Amherst,9,5,3,17
2006,939,Anderson (IN),8,11,2,21
2006,13028,Anderson (SC),9,9,2,20
2006,26,Anna Maria,5,12,2,19
2006,27,Appalachian St.,7,10,1,18
2006,966,Arcadia,13,4,3,20
2006,725,Army,4,13,1,18
2006,35,Ashland,11,5,2,18
2006,36,Assumption,4,14,0,18
2006,38,Augsburg,6,10,2,18
2006,40,Augustana (IL),9,7,1,17
2006,42,Aurora,16,4,1,21
2006,953,Austin,12,6,1,19
2006,44,Averett,3,13,0,16
2006,45,Babson,11,4,4,19
2006,46,Baldwin Wallace,14,6,1,21
2006,958,Baptist Bible (PA),12,9,0,21
2006,962,Bard,4,13,1,18
2006,49,Barry,10,5,1,16
2006,15646,Barton,5,14,0,19
2006,58,Baruch,8,7,3,18
2006,50,Bates,9,4,2,15
2006,26107,Becker,4,9,3,16
2006,52,Bellarmine,9,8,3,20
2006,14927,Belmont,6,10,1,17
2006,2683,Belmont Abbey,12,8,1,21
2006,53,Beloit,7,7,2,16
2006,56,Bentley,4,13,0,17
2006,59,Bethany (WV),12,5,1,18
2006,60,Bethel (MN),6,11,0,17
2006,62,Binghamton,12,4,5,21
2006,28593,Birmingham-So.,12,5,1,18
2006,64,Blackburn,4,13,2,19
2006,984,Bloomfield,0,12,1,13
2006,65,Bloomsburg,6,13,0,19
2006,987,Bluffton,6,13,0,19
2006,67,Boston College,5,9,2,16
2006,68,Boston U.,6,8,4,18
2006,69,Bowdoin,11,3,1,15
2006,71,Bowling Green,4,13,2,19
2006,72,Bradley,15,6,1,22
2006,73,Brandeis,6,9,2,17
2006,74,Bridgeport,8,9,0,17
2006,75,Bridgewater (VA),10,10,1,21
2006,76,Bridgewater St.,10,7,0,17
2006,78,Brockport,15,4,1,20
2006,79,Brooklyn,2,11,1,14
2006,80,Brown,11,5,2,18
2006,81,Bryant,8,6,4,18
2006,83,Bucknell,8,6,4,18
2006,84,Buena Vista,6,11,2,19
2006,86,Buffalo,14,3,2,19
2006,85,Buffalo St.,7,7,4,18
2006,87,Butler,9,10,0,19
2006,362,LIU Post,12,8,2,22
2006,88,Cabrini,5,12,2,19
2006,105,Cal Lutheran,12,5,3,20
2006,90,Cal Poly,6,14,0,20
2006,91,Cal Poly Pomona,15,19,4,38
2006,94,CSU Bakersfield,10,10,0,20
2006,95,Cal St. Chico,20,18,2,40
2006,92,Cal St. Dom. Hills,30,10,5,45
2006,98,Cal St. East Bay,11,24,3,38
2006,97,Cal St. Fullerton,4,14,1,19
2006,100,Cal St. L.A.,18,16,1,35
2006,30055,Cal St. Monterey Bay,1,14,2,17
2006,101,Cal St. Northridge,15,4,3,22
2006,93,Cal St. San B'dino,22,16,3,41
2006,103,Cal St. Stanislaus,17,15,6,38
2006,995,Caldwell,12,5,1,18
2006,107,California,14,4,3,21
2006,106,California (PA),14,8,0,22
2006,89,Caltech,0,17,1,18
2006,114,Calvin,17,4,2,23
2006,115,Campbell,13,6,1,20
2006,116,Canisius,3,12,3,18
2006,117,Capital,12,7,1,20
2006,118,Carleton,11,6,1,18
2006,119,Carnegie Mellon,13,3,1,17
2006,120,Carroll (WI),6,8,2,16
2006,1000,Carson-Newman,18,2,2,22
2006,121,Carthage,7,10,1,18
2006,122,Case,8,9,2,19
2006,123,Castleton,9,8,1,18
2006,1001,Catawba,15,5,2,22
2006,124,Catholic,5,10,3,18
2006,23624,Cazenovia,3,10,1,14
2006,480,CCNY,13,6,0,19
2006,125,Centenary (LA),3,14,0,17
2006,12884,Centenary (NJ),5,12,1,18
2006,126,Central (IA),15,3,1,19
2006,1004,Central Ark.,14,4,2,20
2006,127,Central Conn. St.,8,6,3,17
2006,132,Centre,13,3,2,18
2006,134,Chapman,4,12,1,17
2006,1013,Charleston (WV),4,14,1,19
2006,458,Charlotte,6,8,4,18
2006,21323,Chestnut Hill,10,8,0,18
2006,137,Chicago,14,5,1,20
2006,8875,Chowan,2,12,0,14
2006,139,Chris. Newport,12,7,0,19
2006,1015,Christian Bros.,8,9,2,19
2006,140,Cincinnati,10,7,2,19
2006,8580,City Tech,3,9,1,13
2006,142,Claremont-M-S,6,10,3,19
2006,145,Clark (MA),15,4,2,21
2006,1020,Clarke,5,13,2,20
2006,146,Clarkson,3,11,3,17
2006,20576,Clayton St.,13,4,4,21
2006,147,Clemson,15,6,3,24
2006,148,Cleveland St.,0,17,1,18
2006,722,Coast Guard,6,9,2,17
2006,149,Coastal Caro.,11,9,1,21
2006,150,Coe,3,15,0,18
2006,1023,Coker,3,12,0,15
2006,1014,Col. of Charleston,9,8,2,19
2006,151,Colby,7,7,0,14
2006,152,Colby-Sawyer,6,9,3,18
2006,153,Colgate,9,7,3,19
2006,11403,Colo. Christian,0,16,0,16
2006,154,Colorado Col.,12,8,0,20
2006,155,Colorado Mines,13,7,4,24
2006,2720,Colorado St.-Pueblo,10,9,2,21
2006,158,Columbia,4,12,1,17
2006,162,Concordia (NY),1,10,0,11
2006,24400,Concordia (TX),2,13,0,15
2006,1036,Concordia (WI),11,5,5,21
2006,160,Concordia Chicago,4,11,4,19
2006,161,Concordia-M'head,1,15,0,16
2006,164,Connecticut,16,3,2,21
2006,163,Connecticut Col.,5,9,0,14
2006,167,Cornell,3,10,2,15
2006,166,Cornell College,5,9,3,17
2006,169,Creighton,15,5,3,23
2006,170,Curry,5,9,2,16
2006,1059,D'Youville,1,13,0,14
2006,1044,Dallas,11,4,1,16
2006,1045,Dallas Baptist,10,7,0,17
2006,2691,Daniel Webster,1,14,0,15
2006,172,Dartmouth,10,3,5,18
2006,173,Davidson,14,6,1,21
2006,174,Davis & Elkins,3,5,2,10
2006,175,Dayton,11,5,4,20
2006,1050,Defiance,6,11,0,17
2006,180,Delaware,2,12,4,18
2006,179,Delaware Valley,0,18,1,19
2006,181,Delta St.,2,17,0,19
2006,182,Denison,8,9,0,17
2006,183,Denver,7,10,1,18
2006,176,DePaul,4,11,2,17
2006,177,DePauw,11,4,2,17
2006,20,DeSales,15,3,2,20
2006,184,Detroit,12,6,2,20
2006,185,Dickinson,12,5,1,18
2006,186,Dist. Columbia,7,9,0,16
2006,1332,Dominican (IL),17,2,1,20
2006,8956,Dominican (NY),18,2,0,20
2006,2692,Dowling,13,1,5,19
2006,189,Drake,9,9,2,20
2006,190,Drew,13,5,3,21
2006,191,Drexel,4,11,3,18
2006,1057,Drury,7,10,2,19
2006,192,Dubuque,3,12,2,17
2006,193,Duke,12,5,3,20
2006,194,Duquesne,13,5,0,18
2006,195,Earlham,4,12,2,18
2006,196,East Carolina,0,15,1,16
2006,197,East Stroudsburg,11,8,1,20
2006,1062,East Tex. Baptist,10,8,1,19
2006,203,East. Mennonite,10,7,4,21
2006,8968,Eastern,16,2,2,20
2006,200,Eastern Conn. St.,8,7,1,16
2006,201,Eastern Ill.,5,9,3,17
2006,206,Eastern N.M.,4,15,1,20
2006,1064,Eastern Nazarene,3,13,0,16
2006,208,Eckerd,7,6,3,16
2006,1066,Edgewood,12,9,0,21
2006,211,Elizabethtown,14,4,2,20
2006,212,Elmhurst,12,6,1,19
2006,213,Elmira,5,12,0,17
2006,532,Elms,3,11,3,17
2006,1068,Elon,9,9,2,20
2006,214,Emerson,3,13,1,17
2006,215,Emmanuel (MA),7,7,1,15
2006,217,Emory,15,4,0,19
2006,216,Emory & Henry,6,10,1,17
2006,8981,Endicott,9,9,1,19
2006,1072,Erskine,9,7,1,17
2006,219,Evansville,2,14,1,17
2006,220,Fairfield,13,4,3,20
2006,222,Fairleigh Dickinson,12,5,1,18
2006,27892,Farmingdale St.,5,8,2,15
2006,221,FDU-Florham,4,12,0,16
2006,23157,Felician,6,10,2,18
2006,225,Ferrum,13,7,0,20
2006,1079,Findlay,8,7,2,17
2006,227,Fitchburg St.,4,10,1,15
2006,231,FIU,8,7,2,17
2006,229,Fla. Atlantic,8,10,0,18
2006,233,Fla. Southern,8,8,0,16
2006,230,Florida Tech,4,9,1,14
2006,11538,Fontbonne,12,4,1,17
2006,236,Fordham,8,5,5,18
2006,1083,Fort Lewis,22,0,1,23
