A&M-Corpus Christi,26172,Islanders
Abilene Christian,2,Wildcats
Academy of Art,30123,Urban Knights
Adams St.,929,Grizzlies
Adelphi,3,Panthers
Adrian,4,Bulldogs
Agnes Scott,11324,null
Air Force,721,Falcons
Akron,5,Zips
Ala.-Huntsville,10,Chargers
Alabama,8,Crimson Tide
Alabama A&M,6,Bulldogs
Alabama St.,7,Hornets
Alas. Anchorage,11,Seawolves
Alas. Fairbanks,12,Nanooks
Albany (NY),14,Great Danes
Albany St. (GA),13,Golden Rams
Albertus Magnus,2798,Falcons
Albion,15,Britons
Albright,16,Lions
Alcorn St.,17,Braves
Alderson-Broaddus,934,Battlers
Alfred,18,Saxons
Allegheny,19,Gators
Alma,21,Scots
Alvernia,938,Crusaders
Alverno,28746,null
American,23,Eagles
American (PR),1466,Pirates
American Intl,22,Yellow Jackets
Amherst,24,Lord Jeffs
Anderson (IN),939,Ravens
Anderson (SC),13028,Trojans
Angelo St.,25,Rams
Anna Maria,26,AMCATS
Appalachian St.,27,Mountaineers
Arcadia,966,Knights
Arizona,29,Wildcats
Arizona St.,28,Sun Devils
Ark.-Fort Smith,30105,Lions
Ark.-Monticello,8411,Boll Weevils
Ark.-Pine Bluff,2678,Golden Lions
Arkansas,31,Razorbacks
Arkansas St.,30,Red Wolves
Arkansas Tech,947,Wonder Boys
Armstrong Atlantic,33,Pirates
Army,725,Black Knights
Ashland,35,Eagles
Assumption,36,Greyhounds
Auburn,37,Tigers
Augsburg,38,Auggies
Augusta St.,39,Jaguars
Augustana (IL),40,Vikings
Augustana (SD),41,Vikings
Aurora,42,Spartans
Austin,953,Kangaroos
Austin Peay,43,Governors
Averett,44,Cougars
Babson,45,Beavers
Baldwin-Wallace,46,Yellow Jackets
Ball St.,47,Cardinals
Baptist Bible (PA),958,Defenders
Baptist Bible (PA),500367,null
Bard,962,Raptors
Barry,49,Buccaneers
Barton,15646,Bulldogs
Baruch,58,Bearcats
Bates,50,Bobcats
Bay Path,26520,null
Baylor,51,Bears
Becker,26107,Hawks
Bellarmine,52,Knights
Belmont,14927,Bruins
Belmont Abbey,2683,Crusaders
Beloit,53,Buccaneers
Bemidji St.,54,Beavers
Benedict,55,Tigers
Benedictine (IL),296,Eagles
Bennett,14770,null
Bentley,56,Falcons
Berry,973,Vikings
Bethany (WV),59,Bison
Bethany Lutheran,30038,Vikings
Bethel (MN),60,Royals
Bethune-Cookman,61,Wildcats
Binghamton,62,Bearcats
Birmingham-So.,28593,Panthers
Blackburn,64,Battlin' Beavers
Bloomfield,984,Deacons
Bloomsburg,65,Huskies
Bluefield St.,985,Big Blues
Bluffton,987,Beavers
Boise St.,66,Broncos
Boston College,67,Eagles
Boston U.,68,Terriers
Bowdoin,69,Polar Bears
