Season,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
2021,10,Sun,2020-11-08,15:00 (09:00),Lens,1.5,4–4,1.4,Reims,,Stade Bollaert-Delelis,Thomas Léonard,Match Report,
2021,10,Sun,2020-11-08,15:00 (09:00),Lorient,1.8,0–2,1.7,Nantes,,Stade Yves Allainmat - Le Moustoir,Stéphanie Frappart,Match Report,
2021,10,Sun,2020-11-08,15:00 (09:00),Metz,2.1,1–1,2.3,Dijon,,Stade Saint-Symphorien,Willy Delajod,Match Report,
2021,10,Sun,2020-11-08,17:00 (11:00),Nice,0.7,1–2,1.5,Monaco,,Stade de Nice,Karim Abed,Match Report,
2021,10,Sun,2020-11-08,21:00 (15:00),Lyon,2.5,2–1,1.7,Saint-Étienne,,Groupama Stadium,François Letexier,Match Report,
2021,11,Fri,2020-11-20,19:00 (13:00),Rennes,1.9,0–1,0.7,Bordeaux,,Roazhon Park,Karim Abed,Match Report,
2021,11,Fri,2020-11-20,21:00 (15:00),Monaco,3.2,3–2,1.7,Paris S-G,,Stade Louis II.,Clément Turpin,Match Report,
2021,11,Sat,2020-11-21,17:00 (11:00),Brest,0.9,4–1,1.3,Saint-Étienne,,Stade Francis-Le Blé,Thomas Léonard,Match Report,
2021,11,Sun,2020-11-22,13:00 (07:00),Nantes,1.2,1–1,1.6,Metz,,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,Match Report,
2021,11,Sun,2020-11-22,15:00 (09:00),Reims,1.0,0–1,1.1,Nîmes,,Stade Auguste-Delaune II,Jeremy Stinat,Match Report,
2021,11,Sun,2020-11-22,15:00 (09:00),Dijon,0.6,0–1,1.5,Lens,,Stade Gaston Gérard,Eric Wattellier,Match Report,
2021,11,Sun,2020-11-22,15:00 (09:00),Montpellier,1.7,4–3,3.4,Strasbourg,,Stade de la Mosson,Jérôme Brisard,Match Report,
2021,11,Sun,2020-11-22,17:00 (11:00),Angers,0.9,0–1,1.0,Lyon,,Stade Raymond Kopa,Amaury Delerue,Match Report,
2021,11,Sun,2020-11-22,21:00 (15:00),Lille,4.2,4–0,0.7,Lorient,,Stade Pierre-Mauroy,Willy Delajod,Match Report,
2021,8,Wed,2020-11-25,19:00 (13:00),Lens,0.7,1–1,2.0,Nantes,,Stade Bollaert-Delelis,Florent Batta,Match Report,
2021,12,Fri,2020-11-27,21:00 (15:00),Strasbourg,0.6,1–1,1.9,Rennes,,Stade de la Meinau,Benoît Millot,Match Report,
2021,12,Sat,2020-11-28,17:00 (11:00),Marseille,3.0,3–1,0.4,Nantes,,Orange Vélodrome,Mikael Lesage,Match Report,
2021,12,Sat,2020-11-28,21:00 (15:00),Paris S-G,2.6,2–2,1.6,Bordeaux,,Parc des Princes,Jérémie Pignard,Match Report,
2021,12,Sun,2020-11-29,13:00 (07:00),Lyon,2.6,3–0,0.4,Reims,,Groupama Stadium,Jérôme Miguelgorry,Match Report,
2021,12,Sun,2020-11-29,15:00 (09:00),Monaco,3.1,3–0,0.2,Nîmes,,Stade Louis II.,Antony Gautier,Match Report,
2021,12,Sun,2020-11-29,15:00 (09:00),Lens,1.4,1–3,2.5,Angers,,Stade Bollaert-Delelis,Aurélien Petit,Match Report,
2021,12,Sun,2020-11-29,15:00 (09:00),Metz,0.9,0–2,1.3,Brest,,Stade Saint-Symphorien,Hakim Ben El Hadj Salem,Match Report,
2021,12,Sun,2020-11-29,15:00 (09:00),Lorient,0.3,0–1,1.6,Montpellier,,Stade Yves Allainmat - Le Moustoir,Bastien Dechepy,Match Report,
2021,12,Sun,2020-11-29,17:00 (11:00),Nice,3.5,1–3,1.0,Dijon,,Stade de Nice,François Letexier,Match Report,
2021,12,Sun,2020-11-29,21:00 (15:00),Saint-Étienne,0.9,1–1,0.5,Lille,,Stade Geoffroy-Guichard,Benoît Bastien,Match Report,
2021,13,Fri,2020-12-04,21:00 (15:00),Nîmes,0.5,0–2,2.3,Marseille,,Stade des Costières,Willy Delajod,Match Report,
2021,13,Sat,2020-12-05,17:00 (11:00),Rennes,0.7,0–2,0.7,Lens,,Roazhon Park,Johan Hamel,Match Report,
2021,13,Sat,2020-12-05,21:00 (15:00),Montpellier,1.6,1–3,1.9,Paris S-G,,Stade de la Mosson,Mikael Lesage,Match Report,
2021,13,Sun,2020-12-06,13:00 (07:00),Lille,1.1,2–1,0.6,Monaco,,Stade Pierre-Mauroy,Jérôme Brisard,Match Report,
2021,13,Sun,2020-12-06,15:00 (09:00),Angers,1.9,2–0,0.6,Lorient,,Stade Raymond Kopa,Thomas Léonard,Match Report,
2021,13,Sun,2020-12-06,15:00 (09:00),Dijon,0.4,0–0,0.7,Saint-Étienne,,Stade Gaston Gérard,Ruddy Buquet,Match Report,
2021,13,Sun,2020-12-06,15:00 (09:00),Nantes,0.5,0–4,3.1,Strasbourg,,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,Match Report,
2021,13,Sun,2020-12-06,15:00 (09:00),Bordeaux,1.6,1–0,0.3,Brest,,Stade Matmut-Atlantique,Franck Schneider,Match Report,
2021,13,Sun,2020-12-06,17:00 (11:00),Reims,0.5,0–0,0.8,Nice,,Stade Auguste-Delaune II,Stéphanie Frappart,Match Report,
2021,13,Sun,2020-12-06,21:00 (15:00),Metz,1.5,1–3,2.0,Lyon,,Stade Saint-Symphorien,Karim Abed,Match Report,
2021,14,Fri,2020-12-11,21:00 (15:00),Saint-Étienne,1.4,0–0,0.6,Angers,,Stade Geoffroy-Guichard,Jérôme Miguelgorry,Match Report,
2021,14,Sat,2020-12-12,17:00 (11:00),Marseille,0.9,2–1,1.7,Monaco,,Orange Vélodrome,Benoît Millot,Match Report,
2021,14,Sat,2020-12-12,21:00 (15:00),Lens,1.8,2–3,1.5,Montpellier,,Stade Bollaert-Delelis,Jeremy Stinat,Match Report,
2021,14,Sun,2020-12-13,13:00 (07:00),Nice,1.4,0–1,1.4,Rennes,,Stade de Nice,Amaury Delerue,Match Report,
2021,14,Sun,2020-12-13,15:00 (09:00),Brest,2.5,2–1,0.7,Reims,,Stade Francis-Le Blé,Aurélien Petit,Match Report,
2021,14,Sun,2020-12-13,15:00 (09:00),Nantes,2.5,1–1,1.2,Dijon,,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,
2021,14,Sun,2020-12-13,15:00 (09:00),Lorient,2.9,3–0,0.4,Nîmes,,Stade Yves Allainmat - Le Moustoir,Karim Abed,Match Report,
2021,14,Sun,2020-12-13,15:00 (09:00),Strasbourg,1.3,2–2,1.7,Metz,,Stade de la Meinau,François Letexier,Match Report,
2021,14,Sun,2020-12-13,17:00 (11:00),Lille,1.3,2–1,0.6,Bordeaux,,Stade Pierre-Mauroy,Eric Wattellier,Match Report,
2021,14,Sun,2020-12-13,21:00 (15:00),Paris S-G,0.3,0–1,0.9,Lyon,,Parc des Princes,Benoît Bastien,Match Report,
2021,15,Wed,2020-12-16,19:00 (13:00),Dijon,0.2,0–2,1.1,Lille,,Stade Gaston Gérard,Hakim Ben El Hadj Salem,Match Report,
2021,15,Wed,2020-12-16,19:00 (13:00),Reims,1.6,3–2,1.5,Nantes,,Stade Auguste-Delaune II,Karim Abed,Match Report,
2021,15,Wed,2020-12-16,19:00 (13:00),Montpellier,0.9,0–2,1.4,Metz,,Stade de la Mosson,Jérémie Pignard,Match Report,
2021,15,Wed,2020-12-16,19:00 (13:00),Nîmes,0.9,0–2,2.0,Nice,,Stade des Costières,Ruddy Buquet,Match Report,
2021,15,Wed,2020-12-16,19:00 (13:00),Angers,0.3,0–2,0.6,Strasbourg,,Stade Raymond Kopa,Bastien Dechepy,Match Report,
2021,15,Wed,2020-12-16,21:00 (15:00),Monaco,0.9,0–3,1.2,Lens,,Stade Louis II.,Willy Delajod,Match Report,
2021,15,Wed,2020-12-16,21:00 (15:00),Bordeaux,0.9,1–2,2.0,Saint-Étienne,,Stade Matmut-Atlantique,Stéphanie Frappart,Match Report,
2021,15,Wed,2020-12-16,21:00 (15:00),Paris S-G,2.5,2–0,1.4,Lorient,,Parc des Princes,Johan Hamel,Match Report,
2021,15,Wed,2020-12-16,21:00 (15:00),Rennes,1.5,2–1,0.8,Marseille,,Roazhon Park,Clément Turpin,Match Report,
2021,15,Wed,2020-12-16,21:00 (15:00),Lyon,3.5,2–2,1.5,Brest,,Groupama Stadium,Jérôme Brisard,Match Report,
2021,16,Sat,2020-12-19,17:00 (11:00),Metz,1.0,2–0,1.1,Lens,,Stade Saint-Symphorien,Amaury Delerue,Match Report,
2021,16,Sat,2020-12-19,19:00 (13:00),Marseille,2.2,1–1,0.2,Reims,,Orange Vélodrome,Thomas Léonard,Match Report,
2021,16,Sat,2020-12-19,21:00 (15:00),Nice,0.9,1–4,3.5,Lyon,,Stade de Nice,Antony Gautier,Match Report,
2021,16,Sun,2020-12-20,13:00 (07:00),Brest,1.8,2–2,0.6,Montpellier,,Stade Francis-Le Blé,Benoît Millot,Match Report,
2021,16,Sun,2020-12-20,15:00 (09:00),Nantes,0.7,1–1,1.0,Angers,,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,Match Report,
2021,16,Sun,2020-12-20,15:00 (09:00),Strasbourg,0.8,0–2,0.6,Bordeaux,,Stade de la Meinau,Benoît Bastien,Match Report,
2021,16,Sun,2020-12-20,15:00 (09:00),Saint-Étienne,2.6,2–2,1.8,Nîmes,,Stade Geoffroy-Guichard,Mikael Lesage,Match Report,
2021,16,Sun,2020-12-20,15:00 (09:00),Dijon,1.1,0–1,1.3,Monaco,,Stade Gaston Gérard,Jeremy Stinat,Match Report,
2021,16,Sun,2020-12-20,17:00 (11:00),Lorient,1.3,0–3,1.3,Rennes,,Stade Yves Allainmat - Le Moustoir,Eric Wattellier,Match Report,
2021,16,Sun,2020-12-20,21:00 (15:00),Lille,0.6,0–0,0.8,Paris S-G,,Stade Pierre-Mauroy,François Letexier,Match Report,
2021,17,Wed,2020-12-23,19:00 (13:00),Nice,0.4,2–2,2.6,Lorient,,Stade de Nice,Aurélien Petit,Match Report,
2021,17,Wed,2020-12-23,19:00 (13:00),Rennes,1.0,1–0,1.1,Metz,,Roazhon Park,Florent Batta,Match Report,
2021,17,Wed,2020-12-23,19:00 (13:00),Bordeaux,1.2,1–3,1.4,Reims,,Stade Matmut-Atlantique,Jérôme Brisard,Match Report,
2021,17,Wed,2020-12-23,19:00 (13:00),Lens,2.1,2–1,1.4,Brest,,Stade Bollaert-Delelis,Bastien Dechepy,Match Report,
2021,17,Wed,2020-12-23,19:00 (13:00),Nîmes,0.9,1–3,1.3,Dijon,,Stade des Costières,Jérémie Pignard,Match Report,
2021,17,Wed,2020-12-23,21:00 (15:00),Montpellier,0.9,2–3,2.0,Lille,,Stade de la Mosson,Clément Turpin,Match Report,
2021,17,Wed,2020-12-23,21:00 (15:00),Monaco,0.8,2–2,1.9,Saint-Étienne,,Stade Louis II.,Johan Hamel,Match Report,
2021,17,Wed,2020-12-23,21:00 (15:00),Angers,1.0,2–1,1.3,Marseille,,Stade Raymond Kopa,Hakim Ben El Hadj Salem,Match Report,
2021,17,Wed,2020-12-23,21:00 (15:00),Lyon,3.6,3–0,2.0,Nantes,,Groupama Stadium,Ruddy Buquet,Match Report,
2021,17,Wed,2020-12-23,21:00 (15:00),Paris S-G,2.8,4–0,0.9,Strasbourg,,Parc des Princes,Jérôme Miguelgorry,Match Report,
2021,18,Wed,2021-01-06,19:00 (13:00),Lorient,0.7,2–5,2.2,Monaco,,Stade Yves Allainmat - Le Moustoir,Franck Schneider,Match Report,
2021,18,Wed,2021-01-06,19:00 (13:00),Strasbourg,4.4,5–0,1.0,Nîmes,,Stade de la Meinau,Benoît Millot,Match Report,
2021,18,Wed,2021-01-06,19:00 (13:00),Brest,1.6,2–0,1.4,Nice,,Stade Francis-Le Blé,Jeremy Stinat,Match Report,
2021,18,Wed,2021-01-06,19:00 (13:00),Nantes,1.0,0–0,0.7,Rennes,,Stade de la Beaujoire - Louis Fonteneau,Jérémie Pignard,Match Report,
2021,18,Wed,2021-01-06,19:00 (13:00),Metz,0.7,0–0,1.0,Bordeaux,,Stade Saint-Symphorien,Antony Gautier,Match Report,
2021,18,Wed,2021-01-06,21:00 (15:00),Lille,0.5,1–2,0.4,Angers,,Stade Pierre-Mauroy,Thomas Léonard,Match Report,
2021,18,Wed,2021-01-06,21:00 (15:00),Lyon,2.4,3–2,0.7,Lens,,Groupama Stadium,Eric Wattellier,Match Report,
2021,18,Wed,2021-01-06,21:00 (15:00),Saint-Étienne,1.2,1–1,1.6,Paris S-G,,Stade Geoffroy-Guichard,Karim Abed,Match Report,
2021,18,Wed,2021-01-06,21:00 (15:00),Reims,0.6,0–0,0.2,Dijon,,Stade Auguste-Delaune II,Amaury Delerue,Match Report,
2021,18,Wed,2021-01-06,21:00 (15:00),Marseille,2.6,3–1,1.1,Montpellier,,Orange Vélodrome,Stéphanie Frappart,Match Report,
2021,19,Sat,2021-01-09,21:00 (15:00),Rennes,1.4,2–2,1.1,Lyon,,Roazhon Park,Mikael Lesage,Match Report,
2021,19,Sat,2021-01-09,21:00 (15:00),Metz,1.3,1–1,1.5,Nice,,Stade Saint-Symphorien,Johan Hamel,Match Report,
2021,19,Sat,2021-01-09,21:00 (15:00),Reims,1.4,3–1,1.2,Saint-Étienne,,Stade Auguste-Delaune II,Florent Batta,Match Report,
2021,19,Sat,2021-01-09,21:00 (15:00),Monaco,2.5,3–0,0.5,Angers,,Stade Louis II.,Benoît Bastien,Match Report,
2021,19,Sat,2021-01-09,21:00 (15:00),Bordeaux,1.4,2–1,1.3,Lorient,,Stade Matmut-Atlantique,Willy Delajod,Match Report,
