439861,2016,primera+profesional+de+perú,2026,000000,São Paulo,5567,000099,César Vallejo
439870,2016,primera+profesional+de+perú,5567,000000,César Vallejo,2026,000099,São Paulo
441907,2016,primera+profesional+de+perú,2680,000000,Alianza Lima,18153,C60000,Comerciantes Unidos
441908,2016,primera+profesional+de+perú,5567,000000,César Vallejo,7548,000099,Deportivo Municipal Lima
441909,2016,primera+profesional+de+perú,10116,000000,Ayacucho FC,9446,C60000,Juan Aurich
441910,2016,primera+profesional+de+perú,2673,000000,Sporting Cristal,18154,C60000,La Bocana
441911,2016,primera+profesional+de+perú,11324,000000,Unión Comercio,7312,000099,Melgar
441912,2016,primera+profesional+de+perú,5267,000000,Alianza Atlético,11995,C60000,Real Garcilaso
441913,2016,primera+profesional+de+perú,3359,000000,San Martin,10318,C60000,Sport Huancayo
441914,2016,primera+profesional+de+perú,10122,000000,UTC,2685,000099,Universitario de Deportes
441915,2016,primera+profesional+de+perú,18153,000000,Comerciantes Unidos,5267,000099,Alianza Atlético
441916,2016,primera+profesional+de+perú,11995,000000,Real Garcilaso,2680,000099,Alianza Lima
441917,2016,primera+profesional+de+perú,10318,000000,Sport Huancayo,10116,C60000,Ayacucho FC
441918,2016,primera+profesional+de+perú,7312,000000,Melgar,5567,000099,César Vallejo
441919,2016,primera+profesional+de+perú,2685,000000,Universitario de Deportes,2673,000099,Sporting Cristal
441920,2016,primera+profesional+de+perú,9446,000000,Juan Aurich,10122,C60000,UTC
441921,2016,primera+profesional+de+perú,7548,000000,Deportivo Municipal Lima,11324,C60000,Unión Comercio
441922,2016,primera+profesional+de+perú,18154,000000,La Bocana,3359,000099,San Martin
441923,2016,primera+profesional+de+perú,10122,000000,UTC,10116,C60000,Ayacucho FC
441925,2016,primera+profesional+de+perú,5267,000000,Alianza Atlético,7548,000099,Deportivo Municipal Lima
441926,2016,primera+profesional+de+perú,2673,000000,Sporting Cristal,9446,C60000,Juan Aurich
441927,2016,primera+profesional+de+perú,5567,000000,César Vallejo,18154,C60000,La Bocana
441928,2016,primera+profesional+de+perú,2680,000000,Alianza Lima,7312,000099,Melgar
441929,2016,primera+profesional+de+perú,11324,000000,Unión Comercio,10318,C60000,Sport Huancayo
441930,2016,primera+profesional+de+perú,3359,000000,San Martin,2685,000099,Universitario de Deportes
441931,2016,primera+profesional+de+perú,7312,000000,Melgar,5267,000099,Alianza Atlético
441932,2016,primera+profesional+de+perú,10318,000000,Sport Huancayo,2680,000099,Alianza Lima
441933,2016,primera+profesional+de+perú,2685,000000,Universitario de Deportes,5567,000099,César Vallejo
441934,2016,primera+profesional+de+perú,7548,000000,Deportivo Municipal Lima,11995,C60000,Real Garcilaso
