199083,t398,"",0,0,0,0,0,0,0,-1,398,"",,
199083,t364,"",0,0,0,0,0,0,0,-1,364,"",,
199083,p12910,25,0,0,0,0,0,0,0,12910,364,G,,
199083,p11175,2,0,0,0,0,0,0,0,11175,364,D,,
199083,p7952,4,0,0,0,0,0,0,0,7952,364,D,,
199083,p7941,23,0,0,0,0,0,0,0,7941,364,D,,
199083,p7936,6,0,0,0,0,0,0,0,7936,364,M,,
199083,p7935,8,0,0,0,0,0,0,0,7935,364,M,,
199083,p36654,22,0,0,0,0,0,0,0,36654,364,M,,
199083,p8918,32,0,0,0,0,0,0,0,8918,364,M,,
199083,p14505,12,0,0,0,0,0,0,0,14505,364,D,,
199083,p7956,9,0,0,0,0,0,0,0,7956,364,F,,
199083,p8952,17,0,0,0,0,0,0,0,8952,364,F,,
199083,p9782,1,0,0,0,0,0,0,0,9782,364,G,,
199083,p41844,5,0,0,0,0,0,0,0,41844,364,D,,
199083,p33322,11,0,0,0,0,0,0,0,33322,364,M,,
199083,p5388,15,0,0,0,0,0,0,0,5388,364,F,,
199083,p8047,16,0,0,0,0,0,0,0,8047,364,M,,
199083,p5914,1,0,0,0,0,0,0,0,5914,398,G,,
199083,p7568,26,0,0,0,0,0,0,0,7568,398,D,,
199083,p7574,2,0,0,0,0,0,0,0,7574,398,D,,
199083,p4861,5,0,0,0,0,0,0,0,4861,398,D,,
199083,p7736,3,0,0,0,0,0,0,0,7736,398,D,,
199083,p5108,7,0,0,0,0,0,0,0,5108,398,M,,
199083,p4745,6,0,0,0,0,0,0,0,4745,398,M,,
199083,p4763,18,0,0,0,0,0,0,0,4763,398,M,,
199083,p5931,20,0,0,0,0,0,0,0,5931,398,D,,
199083,p159271,9,0,0,0,0,0,0,0,159271,398,F,,
199083,p8874,10,0,0,0,0,0,0,0,8874,398,F,,
199083,p7882,8,0,0,0,0,0,0,0,7882,398,F,,
199083,p10871,14,0,0,0,0,0,0,0,10871,398,D,,
199083,p7786,19,0,0,0,0,0,0,0,7786,398,M,,
199083,p10114,21,0,0,0,0,0,0,0,10114,398,D,,
199083,p38454,27,0,0,0,0,0,0,0,38454,398,F,,
199084,t359,"",0,0,0,0,0,0,0,-1,359,"",,
199084,t362,"",0,0,0,0,0,0,0,-1,362,"",,
