team,n,rank,w,d,l,gf,ga,gd,pts
Panionios,9038,4,1,1,4,4,10,-6,4
AEK Athens,9039,1,4,2,0,7,1,6,14
PAOK Salonik,9039,2,2,2,2,10,6,4,8
P'thinaikos,9039,3,2,1,3,6,10,-4,7
Panionios,9039,4,1,1,4,4,10,-6,4
AEK Athens,9040,1,4,2,0,7,1,6,14
PAOK Salonik,9040,2,3,2,1,10,4,6,11
P'thinaikos,9040,3,1,1,4,4,10,-6,4
Panionios,9040,3,1,1,4,4,10,-6,4
AEK Athens,9041,1,4,2,0,7,1,6,14
PAOK Salonik,9041,2,3,2,1,10,4,6,11
P'thinaikos,9041,3,1,1,4,4,10,-6,4
Panionios,9041,3,1,1,4,4,10,-6,4
AEK Athens,9042,1,4,2,0,7,1,6,14
PAOK Salonik,9042,2,2,2,2,12,8,4,8
P'thinaikos,9042,3,2,1,3,8,12,-4,7
Panionios,9042,4,1,1,4,4,10,-6,4
AEK Athens,9043,1,4,2,0,7,1,6,14
PAOK Salonik,9043,2,2,2,2,9,6,3,8
P'thinaikos,9043,3,2,1,3,6,9,-3,7
Panionios,9043,4,1,1,4,4,10,-6,4
AEK Athens,9044,1,4,2,0,7,1,6,14
PAOK Salonik,9044,2,3,2,1,10,4,6,11
P'thinaikos,9044,3,1,1,4,4,10,-6,4
Panionios,9044,3,1,1,4,4,10,-6,4
AEK Athens,9045,1,4,2,0,7,1,6,14
PAOK Salonik,9045,2,3,2,1,10,4,6,11
P'thinaikos,9045,3,1,1,4,4,10,-6,4
Panionios,9045,3,1,1,4,4,10,-6,4
AEK Athens,9046,1,4,2,0,7,1,6,14
PAOK Salonik,9046,2,2,3,1,10,5,5,9
P'thinaikos,9046,3,1,2,3,5,10,-5,5
Panionios,9046,4,1,1,4,4,10,-6,4
AEK Athens,9047,1,4,2,0,7,1,6,14
PAOK Salonik,9047,2,2,3,1,9,4,5,9
P'thinaikos,9047,3,1,2,3,4,9,-5,5
Panionios,9047,4,1,1,4,4,10,-6,4
AEK Athens,9048,1,4,2,0,7,1,6,14
PAOK Salonik,9048,2,2,2,2,10,6,4,8
P'thinaikos,9048,3,2,1,3,6,10,-4,7
Panionios,9048,4,1,1,4,4,10,-6,4
AEK Athens,9049,1,4,2,0,7,1,6,14
PAOK Salonik,9049,2,3,2,1,10,4,6,11
P'thinaikos,9049,3,1,1,4,4,10,-6,4
Panionios,9049,3,1,1,4,4,10,-6,4
AEK Athens,9050,1,4,2,0,7,1,6,14
PAOK Salonik,9050,2,2,2,2,10,6,4,8
P'thinaikos,9050,3,2,1,3,6,10,-4,7
Panionios,9050,4,1,1,4,4,10,-6,4
AEK Athens,9051,1,4,2,0,7,1,6,14
PAOK Salonik,9051,2,3,2,1,10,4,6,11
P'thinaikos,9051,3,1,1,4,4,10,-6,4
Panionios,9051,3,1,1,4,4,10,-6,4
AEK Athens,9052,1,4,2,0,7,1,6,14
PAOK Salonik,9052,2,2,2,2,10,6,4,8
P'thinaikos,9052,3,2,1,3,6,10,-4,7
Panionios,9052,4,1,1,4,4,10,-6,4
AEK Athens,9053,1,4,2,0,7,1,6,14
PAOK Salonik,9053,2,3,2,1,11,4,7,11
Panionios,9053,3,1,1,4,4,10,-6,4
P'thinaikos,9053,4,1,1,4,4,11,-7,4
AEK Athens,9054,1,4,2,0,7,1,6,14
PAOK Salonik,9054,2,2,3,1,11,6,5,9
P'thinaikos,9054,3,1,2,3,6,11,-5,5
Panionios,9054,4,1,1,4,4,10,-6,4
AEK Athens,9055,1,4,2,0,7,1,6,14
PAOK Salonik,9055,2,3,2,1,10,4,6,11
P'thinaikos,9055,3,1,1,4,4,10,-6,4
Panionios,9055,3,1,1,4,4,10,-6,4
AEK Athens,9056,1,4,2,0,7,1,6,14
PAOK Salonik,9056,2,2,2,2,9,6,3,8
P'thinaikos,9056,3,2,1,3,6,9,-3,7
Panionios,9056,4,1,1,4,4,10,-6,4
AEK Athens,9057,1,4,2,0,7,1,6,14
PAOK Salonik,9057,2,3,2,1,11,4,7,11
Panionios,9057,3,1,1,4,4,10,-6,4
P'thinaikos,9057,4,1,1,4,4,11,-7,4
AEK Athens,9058,1,4,2,0,7,1,6,14
PAOK Salonik,9058,2,2,2,2,9,6,3,8
P'thinaikos,9058,3,2,1,3,6,9,-3,7
Panionios,9058,4,1,1,4,4,10,-6,4
AEK Athens,9059,1,4,2,0,7,1,6,14
PAOK Salonik,9059,2,2,2,2,9,5,4,8
P'thinaikos,9059,3,2,1,3,5,9,-4,7
Panionios,9059,4,1,1,4,4,10,-6,4
AEK Athens,9060,1,4,2,0,7,1,6,14
PAOK Salonik,9060,2,3,2,1,10,4,6,11
P'thinaikos,9060,3,1,1,4,4,10,-6,4
Panionios,9060,3,1,1,4,4,10,-6,4
AEK Athens,9061,1,4,2,0,7,1,6,14
PAOK Salonik,9061,2,2,3,1,10,5,5,9
P'thinaikos,9061,3,1,2,3,5,10,-5,5
Panionios,9061,4,1,1,4,4,10,-6,4
AEK Athens,9062,1,4,2,0,7,1,6,14
PAOK Salonik,9062,2,2,2,2,10,6,4,8
P'thinaikos,9062,3,2,1,3,6,10,-4,7
Panionios,9062,4,1,1,4,4,10,-6,4
AEK Athens,9063,1,4,2,0,7,1,6,14
PAOK Salonik,9063,2,3,2,1,10,4,6,11
P'thinaikos,9063,3,1,1,4,4,10,-6,4
Panionios,9063,3,1,1,4,4,10,-6,4
AEK Athens,9064,1,4,2,0,7,1,6,14
PAOK Salonik,9064,2,2,2,2,10,6,4,8
P'thinaikos,9064,3,2,1,3,6,10,-4,7
Panionios,9064,4,1,1,4,4,10,-6,4
AEK Athens,9065,1,4,2,0,7,1,6,14
PAOK Salonik,9065,2,3,2,1,15,6,9,11
Panionios,9065,3,1,1,4,4,10,-6,4
P'thinaikos,9065,4,1,1,4,6,15,-9,4
AEK Athens,9066,1,4,2,0,7,1,6,14
PAOK Salonik,9066,2,2,3,1,10,5,5,9
P'thinaikos,9066,3,1,2,3,5,10,-5,5
Panionios,9066,4,1,1,4,4,10,-6,4
AEK Athens,9067,1,4,2,0,7,1,6,14
PAOK Salonik,9067,2,2,2,2,9,7,2,8
P'thinaikos,9067,3,2,1,3,7,9,-2,7
Panionios,9067,4,1,1,4,4,10,-6,4
AEK Athens,9068,1,4,2,0,7,1,6,14
PAOK Salonik,9068,2,2,2,2,9,5,4,8
P'thinaikos,9068,3,2,1,3,5,9,-4,7
Panionios,9068,4,1,1,4,4,10,-6,4
AEK Athens,9069,1,4,2,0,7,1,6,14
PAOK Salonik,9069,2,2,2,2,9,7,2,8
P'thinaikos,9069,3,2,1,3,7,9,-2,7
Panionios,9069,4,1,1,4,4,10,-6,4
AEK Athens,9070,1,4,2,0,7,1,6,14
PAOK Salonik,9070,2,2,3,1,10,5,5,9
P'thinaikos,9070,3,1,2,3,5,10,-5,5
Panionios,9070,4,1,1,4,4,10,-6,4
AEK Athens,9071,1,4,2,0,7,1,6,14
PAOK Salonik,9071,2,2,2,2,9,5,4,8
P'thinaikos,9071,3,2,1,3,5,9,-4,7
Panionios,9071,4,1,1,4,4,10,-6,4
AEK Athens,9072,1,4,2,0,7,1,6,14
PAOK Salonik,9072,2,2,2,2,9,6,3,8
P'thinaikos,9072,3,2,1,3,6,9,-3,7
Panionios,9072,4,1,1,4,4,10,-6,4
AEK Athens,9073,1,4,2,0,7,1,6,14
PAOK Salonik,9073,2,3,2,1,11,5,6,11
P'thinaikos,9073,3,1,1,4,5,11,-6,4
Panionios,9073,4,1,1,4,4,10,-6,4
AEK Athens,9074,1,4,2,0,7,1,6,14
PAOK Salonik,9074,2,3,2,1,10,4,6,11
P'thinaikos,9074,3,1,1,4,4,10,-6,4
Panionios,9074,3,1,1,4,4,10,-6,4
AEK Athens,9075,1,4,2,0,7,1,6,14
PAOK Salonik,9075,2,2,3,1,10,5,5,9
P'thinaikos,9075,3,1,2,3,5,10,-5,5
Panionios,9075,4,1,1,4,4,10,-6,4
AEK Athens,9076,1,4,2,0,7,1,6,14
PAOK Salonik,9076,2,2,2,2,9,5,4,8
P'thinaikos,9076,3,2,1,3,5,9,-4,7
Panionios,9076,4,1,1,4,4,10,-6,4
AEK Athens,9077,1,4,2,0,7,1,6,14
PAOK Salonik,9077,2,2,2,2,9,8,1,8
P'thinaikos,9077,3,2,1,3,8,9,-1,7
Panionios,9077,4,1,1,4,4,10,-6,4
AEK Athens,9078,1,4,2,0,7,1,6,14
PAOK Salonik,9078,2,2,3,1,11,6,5,9
P'thinaikos,9078,3,1,2,3,6,11,-5,5
Panionios,9078,4,1,1,4,4,10,-6,4
AEK Athens,9079,1,4,2,0,7,1,6,14
PAOK Salonik,9079,2,2,2,2,9,6,3,8
P'thinaikos,9079,3,2,1,3,6,9,-3,7
Panionios,9079,4,1,1,4,4,10,-6,4
AEK Athens,9080,1,4,2,0,7,1,6,14
PAOK Salonik,9080,2,2,2,2,9,5,4,8
P'thinaikos,9080,3,2,1,3,5,9,-4,7
Panionios,9080,4,1,1,4,4,10,-6,4
AEK Athens,9081,1,4,2,0,7,1,6,14
PAOK Salonik,9081,2,3,2,1,10,4,6,11
P'thinaikos,9081,3,1,1,4,4,10,-6,4
Panionios,9081,3,1,1,4,4,10,-6,4
AEK Athens,9082,1,4,2,0,7,1,6,14
PAOK Salonik,9082,2,3,2,1,11,4,7,11
Panionios,9082,3,1,1,4,4,10,-6,4
P'thinaikos,9082,4,1,1,4,4,11,-7,4
AEK Athens,9083,1,4,2,0,7,1,6,14
PAOK Salonik,9083,2,2,2,2,10,8,2,8
P'thinaikos,9083,3,2,1,3,8,10,-2,7
Panionios,9083,4,1,1,4,4,10,-6,4
AEK Athens,9084,1,4,2,0,7,1,6,14
PAOK Salonik,9084,2,2,2,2,10,7,3,8
P'thinaikos,9084,3,2,1,3,7,10,-3,7
Panionios,9084,4,1,1,4,4,10,-6,4
AEK Athens,9085,1,4,2,0,7,1,6,14
PAOK Salonik,9085,2,2,2,2,9,5,4,8
P'thinaikos,9085,3,2,1,3,5,9,-4,7
Panionios,9085,4,1,1,4,4,10,-6,4
AEK Athens,9086,1,4,2,0,7,1,6,14
PAOK Salonik,9086,2,2,2,2,10,6,4,8
P'thinaikos,9086,3,2,1,3,6,10,-4,7
Panionios,9086,4,1,1,4,4,10,-6,4
AEK Athens,9087,1,4,2,0,7,1,6,14
PAOK Salonik,9087,2,3,2,1,11,4,7,11
Panionios,9087,3,1,1,4,4,10,-6,4
P'thinaikos,9087,4,1,1,4,4,11,-7,4
AEK Athens,9088,1,4,2,0,7,1,6,14
PAOK Salonik,9088,2,3,2,1,13,6,7,11
Panionios,9088,3,1,1,4,4,10,-6,4
P'thinaikos,9088,4,1,1,4,6,13,-7,4
AEK Athens,9089,1,4,2,0,7,1,6,14
PAOK Salonik,9089,2,2,2,2,9,5,4,8
P'thinaikos,9089,3,2,1,3,5,9,-4,7
Panionios,9089,4,1,1,4,4,10,-6,4
AEK Athens,9090,1,4,2,0,7,1,6,14
PAOK Salonik,9090,2,2,3,1,11,6,5,9
P'thinaikos,9090,3,1,2,3,6,11,-5,5
Panionios,9090,4,1,1,4,4,10,-6,4
AEK Athens,9091,1,4,2,0,7,1,6,14
PAOK Salonik,9091,2,2,2,2,9,6,3,8
P'thinaikos,9091,3,2,1,3,6,9,-3,7
Panionios,9091,4,1,1,4,4,10,-6,4
AEK Athens,9092,1,4,2,0,7,1,6,14
PAOK Salonik,9092,2,2,2,2,10,6,4,8
P'thinaikos,9092,3,2,1,3,6,10,-4,7
Panionios,9092,4,1,1,4,4,10,-6,4
AEK Athens,9093,1,4,2,0,7,1,6,14
PAOK Salonik,9093,2,2,2,2,9,5,4,8
P'thinaikos,9093,3,2,1,3,5,9,-4,7
Panionios,9093,4,1,1,4,4,10,-6,4
AEK Athens,9094,1,4,2,0,7,1,6,14
PAOK Salonik,9094,2,3,2,1,12,4,8,11
Panionios,9094,3,1,1,4,4,10,-6,4
P'thinaikos,9094,4,1,1,4,4,12,-8,4
AEK Athens,9095,1,4,2,0,7,1,6,14
PAOK Salonik,9095,2,3,2,1,11,5,6,11
P'thinaikos,9095,3,1,1,4,5,11,-6,4
Panionios,9095,4,1,1,4,4,10,-6,4
AEK Athens,9096,1,4,2,0,7,1,6,14
PAOK Salonik,9096,2,2,3,1,10,5,5,9
P'thinaikos,9096,3,1,2,3,5,10,-5,5
Panionios,9096,4,1,1,4,4,10,-6,4
AEK Athens,9097,1,4,2,0,7,1,6,14
PAOK Salonik,9097,2,2,3,1,11,6,5,9
P'thinaikos,9097,3,1,2,3,6,11,-5,5
Panionios,9097,4,1,1,4,4,10,-6,4
AEK Athens,9098,1,4,2,0,7,1,6,14
PAOK Salonik,9098,2,3,2,1,10,4,6,11
P'thinaikos,9098,3,1,1,4,4,10,-6,4
Panionios,9098,3,1,1,4,4,10,-6,4
AEK Athens,9099,1,4,2,0,7,1,6,14
PAOK Salonik,9099,2,3,2,1,12,4,8,11
Panionios,9099,3,1,1,4,4,10,-6,4
P'thinaikos,9099,4,1,1,4,4,12,-8,4
AEK Athens,9100,1,4,2,0,7,1,6,14
PAOK Salonik,9100,2,2,2,2,9,6,3,8
P'thinaikos,9100,3,2,1,3,6,9,-3,7
Panionios,9100,4,1,1,4,4,10,-6,4
AEK Athens,9101,1,4,2,0,7,1,6,14
PAOK Salonik,9101,2,2,2,2,10,7,3,8
P'thinaikos,9101,3,2,1,3,7,10,-3,7
Panionios,9101,4,1,1,4,4,10,-6,4
AEK Athens,9102,1,4,2,0,7,1,6,14
PAOK Salonik,9102,2,3,2,1,11,4,7,11
Panionios,9102,3,1,1,4,4,10,-6,4
P'thinaikos,9102,4,1,1,4,4,11,-7,4
AEK Athens,9103,1,4,2,0,7,1,6,14
PAOK Salonik,9103,2,2,2,2,10,6,4,8
P'thinaikos,9103,3,2,1,3,6,10,-4,7
Panionios,9103,4,1,1,4,4,10,-6,4
AEK Athens,9104,1,4,2,0,7,1,6,14
PAOK Salonik,9104,2,2,2,2,10,6,4,8
P'thinaikos,9104,3,2,1,3,6,10,-4,7
Panionios,9104,4,1,1,4,4,10,-6,4
AEK Athens,9105,1,4,2,0,7,1,6,14
PAOK Salonik,9105,2,3,2,1,13,4,9,11
Panionios,9105,3,1,1,4,4,10,-6,4
P'thinaikos,9105,4,1,1,4,4,13,-9,4
AEK Athens,9106,1,4,2,0,7,1,6,14
PAOK Salonik,9106,2,2,2,2,9,6,3,8
P'thinaikos,9106,3,2,1,3,6,9,-3,7
Panionios,9106,4,1,1,4,4,10,-6,4
AEK Athens,9107,1,4,2,0,7,1,6,14
PAOK Salonik,9107,2,3,2,1,13,4,9,11
Panionios,9107,3,1,1,4,4,10,-6,4
P'thinaikos,9107,4,1,1,4,4,13,-9,4
AEK Athens,9108,1,4,2,0,7,1,6,14
PAOK Salonik,9108,2,2,3,1,9,4,5,9
P'thinaikos,9108,3,1,2,3,4,9,-5,5
Panionios,9108,4,1,1,4,4,10,-6,4
AEK Athens,9109,1,4,2,0,7,1,6,14
PAOK Salonik,9109,2,2,2,2,10,8,2,8
P'thinaikos,9109,3,2,1,3,8,10,-2,7
Panionios,9109,4,1,1,4,4,10,-6,4
AEK Athens,9110,1,4,2,0,7,1,6,14
PAOK Salonik,9110,2,2,2,2,9,6,3,8
P'thinaikos,9110,3,2,1,3,6,9,-3,7
Panionios,9110,4,1,1,4,4,10,-6,4
AEK Athens,9111,1,4,2,0,7,1,6,14
PAOK Salonik,9111,2,2,3,1,9,4,5,9
P'thinaikos,9111,3,1,2,3,4,9,-5,5
Panionios,9111,4,1,1,4,4,10,-6,4
AEK Athens,9112,1,4,2,0,7,1,6,14
PAOK Salonik,9112,2,3,2,1,10,4,6,11
P'thinaikos,9112,3,1,1,4,4,10,-6,4
Panionios,9112,3,1,1,4,4,10,-6,4
AEK Athens,9113,1,4,2,0,7,1,6,14
PAOK Salonik,9113,2,3,2,1,13,5,8,11
Panionios,9113,3,1,1,4,4,10,-6,4
P'thinaikos,9113,4,1,1,4,5,13,-8,4
AEK Athens,9114,1,4,2,0,7,1,6,14
PAOK Salonik,9114,2,3,2,1,12,4,8,11
Panionios,9114,3,1,1,4,4,10,-6,4
P'thinaikos,9114,4,1,1,4,4,12,-8,4
AEK Athens,9115,1,4,2,0,7,1,6,14
PAOK Salonik,9115,2,3,2,1,13,4,9,11
Panionios,9115,3,1,1,4,4,10,-6,4
P'thinaikos,9115,4,1,1,4,4,13,-9,4
AEK Athens,9116,1,4,2,0,7,1,6,14
PAOK Salonik,9116,2,2,2,2,10,7,3,8
P'thinaikos,9116,3,2,1,3,7,10,-3,7
Panionios,9116,4,1,1,4,4,10,-6,4
AEK Athens,9117,1,4,2,0,7,1,6,14
PAOK Salonik,9117,2,2,3,1,11,6,5,9
P'thinaikos,9117,3,1,2,3,6,11,-5,5
Panionios,9117,4,1,1,4,4,10,-6,4
AEK Athens,9118,1,4,2,0,7,1,6,14
PAOK Salonik,9118,2,2,2,2,10,7,3,8
P'thinaikos,9118,3,2,1,3,7,10,-3,7
Panionios,9118,4,1,1,4,4,10,-6,4
AEK Athens,9119,1,4,2,0,7,1,6,14
PAOK Salonik,9119,2,2,2,2,10,6,4,8
P'thinaikos,9119,3,2,1,3,6,10,-4,7
Panionios,9119,4,1,1,4,4,10,-6,4
AEK Athens,9120,1,4,2,0,7,1,6,14
PAOK Salonik,9120,2,2,3,1,10,5,5,9
P'thinaikos,9120,3,1,2,3,5,10,-5,5
Panionios,9120,4,1,1,4,4,10,-6,4
AEK Athens,9121,1,4,2,0,7,1,6,14
PAOK Salonik,9121,2,3,2,1,10,4,6,11
P'thinaikos,9121,3,1,1,4,4,10,-6,4
Panionios,9121,3,1,1,4,4,10,-6,4
AEK Athens,9122,1,4,2,0,7,1,6,14
PAOK Salonik,9122,2,2,2,2,11,7,4,8
P'thinaikos,9122,3,2,1,3,7,11,-4,7
Panionios,9122,4,1,1,4,4,10,-6,4
AEK Athens,9123,1,4,2,0,7,1,6,14
PAOK Salonik,9123,2,2,2,2,9,5,4,8
P'thinaikos,9123,3,2,1,3,5,9,-4,7
Panionios,9123,4,1,1,4,4,10,-6,4
AEK Athens,9124,1,4,2,0,7,1,6,14
PAOK Salonik,9124,2,2,3,1,10,5,5,9
P'thinaikos,9124,3,1,2,3,5,10,-5,5
Panionios,9124,4,1,1,4,4,10,-6,4
AEK Athens,9125,1,4,2,0,7,1,6,14
PAOK Salonik,9125,2,2,2,2,10,6,4,8
P'thinaikos,9125,3,2,1,3,6,10,-4,7
Panionios,9125,4,1,1,4,4,10,-6,4
AEK Athens,9126,1,4,2,0,7,1,6,14
PAOK Salonik,9126,2,3,2,1,11,5,6,11
P'thinaikos,9126,3,1,1,4,5,11,-6,4
Panionios,9126,4,1,1,4,4,10,-6,4
AEK Athens,9127,1,4,2,0,7,1,6,14
PAOK Salonik,9127,2,2,2,2,10,6,4,8
P'thinaikos,9127,3,2,1,3,6,10,-4,7
Panionios,9127,4,1,1,4,4,10,-6,4
AEK Athens,9128,1,4,2,0,7,1,6,14
PAOK Salonik,9128,2,3,2,1,11,4,7,11
Panionios,9128,3,1,1,4,4,10,-6,4
P'thinaikos,9128,4,1,1,4,4,11,-7,4
AEK Athens,9129,1,4,2,0,7,1,6,14
PAOK Salonik,9129,2,2,2,2,10,6,4,8
P'thinaikos,9129,3,2,1,3,6,10,-4,7
Panionios,9129,4,1,1,4,4,10,-6,4
AEK Athens,9130,1,4,2,0,7,1,6,14
PAOK Salonik,9130,2,3,2,1,11,5,6,11
P'thinaikos,9130,3,1,1,4,5,11,-6,4
Panionios,9130,4,1,1,4,4,10,-6,4
AEK Athens,9131,1,4,2,0,7,1,6,14
PAOK Salonik,9131,2,3,2,1,10,4,6,11
P'thinaikos,9131,3,1,1,4,4,10,-6,4
Panionios,9131,3,1,1,4,4,10,-6,4
AEK Athens,9132,1,4,2,0,7,1,6,14
PAOK Salonik,9132,2,2,3,1,9,4,5,9
P'thinaikos,9132,3,1,2,3,4,9,-5,5
Panionios,9132,4,1,1,4,4,10,-6,4
AEK Athens,9133,1,4,2,0,7,1,6,14
PAOK Salonik,9133,2,3,2,1,12,4,8,11
Panionios,9133,3,1,1,4,4,10,-6,4
P'thinaikos,9133,4,1,1,4,4,12,-8,4
AEK Athens,9134,1,4,2,0,7,1,6,14
PAOK Salonik,9134,2,2,2,2,10,6,4,8
P'thinaikos,9134,3,2,1,3,6,10,-4,7
Panionios,9134,4,1,1,4,4,10,-6,4
AEK Athens,9135,1,4,2,0,7,1,6,14
PAOK Salonik,9135,2,2,2,2,9,6,3,8
P'thinaikos,9135,3,2,1,3,6,9,-3,7
Panionios,9135,4,1,1,4,4,10,-6,4
AEK Athens,9136,1,4,2,0,7,1,6,14
PAOK Salonik,9136,2,3,2,1,13,4,9,11
Panionios,9136,3,1,1,4,4,10,-6,4
P'thinaikos,9136,4,1,1,4,4,13,-9,4
AEK Athens,9137,1,4,2,0,7,1,6,14
PAOK Salonik,9137,2,2,2,2,9,5,4,8
P'thinaikos,9137,3,2,1,3,5,9,-4,7
Panionios,9137,4,1,1,4,4,10,-6,4
AEK Athens,9138,1,4,2,0,7,1,6,14
PAOK Salonik,9138,2,2,3,1,10,5,5,9
P'thinaikos,9138,3,1,2,3,5,10,-5,5
Panionios,9138,4,1,1,4,4,10,-6,4
AEK Athens,9139,1,4,2,0,7,1,6,14
PAOK Salonik,9139,2,3,2,1,11,4,7,11
Panionios,9139,3,1,1,4,4,10,-6,4
P'thinaikos,9139,4,1,1,4,4,11,-7,4
AEK Athens,9140,1,4,2,0,7,1,6,14
PAOK Salonik,9140,2,2,2,2,9,5,4,8
P'thinaikos,9140,3,2,1,3,5,9,-4,7
Panionios,9140,4,1,1,4,4,10,-6,4
AEK Athens,9141,1,4,2,0,7,1,6,14
PAOK Salonik,9141,2,2,3,1,11,6,5,9
P'thinaikos,9141,3,1,2,3,6,11,-5,5
Panionios,9141,4,1,1,4,4,10,-6,4
AEK Athens,9142,1,4,2,0,7,1,6,14
PAOK Salonik,9142,2,3,2,1,11,5,6,11
P'thinaikos,9142,3,1,1,4,5,11,-6,4
Panionios,9142,4,1,1,4,4,10,-6,4
AEK Athens,9143,1,4,2,0,7,1,6,14
PAOK Salonik,9143,2,2,3,1,11,6,5,9
P'thinaikos,9143,3,1,2,3,6,11,-5,5
Panionios,9143,4,1,1,4,4,10,-6,4
AEK Athens,9144,1,4,2,0,7,1,6,14
PAOK Salonik,9144,2,2,3,1,10,5,5,9
P'thinaikos,9144,3,1,2,3,5,10,-5,5
Panionios,9144,4,1,1,4,4,10,-6,4
AEK Athens,9145,1,4,2,0,7,1,6,14
PAOK Salonik,9145,2,2,3,1,9,4,5,9
P'thinaikos,9145,3,1,2,3,4,9,-5,5
Panionios,9145,4,1,1,4,4,10,-6,4
AEK Athens,9146,1,4,2,0,7,1,6,14
PAOK Salonik,9146,2,2,2,2,10,6,4,8
P'thinaikos,9146,3,2,1,3,6,10,-4,7
Panionios,9146,4,1,1,4,4,10,-6,4
AEK Athens,9147,1,4,2,0,7,1,6,14
PAOK Salonik,9147,2,2,2,2,9,5,4,8
P'thinaikos,9147,3,2,1,3,5,9,-4,7
Panionios,9147,4,1,1,4,4,10,-6,4
AEK Athens,9148,1,4,2,0,7,1,6,14
PAOK Salonik,9148,2,2,3,1,10,5,5,9
P'thinaikos,9148,3,1,2,3,5,10,-5,5
Panionios,9148,4,1,1,4,4,10,-6,4
AEK Athens,9149,1,4,2,0,7,1,6,14
PAOK Salonik,9149,2,2,2,2,10,9,1,8
P'thinaikos,9149,3,2,1,3,9,10,-1,7
Panionios,9149,4,1,1,4,4,10,-6,4
AEK Athens,9150,1,4,2,0,7,1,6,14
PAOK Salonik,9150,2,2,2,2,9,6,3,8
P'thinaikos,9150,3,2,1,3,6,9,-3,7
Panionios,9150,4,1,1,4,4,10,-6,4
AEK Athens,9151,1,4,2,0,7,1,6,14
PAOK Salonik,9151,2,2,2,2,10,6,4,8
P'thinaikos,9151,3,2,1,3,6,10,-4,7
Panionios,9151,4,1,1,4,4,10,-6,4
AEK Athens,9152,1,4,2,0,7,1,6,14
PAOK Salonik,9152,2,3,2,1,11,5,6,11
P'thinaikos,9152,3,1,1,4,5,11,-6,4
Panionios,9152,4,1,1,4,4,10,-6,4
AEK Athens,9153,1,4,2,0,7,1,6,14
PAOK Salonik,9153,2,2,2,2,10,7,3,8
P'thinaikos,9153,3,2,1,3,7,10,-3,7
Panionios,9153,4,1,1,4,4,10,-6,4
AEK Athens,9154,1,4,2,0,7,1,6,14
PAOK Salonik,9154,2,2,3,1,10,5,5,9
P'thinaikos,9154,3,1,2,3,5,10,-5,5
Panionios,9154,4,1,1,4,4,10,-6,4
AEK Athens,9155,1,4,2,0,7,1,6,14
PAOK Salonik,9155,2,2,2,2,10,7,3,8
P'thinaikos,9155,3,2,1,3,7,10,-3,7
Panionios,9155,4,1,1,4,4,10,-6,4
AEK Athens,9156,1,4,2,0,7,1,6,14
PAOK Salonik,9156,2,2,2,2,9,6,3,8
P'thinaikos,9156,3,2,1,3,6,9,-3,7
Panionios,9156,4,1,1,4,4,10,-6,4
AEK Athens,9157,1,4,2,0,7,1,6,14
PAOK Salonik,9157,2,3,2,1,14,5,9,11
Panionios,9157,3,1,1,4,4,10,-6,4
P'thinaikos,9157,4,1,1,4,5,14,-9,4
AEK Athens,9158,1,4,2,0,7,1,6,14
PAOK Salonik,9158,2,3,2,1,11,5,6,11
P'thinaikos,9158,3,1,1,4,5,11,-6,4
Panionios,9158,4,1,1,4,4,10,-6,4
AEK Athens,9159,1,4,2,0,7,1,6,14
PAOK Salonik,9159,2,2,3,1,10,5,5,9
P'thinaikos,9159,3,1,2,3,5,10,-5,5
Panionios,9159,4,1,1,4,4,10,-6,4
AEK Athens,9160,1,4,2,0,7,1,6,14
PAOK Salonik,9160,2,2,2,2,9,6,3,8
P'thinaikos,9160,3,2,1,3,6,9,-3,7
Panionios,9160,4,1,1,4,4,10,-6,4
AEK Athens,9161,1,4,2,0,7,1,6,14
PAOK Salonik,9161,2,2,2,2,9,5,4,8
P'thinaikos,9161,3,2,1,3,5,9,-4,7
Panionios,9161,4,1,1,4,4,10,-6,4
AEK Athens,9162,1,4,2,0,7,1,6,14
PAOK Salonik,9162,2,2,3,1,10,5,5,9
P'thinaikos,9162,3,1,2,3,5,10,-5,5
Panionios,9162,4,1,1,4,4,10,-6,4
AEK Athens,9163,1,4,2,0,7,1,6,14
PAOK Salonik,9163,2,3,2,1,11,5,6,11
P'thinaikos,9163,3,1,1,4,5,11,-6,4
Panionios,9163,4,1,1,4,4,10,-6,4
AEK Athens,9164,1,4,2,0,7,1,6,14
PAOK Salonik,9164,2,2,2,2,11,8,3,8
P'thinaikos,9164,3,2,1,3,8,11,-3,7
Panionios,9164,4,1,1,4,4,10,-6,4
AEK Athens,9165,1,4,2,0,7,1,6,14
PAOK Salonik,9165,2,3,2,1,11,5,6,11
P'thinaikos,9165,3,1,1,4,5,11,-6,4
Panionios,9165,4,1,1,4,4,10,-6,4
AEK Athens,9166,1,4,2,0,7,1,6,14
PAOK Salonik,9166,2,3,2,1,11,4,7,11
Panionios,9166,3,1,1,4,4,10,-6,4
P'thinaikos,9166,4,1,1,4,4,11,-7,4
AEK Athens,9167,1,4,2,0,7,1,6,14
PAOK Salonik,9167,2,2,2,2,11,8,3,8
P'thinaikos,9167,3,2,1,3,8,11,-3,7
Panionios,9167,4,1,1,4,4,10,-6,4
AEK Athens,9168,1,4,2,0,7,1,6,14
PAOK Salonik,9168,2,2,2,2,10,6,4,8
P'thinaikos,9168,3,2,1,3,6,10,-4,7
Panionios,9168,4,1,1,4,4,10,-6,4
AEK Athens,9169,1,4,2,0,7,1,6,14
