team,n,rank,w,d,l,gf,ga,gd,pts
Dundee Utd,6293,3,17,7,12,51,44,7,58
Inverness CT,6293,4,16,9,11,52,38,14,57
Dunfermline,6293,5,15,11,10,56,36,20,56
Morton,6293,6,13,11,12,48,39,9,50
Queen of S't,6293,7,13,11,12,55,53,2,50
Falkirk,6293,8,12,11,13,48,49,-1,47
Dumbarton,6293,9,8,9,19,28,59,-31,33
Brechin,6293,10,0,5,31,20,86,-66,5
St Mirren,6294,1,23,5,8,65,38,27,74
Livingston,6294,2,17,12,7,58,37,21,63
Dunfermline,6294,3,16,11,9,58,35,23,59
Dundee Utd,6294,4,17,8,11,52,44,8,59
Inverness CT,6294,5,15,10,11,51,38,13,55
Queen of S't,6294,6,14,10,12,56,53,3,52
Morton,6294,7,13,12,11,48,38,10,51
Falkirk,6294,8,12,11,13,47,51,-4,47
Dumbarton,6294,9,7,9,20,27,61,-34,30
Brechin,6294,10,0,4,32,20,87,-67,4
St Mirren,6295,1,24,5,7,65,35,30,77
Livingston,6295,2,17,12,7,58,37,21,63
Dunfermline,6295,3,16,11,9,58,36,22,59
Dundee Utd,6295,4,17,8,11,52,44,8,59
Inverness CT,6295,5,15,10,11,51,38,13,55
Morton,6295,6,13,12,11,48,38,10,51
Queen of S't,6295,7,13,11,12,55,53,2,50
Falkirk,6295,8,11,11,14,44,51,-7,44
Dumbarton,6295,9,7,9,20,28,61,-33,30
Brechin,6295,10,0,5,31,20,86,-66,5
St Mirren,6296,1,23,5,8,63,36,27,74
Livingston,6296,2,18,11,7,58,36,22,65
Dundee Utd,6296,3,17,7,12,51,44,7,58
Dunfermline,6296,4,15,12,9,57,36,21,57
Inverness CT,6296,5,15,10,11,51,38,13,55
Queen of S't,6296,6,14,10,12,57,53,4,52
Morton,6296,7,13,12,11,48,38,10,51
Falkirk,6296,8,12,11,13,45,49,-4,47
Dumbarton,6296,9,7,10,19,28,60,-32,31
Brechin,6296,10,0,4,32,20,88,-68,4
St Mirren,6297,1,23,5,8,63,39,24,74
Livingston,6297,2,18,11,7,58,35,23,65
Dunfermline,6297,3,16,11,9,59,36,23,59
Dundee Utd,6297,4,17,7,12,50,44,6,58
Inverness CT,6297,5,15,10,11,52,39,13,55
Queen of S't,6297,6,14,10,12,56,52,4,52
Morton,6297,7,13,12,11,49,39,10,51
Falkirk,6297,8,12,11,13,48,49,-1,47
Dumbarton,6297,9,7,9,20,28,62,-34,30
Brechin,6297,10,0,4,32,19,87,-68,4
St Mirren,6298,1,24,5,7,67,35,32,77
Livingston,6298,2,17,11,8,56,36,20,62
Dundee Utd,6298,3,18,7,11,51,42,9,61
Dunfermline,6298,4,16,11,9,59,35,24,59
Inverness CT,6298,5,15,9,12,50,38,12,54
Morton,6298,6,14,11,11,48,37,11,53
Queen of S't,6298,7,14,10,12,58,52,6,52
Falkirk,6298,8,11,11,14,44,53,-9,44
Dumbarton,6298,9,7,9,20,27,62,-35,30
Brechin,6298,10,0,4,32,19,89,-70,4
St Mirren,6299,1,24,5,7,64,35,29,77
Livingston,6299,2,17,11,8,57,37,20,62
Dundee Utd,6299,3,18,7,11,52,43,9,61
Dunfermline,6299,4,16,11,9,61,35,26,59
Inverness CT,6299,5,15,10,11,51,38,13,55
Queen of S't,6299,6,14,10,12,55,52,3,52
Morton,6299,7,13,12,11,48,38,10,51
Falkirk,6299,8,11,11,14,44,50,-6,44
Dumbarton,6299,9,7,9,20,27,64,-37,30
Brechin,6299,10,0,4,32,19,86,-67,4
St Mirren,6300,1,24,5,7,65,36,29,77
Livingston,6300,2,18,11,7,60,37,23,65
Dundee Utd,6300,3,17,7,12,52,46,6,58
Dunfermline,6300,4,15,11,10,56,36,20,56
Inverness CT,6300,5,15,9,12,50,38,12,54
Morton,6300,6,14,11,11,48,37,11,53
Queen of S't,6300,7,14,10,12,59,53,6,52
Falkirk,6300,8,11,11,14,45,51,-6,44
Dumbarton,6300,9,8,9,19,28,59,-31,33
Brechin,6300,10,0,4,32,20,90,-70,4
St Mirren,6301,1,23,5,8,64,37,27,74
Livingston,6301,2,18,11,7,58,36,22,65
Dunfermline,6301,3,16,11,9,58,36,22,59
Dundee Utd,6301,4,17,7,12,51,44,7,58
Inverness CT,6301,5,15,10,11,50,37,13,55
Queen of S't,6301,6,14,10,12,56,52,4,52
Morton,6301,7,13,12,11,47,37,10,51
Falkirk,6301,8,12,11,13,46,50,-4,47
Dumbarton,6301,9,7,9,20,28,61,-33,30
Brechin,6301,10,0,4,32,19,87,-68,4
St Mirren,6302,1,23,6,7,64,36,28,75
Livingston,6302,2,18,11,7,60,37,23,65
Dunfermline,6302,3,16,11,9,58,35,23,59
Dundee Utd,6302,4,17,7,12,52,46,6,58
Inverness CT,6302,5,15,9,12,51,39,12,54
Morton,6302,6,14,11,11,49,38,11,53
Queen of S't,6302,7,14,10,12,57,52,5,52
Falkirk,6302,8,11,12,13,45,50,-5,45
Dumbarton,6302,9,7,9,20,27,61,-34,30
Brechin,6302,10,0,4,32,19,88,-69,4
St Mirren,6303,1,24,5,7,64,35,29,77
Livingston,6303,2,17,11,8,56,36,20,62
Dundee Utd,6303,3,18,7,11,51,42,9,61
Dunfermline,6303,4,15,12,9,57,36,21,57
Inverness CT,6303,5,15,10,11,52,39,13,55
Queen of S't,6303,6,14,10,12,56,52,4,52
Morton,6303,7,13,12,11,49,39,10,51
Falkirk,6303,8,11,11,14,44,50,-6,44
Dumbarton,6303,9,7,10,19,28,60,-32,31
Brechin,6303,10,0,4,32,19,87,-68,4
St Mirren,6304,1,23,6,7,64,36,28,75
Livingston,6304,2,18,11,7,60,37,23,65
Dundee Utd,6304,3,17,7,12,52,46,6,58
Inverness CT,6304,4,16,9,11,53,37,16,57
Dunfermline,6304,5,15,11,10,57,37,20,56
Queen of S't,6304,6,14,10,12,56,53,3,52
Morton,6304,7,13,11,12,47,40,7,50
Falkirk,6304,8,11,12,13,45,50,-5,45
Dumbarton,6304,9,8,9,19,29,60,-31,33
Brechin,6304,10,0,4,32,20,87,-67,4
St Mirren,6305,1,24,5,7,64,35,29,77
Livingston,6305,2,18,11,7,57,35,22,65
Dunfermline,6305,3,16,11,9,59,36,23,59
Dundee Utd,6305,4,17,7,12,50,43,7,58
Inverness CT,6305,5,15,10,11,52,39,13,55
Queen of S't,6305,6,14,10,12,58,53,5,52
Morton,6305,7,13,12,11,49,39,10,51
Falkirk,6305,8,11,11,14,44,50,-6,44
Dumbarton,6305,9,7,9,20,28,62,-34,30
Brechin,6305,10,0,4,32,20,89,-69,4
St Mirren,6306,1,23,5,8,64,37,27,74
Livingston,6306,2,18,11,7,57,35,22,65
Dundee Utd,6306,3,17,7,12,50,43,7,58
Dunfermline,6306,4,15,11,10,57,37,20,56
Inverness CT,6306,5,15,9,12,51,39,12,54
Morton,6306,6,14,11,11,49,38,11,53
Queen of S't,6306,7,14,10,12,58,53,5,52
Falkirk,6306,8,12,11,13,46,50,-4,47
Dumbarton,6306,9,8,9,19,29,60,-31,33
Brechin,6306,10,0,4,32,20,89,-69,4
St Mirren,6307,1,23,6,7,66,38,28,75
Livingston,6307,2,18,11,7,58,35,23,65
Dundee Utd,6307,3,17,7,12,50,44,6,58
Inverness CT,6307,4,16,9,11,52,37,15,57
Dunfermline,6307,5,15,11,10,56,36,20,56
Queen of S't,6307,6,14,10,12,55,52,3,52
Morton,6307,7,13,11,12,47,39,8,50
Falkirk,6307,8,11,12,13,47,52,-5,45
Dumbarton,6307,9,8,9,19,28,59,-31,33
Brechin,6307,10,0,4,32,19,86,-67,4
St Mirren,6308,1,24,5,7,66,35,31,77
Livingston,6308,2,18,11,7,57,35,22,65
Dunfermline,6308,3,16,11,9,58,36,22,59
Dundee Utd,6308,4,17,7,12,50,43,7,58
Inverness CT,6308,5,16,9,11,54,39,15,57
Queen of S't,6308,6,14,10,12,58,53,5,52
Morton,6308,7,13,11,12,49,41,8,50
Falkirk,6308,8,11,11,14,44,52,-8,44
Dumbarton,6308,9,7,9,20,28,61,-33,30
Brechin,6308,10,0,4,32,20,89,-69,4
St Mirren,6309,1,23,6,7,63,35,28,75
Livingston,6309,2,17,11,8,57,38,19,62
Dundee Utd,6309,3,18,7,11,53,43,10,61
Dunfermline,6309,4,16,11,9,58,36,22,59
Inverness CT,6309,5,16,9,11,51,37,14,57
Morton,6309,6,13,11,12,47,38,9,50
Queen of S't,6309,7,13,10,13,54,53,1,49
Falkirk,6309,8,11,12,13,44,49,-5,45
Dumbarton,6309,9,7,9,20,28,61,-33,30
Brechin,6309,10,1,4,31,20,85,-65,7
St Mirren,6310,1,24,5,7,66,36,30,77
Livingston,6310,2,18,11,7,58,36,22,65
Dunfermline,6310,3,16,11,9,60,36,24,59
Dundee Utd,6310,4,17,7,12,51,44,7,58
Inverness CT,6310,5,15,10,11,51,38,13,55
Queen of S't,6310,6,14,10,12,57,52,5,52
Morton,6310,7,13,12,11,48,38,10,51
Falkirk,6310,8,11,11,14,45,52,-7,44
Dumbarton,6310,9,7,9,20,28,63,-35,30
Brechin,6310,10,0,4,32,19,88,-69,4
St Mirren,6311,1,23,5,8,65,38,27,74
Livingston,6311,2,17,11,8,56,37,19,62
Dundee Utd,6311,3,18,7,11,52,42,10,61
Dunfermline,6311,4,16,11,9,57,35,22,59
Inverness CT,6311,5,16,9,11,53,39,14,57
Queen of S't,6311,6,14,10,12,57,54,3,52
Morton,6311,7,13,11,12,49,40,9,50
Falkirk,6311,8,12,11,13,47,51,-4,47
Dumbarton,6311,9,7,9,20,27,60,-33,30
Brechin,6311,10,0,4,32,21,88,-67,4
St Mirren,6312,1,24,5,7,67,36,31,77
Livingston,6312,2,17,11,8,57,37,20,62
Dundee Utd,6312,3,18,7,11,52,43,9,61
Dunfermline,6312,4,16,11,9,58,35,23,59
Inverness CT,6312,5,15,10,11,50,37,13,55
Queen of S't,6312,6,14,10,12,56,52,4,52
Morton,6312,7,13,12,11,47,37,10,51
Falkirk,6312,8,11,11,14,45,53,-8,44
Dumbarton,6312,9,7,9,20,27,61,-34,30
Brechin,6312,10,0,4,32,19,87,-68,4
St Mirren,6313,1,23,5,8,63,36,27,74
Livingston,6313,2,17,11,8,57,39,18,62
Dundee Utd,6313,3,18,7,11,54,43,11,61
Dunfermline,6313,4,16,11,9,58,36,22,59
Inverness CT,6313,5,15,9,12,50,39,11,54
Morton,6313,6,14,11,11,49,37,12,53
Queen of S't,6313,7,13,11,12,56,54,2,50
Falkirk,6313,8,12,11,13,45,49,-4,47
Dumbarton,6313,9,7,9,20,28,61,-33,30
Brechin,6313,10,0,5,31,21,87,-66,5
St Mirren,6314,1,24,5,7,67,36,31,77
Livingston,6314,2,17,11,8,56,36,20,62
Dundee Utd,6314,3,18,7,11,51,42,9,61
Dunfermline,6314,4,16,11,9,57,35,22,59
Inverness CT,6314,5,15,9,12,50,38,12,54
Morton,6314,6,14,11,11,48,37,11,53
Queen of S't,6314,7,14,10,12,55,52,3,52
Falkirk,6314,8,11,11,14,45,53,-8,44
Dumbarton,6314,9,7,9,20,27,60,-33,30
Brechin,6314,10,0,4,32,19,86,-67,4
St Mirren,6315,1,23,5,8,63,37,26,74
Livingston,6315,2,18,11,7,59,36,23,65
Dunfermline,6315,3,16,11,9,57,35,22,59
Dundee Utd,6315,4,17,7,12,51,45,6,58
Inverness CT,6315,5,15,9,12,51,39,12,54
Morton,6315,6,14,11,11,49,38,11,53
Queen of S't,6315,7,14,10,12,56,53,3,52
Falkirk,6315,8,12,11,13,46,49,-3,47
Dumbarton,6315,9,7,9,20,27,60,-33,30
Brechin,6315,10,0,4,32,20,87,-67,4
St Mirren,6316,1,23,6,7,66,38,28,75
Livingston,6316,2,17,11,8,57,37,20,62
Dundee Utd,6316,3,18,7,11,52,43,9,61
Dunfermline,6316,4,15,11,10,56,36,20,56
Inverness CT,6316,5,15,10,11,52,39,13,55
Queen of S't,6316,6,14,10,12,59,53,6,52
Morton,6316,7,13,12,11,49,39,10,51
Falkirk,6316,8,11,12,13,47,52,-5,45
Dumbarton,6316,9,8,9,19,28,59,-31,33
Brechin,6316,10,0,4,32,20,90,-70,4
St Mirren,6317,1,24,5,7,64,35,29,77
Livingston,6317,2,17,11,8,56,37,19,62
Dundee Utd,6317,3,18,7,11,52,42,10,61
Dunfermline,6317,4,16,11,9,59,36,23,59
Inverness CT,6317,5,15,10,11,52,39,13,55
Queen of S't,6317,6,14,10,12,58,52,6,52
Morton,6317,7,13,12,11,49,39,10,51
Falkirk,6317,8,11,11,14,44,50,-6,44
Dumbarton,6317,9,7,9,20,28,62,-34,30
Brechin,6317,10,0,4,32,19,89,-70,4
St Mirren,6318,1,24,5,7,65,36,29,77
Livingston,6318,2,17,11,8,57,37,20,62
Dundee Utd,6318,3,18,7,11,52,43,9,61
Dunfermline,6318,4,15,11,10,56,36,20,56
Inverness CT,6318,5,15,10,11,51,38,13,55
Morton,6318,6,13,12,11,48,38,10,51
Queen of S't,6318,7,13,11,12,55,53,2,50
Falkirk,6318,8,11,11,14,45,51,-6,44
Dumbarton,6318,9,8,9,19,28,59,-31,33
Brechin,6318,10,0,5,31,20,86,-66,5
St Mirren,6319,1,23,6,7,63,35,28,75
Livingston,6319,2,17,12,7,58,37,21,63
Dundee Utd,6319,3,17,8,11,52,44,8,59
Dunfermline,6319,4,15,12,9,58,37,21,57
Inverness CT,6319,5,15,10,11,51,38,13,55
Queen of S't,6319,6,14,10,12,56,52,4,52
Morton,6319,7,13,12,11,48,38,10,51
Falkirk,6319,8,11,12,13,44,49,-5,45
Dumbarton,6319,9,7,10,19,29,61,-32,31
Brechin,6319,10,0,4,32,19,87,-68,4
St Mirren,6320,1,24,5,7,66,35,31,77
Livingston,6320,2,17,11,8,57,37,20,62
Dundee Utd,6320,3,18,7,11,52,43,9,61
Dunfermline,6320,4,16,11,9,58,35,23,59
Inverness CT,6320,5,15,9,12,50,38,12,54
Morton,6320,6,14,11,11,48,37,11,53
Queen of S't,6320,7,13,11,12,54,52,2,50
Falkirk,6320,8,11,11,14,44,52,-8,44
Dumbarton,6320,9,7,9,20,27,61,-34,30
Brechin,6320,10,0,5,31,19,85,-66,5
St Mirren,6321,1,24,5,7,64,35,29,77
Livingston,6321,2,17,11,8,56,38,18,62
Dundee Utd,6321,3,18,7,11,53,42,11,61
Dunfermline,6321,4,15,12,9,56,35,21,57
Inverness CT,6321,5,15,9,12,51,39,12,54
Morton,6321,6,14,11,11,49,38,11,53
Queen of S't,6321,7,14,10,12,59,53,6,52
Falkirk,6321,8,11,11,14,44,50,-6,44
Dumbarton,6321,9,7,10,19,27,59,-32,31
Brechin,6321,10,0,4,32,20,90,-70,4
St Mirren,6322,1,23,5,8,64,37,27,74
Livingston,6322,2,18,11,7,58,35,23,65
Dundee Utd,6322,3,17,7,12,50,44,6,58
Dunfermline,6322,4,15,12,9,57,36,21,57
Inverness CT,6322,5,15,9,12,50,42,8,54
Morton,6322,6,14,11,11,52,37,15,53
Queen of S't,6322,7,13,11,12,55,53,2,50
Falkirk,6322,8,12,11,13,46,50,-4,47
Dumbarton,6322,9,7,10,19,28,60,-32,31
Brechin,6322,10,0,5,31,20,86,-66,5
St Mirren,6323,1,23,6,7,65,37,28,75
Livingston,6323,2,17,12,7,59,38,21,63
Dundee Utd,6323,3,17,8,11,53,45,8,59
Dunfermline,6323,4,15,12,9,58,37,21,57
Inverness CT,6323,5,15,9,12,50,39,11,54
Morton,6323,6,14,11,11,49,37,12,53
Queen of S't,6323,7,14,10,12,57,52,5,52
Falkirk,6323,8,11,12,13,46,51,-5,45
Dumbarton,6323,9,7,10,19,29,61,-32,31
Brechin,6323,10,0,4,32,19,88,-69,4
St Mirren,6324,1,23,6,7,64,36,28,75
Livingston,6324,2,18,11,7,60,35,25,65
Dundee Utd,6324,3,17,7,12,50,46,4,58
Dunfermline,6324,4,15,12,9,56,35,21,57
Inverness CT,6324,5,15,9,12,51,39,12,54
Morton,6324,6,14,11,11,49,38,11,53
Queen of S't,6324,7,13,11,12,55,53,2,50
Falkirk,6324,8,11,12,13,45,50,-5,45
Dumbarton,6324,9,7,10,19,27,59,-32,31
Brechin,6324,10,0,5,31,20,86,-66,5
St Mirren,6325,1,23,6,7,64,36,28,75
Livingston,6325,2,18,11,7,58,36,22,65
Dunfermline,6325,3,16,11,9,60,37,23,59
Dundee Utd,6325,4,17,7,12,51,44,7,58
Inverness CT,6325,5,15,10,11,50,37,13,55
Queen of S't,6325,6,14,10,12,56,53,3,52
Morton,6325,7,13,12,11,47,37,10,51
Falkirk,6325,8,11,12,13,45,50,-5,45
Dumbarton,6325,9,7,9,20,29,63,-34,30
Brechin,6325,10,0,4,32,20,87,-67,4
St Mirren,6326,1,23,5,8,64,37,27,74
Livingston,6326,2,17,12,7,58,37,21,63
Dunfermline,6326,3,16,11,9,62,36,26,59
Dundee Utd,6326,4,17,8,11,52,44,8,59
Inverness CT,6326,5,15,10,11,51,38,13,55
Queen of S't,6326,6,14,10,12,56,52,4,52
Morton,6326,7,13,12,11,48,38,10,51
Falkirk,6326,8,12,11,13,46,50,-4,47
Dumbarton,6326,9,7,9,20,28,65,-37,30
Brechin,6326,10,0,4,32,19,87,-68,4
St Mirren,6327,1,23,5,8,64,38,26,74
Livingston,6327,2,17,11,8,59,39,20,62
Dundee Utd,6327,3,18,7,11,54,45,9,61
Dunfermline,6327,4,16,11,9,57,35,22,59
Inverness CT,6327,5,15,9,12,51,39,12,54
Morton,6327,6,14,11,11,49,38,11,53
Queen of S't,6327,7,13,10,13,55,55,0,49
Falkirk,6327,8,12,11,13,47,50,-3,47
Dumbarton,6327,9,7,9,20,27,60,-33,30
Brechin,6327,10,1,4,31,22,86,-64,7
St Mirren,6328,1,24,5,7,65,36,29,77
Livingston,6328,2,18,11,7,57,35,22,65
Dunfermline,6328,3,16,11,9,57,35,22,59
Dundee Utd,6328,4,17,7,12,50,43,7,58
Inverness CT,6328,5,16,9,11,51,37,14,57
Queen of S't,6328,6,14,10,12,55,52,3,52
Morton,6328,7,13,11,12,47,38,9,50
Falkirk,6328,8,11,11,14,45,51,-6,44
Dumbarton,6328,9,7,9,20,27,60,-33,30
Brechin,6328,10,0,4,32,19,86,-67,4
St Mirren,6329,1,23,6,7,66,38,28,75
Livingston,6329,2,17,12,7,58,37,21,63
Dunfermline,6329,3,16,11,9,59,35,24,59
Dundee Utd,6329,4,17,8,11,52,44,8,59
Inverness CT,6329,5,15,10,11,50,37,13,55
Queen of S't,6329,6,14,10,12,56,53,3,52
Morton,6329,7,13,12,11,47,37,10,51
Falkirk,6329,8,11,12,13,47,52,-5,45
Dumbarton,6329,9,7,9,20,27,62,-35,30
Brechin,6329,10,0,4,32,20,87,-67,4
St Mirren,6330,1,23,6,7,65,37,28,75
Livingston,6330,2,17,12,7,57,36,21,63
Dunfermline,6330,3,16,11,9,58,35,23,59
Dundee Utd,6330,4,17,8,11,51,43,8,59
Inverness CT,6330,5,15,9,12,51,39,12,54
Morton,6330,6,14,11,11,49,38,11,53
Queen of S't,6330,7,14,10,12,55,52,3,52
Falkirk,6330,8,11,12,13,46,51,-5,45
Dumbarton,6330,9,7,9,20,27,61,-34,30
Brechin,6330,10,0,4,32,19,86,-67,4
St Mirren,6331,1,23,6,7,63,35,28,75
Livingston,6331,2,17,11,8,56,39,17,62
Dundee Utd,6331,3,18,7,11,54,42,12,61
Dunfermline,6331,4,16,11,9,58,36,22,59
Inverness CT,6331,5,16,9,11,53,38,15,57
Queen of S't,6331,6,14,10,12,58,52,6,52
Morton,6331,7,13,11,12,48,40,8,50
Falkirk,6331,8,11,12,13,44,49,-5,45
Dumbarton,6331,9,7,9,20,28,61,-33,30
Brechin,6331,10,0,4,32,19,89,-70,4
St Mirren,6332,1,24,5,7,65,35,30,77
Livingston,6332,2,18,11,7,59,36,23,65
Dunfermline,6332,3,16,11,9,61,37,24,59
Dundee Utd,6332,4,17,7,12,51,45,6,58
Inverness CT,6332,5,15,10,11,50,37,13,55
Queen of S't,6332,6,14,10,12,55,52,3,52
Morton,6332,7,13,12,11,47,37,10,51
Falkirk,6332,8,11,11,14,44,51,-7,44
Dumbarton,6332,9,7,9,20,29,64,-35,30
Brechin,6332,10,0,4,32,19,86,-67,4
St Mirren,6333,1,23,6,7,64,36,28,75
Livingston,6333,2,17,12,7,56,35,21,63
Dunfermline,6333,3,16,11,9,57,35,22,59
Dundee Utd,6333,4,17,8,11,50,42,8,59
Inverness CT,6333,5,15,10,11,51,38,13,55
Morton,6333,6,13,12,11,48,38,10,51
Queen of S't,6333,7,13,11,12,57,55,2,50
Falkirk,6333,8,11,12,13,45,50,-5,45
Dumbarton,6333,9,7,9,20,27,60,-33,30
Brechin,6333,10,0,5,31,22,88,-66,5
St Mirren,6334,1,23,6,7,64,36,28,75
Livingston,6334,2,18,11,7,59,37,22,65
Dunfermline,6334,3,16,11,9,57,35,22,59
Dundee Utd,6334,4,17,7,12,52,45,7,58
Inverness CT,6334,5,16,9,11,52,38,14,57
Morton,6334,6,13,11,12,48,39,9,50
Queen of S't,6334,7,13,11,12,54,52,2,50
Falkirk,6334,8,11,12,13,45,50,-5,45
Dumbarton,6334,9,7,9,20,27,60,-33,30
Brechin,6334,10,0,5,31,19,85,-66,5
St Mirren,6335,1,23,5,8,65,38,27,74
Livingston,6335,2,17,12,7,56,35,21,63
Dunfermline,6335,3,16,11,9,60,36,24,59
Dundee Utd,6335,4,17,8,11,50,42,8,59
Inverness CT,6335,5,15,10,11,51,38,13,55
Morton,6335,6,13,12,11,48,38,10,51
Queen of S't,6335,7,13,11,12,55,53,2,50
Falkirk,6335,8,12,11,13,47,51,-4,47
Dumbarton,6335,9,7,9,20,28,63,-35,30
Brechin,6335,10,0,5,31,20,86,-66,5
St Mirren,6336,1,24,5,7,66,36,30,77
Livingston,6336,2,17,11,8,56,37,19,62
Dundee Utd,6336,3,18,7,11,52,42,10,61
Dunfermline,6336,4,16,11,9,60,35,25,59
Inverness CT,6336,5,15,9,12,51,39,12,54
Morton,6336,6,14,11,11,49,38,11,53
Queen of S't,6336,7,14,10,12,56,52,4,52
Falkirk,6336,8,11,11,14,45,52,-7,44
Dumbarton,6336,9,7,9,20,27,63,-36,30
Brechin,6336,10,0,4,32,19,87,-68,4
St Mirren,6337,1,23,5,8,63,37,26,74
Livingston,6337,2,17,12,7,56,35,21,63
Dunfermline,6337,3,16,11,9,59,36,23,59
Dundee Utd,6337,4,17,8,11,50,42,8,59
Inverness CT,6337,5,15,10,11,50,37,13,55
Queen of S't,6337,6,14,10,12,56,53,3,52
Morton,6337,7,13,12,11,47,37,10,51
Falkirk,6337,8,12,11,13,46,49,-3,47
Dumbarton,6337,9,7,9,20,28,62,-34,30
Brechin,6337,10,0,4,32,20,87,-67,4
St Mirren,6338,1,23,5,8,64,38,26,74
Livingston,6338,2,17,11,8,56,37,19,62
Dundee Utd,6338,3,18,7,11,52,42,10,61
Dunfermline,6338,4,15,11,10,57,38,19,56
Inverness CT,6338,5,15,10,11,51,38,13,55
Morton,6338,6,13,12,11,48,38,10,51
Queen of S't,6338,7,13,11,12,56,54,2,50
Falkirk,6338,8,12,11,13,47,50,-3,47
Dumbarton,6338,9,8,9,19,30,60,-30,33
Brechin,6338,10,0,5,31,21,87,-66,5
St Mirren,6339,1,24,5,7,65,36,29,77
Livingston,6339,2,17,11,8,57,37,20,62
Dundee Utd,6339,3,18,7,11,52,43,9,61
Dunfermline,6339,4,15,12,9,56,35,21,57
Inverness CT,6339,5,15,9,12,50,38,12,54
Morton,6339,6,14,11,11,48,37,11,53
Queen of S't,6339,7,14,10,12,58,52,6,52
Falkirk,6339,8,11,11,14,45,51,-6,44
Dumbarton,6339,9,7,10,19,27,59,-32,31
Brechin,6339,10,0,4,32,19,89,-70,4
St Mirren,6340,1,23,5,8,64,37,27,74
Livingston,6340,2,18,11,7,57,35,22,65
Dunfermline,6340,3,16,11,9,62,35,27,59
Dundee Utd,6340,4,17,7,12,50,43,7,58
Inverness CT,6340,5,16,9,11,53,39,14,57
Morton,6340,6,13,11,12,49,40,9,50
Queen of S't,6340,7,13,10,13,55,54,1,49
Falkirk,6340,8,12,11,13,46,50,-4,47
Dumbarton,6340,9,7,9,20,27,65,-38,30
Brechin,6340,10,1,4,31,21,86,-65,7
St Mirren,6341,1,23,5,8,63,36,27,74
Livingston,6341,2,17,12,7,56,35,21,63
Dunfermline,6341,3,16,11,9,58,36,22,59
Dundee Utd,6341,4,17,8,11,50,42,8,59
Inverness CT,6341,5,15,10,11,50,37,13,55
Morton,6341,6,13,12,11,47,37,10,51
Queen of S't,6341,7,13,10,13,54,54,0,49
Falkirk,6341,8,12,11,13,45,49,-4,47
Dumbarton,6341,9,7,9,20,28,61,-33,30
Brechin,6341,10,1,4,31,21,85,-64,7
St Mirren,6342,1,23,5,8,63,37,26,74
Livingston,6342,2,17,11,8,58,38,20,62
Dundee Utd,6342,3,18,7,11,53,44,9,61
Dunfermline,6342,4,16,11,9,59,35,24,59
Inverness CT,6342,5,15,9,12,50,38,12,54
Morton,6342,6,14,11,11,48,37,11,53
Queen of S't,6342,7,14,10,12,57,54,3,52
Falkirk,6342,8,12,11,13,46,49,-3,47
Dumbarton,6342,9,7,9,20,27,62,-35,30
Brechin,6342,10,0,4,32,21,88,-67,4
St Mirren,6343,1,23,6,7,65,37,28,75
Livingston,6343,2,17,12,7,56,35,21,63
Dunfermline,6343,3,16,11,9,57,35,22,59
Dundee Utd,6343,4,17,8,11,50,42,8,59
Inverness CT,6343,5,15,9,12,51,39,12,54
Morton,6343,6,14,11,11,49,38,11,53
Queen of S't,6343,7,14,10,12,56,52,4,52
Falkirk,6343,8,11,12,13,46,51,-5,45
Dumbarton,6343,9,7,9,20,27,60,-33,30
Brechin,6343,10,0,4,32,19,87,-68,4
St Mirren,6344,1,23,6,7,64,36,28,75
Livingston,6344,2,18,11,7,58,36,22,65
Dundee Utd,6344,3,17,7,12,51,44,7,58
Dunfermline,6344,4,15,12,9,58,37,21,57
Inverness CT,6344,5,15,9,12,51,39,12,54
Morton,6344,6,14,11,11,49,38,11,53
Queen of S't,6344,7,14,10,12,55,52,3,52
Falkirk,6344,8,11,12,13,45,50,-5,45
Dumbarton,6344,9,7,10,19,29,61,-32,31
Brechin,6344,10,0,4,32,19,86,-67,4
St Mirren,6345,1,24,5,7,65,35,30,77
Livingston,6345,2,17,12,7,57,36,21,63
Dundee Utd,6345,3,17,8,11,51,43,8,59
Dunfermline,6345,4,15,11,10,56,36,20,56
Inverness CT,6345,5,15,9,12,51,40,11,54
Morton,6345,6,14,11,11,50,38,12,53
Queen of S't,6345,7,14,10,12,57,53,4,52
Falkirk,6345,8,11,11,14,44,51,-7,44
Dumbarton,6345,9,8,9,19,28,59,-31,33
Brechin,6345,10,0,4,32,20,88,-68,4
St Mirren,6346,1,24,5,7,65,35,30,77
Livingston,6346,2,17,11,8,57,38,19,62
Dundee Utd,6346,3,18,7,11,53,43,10,61
Inverness CT,6346,4,16,9,11,52,38,14,57
Dunfermline,6346,5,15,11,10,57,37,20,56
Queen of S't,6346,6,14,10,12,58,52,6,52
Morton,6346,7,13,11,12,48,39,9,50
Falkirk,6346,8,11,11,14,44,51,-7,44
Dumbarton,6346,9,8,9,19,29,60,-31,33
Brechin,6346,10,0,4,32,19,89,-70,4
St Mirren,6347,1,23,6,7,64,36,28,75
Livingston,6347,2,17,12,7,56,35,21,63
Dunfermline,6347,3,16,11,9,58,35,23,59
Dundee Utd,6347,4,17,8,11,50,42,8,59
Inverness CT,6347,5,15,10,11,51,38,13,55
Queen of S't,6347,6,14,10,12,57,53,4,52
Morton,6347,7,13,12,11,48,38,10,51
Falkirk,6347,8,11,12,13,45,50,-5,45
Dumbarton,6347,9,7,9,20,27,61,-34,30
