team,n,rank,w,d,l,gf,ga,gd,pts
Rapid Vienna,52,5,14,11,11,58,40,18,53
RZ Pellets W,52,6,13,9,14,47,53,-6,48
SV Josko Rie,52,7,11,7,18,34,50,-16,40
Admira Wacke,52,8,10,10,16,31,52,-21,40
St. Pölten,52,9,8,13,15,41,56,-15,37
Mattersburg,52,10,10,7,19,38,57,-19,37
FC Salzburg,53,1,24,7,5,81,32,49,79
SC Rheindorf,53,2,20,7,9,55,40,15,67
Vienna,53,3,19,5,12,64,50,14,62
SK Sturm Gra,53,4,18,5,13,55,47,8,59
RZ Pellets W,53,5,14,7,15,57,55,2,49
Rapid Vienna,53,6,11,11,14,53,52,1,44
St. Pölten,53,7,11,7,18,45,60,-15,40
Admira Wacke,53,8,10,7,19,28,53,-25,37
Mattersburg,53,9,9,9,18,37,59,-22,36
SV Josko Rie,53,10,9,5,22,27,54,-27,32
FC Salzburg,54,1,22,8,6,75,32,43,74
SC Rheindorf,54,2,20,7,9,61,46,15,67
Vienna,54,3,20,2,14,64,53,11,62
SK Sturm Gra,54,4,17,6,13,56,41,15,57
Rapid Vienna,54,5,12,13,11,58,42,16,49
St. Pölten,54,6,9,14,13,44,58,-14,41
Admira Wacke,54,7,11,7,18,31,54,-23,40
RZ Pellets W,54,8,10,8,18,45,64,-19,38
SV Josko Rie,54,9,11,4,21,31,58,-27,37
Mattersburg,54,10,9,9,18,38,55,-17,36
FC Salzburg,55,1,24,4,8,69,28,41,76
SC Rheindorf,55,2,19,7,10,49,36,13,64
Vienna,55,3,17,7,12,58,46,12,58
SK Sturm Gra,55,4,16,9,11,54,36,18,57
Rapid Vienna,55,5,14,10,12,53,45,8,52
Admira Wacke,55,6,12,8,16,35,53,-18,44
RZ Pellets W,55,7,11,9,16,45,58,-13,42
St. Pölten,55,8,10,9,17,40,63,-23,39
SV Josko Rie,55,9,10,7,19,37,59,-22,37
Mattersburg,55,10,7,10,19,37,53,-16,31
SC Rheindorf,56,1,20,9,7,57,38,19,69
SK Sturm Gra,56,2,20,7,9,65,41,24,67
Vienna,56,3,21,3,12,72,52,20,66
FC Salzburg,56,4,18,9,9,66,32,34,63
Rapid Vienna,56,5,12,9,15,53,46,7,45
RZ Pellets W,56,6,10,9,17,41,57,-16,39
St. Pölten,56,7,9,12,15,42,60,-18,39
Admira Wacke,56,8,11,6,19,30,58,-28,39
SV Josko Rie,56,9,9,10,17,37,56,-19,37
Mattersburg,56,10,8,10,18,36,59,-23,34
FC Salzburg,57,1,20,9,7,65,31,34,69
Vienna,57,2,22,3,11,71,47,24,69
SC Rheindorf,57,3,19,8,9,54,37,17,65
SK Sturm Gra,57,4,17,6,13,50,37,13,57
Rapid Vienna,57,5,14,11,11,54,38,16,53
Admira Wacke,57,6,12,8,16,36,57,-21,44
Mattersburg,57,7,11,9,16,39,48,-9,42
RZ Pellets W,57,8,10,8,18,43,63,-20,38
St. Pölten,57,9,8,10,18,42,62,-20,34
SV Josko Rie,57,10,8,6,22,30,64,-34,30
FC Salzburg,58,1,23,8,5,75,26,49,77
SC Rheindorf,58,2,18,11,7,56,36,20,65
Vienna,58,3,19,6,11,70,54,16,63
SK Sturm Gra,58,4,14,10,12,48,39,9,52
Rapid Vienna,58,5,11,13,12,49,39,10,46
RZ Pellets W,58,6,12,10,14,50,53,-3,46
Admira Wacke,58,7,11,7,18,33,63,-30,40
St. Pölten,58,8,8,13,15,38,59,-21,37
Mattersburg,58,9,8,9,19,30,53,-23,33
SV Josko Rie,58,10,8,9,19,31,58,-27,33
SC Rheindorf,59,1,21,8,7,56,36,20,71
FC Salzburg,59,2,19,6,11,59,32,27,63
SK Sturm Gra,59,3,19,6,11,53,33,20,63
Vienna,59,4,18,5,13,60,49,11,59
Rapid Vienna,59,5,14,10,12,54,36,18,52
RZ Pellets W,59,6,11,12,13,38,48,-10,45
St. Pölten,59,7,11,11,14,44,57,-13,44
Admira Wacke,59,8,12,8,16,36,54,-18,44
Mattersburg,59,9,9,9,18,33,55,-22,36
SV Josko Rie,59,10,7,3,26,27,60,-33,24
FC Salzburg,60,1,23,7,6,69,26,43,76
SK Sturm Gra,60,2,21,5,10,60,34,26,68
SC Rheindorf,60,3,21,5,10,63,42,21,68
Vienna,60,4,19,4,13,63,49,14,61
Rapid Vienna,60,5,11,14,11,45,37,8,47
Admira Wacke,60,6,12,7,17,34,58,-24,43
RZ Pellets W,60,7,11,7,18,47,57,-10,40
St. Pölten,60,8,9,11,16,38,65,-27,38
SV Josko Rie,60,9,11,4,21,38,58,-20,37
Mattersburg,60,10,6,8,22,32,63,-31,26
FC Salzburg,61,1,21,9,6,75,32,43,72
SK Sturm Gra,61,2,20,8,8,63,35,28,68
SC Rheindorf,61,3,18,10,8,48,36,12,64
Vienna,61,4,17,5,14,60,53,7,56
Rapid Vienna,61,5,12,12,12,53,43,10,48
SV Josko Rie,61,6,12,5,19,37,52,-15,41
RZ Pellets W,61,7,11,6,19,47,59,-12,39
Admira Wacke,61,8,9,11,16,34,63,-29,38
Mattersburg,61,9,9,10,17,35,53,-18,37
St. Pölten,61,10,9,8,19,41,67,-26,35
FC Salzburg,62,1,21,7,8,69,31,38,70
SK Sturm Gra,62,2,19,8,9,65,37,28,65
Vienna,62,3,19,6,11,66,49,17,63
SC Rheindorf,62,4,17,7,12,47,47,0,58
Rapid Vienna,62,5,12,11,13,49,40,9,47
St. Pölten,62,6,10,14,12,41,51,-10,44
RZ Pellets W,62,7,10,12,14,39,53,-14,42
Admira Wacke,62,8,11,7,18,34,54,-20,40
SV Josko Rie,62,9,10,5,21,34,55,-21,35
Mattersburg,62,10,8,9,19,32,59,-27,33
Vienna,63,1,21,6,9,68,44,24,69
FC Salzburg,63,2,18,11,7,63,32,31,65
SC Rheindorf,63,3,18,10,8,57,47,10,64
SK Sturm Gra,63,4,15,8,13,57,43,14,53
RZ Pellets W,63,5,15,6,15,47,50,-3,51
Rapid Vienna,63,6,13,11,12,48,38,10,50
Mattersburg,63,7,13,6,17,46,59,-13,45
Admira Wacke,63,8,9,10,17,29,53,-24,37
St. Pölten,63,9,8,9,19,40,64,-24,33
SV Josko Rie,63,10,8,7,21,33,58,-25,31
Vienna,64,1,25,2,9,80,46,34,77
FC Salzburg,64,2,21,6,9,66,33,33,69
SK Sturm Gra,64,3,17,7,12,58,42,16,58
SC Rheindorf,64,4,14,10,12,45,44,1,52
RZ Pellets W,64,5,13,10,13,47,54,-7,49
Rapid Vienna,64,6,12,12,12,49,39,10,48
St. Pölten,64,7,12,7,17,45,63,-18,43
Admira Wacke,64,8,10,8,18,37,59,-22,38
Mattersburg,64,9,9,10,17,41,57,-16,37
SV Josko Rie,64,10,8,6,22,30,61,-31,30
SC Rheindorf,65,1,20,10,6,55,34,21,70
FC Salzburg,65,2,21,6,9,66,32,34,69
SK Sturm Gra,65,3,18,5,13,61,43,18,59
Vienna,65,4,17,7,12,65,49,16,58
Rapid Vienna,65,5,12,11,13,52,43,9,47
RZ Pellets W,65,6,12,8,16,40,52,-12,44
Admira Wacke,65,7,12,8,16,32,47,-15,44
Mattersburg,65,8,11,8,17,42,56,-14,41
St. Pölten,65,9,10,11,15,40,65,-25,41
SV Josko Rie,65,10,6,8,22,33,65,-32,26
FC Salzburg,66,1,24,6,6,73,28,45,78
SC Rheindorf,66,2,21,5,10,64,47,17,68
Rapid Vienna,66,3,15,11,10,70,43,27,56
SK Sturm Gra,66,4,17,5,14,61,45,16,56
Vienna,66,5,16,5,15,55,60,-5,53
St. Pölten,66,6,11,14,11,48,57,-9,47
RZ Pellets W,66,7,12,5,19,45,61,-16,41
Mattersburg,66,8,11,6,19,40,59,-19,39
Admira Wacke,66,9,11,5,20,35,61,-26,38
SV Josko Rie,66,10,9,4,23,35,65,-30,31
FC Salzburg,67,1,23,5,8,74,28,46,74
SK Sturm Gra,67,2,17,8,11,51,33,18,59
SC Rheindorf,67,3,16,9,11,49,45,4,57
Vienna,67,4,16,7,13,59,54,5,55
Admira Wacke,67,5,13,8,15,36,52,-16,47
Rapid Vienna,67,6,12,10,14,51,44,7,46
St. Pölten,67,7,12,10,14,45,50,-5,46
RZ Pellets W,67,8,12,7,17,46,61,-15,43
SV Josko Rie,67,9,13,3,20,36,56,-20,42
Mattersburg,67,10,8,9,19,34,58,-24,33
FC Salzburg,68,1,19,10,7,68,36,32,67
SC Rheindorf,68,2,20,5,11,58,43,15,65
Vienna,68,3,19,5,12,65,52,13,62
SK Sturm Gra,68,4,17,8,11,53,34,19,59
Rapid Vienna,68,5,14,11,11,51,41,10,53
RZ Pellets W,68,6,13,8,15,43,47,-4,47
St. Pölten,68,7,12,8,16,51,62,-11,44
Admira Wacke,68,8,11,7,18,34,56,-22,40
SV Josko Rie,68,9,9,6,21,32,63,-31,33
Mattersburg,68,10,7,10,19,35,56,-21,31
FC Salzburg,69,1,22,6,8,75,33,42,72
SC Rheindorf,69,2,21,9,6,59,37,22,72
Vienna,69,3,22,4,10,73,45,28,70
SK Sturm Gra,69,4,16,6,14,60,47,13,54
Rapid Vienna,69,5,13,11,12,56,38,18,50
RZ Pellets W,69,6,13,7,16,50,61,-11,46
Admira Wacke,69,7,13,5,18,35,54,-19,44
St. Pölten,69,8,8,10,18,39,74,-35,34
SV Josko Rie,69,9,10,3,23,29,63,-34,33
Mattersburg,69,10,8,7,21,36,60,-24,31
FC Salzburg,70,1,22,7,7,74,31,43,73
Vienna,70,2,19,7,10,72,54,18,64
SC Rheindorf,70,3,18,7,11,51,43,8,61
SK Sturm Gra,70,4,18,5,13,59,37,22,59
Rapid Vienna,70,5,12,11,13,49,46,3,47
St. Pölten,70,6,12,8,16,44,59,-15,44
Admira Wacke,70,7,13,5,18,38,59,-21,44
Mattersburg,70,8,11,10,15,41,51,-10,43
RZ Pellets W,70,9,10,8,18,43,59,-16,38
SV Josko Rie,70,10,9,4,23,33,65,-32,31
FC Salzburg,71,1,18,10,8,63,32,31,64
Vienna,71,2,19,5,12,69,54,15,62
SK Sturm Gra,71,3,17,6,13,53,39,14,57
SC Rheindorf,71,4,16,9,11,53,48,5,57
Rapid Vienna,71,5,14,11,11,52,35,17,53
RZ Pellets W,71,6,13,11,12,49,50,-1,50
SV Josko Rie,71,7,13,4,19,41,58,-17,43
Admira Wacke,71,8,12,6,18,30,57,-27,42
Mattersburg,71,9,9,9,18,39,55,-16,36
St. Pölten,71,10,9,9,18,41,62,-21,36
SC Rheindorf,72,1,23,4,9,59,38,21,73
FC Salzburg,72,2,21,6,9,72,29,43,69
Vienna,72,3,21,4,11,68,50,18,67
Rapid Vienna,72,4,17,9,10,57,35,22,60
SK Sturm Gra,72,5,15,8,13,55,42,13,53
RZ Pellets W,72,6,14,5,17,50,56,-6,47
Admira Wacke,72,7,11,7,18,27,52,-25,40
SV Josko Rie,72,8,11,4,21,34,59,-25,37
St. Pölten,72,9,7,10,19,38,67,-29,31
Mattersburg,72,10,8,7,21,34,66,-32,31
FC Salzburg,73,1,22,9,5,67,28,39,75
SC Rheindorf,73,2,20,7,9,59,40,19,67
Vienna,73,3,18,5,13,67,57,10,59
SK Sturm Gra,73,4,17,7,12,55,41,14,58
Rapid Vienna,73,5,10,16,10,49,41,8,46
Admira Wacke,73,6,13,6,17,35,48,-13,45
Mattersburg,73,7,11,9,16,37,48,-11,42
RZ Pellets W,73,8,11,7,18,43,56,-13,40
St. Pölten,73,9,10,9,17,39,60,-21,39
SV Josko Rie,73,10,9,3,24,29,61,-32,30
FC Salzburg,74,1,21,9,6,69,30,39,72
Vienna,74,2,21,2,13,68,51,17,65
SC Rheindorf,74,3,17,10,9,52,42,10,61
SK Sturm Gra,74,4,18,6,12,57,41,16,60
Rapid Vienna,74,5,14,9,13,57,46,11,51
St. Pölten,74,6,14,7,15,51,62,-11,49
Admira Wacke,74,7,13,8,15,38,52,-14,47
RZ Pellets W,74,8,12,8,16,45,54,-9,44
Mattersburg,74,9,8,8,20,35,56,-21,32
SV Josko Rie,74,10,7,3,26,29,67,-38,24
FC Salzburg,75,1,21,8,7,65,29,36,71
SC Rheindorf,75,2,19,6,11,56,43,13,63
SK Sturm Gra,75,3,18,6,12,54,34,20,60
Rapid Vienna,75,4,15,12,9,60,37,23,57
Vienna,75,5,17,6,13,65,55,10,57
RZ Pellets W,75,6,12,6,18,48,62,-14,42
Admira Wacke,75,7,12,6,18,36,58,-22,42
SV Josko Rie,75,8,11,6,19,36,58,-22,39
St. Pölten,75,9,9,10,17,41,64,-23,37
Mattersburg,75,10,8,10,18,37,58,-21,34
FC Salzburg,76,1,23,8,5,77,28,49,77
Vienna,76,2,19,5,12,69,55,14,62
SK Sturm Gra,76,3,18,7,11,56,39,17,61
SC Rheindorf,76,4,17,9,10,48,39,9,60
RZ Pellets W,76,5,14,8,14,48,52,-4,50
Rapid Vienna,76,6,11,11,14,51,43,8,44
Admira Wacke,76,7,11,7,18,37,66,-29,40
Mattersburg,76,8,10,8,18,35,51,-16,38
St. Pölten,76,9,10,8,18,38,61,-23,38
SV Josko Rie,76,10,10,3,23,37,62,-25,33
FC Salzburg,77,1,23,8,5,84,30,54,77
SC Rheindorf,77,2,22,7,7,58,35,23,73
Vienna,77,3,22,3,11,68,50,18,69
SK Sturm Gra,77,4,18,5,13,54,42,12,59
Rapid Vienna,77,5,12,10,14,52,44,8,46
RZ Pellets W,77,6,12,5,19,42,59,-17,41
Admira Wacke,77,7,11,4,21,33,55,-22,37
St. Pölten,77,8,9,10,17,43,66,-23,37
Mattersburg,77,9,9,9,18,32,52,-20,36
SV Josko Rie,77,10,10,3,23,33,66,-33,33
FC Salzburg,78,1,20,8,8,67,34,33,68
SC Rheindorf,78,2,19,10,7,56,42,14,67
SK Sturm Gra,78,3,19,7,10,64,37,27,64
Vienna,78,4,19,6,11,67,50,17,63
Mattersburg,78,5,12,10,14,46,48,-2,46
RZ Pellets W,78,6,13,7,16,45,55,-10,46
Admira Wacke,78,7,11,8,17,34,56,-22,41
Rapid Vienna,78,8,9,13,14,44,47,-3,40
St. Pölten,78,9,8,9,19,42,65,-23,33
SV Josko Rie,78,10,8,6,22,27,58,-31,30
FC Salzburg,79,1,19,9,8,65,38,27,66
SC Rheindorf,79,2,18,10,8,53,38,15,64
Vienna,79,3,19,6,11,69,53,16,63
Rapid Vienna,79,4,14,12,10,54,38,16,54
SK Sturm Gra,79,5,15,7,14,49,38,11,52
RZ Pellets W,79,6,16,4,16,48,53,-5,52
SV Josko Rie,79,7,13,5,18,39,53,-14,44
Admira Wacke,79,8,11,5,20,31,55,-24,38
St. Pölten,79,9,9,8,19,44,71,-27,35
Mattersburg,79,10,8,10,18,35,50,-15,34
FC Salzburg,80,1,23,7,6,71,32,39,76
SC Rheindorf,80,2,22,7,7,65,43,22,73
SK Sturm Gra,80,3,19,5,12,59,38,21,62
Rapid Vienna,80,4,15,10,11,56,40,16,55
Vienna,80,5,16,4,16,63,62,1,52
RZ Pellets W,80,6,12,9,15,49,57,-8,45
Admira Wacke,80,7,11,6,19,35,59,-24,39
St. Pölten,80,8,9,9,18,48,68,-20,36
Mattersburg,80,9,8,10,18,39,56,-17,34
SV Josko Rie,80,10,10,3,23,34,64,-30,33
FC Salzburg,81,1,23,8,5,64,25,39,77
SC Rheindorf,81,2,20,7,9,59,44,15,67
Vienna,81,3,19,5,12,71,54,17,62
SK Sturm Gra,81,4,16,9,11,57,41,16,57
Rapid Vienna,81,5,12,13,11,51,36,15,49
St. Pölten,81,6,11,11,14,45,59,-14,44
Mattersburg,81,7,10,8,18,37,53,-16,38
RZ Pellets W,81,8,9,11,16,39,58,-19,38
Admira Wacke,81,9,10,6,20,31,56,-25,36
SV Josko Rie,81,10,8,6,22,33,61,-28,30
SC Rheindorf,82,1,21,7,8,61,39,22,70
SK Sturm Gra,82,2,21,5,10,59,35,24,68
FC Salzburg,82,3,19,8,9,64,34,30,65
Vienna,82,4,20,5,11,64,50,14,65
Rapid Vienna,82,5,13,10,13,49,37,12,49
RZ Pellets W,82,6,12,5,19,49,61,-12,41
Admira Wacke,82,7,12,5,19,33,61,-28,41
Mattersburg,82,8,11,5,20,35,52,-17,38
St. Pölten,82,9,10,8,18,49,68,-19,38
SV Josko Rie,82,10,10,4,22,31,57,-26,34
FC Salzburg,83,1,23,7,6,68,25,43,76
Vienna,83,2,21,5,10,63,44,19,68
Rapid Vienna,83,3,16,11,9,61,37,24,59
SC Rheindorf,83,4,17,8,11,46,40,6,59
RZ Pellets W,83,5,16,5,15,57,51,6,53
SK Sturm Gra,83,6,15,7,14,50,42,8,52
Admira Wacke,83,7,10,8,18,30,54,-24,38
St. Pölten,83,8,9,9,18,42,67,-25,36
SV Josko Rie,83,9,10,5,21,33,60,-27,35
Mattersburg,83,10,6,9,21,35,65,-30,27
FC Salzburg,84,1,22,8,6,71,27,44,74
Vienna,84,2,20,5,11,67,48,19,65
SK Sturm Gra,84,3,19,7,10,60,36,24,64
SC Rheindorf,84,4,18,8,10,52,42,10,62
Rapid Vienna,84,5,14,10,12,52,48,4,52
Admira Wacke,84,6,11,10,15,34,52,-18,43
RZ Pellets W,84,7,10,8,18,43,57,-14,38
Mattersburg,84,8,9,9,18,38,56,-18,36
St. Pölten,84,9,8,10,18,40,61,-21,34
SV Josko Rie,84,10,8,7,21,30,60,-30,31
FC Salzburg,85,1,22,6,8,80,38,42,72
SC Rheindorf,85,2,20,8,8,63,46,17,68
SK Sturm Gra,85,3,18,9,9,57,38,19,63
Vienna,85,4,19,5,12,73,55,18,62
Rapid Vienna,85,5,16,9,11,61,37,24,57
St. Pölten,85,6,11,8,17,46,71,-25,41
RZ Pellets W,85,7,11,5,20,46,65,-19,38
SV Josko Rie,85,8,10,5,21,38,62,-24,35
Admira Wacke,85,9,9,8,19,34,66,-32,35
Mattersburg,85,10,8,9,19,39,59,-20,33
FC Salzburg,86,1,22,7,7,77,33,44,73
SC Rheindorf,86,2,19,7,10,61,47,14,64
SK Sturm Gra,86,3,19,6,11,58,32,26,63
Vienna,86,4,19,3,14,67,59,8,60
RZ Pellets W,86,5,14,6,16,50,59,-9,48
Mattersburg,86,6,12,9,15,44,49,-5,45
Rapid Vienna,86,7,10,13,13,49,43,6,43
St. Pölten,86,8,10,9,17,42,62,-20,39
SV Josko Rie,86,9,11,4,21,35,64,-29,37
Admira Wacke,86,10,9,6,21,30,65,-35,33
FC Salzburg,87,1,23,5,8,75,33,42,74
SC Rheindorf,87,2,19,8,9,58,43,15,65
SK Sturm Gra,87,3,17,9,10,55,35,20,60
Vienna,87,4,16,7,13,61,56,5,55
Rapid Vienna,87,5,12,13,11,53,38,15,49
RZ Pellets W,87,6,13,7,16,48,52,-4,46
St. Pölten,87,7,11,9,16,38,53,-15,42
Admira Wacke,87,8,11,9,16,39,56,-17,42
Mattersburg,87,9,9,9,18,38,63,-25,36
SV Josko Rie,87,10,9,4,23,34,70,-36,31
FC Salzburg,88,1,22,6,8,70,34,36,72
Vienna,88,2,22,3,11,77,46,31,69
SC Rheindorf,88,3,19,7,10,56,42,14,64
Rapid Vienna,88,4,15,11,10,54,38,16,56
SK Sturm Gra,88,5,15,10,11,44,33,11,55
RZ Pellets W,88,6,15,6,15,50,54,-4,51
St. Pölten,88,7,10,9,17,44,67,-23,39
Admira Wacke,88,8,9,9,18,35,58,-23,36
Mattersburg,88,9,10,5,21,40,58,-18,35
SV Josko Rie,88,10,8,4,24,29,69,-40,28
FC Salzburg,89,1,24,4,8,73,30,43,76
SC Rheindorf,89,2,23,5,8,60,38,22,74
SK Sturm Gra,89,3,15,9,12,51,41,10,54
Vienna,89,4,17,3,16,58,55,3,54
Rapid Vienna,89,5,12,12,12,55,43,12,48
RZ Pellets W,89,6,13,7,16,52,54,-2,46
St. Pölten,89,7,12,9,15,45,59,-14,45
Mattersburg,89,8,10,8,18,38,55,-17,38
Admira Wacke,89,9,10,7,19,33,66,-33,37
SV Josko Rie,89,10,10,4,22,36,60,-24,34
FC Salzburg,90,1,22,7,7,73,35,38,73
SK Sturm Gra,90,2,21,5,10,61,44,17,68
SC Rheindorf,90,3,21,5,10,57,40,17,68
Vienna,90,4,17,7,12,65,50,15,58
Rapid Vienna,90,5,15,9,12,63,45,18,54
St. Pölten,90,6,11,7,18,47,68,-21,40
RZ Pellets W,90,7,10,8,18,43,58,-15,38
SV Josko Rie,90,8,10,6,20,33,59,-26,36
Admira Wacke,90,9,10,6,20,31,57,-26,36
Mattersburg,90,10,8,10,18,38,55,-17,34
FC Salzburg,91,1,22,8,6,69,27,42,74
Vienna,91,2,22,2,12,66,48,18,68
SK Sturm Gra,91,3,18,5,13,50,38,12,59
SC Rheindorf,91,4,17,8,11,58,50,8,59
Rapid Vienna,91,5,11,13,12,55,44,11,46
RZ Pellets W,91,6,12,6,18,46,57,-11,42
St. Pölten,91,7,11,8,17,43,59,-16,41
Admira Wacke,91,8,12,4,20,29,59,-30,40
SV Josko Rie,91,9,11,6,19,40,55,-15,39
Mattersburg,91,10,11,6,19,36,55,-19,39
FC Salzburg,92,1,23,6,7,74,32,42,75
SC Rheindorf,92,2,22,6,8,61,43,18,72
Vienna,92,3,19,3,14,67,58,9,60
SK Sturm Gra,92,4,18,5,13,53,40,13,59
Rapid Vienna,92,5,15,10,11,56,36,20,55
RZ Pellets W,92,6,11,10,15,46,54,-8,43
St. Pölten,92,7,9,13,14,46,60,-14,40
Mattersburg,92,8,9,9,18,39,53,-14,36
Admira Wacke,92,9,9,7,20,32,66,-34,34
SV Josko Rie,92,10,9,3,24,33,65,-32,30
FC Salzburg,93,1,25,6,5,76,28,48,81
SC Rheindorf,93,2,21,5,10,59,45,14,68
Vienna,93,3,19,4,13,69,54,15,61
SK Sturm Gra,93,4,17,7,12,53,39,14,58
Rapid Vienna,93,5,11,12,13,51,48,3,45
Mattersburg,93,6,11,8,17,39,50,-11,41
RZ Pellets W,93,7,11,7,18,46,58,-12,40
SV Josko Rie,93,8,12,4,20,39,59,-20,40
Admira Wacke,93,9,9,10,17,34,63,-29,37
St. Pölten,93,10,9,7,20,38,60,-22,34
SC Rheindorf,94,1,22,7,7,63,38,25,73
Vienna,94,2,21,4,11,65,48,17,67
FC Salzburg,94,3,18,8,10,68,40,28,62
SK Sturm Gra,94,4,19,5,12,57,38,19,62
Rapid Vienna,94,5,11,12,13,54,45,9,45
St. Pölten,94,6,11,11,14,46,55,-9,44
RZ Pellets W,94,7,11,8,17,42,60,-18,41
Admira Wacke,94,8,10,9,17,39,64,-25,39
Mattersburg,94,9,9,10,17,43,58,-15,37
SV Josko Rie,94,10,7,8,21,31,62,-31,29
SC Rheindorf,95,1,22,8,6,64,39,25,74
FC Salzburg,95,2,20,9,7,70,35,35,69
SK Sturm Gra,95,3,19,6,11,53,34,19,63
Vienna,95,4,18,3,15,64,54,10,57
Rapid Vienna,95,5,13,11,12,48,39,9,50
St. Pölten,95,6,11,11,14,44,56,-12,44
RZ Pellets W,95,7,12,7,17,44,57,-13,43
Admira Wacke,95,8,12,7,17,39,59,-20,43
Mattersburg,95,9,8,7,21,38,59,-21,31
SV Josko Rie,95,10,9,3,24,33,65,-32,30
FC Salzburg,96,1,24,7,5,77,26,51,79
Vienna,96,2,20,3,13,69,53,16,63
SC Rheindorf,96,3,18,8,10,60,44,16,62
SK Sturm Gra,96,4,17,6,13,49,40,9,57
Rapid Vienna,96,5,14,11,11,57,44,13,53
RZ Pellets W,96,6,13,10,13,52,59,-7,49
SV Josko Rie,96,7,10,6,20,35,57,-22,36
Admira Wacke,96,8,10,5,21,33,62,-29,35
Mattersburg,96,9,7,12,17,36,54,-18,33
St. Pölten,96,10,7,12,17,41,70,-29,33
FC Salzburg,97,1,22,8,6,77,34,43,74
RZ Pellets W,97,2,19,6,11,61,51,10,63
Vienna,97,3,19,5,12,68,54,14,62
SK Sturm Gra,97,4,18,5,13,55,38,17,59
SC Rheindorf,97,5,15,8,13,45,44,1,53
Rapid Vienna,97,6,12,12,12,45,37,8,48
Admira Wacke,97,7,10,8,18,33,59,-26,38
Mattersburg,97,8,9,10,17,37,56,-19,37
SV Josko Rie,97,9,8,9,19,30,54,-24,33
St. Pölten,97,10,7,11,18,33,57,-24,32
SC Rheindorf,98,1,21,5,10,59,44,15,68
FC Salzburg,98,2,18,11,7,71,33,38,65
Vienna,98,3,20,4,12,65,52,13,64
SK Sturm Gra,98,4,19,3,14,56,39,17,60
Rapid Vienna,98,5,14,11,11,58,45,13,53
Admira Wacke,98,6,13,8,15,33,50,-17,47
St. Pölten,98,7,10,11,15,46,64,-18,41
RZ Pellets W,98,8,10,8,18,40,58,-18,38
SV Josko Rie,98,9,10,4,22,36,61,-25,34
Mattersburg,98,10,8,9,19,39,57,-18,33
FC Salzburg,99,1,25,6,5,77,31,46,81
SC Rheindorf,99,2,19,8,9,53,42,11,65
Rapid Vienna,99,3,15,10,11,63,42,21,55
Vienna,99,4,16,4,16,58,59,-1,52
SK Sturm Gra,99,5,14,9,13,54,47,7,51
RZ Pellets W,99,6,14,8,14,47,52,-5,50
Admira Wacke,99,7,11,8,17,41,56,-15,41
St. Pölten,99,8,9,10,17,46,66,-20,37
Mattersburg,99,9,8,10,18,36,53,-17,34
SV Josko Rie,99,10,9,7,20,37,64,-27,34
FC Salzburg,100,1,25,5,6,78,32,46,80
SK Sturm Gra,100,2,19,7,10,53,33,20,64
Vienna,100,3,20,3,13,69,57,12,63
SC Rheindorf,100,4,17,10,9,51,42,9,61
Rapid Vienna,100,5,14,12,10,58,38,20,54
RZ Pellets W,100,6,12,7,17,45,60,-15,43
Admira Wacke,100,7,10,7,19,38,61,-23,37
St. Pölten,100,8,9,9,18,40,59,-19,36
SV Josko Rie,100,9,10,5,21,35,59,-24,35
Mattersburg,100,10,6,11,19,33,59,-26,29
FC Salzburg,101,1,22,8,6,68,26,42,74
SC Rheindorf,101,2,20,8,8,61,40,21,68
SK Sturm Gra,101,3,18,6,12,53,34,19,60
Vienna,101,4,18,6,12,59,48,11,60
RZ Pellets W,101,5,12,10,14,43,58,-15,46
Rapid Vienna,101,6,11,11,14,52,44,8,44
Admira Wacke,101,7,12,8,16,32,50,-18,44
Mattersburg,101,8,10,8,18,39,50,-11,38
St. Pölten,101,9,8,11,17,37,64,-27,35
SV Josko Rie,101,10,9,4,23,35,65,-30,31
FC Salzburg,102,1,24,7,5,73,29,44,79
SK Sturm Gra,102,2,19,7,10,60,41,19,64
SC Rheindorf,102,3,19,7,10,59,42,17,64
Vienna,102,4,18,5,13,65,52,13,59
RZ Pellets W,102,5,13,9,14,48,52,-4,48
Admira Wacke,102,6,13,8,15,37,50,-13,47
Rapid Vienna,102,7,9,12,15,46,46,0,39
St. Pölten,102,8,8,11,17,36,61,-25,35
SV Josko Rie,102,9,9,6,21,30,59,-29,33
Mattersburg,102,10,7,10,19,36,58,-22,31
FC Salzburg,103,1,24,7,5,70,22,48,79
SC Rheindorf,103,2,20,9,7,52,33,19,69
SK Sturm Gra,103,3,19,6,11,60,37,23,63
Vienna,103,4,19,3,14,67,56,11,60
Rapid Vienna,103,5,13,10,13,49,45,4,49
RZ Pellets W,103,6,13,6,17,47,59,-12,45
St. Pölten,103,7,10,7,19,43,63,-20,37
Admira Wacke,103,8,10,7,19,29,49,-20,37
SV Josko Rie,103,9,11,3,22,37,66,-29,36
Mattersburg,103,10,9,6,21,35,59,-24,33
FC Salzburg,104,1,22,8,6,62,26,36,74
SC Rheindorf,104,2,21,7,8,58,42,16,70
Vienna,104,3,16,9,11,61,47,14,57
SK Sturm Gra,104,4,16,5,15,55,44,11,53
Rapid Vienna,104,5,13,11,12,59,43,16,50
Admira Wacke,104,6,13,8,15,38,50,-12,47
RZ Pellets W,104,7,11,11,14,44,53,-9,44
St. Pölten,104,8,11,9,16,44,69,-25,42
Mattersburg,104,9,8,8,20,37,56,-19,32
