team,n,rank,w,d,l,gf,ga,gd,pts
Ayr,9804,1,24,4,8,92,43,49,76
Raith,9804,2,22,9,5,70,34,36,75
Alloa,9804,3,17,9,10,58,45,13,60
Arbroath,9804,4,17,8,11,72,51,21,59
Stranraer,9804,5,15,5,16,56,66,-10,50
East Fife,9804,6,14,3,19,49,65,-16,45
Airdrieon,9804,7,11,11,14,46,58,-12,44
Forfar,9804,8,10,5,21,38,65,-27,35
Queen's Park,9804,9,7,10,19,42,74,-32,31
Albion,9804,10,8,6,22,58,80,-22,30
Raith,9805,1,22,9,5,69,33,36,75
Ayr,9805,2,23,4,9,92,45,47,73
Arbroath,9805,3,18,8,10,73,48,25,62
Alloa,9805,4,17,9,10,57,44,13,60
Stranraer,9805,5,15,5,16,56,67,-11,50
East Fife,9805,6,14,3,19,50,65,-15,45
Airdrieon,9805,7,11,11,14,46,58,-12,44
Forfar,9805,8,10,5,21,38,65,-27,35
Albion,9805,9,9,6,21,60,80,-20,33
Queen's Park,9805,10,6,10,20,39,75,-36,28
Raith,9806,1,23,8,5,70,32,38,77
Ayr,9806,2,24,4,8,95,44,51,76
Arbroath,9806,3,17,8,11,71,50,21,59
Alloa,9806,4,17,8,11,56,45,11,59
Stranraer,9806,5,15,5,16,55,66,-11,50
East Fife,9806,6,14,3,19,49,64,-15,45
Airdrieon,9806,7,10,12,14,46,59,-13,42
Forfar,9806,8,10,6,20,39,65,-26,36
Queen's Park,9806,9,7,10,19,41,73,-32,31
Albion,9806,10,8,6,22,59,83,-24,30
Raith,9807,1,22,9,5,71,35,36,75
Ayr,9807,2,23,4,9,90,44,46,73
Arbroath,9807,3,18,8,10,72,48,24,62
Alloa,9807,4,17,9,10,59,46,13,60
Stranraer,9807,5,15,5,16,56,67,-11,50
East Fife,9807,6,14,3,19,50,65,-15,45
Airdrieon,9807,7,11,11,14,46,58,-12,44
Forfar,9807,8,10,5,21,38,65,-27,35
Albion,9807,9,9,6,21,59,78,-19,33
Queen's Park,9807,10,6,10,20,39,74,-35,28
Raith,9808,1,23,8,5,71,32,39,77
Ayr,9808,2,24,4,8,91,42,49,76
Arbroath,9808,3,18,8,10,71,48,23,62
Alloa,9808,4,17,8,11,56,46,10,59
Stranraer,9808,5,15,5,16,57,67,-10,50
East Fife,9808,6,14,3,19,50,66,-16,45
Airdrieon,9808,7,11,11,14,48,58,-10,44
Forfar,9808,8,10,5,21,38,67,-29,35
Albion,9808,9,8,6,22,57,79,-22,30
Queen's Park,9808,10,6,10,20,39,73,-34,28
Raith,9809,1,23,8,5,71,32,39,77
Ayr,9809,2,24,4,8,94,44,50,76
Arbroath,9809,3,18,8,10,72,49,23,62
Alloa,9809,4,17,8,11,56,46,10,59
Stranraer,9809,5,16,5,15,61,65,-4,53
East Fife,9809,6,13,3,20,48,70,-22,42
Airdrieon,9809,7,10,11,15,46,61,-15,41
Forfar,9809,8,11,5,20,41,65,-24,38
Albion,9809,9,8,6,22,59,82,-23,30
Queen's Park,9809,10,6,10,20,40,74,-34,28
Raith,9810,1,23,8,5,69,32,37,77
Ayr,9810,2,24,4,8,93,43,50,76
Arbroath,9810,3,17,8,11,71,50,21,59
Alloa,9810,4,17,8,11,56,44,12,59
Stranraer,9810,5,15,6,15,55,64,-9,51
Airdrieon,9810,6,11,11,14,47,59,-12,44
East Fife,9810,7,13,4,19,47,64,-17,43
Forfar,9810,8,10,5,21,39,66,-27,35
Queen's Park,9810,9,7,10,19,41,73,-32,31
Albion,9810,10,8,6,22,58,81,-23,30
Raith,9811,1,23,8,5,69,32,37,77
Ayr,9811,2,23,4,9,90,44,46,73
Arbroath,9811,3,18,8,10,73,49,24,62
Alloa,9811,4,17,8,11,56,44,12,59
Stranraer,9811,5,16,5,15,56,64,-8,53
Airdrieon,9811,6,11,11,14,47,59,-12,44
East Fife,9811,7,13,3,20,47,65,-18,42
Forfar,9811,8,10,5,21,39,66,-27,35
Albion,9811,9,9,6,21,59,78,-19,33
Queen's Park,9811,10,6,10,20,40,75,-35,28
Ayr,9812,1,24,4,8,93,43,50,76
Raith,9812,2,22,9,5,69,33,36,75
Alloa,9812,3,17,9,10,57,44,13,60
Arbroath,9812,4,17,8,11,71,51,20,59
Stranraer,9812,5,15,5,16,55,67,-12,50
East Fife,9812,6,14,3,19,50,64,-14,45
Airdrieon,9812,7,11,11,14,47,58,-11,44
Forfar,9812,8,10,5,21,38,66,-28,35
Queen's Park,9812,9,7,10,19,42,73,-31,31
Albion,9812,10,8,6,22,58,81,-23,30
Ayr,9813,1,23,5,8,92,44,48,74
Raith,9813,2,22,8,6,68,33,35,74
Arbroath,9813,3,18,8,10,72,48,24,62
Alloa,9813,4,18,8,10,57,43,14,62
Stranraer,9813,5,15,6,15,55,64,-9,51
Airdrieon,9813,6,11,11,14,47,59,-12,44
East Fife,9813,7,13,4,19,47,64,-17,43
Forfar,9813,8,10,5,21,39,66,-27,35
Albion,9813,9,8,7,21,59,80,-21,31
Queen's Park,9813,10,6,10,20,39,74,-35,28
Ayr,9814,1,24,4,8,93,43,50,76
Raith,9814,2,22,8,6,68,33,35,74
Alloa,9814,3,18,8,10,57,43,14,62
Arbroath,9814,4,17,8,11,70,50,20,59
Stranraer,9814,5,16,5,15,59,66,-7,53
Airdrieon,9814,6,10,12,14,45,58,-13,42
East Fife,9814,7,13,3,20,49,68,-19,42
Forfar,9814,8,10,6,20,38,64,-26,36
Queen's Park,9814,9,7,10,19,41,72,-31,31
Albion,9814,10,8,6,22,58,81,-23,30
Raith,9815,1,23,8,5,71,32,39,77
Ayr,9815,2,24,4,8,97,44,53,76
Arbroath,9815,3,18,8,10,75,49,26,62
Alloa,9815,4,17,8,11,56,46,10,59
Stranraer,9815,5,15,6,15,56,65,-9,51
East Fife,9815,6,13,4,19,48,65,-17,43
Airdrieon,9815,7,10,11,15,46,61,-15,41
Forfar,9815,8,11,5,20,41,65,-24,38
Albion,9815,9,8,6,22,59,85,-26,30
Queen's Park,9815,10,6,10,20,40,77,-37,28
Raith,9816,1,23,8,5,70,32,38,77
Ayr,9816,2,24,4,8,94,42,52,76
Arbroath,9816,3,17,9,10,71,49,22,60
Alloa,9816,4,17,8,11,56,45,11,59
Stranraer,9816,5,16,5,15,58,66,-8,53
Airdrieon,9816,6,10,12,14,45,58,-13,42
East Fife,9816,7,13,3,20,49,67,-18,42
Forfar,9816,8,10,6,20,38,64,-26,36
Albion,9816,9,8,6,22,57,82,-25,30
Queen's Park,9816,10,6,11,19,40,73,-33,29
Raith,9817,1,22,8,6,68,33,35,74
Ayr,9817,2,23,4,9,93,46,47,73
Arbroath,9817,3,18,8,10,75,48,27,62
Alloa,9817,4,18,8,10,57,43,14,62
Stranraer,9817,5,15,5,16,56,66,-10,50
East Fife,9817,6,14,3,19,49,65,-16,45
Airdrieon,9817,7,10,12,14,46,59,-13,42
Forfar,9817,8,10,6,20,39,65,-26,36
Albion,9817,9,9,6,21,61,81,-20,33
Queen's Park,9817,10,6,10,20,39,77,-38,28
Raith,9818,1,23,8,5,72,33,39,77
Ayr,9818,2,24,4,8,94,42,52,76
Arbroath,9818,3,17,8,11,70,50,20,59
Alloa,9818,4,17,8,11,57,47,10,59
Stranraer,9818,5,15,5,16,56,70,-14,50
East Fife,9818,6,14,3,19,53,65,-12,45
Airdrieon,9818,7,10,11,15,45,61,-16,41
Forfar,9818,8,11,5,20,41,64,-23,38
Queen's Park,9818,9,7,10,19,41,72,-31,31
Albion,9818,10,8,6,22,57,82,-25,30
Ayr,9819,1,24,4,8,93,42,51,76
Raith,9819,2,22,9,5,68,32,36,75
Alloa,9819,3,17,9,10,56,43,13,60
Arbroath,9819,4,17,8,11,70,49,21,59
Stranraer,9819,5,16,5,15,57,65,-8,53
Airdrieon,9819,6,10,12,14,47,60,-13,42
East Fife,9819,7,13,3,20,48,66,-18,42
Forfar,9819,8,10,6,20,40,66,-26,36
Queen's Park,9819,9,7,10,19,40,72,-32,31
Albion,9819,10,8,6,22,57,81,-24,30
Raith,9820,1,23,8,5,74,33,41,77
Ayr,9820,2,24,4,8,95,44,51,76
Arbroath,9820,3,17,8,11,72,53,19,59
Alloa,9820,4,17,8,11,57,49,8,59
Stranraer,9820,5,15,5,16,55,65,-10,50
East Fife,9820,6,14,3,19,48,64,-16,45
Airdrieon,9820,7,10,12,14,47,60,-13,42
Forfar,9820,8,10,6,20,40,66,-26,36
Queen's Park,9820,9,7,10,19,44,74,-30,31
Albion,9820,10,8,6,22,59,83,-24,30
Ayr,9821,1,24,4,8,95,44,51,76
Raith,9821,2,22,9,5,69,33,36,75
Alloa,9821,3,17,9,10,57,44,13,60
Arbroath,9821,4,17,8,11,71,51,20,59
Stranraer,9821,5,15,5,16,56,66,-10,50
East Fife,9821,6,14,3,19,49,65,-16,45
Airdrieon,9821,7,11,11,14,47,59,-12,44
Forfar,9821,8,10,5,21,39,66,-27,35
Queen's Park,9821,9,7,10,19,42,73,-31,31
Albion,9821,10,8,6,22,59,83,-24,30
Raith,9822,1,23,8,5,70,32,38,77
Ayr,9822,2,24,4,8,92,43,49,76
Arbroath,9822,3,18,8,10,74,50,24,62
Alloa,9822,4,17,8,11,56,45,11,59
Stranraer,9822,5,16,5,15,56,64,-8,53
Airdrieon,9822,6,11,11,14,46,58,-12,44
East Fife,9822,7,13,3,20,47,65,-18,42
Forfar,9822,8,10,5,21,38,65,-27,35
Albion,9822,9,8,6,22,58,80,-22,30
Queen's Park,9822,10,6,10,20,41,76,-35,28
Raith,9823,1,23,8,5,69,32,37,77
Ayr,9823,2,24,4,8,96,44,52,76
Arbroath,9823,3,18,8,10,74,48,26,62
Alloa,9823,4,17,8,11,56,44,12,59
Stranraer,9823,5,15,6,15,56,65,-9,51
Airdrieon,9823,6,11,11,14,47,58,-11,44
East Fife,9823,7,13,4,19,48,65,-17,43
Forfar,9823,8,10,5,21,38,66,-28,35
Albion,9823,9,8,6,22,59,84,-25,30
Queen's Park,9823,10,6,10,20,39,76,-37,28
Raith,9824,1,22,9,5,68,32,36,75
Ayr,9824,2,23,5,8,90,42,48,74
Arbroath,9824,3,18,8,10,72,48,24,62
Alloa,9824,4,17,9,10,56,43,13,60
Stranraer,9824,5,15,5,16,58,68,-10,50
East Fife,9824,6,14,3,19,51,67,-16,45
Airdrieon,9824,7,11,11,14,48,59,-11,44
Forfar,9824,8,10,5,21,39,67,-28,35
Albion,9824,9,8,7,21,57,78,-21,31
Queen's Park,9824,10,6,10,20,39,74,-35,28
Raith,9825,1,23,8,5,71,33,38,77
Ayr,9825,2,24,4,8,94,44,50,76
Arbroath,9825,3,17,8,11,71,50,21,59
Alloa,9825,4,17,8,11,57,46,11,59
Stranraer,9825,5,16,5,15,56,64,-8,53
Airdrieon,9825,6,11,11,14,49,58,-9,44
East Fife,9825,7,13,3,20,47,65,-18,42
Forfar,9825,8,10,5,21,38,68,-30,35
Queen's Park,9825,9,7,10,19,41,73,-32,31
Albion,9825,10,8,6,22,59,82,-23,30
Raith,9826,1,23,8,5,71,33,38,77
Ayr,9826,2,24,4,8,91,42,49,76
Arbroath,9826,3,18,8,10,73,49,24,62
Alloa,9826,4,17,8,11,57,46,11,59
Stranraer,9826,5,15,6,15,55,64,-9,51
Airdrieon,9826,6,11,11,14,46,58,-12,44
East Fife,9826,7,13,4,19,47,64,-17,43
Forfar,9826,8,10,5,21,38,65,-27,35
Albion,9826,9,8,6,22,57,79,-22,30
Queen's Park,9826,10,6,10,20,40,75,-35,28
Ayr,9827,1,24,4,8,94,44,50,76
Raith,9827,2,22,9,5,69,33,36,75
Alloa,9827,3,17,9,10,57,44,13,60
Arbroath,9827,4,17,8,11,70,50,20,59
Stranraer,9827,5,15,5,16,56,66,-10,50
East Fife,9827,6,14,3,19,49,65,-16,45
Airdrieon,9827,7,10,11,15,45,60,-15,41
Forfar,9827,8,11,5,20,40,64,-24,38
Queen's Park,9827,9,7,10,19,41,72,-31,31
Albion,9827,10,8,6,22,59,82,-23,30
Raith,9828,1,23,8,5,71,34,37,77
Ayr,9828,2,24,4,8,94,45,49,76
Arbroath,9828,3,17,8,11,72,51,21,59
Alloa,9828,4,17,8,11,58,46,12,59
Stranraer,9828,5,15,6,15,57,66,-9,51
East Fife,9828,6,13,4,19,49,66,-17,43
Airdrieon,9828,7,10,12,14,46,59,-13,42
Forfar,9828,8,10,6,20,39,65,-26,36
Queen's Park,9828,9,7,10,19,42,74,-32,31
Albion,9828,10,8,6,22,60,82,-22,30
Raith,9829,1,23,8,5,70,32,38,77
Ayr,9829,2,24,4,8,93,42,51,76
Arbroath,9829,3,18,8,10,72,49,23,62
Alloa,9829,4,17,8,11,56,45,11,59
Stranraer,9829,5,15,5,16,55,66,-11,50
East Fife,9829,6,14,3,19,49,64,-15,45
Airdrieon,9829,7,10,11,15,45,59,-14,41
Forfar,9829,8,11,5,20,39,64,-25,38
Albion,9829,9,8,6,22,57,81,-24,30
Queen's Park,9829,10,6,10,20,40,74,-34,28
Ayr,9830,1,24,4,8,92,43,49,76
Raith,9830,2,22,8,6,68,33,35,74
Arbroath,9830,3,18,8,10,74,48,26,62
Alloa,9830,4,18,8,10,57,43,14,62
Stranraer,9830,5,15,6,15,56,65,-9,51
Airdrieon,9830,6,11,11,14,49,58,-9,44
East Fife,9830,7,13,4,19,48,65,-17,43
Forfar,9830,8,10,5,21,38,68,-30,35
Albion,9830,9,8,6,22,58,80,-22,30
Queen's Park,9830,10,6,10,20,39,76,-37,28
Ayr,9831,1,24,4,8,96,42,54,76
Raith,9831,2,22,8,6,68,35,33,74
Arbroath,9831,3,18,8,10,74,49,25,62
Alloa,9831,4,18,8,10,59,43,16,62
Stranraer,9831,5,15,6,15,56,65,-9,51
Airdrieon,9831,6,11,11,14,46,58,-12,44
East Fife,9831,7,13,4,19,48,65,-17,43
Forfar,9831,8,10,5,21,38,65,-27,35
Albion,9831,9,8,6,22,57,84,-27,30
Queen's Park,9831,10,6,10,20,40,76,-36,28
Ayr,9832,1,24,4,8,93,43,50,76
Raith,9832,2,22,8,6,69,36,33,74
Arbroath,9832,3,18,8,10,73,50,23,62
Alloa,9832,4,18,8,10,60,44,16,62
Stranraer,9832,5,15,5,16,57,69,-12,50
East Fife,9832,6,14,3,19,52,66,-14,45
Airdrieon,9832,7,11,11,14,47,58,-11,44
Forfar,9832,8,10,5,21,38,66,-28,35
Albion,9832,9,8,6,22,58,81,-23,30
Queen's Park,9832,10,6,10,20,41,75,-34,28
Raith,9833,1,23,8,5,69,32,37,77
Ayr,9833,2,23,5,8,92,44,48,74
Arbroath,9833,3,18,8,10,73,49,24,62
Alloa,9833,4,17,8,11,56,44,12,59
Stranraer,9833,5,15,5,16,56,67,-11,50
East Fife,9833,6,14,3,19,50,65,-15,45
Airdrieon,9833,7,11,11,14,48,58,-10,44
Forfar,9833,8,10,5,21,38,67,-29,35
Albion,9833,9,8,7,21,59,80,-21,31
Queen's Park,9833,10,6,10,20,40,75,-35,28
Raith,9834,1,23,8,5,69,32,37,77
Ayr,9834,2,23,4,9,91,46,45,73
Arbroath,9834,3,18,8,10,73,50,23,62
Alloa,9834,4,17,8,11,56,44,12,59
Stranraer,9834,5,15,5,16,58,69,-11,50
East Fife,9834,6,14,3,19,52,67,-15,45
Airdrieon,9834,7,10,11,15,45,59,-14,41
Forfar,9834,8,11,5,20,39,64,-25,38
Albion,9834,9,9,6,21,61,79,-18,33
Queen's Park,9834,10,6,10,20,41,75,-34,28
Raith,9835,1,23,8,5,75,34,41,77
Ayr,9835,2,24,4,8,92,43,49,76
Arbroath,9835,3,18,8,10,74,49,25,62
Alloa,9835,4,17,8,11,58,50,8,59
Stranraer,9835,5,16,5,15,57,65,-8,53
Airdrieon,9835,6,11,11,14,48,58,-10,44
East Fife,9835,7,13,3,20,48,66,-18,42
Forfar,9835,8,10,5,21,38,67,-29,35
Albion,9835,9,8,6,22,58,80,-22,30
Queen's Park,9835,10,6,10,20,40,76,-36,28
Raith,9836,1,23,8,5,72,35,37,77
Ayr,9836,2,23,4,9,93,48,45,73
Arbroath,9836,3,17,8,11,71,50,21,59
Alloa,9836,4,17,8,11,59,47,12,59
Stranraer,9836,5,15,6,15,58,67,-9,51
East Fife,9836,6,13,4,19,50,67,-17,43
Airdrieon,9836,7,10,11,15,45,60,-15,41
Forfar,9836,8,11,5,20,40,64,-24,38
Albion,9836,9,9,6,21,63,81,-18,33
Queen's Park,9836,10,7,10,19,41,73,-32,31
Ayr,9837,1,24,4,8,93,43,50,76
Raith,9837,2,22,9,5,68,32,36,75
Arbroath,9837,3,18,8,10,74,48,26,62
Alloa,9837,4,17,9,10,56,43,13,60
Stranraer,9837,5,15,6,15,56,65,-9,51
East Fife,9837,6,13,4,19,48,65,-17,43
Airdrieon,9837,7,10,11,15,46,60,-14,41
Forfar,9837,8,11,5,20,40,65,-25,38
Albion,9837,9,8,6,22,58,81,-23,30
Queen's Park,9837,10,6,10,20,39,76,-37,28
Raith,9838,1,22,9,5,68,32,36,75
Ayr,9838,2,23,5,8,91,43,48,74
Arbroath,9838,3,17,9,10,71,49,22,60
Alloa,9838,4,17,9,10,56,43,13,60
Stranraer,9838,5,16,5,15,59,67,-8,53
East Fife,9838,6,13,3,20,50,68,-18,42
Airdrieon,9838,7,10,11,15,46,60,-14,41
Forfar,9838,8,11,5,20,40,65,-25,38
Albion,9838,9,8,7,21,58,79,-21,31
Queen's Park,9838,10,6,11,19,40,73,-33,29
Ayr,9839,1,23,5,8,94,46,48,74
Raith,9839,2,22,8,6,68,34,34,74
Alloa,9839,3,18,8,10,58,43,15,62
Arbroath,9839,4,17,8,11,70,49,21,59
Stranraer,9839,5,15,5,16,55,65,-10,50
East Fife,9839,6,14,3,19,48,64,-16,45
Airdrieon,9839,7,10,12,14,46,59,-13,42
Forfar,9839,8,10,6,20,39,65,-26,36
Albion,9839,9,8,7,21,61,82,-21,31
Queen's Park,9839,10,7,10,19,40,72,-32,31
Ayr,9840,1,24,4,8,92,43,49,76
Raith,9840,2,22,8,6,68,33,35,74
Arbroath,9840,3,18,8,10,72,48,24,62
Alloa,9840,4,18,8,10,57,43,14,62
Stranraer,9840,5,15,6,15,55,64,-9,51
East Fife,9840,6,13,4,19,47,64,-17,43
Airdrieon,9840,7,10,12,14,46,59,-13,42
Forfar,9840,8,10,6,20,39,65,-26,36
Albion,9840,9,8,6,22,58,80,-22,30
Queen's Park,9840,10,6,10,20,39,74,-35,28
Raith,9841,1,23,8,5,70,32,38,77
Ayr,9841,2,24,4,8,93,42,51,76
Arbroath,9841,3,17,9,10,71,49,22,60
Alloa,9841,4,17,8,11,56,45,11,59
Stranraer,9841,5,15,5,16,55,67,-12,50
East Fife,9841,6,14,3,19,50,64,-14,45
Airdrieon,9841,7,10,12,14,45,58,-13,42
Forfar,9841,8,10,6,20,38,64,-26,36
Albion,9841,9,8,6,22,57,81,-24,30
Queen's Park,9841,10,6,11,19,40,73,-33,29
Raith,9842,1,23,8,5,70,33,37,77
Ayr,9842,2,24,4,8,94,42,52,76
Arbroath,9842,3,17,9,10,72,50,22,60
Alloa,9842,4,17,8,11,57,45,12,59
Stranraer,9842,5,16,5,15,59,66,-7,53
Airdrieon,9842,6,11,11,14,49,59,-10,44
East Fife,9842,7,13,3,20,49,68,-19,42
Forfar,9842,8,10,5,21,39,68,-29,35
Albion,9842,9,8,6,22,57,82,-25,30
Queen's Park,9842,10,6,11,19,41,74,-33,29
Raith,9843,1,23,8,5,71,33,38,77
Ayr,9843,2,24,4,8,94,44,50,76
Arbroath,9843,3,17,9,10,71,49,22,60
Alloa,9843,4,17,8,11,57,46,11,59
Stranraer,9843,5,15,5,16,57,67,-10,50
East Fife,9843,6,14,3,19,50,66,-16,45
Airdrieon,9843,7,11,11,14,49,58,-9,44
Forfar,9843,8,10,5,21,38,68,-30,35
Albion,9843,9,8,6,22,59,82,-23,30
Queen's Park,9843,10,6,11,19,40,73,-33,29
Ayr,9844,1,24,4,8,96,43,53,76
Raith,9844,2,22,8,6,68,33,35,74
Arbroath,9844,3,18,8,10,72,48,24,62
Alloa,9844,4,18,8,10,57,43,14,62
Stranraer,9844,5,16,5,15,59,66,-7,53
Airdrieon,9844,6,10,12,14,46,59,-13,42
East Fife,9844,7,13,3,20,49,68,-19,42
Forfar,9844,8,10,6,20,39,65,-26,36
Albion,9844,9,8,6,22,58,84,-26,30
Queen's Park,9844,10,6,10,20,39,74,-35,28
Ayr,9845,1,24,4,8,94,42,52,76
Raith,9845,2,22,9,5,70,34,36,75
Arbroath,9845,3,18,8,10,73,50,23,62
Alloa,9845,4,17,9,10,58,45,13,60
Stranraer,9845,5,16,5,15,57,65,-8,53
East Fife,9845,6,13,3,20,48,66,-18,42
Airdrieon,9845,7,10,11,15,46,61,-15,41
Forfar,9845,8,11,5,20,41,65,-24,38
Albion,9845,9,8,6,22,57,82,-25,30
Queen's Park,9845,10,6,10,20,41,75,-34,28
Raith,9846,1,23,8,5,71,34,37,77
Ayr,9846,2,24,4,8,93,42,51,76
Arbroath,9846,3,18,8,10,73,49,24,62
Alloa,9846,4,17,8,11,58,46,12,59
Stranraer,9846,5,15,5,16,55,67,-12,50
East Fife,9846,6,14,3,19,50,64,-14,45
Airdrieon,9846,7,10,11,15,45,60,-15,41
Forfar,9846,8,11,5,20,40,64,-24,38
Albion,9846,9,8,6,22,57,81,-24,30
Queen's Park,9846,10,6,10,20,40,75,-35,28
Ayr,9847,1,24,4,8,93,43,50,76
Raith,9847,2,22,8,6,69,35,34,74
Alloa,9847,3,18,8,10,59,44,15,62
Arbroath,9847,4,17,8,11,70,51,19,59
Stranraer,9847,5,16,5,15,59,65,-6,53
Airdrieon,9847,6,10,12,14,45,58,-13,42
East Fife,9847,7,13,3,20,48,68,-20,42
Forfar,9847,8,10,6,20,38,64,-26,36
Queen's Park,9847,9,7,10,19,42,72,-30,31
Albion,9847,10,8,6,22,58,81,-23,30
Ayr,9848,1,24,4,8,96,43,53,76
Raith,9848,2,22,9,5,68,32,36,75
Arbroath,9848,3,17,9,10,72,50,22,60
Alloa,9848,4,17,9,10,56,43,13,60
Stranraer,9848,5,15,5,16,56,66,-10,50
East Fife,9848,6,14,3,19,49,65,-16,45
Airdrieon,9848,7,10,12,14,47,60,-13,42
Forfar,9848,8,10,6,20,40,66,-26,36
Albion,9848,9,8,6,22,58,84,-26,30
Queen's Park,9848,10,6,11,19,41,74,-33,29
Ayr,9849,1,24,4,8,92,42,50,76
Raith,9849,2,22,9,5,69,33,36,75
Arbroath,9849,3,17,9,10,70,48,22,60
Alloa,9849,4,17,9,10,57,44,13,60
Stranraer,9849,5,16,5,15,57,65,-8,53
East Fife,9849,6,13,3,20,48,66,-18,42
Airdrieon,9849,7,10,11,15,46,61,-15,41
Forfar,9849,8,11,5,20,41,65,-24,38
Albion,9849,9,8,6,22,57,80,-23,30
Queen's Park,9849,10,6,11,19,39,72,-33,29
Raith,9850,1,23,8,5,70,33,37,77
Ayr,9850,2,24,4,8,95,44,51,76
Arbroath,9850,3,17,8,11,71,50,21,59
Alloa,9850,4,17,8,11,57,45,12,59
Stranraer,9850,5,16,5,15,58,66,-8,53
East Fife,9850,6,13,3,20,49,67,-18,42
Airdrieon,9850,7,10,11,15,45,60,-15,41
Forfar,9850,8,11,5,20,40,64,-24,38
Queen's Park,9850,9,7,10,19,41,73,-32,31
Albion,9850,10,8,6,22,59,83,-24,30
Ayr,9851,1,24,4,8,96,44,52,76
Raith,9851,2,22,8,6,68,33,35,74
Alloa,9851,3,18,8,10,57,43,14,62
Arbroath,9851,4,17,9,10,70,48,22,60
Stranraer,9851,5,15,6,15,56,65,-9,51
Airdrieon,9851,6,11,11,14,47,58,-11,44
East Fife,9851,7,13,4,19,48,65,-17,43
Forfar,9851,8,10,5,21,38,66,-28,35
Albion,9851,9,8,6,22,59,84,-25,30
Queen's Park,9851,10,6,11,19,39,72,-33,29
Ayr,9852,1,24,4,8,91,42,49,76
Raith,9852,2,22,9,5,69,33,36,75
Arbroath,9852,3,17,9,10,70,48,22,60
Alloa,9852,4,17,9,10,57,44,13,60
Stranraer,9852,5,15,6,15,55,64,-9,51
East Fife,9852,6,13,4,19,47,64,-17,43
Airdrieon,9852,7,10,11,15,46,61,-15,41
Forfar,9852,8,11,5,20,41,65,-24,38
Albion,9852,9,8,6,22,57,79,-22,30
Queen's Park,9852,10,6,11,19,39,72,-33,29
Ayr,9853,1,24,4,8,94,42,52,76
Raith,9853,2,22,9,5,69,33,36,75
Alloa,9853,3,17,9,10,57,44,13,60
Arbroath,9853,4,17,8,11,70,50,20,59
Stranraer,9853,5,15,5,16,57,67,-10,50
East Fife,9853,6,14,3,19,50,66,-16,45
Airdrieon,9853,7,10,11,15,46,61,-15,41
Forfar,9853,8,11,5,20,41,65,-24,38
Queen's Park,9853,9,7,10,19,41,72,-31,31
Albion,9853,10,8,6,22,57,82,-25,30
Raith,9854,1,23,8,5,70,32,38,77
Ayr,9854,2,23,5,8,92,44,48,74
Arbroath,9854,3,18,8,10,74,48,26,62
Alloa,9854,4,17,8,11,56,45,11,59
Stranraer,9854,5,15,6,15,56,65,-9,51
East Fife,9854,6,13,4,19,48,65,-17,43
Airdrieon,9854,7,10,11,15,47,61,-14,41
Forfar,9854,8,11,5,20,41,66,-25,38
Albion,9854,9,8,7,21,59,80,-21,31
Queen's Park,9854,10,6,10,20,39,76,-37,28
Raith,9855,1,23,8,5,71,32,39,77
Ayr,9855,2,24,4,8,93,43,50,76
Arbroath,9855,3,17,8,11,71,52,19,59
Alloa,9855,4,17,8,11,56,46,10,59
Stranraer,9855,5,15,6,15,57,66,-9,51
East Fife,9855,6,13,4,19,49,66,-17,43
Airdrieon,9855,7,10,12,14,46,59,-13,42
Forfar,9855,8,10,6,20,39,65,-26,36
Queen's Park,9855,9,7,10,19,43,73,-30,31
Albion,9855,10,8,6,22,58,81,-23,30
Raith,9856,1,23,8,5,72,32,40,77
Ayr,9856,2,24,4,8,93,42,51,76
Arbroath,9856,3,18,8,10,72,49,23,62
Alloa,9856,4,17,8,11,56,47,9,59
Stranraer,9856,5,15,5,16,58,68,-10,50
East Fife,9856,6,14,3,19,51,67,-16,45
Airdrieon,9856,7,10,11,15,46,60,-14,41
Forfar,9856,8,11,5,20,40,65,-25,38
Albion,9856,9,8,6,22,57,81,-24,30
Queen's Park,9856,10,6,10,20,40,74,-34,28
Ayr,9857,1,24,4,8,93,42,51,76
Raith,9857,2,22,9,5,69,33,36,75
Arbroath,9857,3,18,8,10,72,48,24,62
Alloa,9857,4,17,9,10,57,44,13,60
Stranraer,9857,5,15,5,16,55,70,-15,50
East Fife,9857,6,14,3,19,53,64,-11,45
Airdrieon,9857,7,11,11,14,50,60,-10,44
Forfar,9857,8,10,5,21,40,69,-29,35
Albion,9857,9,8,6,22,57,81,-24,30
Queen's Park,9857,10,6,10,20,39,74,-35,28
Raith,9858,1,23,8,5,70,33,37,77
Ayr,9858,2,24,4,8,92,43,49,76
Arbroath,9858,3,17,9,10,70,48,22,60
Alloa,9858,4,17,8,11,57,45,12,59
Stranraer,9858,5,15,6,15,57,66,-9,51
East Fife,9858,6,13,4,19,49,66,-17,43
Airdrieon,9858,7,10,12,14,45,58,-13,42
Forfar,9858,8,10,6,20,38,64,-26,36
Albion,9858,9,8,6,22,58,80,-22,30
Queen's Park,9858,10,6,11,19,39,72,-33,29
Raith,9859,1,23,8,5,71,32,39,77
Ayr,9859,2,24,4,8,92,43,49,76
Arbroath,9859,3,17,8,11,71,50,21,59
Alloa,9859,4,17,8,11,56,46,10,59
Stranraer,9859,5,15,5,16,55,67,-12,50
East Fife,9859,6,14,3,19,50,64,-14,45
Airdrieon,9859,7,10,11,15,47,61,-14,41
Forfar,9859,8,11,5,20,41,66,-25,38
