team,n,rank,w,d,l,gf,ga,gd,pts
Randers FC,7214,9,5,6,13,24,41,-17,21
Silkeborg IF,7214,10,6,3,13,26,44,-18,21
AGF Aarhus,7214,11,4,6,12,16,37,-21,18
Brondby,7215,1,21,7,2,76,34,42,70
FC Midtjylla,7215,2,20,5,5,64,37,27,65
FC Nords,7215,3,15,6,9,73,51,22,51
Copenhagen,7215,4,12,5,13,54,51,3,41
AC Horsens,7215,5,7,13,10,38,53,-15,34
AaB,7215,6,7,12,11,37,42,-5,33
Sonderjyske,7215,7,8,6,10,28,29,-1,30
Randers FC,7215,8,6,6,12,24,39,-15,24
Silkeborg IF,7215,9,5,4,13,26,45,-19,19
AGF Aarhus,7215,10,4,7,11,17,37,-20,19
Lyngby,7215,11,3,9,12,26,45,-19,18
Brondby,7216,1,21,5,4,68,33,35,68
FC Midtjylla,7216,2,20,4,6,65,37,28,64
Copenhagen,7216,3,14,6,10,55,42,13,48
FC Nords,7216,4,13,7,10,72,54,18,46
AaB,7216,5,8,13,9,37,40,-3,37
Sonderjyske,7216,6,8,6,10,28,29,-1,30
AC Horsens,7216,7,5,15,10,34,51,-17,30
Randers FC,7216,8,6,6,12,26,40,-14,24
Silkeborg IF,7216,9,6,3,13,26,44,-18,21
Lyngby,7216,10,3,9,12,27,47,-20,18
AGF Aarhus,7216,11,4,6,12,16,37,-21,18
Brondby,7217,1,22,5,3,75,29,46,71
FC Midtjylla,7217,2,19,5,6,65,39,26,62
FC Nords,7217,3,15,6,9,74,56,18,51
Copenhagen,7217,4,13,5,12,57,48,9,44
AaB,7217,5,9,11,10,35,38,-3,38
Sonderjyske,7217,6,8,6,10,28,29,-1,30
AC Horsens,7217,7,6,12,12,34,56,-22,30
Lyngby,7217,8,4,9,11,28,45,-17,21
Randers FC,7217,9,5,6,13,24,41,-17,21
Silkeborg IF,7217,10,6,3,13,26,44,-18,21
AGF Aarhus,7217,11,4,6,12,16,37,-21,18
Brondby,7218,1,21,6,3,75,32,43,69
FC Midtjylla,7218,2,20,6,4,68,35,33,66
FC Nords,7218,3,12,9,9,74,58,16,45
Copenhagen,7218,4,13,6,11,58,47,11,45
AaB,7218,5,8,12,10,41,49,-8,36
AC Horsens,7218,6,6,13,11,34,55,-21,31
Sonderjyske,7218,7,8,6,10,28,29,-1,30
Lyngby,7218,8,4,9,11,29,45,-16,21
Randers FC,7218,9,5,6,13,24,42,-18,21
AGF Aarhus,7218,10,5,6,11,17,36,-19,21
Silkeborg IF,7218,11,5,3,14,25,45,-20,18
Brondby,7219,1,21,6,3,71,34,37,69
FC Midtjylla,7219,2,21,5,4,71,37,34,68
FC Nords,7219,3,14,7,9,73,53,20,49
Copenhagen,7219,4,13,4,13,51,45,6,43
AaB,7219,5,7,13,10,36,43,-7,34
AC Horsens,7219,6,6,13,11,34,50,-16,31
Sonderjyske,7219,7,8,6,10,28,29,-1,30
Lyngby,7219,8,4,9,11,29,45,-16,21
Randers FC,7219,9,5,6,13,24,42,-18,21
Silkeborg IF,7219,10,5,4,13,27,46,-19,19
AGF Aarhus,7219,11,4,7,11,18,38,-20,19
Brondby,7220,1,21,6,3,71,31,40,69
FC Midtjylla,7220,2,19,5,6,64,41,23,62
FC Nords,7220,3,14,8,8,75,49,26,50
Copenhagen,7220,4,13,6,11,54,44,10,45
AaB,7220,5,9,12,9,42,46,-4,39
Sonderjyske,7220,6,8,6,10,28,29,-1,30
AC Horsens,7220,7,5,13,12,31,52,-21,28
Lyngby,7220,8,4,9,11,29,45,-16,21
Randers FC,7220,9,5,6,13,24,42,-18,21
AGF Aarhus,7220,10,5,6,11,19,37,-18,21
Silkeborg IF,7220,11,5,3,14,26,47,-21,18
FC Midtjylla,7221,1,21,4,5,67,37,30,67
Brondby,7221,2,19,6,5,66,33,33,63
FC Nords,7221,3,16,6,8,72,46,26,54
Copenhagen,7221,4,14,5,11,53,42,11,47
AC Horsens,7221,5,7,12,11,36,52,-16,33
AaB,7221,6,7,11,12,34,44,-10,32
Sonderjyske,7221,7,8,6,10,28,29,-1,30
Randers FC,7221,8,6,6,12,26,40,-14,24
Silkeborg IF,7221,9,6,3,13,26,44,-18,21
Lyngby,7221,10,3,9,12,27,47,-20,18
AGF Aarhus,7221,11,4,6,12,16,37,-21,18
Brondby,7222,1,21,6,3,74,33,41,69
FC Midtjylla,7222,2,19,4,7,63,41,22,61
FC Nords,7222,3,15,6,9,76,53,23,51
Copenhagen,7222,4,14,6,10,60,46,14,48
AaB,7222,5,8,11,11,37,42,-5,35
AC Horsens,7222,6,6,13,11,34,55,-21,31
Sonderjyske,7222,7,8,6,10,28,29,-1,30
Randers FC,7222,8,6,6,12,26,39,-13,24
Silkeborg IF,7222,9,6,3,13,27,45,-18,21
Lyngby,7222,10,3,9,12,26,47,-21,18
AGF Aarhus,7222,11,4,6,12,17,38,-21,18
Brondby,7223,1,20,8,2,69,31,38,68
FC Midtjylla,7223,2,20,5,5,66,39,27,65
FC Nords,7223,3,13,8,9,73,52,21,47
Copenhagen,7223,4,14,5,11,57,46,11,47
AaB,7223,5,6,14,10,37,43,-6,32
AC Horsens,7223,6,6,14,10,33,50,-17,32
Sonderjyske,7223,7,8,6,10,28,29,-1,30
Randers FC,7223,8,5,7,12,24,40,-16,22
Lyngby,7223,9,3,10,11,27,45,-18,19
Silkeborg IF,7223,10,5,4,13,25,44,-19,19
AGF Aarhus,7223,11,4,7,11,16,36,-20,19
Brondby,7224,1,20,6,4,70,30,40,66
FC Midtjylla,7224,2,17,6,7,60,44,16,57
Copenhagen,7224,3,15,4,11,61,49,12,49
FC Nords,7224,4,13,7,10,71,55,16,46
AaB,7224,5,8,14,8,42,40,2,38
AC Horsens,7224,6,8,13,9,38,50,-12,37
Sonderjyske,7224,7,8,6,10,28,29,-1,30
Randers FC,7224,8,6,6,12,25,40,-15,24
Silkeborg IF,7224,9,6,3,13,27,44,-17,21
Lyngby,7224,10,3,9,12,27,46,-19,18
AGF Aarhus,7224,11,4,6,12,16,38,-22,18
Brondby,7225,1,21,7,2,77,31,46,70
FC Midtjylla,7225,2,20,5,5,69,42,27,65
FC Nords,7225,3,15,7,8,75,51,24,52
Copenhagen,7225,4,12,6,12,59,55,4,42
AaB,7225,5,8,11,11,39,47,-8,35
Sonderjyske,7225,6,8,6,10,28,29,-1,30
AC Horsens,7225,7,5,14,11,34,53,-19,29
Lyngby,7225,8,4,9,11,29,45,-16,21
Randers FC,7225,9,5,6,13,24,42,-18,21
Silkeborg IF,7225,10,5,4,13,27,46,-19,19
AGF Aarhus,7225,11,4,7,11,18,38,-20,19
Brondby,7226,1,22,6,2,72,31,41,72
FC Midtjylla,7226,2,20,5,5,73,38,35,65
FC Nords,7226,3,15,7,8,72,49,23,52
Copenhagen,7226,4,12,5,13,52,46,6,41
AC Horsens,7226,5,7,12,11,33,55,-22,33
AaB,7226,6,6,13,11,35,44,-9,31
Sonderjyske,7226,7,8,6,10,28,29,-1,30
Randers FC,7226,8,5,7,12,25,41,-16,22
Lyngby,7226,9,3,10,11,28,46,-18,19
Silkeborg IF,7226,10,5,4,13,27,46,-19,19
AGF Aarhus,7226,11,4,7,11,18,38,-20,19
FC Midtjylla,7227,1,20,4,6,67,43,24,64
Brondby,7227,2,18,7,5,69,37,32,61
FC Nords,7227,3,16,7,7,76,46,30,55
Copenhagen,7227,4,14,6,10,62,47,15,48
AaB,7227,5,6,14,10,36,44,-8,32
AC Horsens,7227,6,6,14,10,35,54,-19,32
Sonderjyske,7227,7,8,6,10,28,29,-1,30
Randers FC,7227,8,6,6,12,25,40,-15,24
Silkeborg IF,7227,9,6,3,13,27,45,-18,21
Lyngby,7227,10,3,9,12,27,46,-19,18
AGF Aarhus,7227,11,4,6,12,17,38,-21,18
FC Midtjylla,7228,1,21,4,5,68,36,32,67
Brondby,7228,2,19,6,5,63,34,29,63
FC Nords,7228,3,14,9,7,75,50,25,51
Copenhagen,7228,4,12,7,11,54,45,9,43
AaB,7228,5,7,13,10,36,42,-6,34
AC Horsens,7228,6,7,13,10,35,50,-15,34
Sonderjyske,7228,7,8,6,10,28,29,-1,30
Lyngby,7228,8,4,9,11,29,45,-16,21
Randers FC,7228,9,5,6,13,24,42,-18,21
Silkeborg IF,7228,10,5,4,13,25,44,-19,19
AGF Aarhus,7228,11,4,7,11,16,36,-20,19
FC Midtjylla,7229,1,21,4,5,70,45,25,67
Brondby,7229,2,20,6,4,73,32,41,66
FC Nords,7229,3,15,6,9,73,52,21,51
Copenhagen,7229,4,12,5,13,56,49,7,41
AC Horsens,7229,5,8,12,10,42,56,-14,36
AaB,7229,6,8,11,11,38,44,-6,35
Sonderjyske,7229,7,8,6,10,28,29,-1,30
Randers FC,7229,8,6,6,12,26,40,-14,24
Silkeborg IF,7229,9,6,3,13,30,44,-14,21
Lyngby,7229,10,3,9,12,27,47,-20,18
AGF Aarhus,7229,11,4,6,12,16,41,-25,18
Brondby,7230,1,20,7,3,68,31,37,67
FC Midtjylla,7230,2,20,6,4,64,35,29,66
FC Nords,7230,3,14,7,9,71,50,21,49
Copenhagen,7230,4,14,5,11,56,42,14,47
AaB,7230,5,6,14,10,37,43,-6,32
AC Horsens,7230,6,6,13,11,35,56,-21,31
Sonderjyske,7230,7,8,6,10,28,29,-1,30
Randers FC,7230,8,6,6,12,25,40,-15,24
AGF Aarhus,7230,9,5,6,11,19,38,-19,21
Lyngby,7230,10,3,9,12,27,46,-19,18
Silkeborg IF,7230,11,5,3,14,27,47,-20,18
Brondby,7231,1,21,5,4,74,33,41,68
FC Midtjylla,7231,2,19,5,6,63,40,23,62
FC Nords,7231,3,15,6,9,78,52,26,51
Copenhagen,7231,4,15,4,11,60,45,15,49
AaB,7231,5,8,12,10,38,42,-4,36
Sonderjyske,7231,6,8,6,10,28,29,-1,30
AC Horsens,7231,7,6,12,12,33,60,-27,30
Randers FC,7231,8,6,6,12,27,41,-14,24
AGF Aarhus,7231,9,5,6,11,18,36,-18,21
Lyngby,7231,10,3,9,12,28,48,-20,18
Silkeborg IF,7231,11,5,3,14,25,46,-21,18
Brondby,7232,1,21,5,4,70,32,38,68
FC Midtjylla,7232,2,21,4,5,64,39,25,67
FC Nords,7232,3,14,7,9,73,49,24,49
Copenhagen,7232,4,12,5,13,56,47,9,41
AaB,7232,5,8,12,10,39,45,-6,36
AC Horsens,7232,6,7,13,10,35,51,-16,34
Sonderjyske,7232,7,8,6,10,28,29,-1,30
Randers FC,7232,8,5,7,12,24,40,-16,22
Silkeborg IF,7232,9,6,3,13,29,44,-15,21
Lyngby,7232,10,3,10,11,27,45,-18,19
AGF Aarhus,7232,11,4,6,12,16,40,-24,18
FC Midtjylla,7233,1,21,4,5,73,38,35,67
Brondby,7233,2,19,5,6,69,35,34,62
FC Nords,7233,3,15,7,8,75,49,26,52
Copenhagen,7233,4,13,5,12,56,50,6,44
AC Horsens,7233,5,8,12,10,38,59,-21,36
AaB,7233,6,7,13,10,38,44,-6,34
Sonderjyske,7233,7,8,6,10,28,29,-1,30
Randers FC,7233,8,5,7,12,24,40,-16,22
Silkeborg IF,7233,9,6,3,13,27,45,-18,21
Lyngby,7233,10,3,10,11,27,45,-18,19
AGF Aarhus,7233,11,4,6,12,17,38,-21,18
Brondby,7234,1,21,6,3,68,31,37,69
FC Midtjylla,7234,2,17,7,6,60,40,20,58
FC Nords,7234,3,15,7,8,75,51,24,52
Copenhagen,7234,4,14,6,10,60,44,16,48
AaB,7234,5,7,12,11,35,42,-7,33
AC Horsens,7234,6,7,12,11,37,53,-16,33
Sonderjyske,7234,7,8,6,10,28,29,-1,30
Lyngby,7234,8,4,9,11,27,44,-17,21
Silkeborg IF,7234,8,6,3,13,27,44,-17,21
Randers FC,7234,10,5,6,13,23,40,-17,21
AGF Aarhus,7234,11,4,6,12,16,38,-22,18
Brondby,7235,1,22,6,2,74,33,41,72
FC Midtjylla,7235,2,18,6,6,62,40,22,60
Copenhagen,7235,3,14,5,11,60,45,15,47
FC Nords,7235,4,13,7,10,69,51,18,46
AC Horsens,7235,5,7,15,8,34,47,-13,36
AaB,7235,6,6,13,11,33,42,-9,31
Sonderjyske,7235,7,8,6,10,28,29,-1,30
Randers FC,7235,8,6,6,12,24,39,-15,24
Silkeborg IF,7235,9,6,3,13,27,44,-17,21
Lyngby,7235,10,3,9,12,26,45,-19,18
AGF Aarhus,7235,11,4,6,12,16,38,-22,18
Brondby,7236,1,19,8,3,68,33,35,65
FC Midtjylla,7236,2,20,4,6,73,41,32,64
Copenhagen,7236,3,15,6,9,62,43,19,51
FC Nords,7236,4,13,8,9,75,60,15,47
AaB,7236,5,7,13,10,36,43,-7,34
AC Horsens,7236,6,6,13,11,34,54,-20,31
Sonderjyske,7236,7,8,6,10,28,29,-1,30
Lyngby,7236,8,4,9,11,27,44,-17,21
Randers FC,7236,9,5,6,13,23,40,-17,21
Silkeborg IF,7236,10,6,3,13,26,44,-18,21
AGF Aarhus,7236,11,4,6,12,16,37,-21,18
Brondby,7237,1,21,5,4,74,34,40,68
FC Midtjylla,7237,2,18,5,7,63,44,19,59
FC Nords,7237,3,16,6,8,77,47,30,54
Copenhagen,7237,4,15,5,10,60,48,12,50
AaB,7237,5,7,14,9,35,40,-5,35
Sonderjyske,7237,6,8,6,10,28,29,-1,30
AC Horsens,7237,7,5,13,12,36,58,-22,28
Randers FC,7237,8,5,7,12,24,40,-16,22
Silkeborg IF,7237,9,6,3,13,26,44,-18,21
Lyngby,7237,10,3,10,11,27,45,-18,19
AGF Aarhus,7237,11,4,6,12,16,37,-21,18
Brondby,7238,1,21,7,2,72,31,41,70
FC Midtjylla,7238,2,18,4,8,66,43,23,58
FC Nords,7238,3,15,6,9,74,54,20,51
Copenhagen,7238,4,14,6,10,56,43,13,48
AaB,7238,5,8,14,8,41,41,0,38
Sonderjyske,7238,6,8,6,10,28,29,-1,30
AC Horsens,7238,7,5,13,12,31,54,-23,28
Lyngby,7238,8,4,9,11,31,44,-13,21
Silkeborg IF,7238,9,6,3,13,28,44,-16,21
Randers FC,7238,10,5,6,13,23,44,-21,21
AGF Aarhus,7238,11,4,6,12,16,39,-23,18
FC Midtjylla,7239,1,21,5,4,70,39,31,68
Brondby,7239,2,18,9,3,70,36,34,63
FC Nords,7239,3,15,7,8,74,51,23,52
Copenhagen,7239,4,12,6,12,54,45,9,42
AaB,7239,5,8,12,10,37,42,-5,36
AC Horsens,7239,6,6,13,11,36,54,-18,31
Sonderjyske,7239,7,8,6,10,28,29,-1,30
Randers FC,7239,8,5,7,12,23,39,-16,22
AGF Aarhus,7239,9,5,6,11,18,36,-18,21
Lyngby,7239,10,3,10,11,26,44,-18,19
Silkeborg IF,7239,11,5,3,14,25,46,-21,18
Brondby,7240,1,22,6,2,70,30,40,72
FC Midtjylla,7240,2,19,4,7,67,40,27,61
Copenhagen,7240,3,14,5,11,56,44,12,47
FC Nords,7240,4,13,7,10,71,54,17,46
AaB,7240,5,8,11,11,39,42,-3,35
AC Horsens,7240,6,7,13,10,33,52,-19,34
Sonderjyske,7240,7,8,6,10,28,29,-1,30
Lyngby,7240,8,4,9,11,28,44,-16,21
Randers FC,7240,9,5,6,13,23,41,-18,21
AGF Aarhus,7240,10,5,6,11,19,37,-18,21
Silkeborg IF,7240,11,5,3,14,26,47,-21,18
Brondby,7241,1,21,7,2,73,30,43,70
FC Midtjylla,7241,2,20,5,5,64,36,28,65
FC Nords,7241,3,15,6,9,73,51,22,51
Copenhagen,7241,4,13,5,12,58,50,8,44
AaB,7241,5,7,11,12,34,44,-10,32
AC Horsens,7241,6,6,14,10,35,52,-17,32
Sonderjyske,7241,7,8,6,10,28,29,-1,30
Randers FC,7241,8,5,7,12,23,39,-16,22
Silkeborg IF,7241,9,6,3,13,26,44,-18,21
Lyngby,7241,10,3,10,11,26,44,-18,19
AGF Aarhus,7241,11,4,6,12,16,37,-21,18
FC Midtjylla,7242,1,19,7,4,65,38,27,64
Brondby,7242,2,19,6,5,68,37,31,63
FC Nords,7242,3,15,8,7,76,47,29,53
Copenhagen,7242,4,14,6,10,60,45,15,48
AaB,7242,5,7,12,11,33,42,-9,33
Sonderjyske,7242,6,8,6,10,28,29,-1,30
AC Horsens,7242,7,5,15,10,37,56,-19,30
Lyngby,7242,8,4,9,11,28,44,-16,21
Randers FC,7242,9,5,6,13,23,41,-18,21
Silkeborg IF,7242,10,5,4,13,25,44,-19,19
AGF Aarhus,7242,11,4,7,11,16,36,-20,19
Brondby,7243,1,21,6,3,74,34,40,69
FC Midtjylla,7243,2,18,5,7,65,42,23,59
FC Nords,7243,3,15,6,9,77,52,25,51
Copenhagen,7243,4,15,4,11,63,45,18,49
AaB,7243,5,9,11,10,38,45,-7,38
Sonderjyske,7243,6,8,6,10,28,29,-1,30
AC Horsens,7243,7,5,14,11,38,63,-25,29
Randers FC,7243,8,6,6,12,25,40,-15,24
Silkeborg IF,7243,9,5,4,13,25,44,-19,19
AGF Aarhus,7243,10,4,7,11,16,36,-20,19
Lyngby,7243,11,3,9,12,27,46,-19,18
Brondby,7244,1,20,8,2,66,29,37,68
FC Midtjylla,7244,2,19,6,5,64,39,25,63
FC Nords,7244,3,14,7,9,70,49,21,49
Copenhagen,7244,4,13,4,13,56,48,8,43
AaB,7244,5,8,13,9,36,38,-2,37
AC Horsens,7244,6,6,14,10,36,51,-15,32
Sonderjyske,7244,7,8,6,10,28,29,-1,30
Randers FC,7244,8,6,6,12,25,40,-15,24
Silkeborg IF,7244,9,6,3,13,28,44,-16,21
Lyngby,7244,10,3,9,12,27,46,-19,18
AGF Aarhus,7244,11,4,6,12,16,39,-23,18
Brondby,7245,1,20,6,4,73,37,36,66
FC Midtjylla,7245,2,20,4,6,71,41,30,64
FC Nords,7245,3,15,6,9,78,56,22,51
Copenhagen,7245,4,14,6,10,60,45,15,48
AaB,7245,5,8,12,10,39,43,-4,36
Sonderjyske,7245,6,8,6,10,28,29,-1,30
AC Horsens,7245,7,6,12,12,35,60,-25,30
Randers FC,7245,8,5,7,12,24,40,-16,22
Lyngby,7245,9,3,10,11,27,45,-18,19
Silkeborg IF,7245,10,5,4,13,26,45,-19,19
AGF Aarhus,7245,11,4,7,11,17,37,-20,19
Brondby,7246,1,22,6,2,73,30,43,72
FC Midtjylla,7246,2,19,4,7,66,44,22,61
FC Nords,7246,3,14,7,9,74,54,20,49
Copenhagen,7246,4,14,5,11,58,46,12,47
AC Horsens,7246,5,7,13,10,36,49,-13,34
AaB,7246,6,6,13,11,34,44,-10,31
Sonderjyske,7246,7,8,6,10,28,29,-1,30
Silkeborg IF,7246,8,6,3,13,29,44,-15,21
Lyngby,7246,9,4,9,11,27,44,-17,21
Randers FC,7246,10,5,6,13,23,40,-17,21
AGF Aarhus,7246,11,4,6,12,16,40,-24,18
Brondby,7247,1,20,6,4,68,33,35,66
FC Midtjylla,7247,2,18,4,8,63,42,21,58
FC Nords,7247,3,14,7,9,71,51,20,49
Copenhagen,7247,4,14,6,10,59,44,15,48
AaB,7247,5,8,14,8,40,42,-2,38
AC Horsens,7247,6,6,15,9,37,52,-15,33
Sonderjyske,7247,7,8,6,10,28,29,-1,30
Randers FC,7247,8,6,6,12,25,39,-14,24
Silkeborg IF,7247,9,5,4,13,26,45,-19,19
AGF Aarhus,7247,10,4,7,11,17,37,-20,19
Lyngby,7247,11,3,9,12,26,46,-20,18
Brondby,7248,1,22,6,2,79,30,49,72
FC Midtjylla,7248,2,19,5,6,64,45,19,62
Copenhagen,7248,3,15,4,11,56,41,15,49
FC Nords,7248,4,13,8,9,70,53,17,47
AC Horsens,7248,5,7,12,11,37,53,-16,33
AaB,7248,6,6,13,11,36,46,-10,31
Sonderjyske,7248,7,8,6,10,28,29,-1,30
Randers FC,7248,8,6,6,12,25,40,-15,24
Silkeborg IF,7248,9,6,3,13,27,44,-17,21
Lyngby,7248,10,3,9,12,27,46,-19,18
AGF Aarhus,7248,11,4,6,12,16,38,-22,18
Brondby,7249,1,19,7,4,66,29,37,64
FC Midtjylla,7249,2,19,4,7,62,39,23,61
Copenhagen,7249,3,16,5,9,61,41,20,53
FC Nords,7249,4,14,7,9,73,56,17,49
AaB,7249,5,7,14,9,34,39,-5,35
Sonderjyske,7249,6,8,6,10,28,29,-1,30
AC Horsens,7249,7,5,15,10,32,50,-18,30
Randers FC,7249,8,6,6,12,24,39,-15,24
Silkeborg IF,7249,9,6,3,13,29,44,-15,21
Lyngby,7249,10,3,9,12,26,45,-19,18
AGF Aarhus,7249,11,4,6,12,16,40,-24,18
Brondby,7250,1,20,6,4,69,35,34,66
FC Midtjylla,7250,2,19,4,7,64,42,22,61
FC Nords,7250,3,15,7,8,76,47,29,52
Copenhagen,7250,4,15,6,9,61,41,20,51
AaB,7250,5,7,13,10,36,43,-7,34
Sonderjyske,7250,6,8,6,10,28,29,-1,30
AC Horsens,7250,7,5,14,11,32,56,-24,29
Lyngby,7250,8,4,9,11,29,45,-16,21
Randers FC,7250,9,5,6,13,24,42,-18,21
Silkeborg IF,7250,10,5,4,13,25,44,-19,19
AGF Aarhus,7250,11,4,7,11,16,36,-20,19
Brondby,7251,1,21,5,4,68,31,37,68
FC Midtjylla,7251,2,20,5,5,67,37,30,65
Copenhagen,7251,3,15,4,11,59,43,16,49
FC Nords,7251,4,13,6,11,69,55,14,45
AaB,7251,5,7,13,10,36,40,-4,34
AC Horsens,7251,6,7,13,10,32,51,-19,34
Sonderjyske,7251,7,8,6,10,28,29,-1,30
Randers FC,7251,8,6,6,12,24,39,-15,24
Silkeborg IF,7251,9,5,4,13,28,47,-19,19
AGF Aarhus,7251,10,4,7,11,19,39,-20,19
Lyngby,7251,11,3,9,12,26,45,-19,18
Brondby,7252,1,22,6,2,73,31,42,72
FC Midtjylla,7252,2,19,5,6,68,40,28,62
Copenhagen,7252,3,14,5,11,58,46,12,47
FC Nords,7252,4,12,10,8,69,51,18,46
AaB,7252,5,7,13,10,35,44,-9,34
AC Horsens,7252,6,6,13,11,35,52,-17,31
Sonderjyske,7252,7,8,6,10,28,29,-1,30
Silkeborg IF,7252,8,6,3,13,28,44,-16,21
Lyngby,7252,9,4,9,11,28,45,-17,21
Randers FC,7252,10,5,6,13,24,41,-17,21
AGF Aarhus,7252,11,4,6,12,16,39,-23,18
Brondby,7253,1,20,7,3,69,30,39,67
FC Midtjylla,7253,2,20,4,6,67,43,24,64
FC Nords,7253,3,15,7,8,79,53,26,52
Copenhagen,7253,4,14,6,10,63,49,14,48
AaB,7253,5,7,11,12,39,47,-8,32
AC Horsens,7253,6,6,13,11,33,54,-21,31
Sonderjyske,7253,7,8,6,10,28,29,-1,30
Randers FC,7253,8,5,7,12,24,40,-16,22
Lyngby,7253,9,3,10,11,27,45,-18,19
Silkeborg IF,7253,10,5,4,13,26,45,-19,19
AGF Aarhus,7253,11,4,7,11,17,37,-20,19
Brondby,7254,1,21,7,2,67,28,39,70
FC Midtjylla,7254,2,20,4,6,70,37,33,64
FC Nords,7254,3,14,7,9,71,52,19,49
Copenhagen,7254,4,14,6,10,56,42,14,48
AaB,7254,5,8,11,11,36,43,-7,35
Sonderjyske,7254,6,8,6,10,28,29,-1,30
AC Horsens,7254,7,5,13,12,30,54,-24,28
Randers FC,7254,8,6,6,12,25,39,-14,24
Silkeborg IF,7254,9,6,3,13,26,44,-18,21
Lyngby,7254,10,3,9,12,26,46,-20,18
AGF Aarhus,7254,11,4,6,12,16,37,-21,18
Brondby,7255,1,21,5,4,71,31,40,68
FC Midtjylla,7255,2,19,4,7,63,46,17,61
FC Nords,7255,3,16,6,8,80,49,31,54
Copenhagen,7255,4,13,5,12,58,47,11,44
AaB,7255,5,8,13,9,36,39,-3,37
AC Horsens,7255,6,6,13,11,32,54,-22,31
Sonderjyske,7255,7,8,6,10,28,29,-1,30
Randers FC,7255,8,5,7,12,23,39,-16,22
Silkeborg IF,7255,9,6,3,13,30,46,-16,21
Lyngby,7255,10,3,10,11,26,44,-18,19
AGF Aarhus,7255,11,4,6,12,18,41,-23,18
Brondby,7256,1,22,6,2,77,33,44,72
FC Midtjylla,7256,2,20,5,5,64,37,27,65
FC Nords,7256,3,13,7,10,74,54,20,46
Copenhagen,7256,4,12,7,11,59,52,7,43
AaB,7256,5,7,13,10,37,45,-8,34
AC Horsens,7256,6,6,14,10,37,53,-16,32
Sonderjyske,7256,7,8,6,10,28,29,-1,30
Lyngby,7256,8,4,9,11,29,44,-15,21
Silkeborg IF,7256,9,6,3,13,26,44,-18,21
Randers FC,7256,10,5,6,13,23,42,-19,21
AGF Aarhus,7256,11,4,6,12,16,37,-21,18
Brondby,7257,1,21,6,3,72,30,42,69
FC Midtjylla,7257,2,19,6,5,64,37,27,63
FC Nords,7257,3,14,6,10,71,53,18,48
Copenhagen,7257,4,14,6,10,57,41,16,48
AaB,7257,5,7,13,10,37,43,-6,34
AC Horsens,7257,6,6,13,11,32,55,-23,31
Sonderjyske,7257,7,8,6,10,28,29,-1,30
Randers FC,7257,8,5,7,12,25,41,-16,22
AGF Aarhus,7257,9,5,6,11,20,38,-18,21
Lyngby,7257,10,3,10,11,28,46,-18,19
Silkeborg IF,7257,11,5,3,14,27,48,-21,18
Brondby,7258,1,22,5,3,79,37,42,71
FC Midtjylla,7258,2,18,4,8,60,41,19,58
FC Nords,7258,3,15,6,9,69,52,17,51
Copenhagen,7258,4,14,5,11,60,42,18,47
AaB,7258,5,8,11,11,36,42,-6,35
AC Horsens,7258,6,7,13,10,36,52,-16,34
Sonderjyske,7258,7,8,6,10,28,29,-1,30
Randers FC,7258,8,6,6,12,25,39,-14,24
AGF Aarhus,7258,9,5,6,11,18,37,-19,21
Lyngby,7258,10,3,9,12,26,46,-20,18
Silkeborg IF,7258,10,5,3,14,26,46,-20,18
Brondby,7259,1,22,5,3,71,28,43,71
FC Midtjylla,7259,2,20,5,5,62,35,27,65
FC Nords,7259,3,14,8,8,73,50,23,50
Copenhagen,7259,4,13,5,12,56,50,6,44
AaB,7259,5,7,13,10,39,41,-2,34
Sonderjyske,7259,6,8,6,10,28,29,-1,30
AC Horsens,7259,7,5,14,11,31,54,-23,29
Randers FC,7259,8,6,6,12,26,40,-14,24
AGF Aarhus,7259,9,5,6,11,18,37,-19,21
Lyngby,7259,10,3,9,12,27,47,-20,18
Silkeborg IF,7259,11,5,3,14,26,46,-20,18
Brondby,7260,1,23,5,2,72,31,41,74
FC Midtjylla,7260,2,20,4,6,67,39,28,64
FC Nords,7260,3,14,6,10,76,54,22,48
Copenhagen,7260,4,14,4,12,57,45,12,46
AaB,7260,5,7,12,11,35,43,-8,33
AC Horsens,7260,6,6,13,11,38,59,-21,31
Sonderjyske,7260,7,8,6,10,28,29,-1,30
Randers FC,7260,8,5,7,12,23,39,-16,22
Silkeborg IF,7260,9,6,3,13,27,45,-18,21
Lyngby,7260,10,3,10,11,26,44,-18,19
AGF Aarhus,7260,11,4,6,12,17,38,-21,18
Brondby,7261,1,22,5,3,72,33,39,71
FC Midtjylla,7261,2,20,5,5,66,38,28,65
Copenhagen,7261,3,15,5,10,61,43,18,50
FC Nords,7261,4,14,6,10,71,55,16,48
AC Horsens,7261,5,6,13,11,36,51,-15,31
Sonderjyske,7261,6,8,6,10,28,29,-1,30
AaB,7261,7,6,12,12,34,46,-12,30
Randers FC,7261,8,5,7,12,24,40,-16,22
Silkeborg IF,7261,9,6,3,13,28,45,-17,21
Lyngby,7261,10,3,10,11,27,45,-18,19
AGF Aarhus,7261,11,4,6,12,17,39,-22,18
FC Midtjylla,7262,1,21,5,4,67,37,30,68
Brondby,7262,2,20,7,3,69,32,37,67
FC Nords,7262,3,15,7,8,76,51,25,52
Copenhagen,7262,4,13,5,12,59,49,10,44
AaB,7262,5,7,14,9,36,40,-4,35
Sonderjyske,7262,6,8,6,10,28,29,-1,30
