team,n,rank,w,d,l,gf,ga,gd,pts
CSKA Moscow,3959,2,12,3,5,30,18,12,39
Spart Moscow,3959,3,10,6,4,39,27,12,36
Krasnodar,3959,4,9,5,6,30,26,4,32
Zenit,3959,5,7,8,5,21,17,4,29
Terek Grozny,3959,6,7,6,7,21,24,-3,27
Din Moscow,3959,7,5,8,7,18,22,-4,23
FK Rubin,3959,8,5,7,8,23,19,4,22
Amkar,3959,9,5,4,11,10,24,-14,19
Rostov,3959,10,4,6,10,11,20,-9,18
Anzhi,3959,11,2,6,12,16,41,-25,12
Loko Moscow,3960,1,11,6,3,31,14,17,39
CSKA Moscow,3960,2,11,4,5,30,21,9,37
Spart Moscow,3960,3,10,6,4,41,30,11,36
Krasnodar,3960,4,10,4,6,30,25,5,34
Zenit,3960,5,7,9,4,22,15,7,30
Terek Grozny,3960,6,8,6,6,22,23,-1,30
FK Rubin,3960,7,6,5,9,22,18,4,23
Din Moscow,3960,8,5,6,9,20,27,-7,21
Rostov,3960,9,4,6,10,10,18,-8,18
Amkar,3960,10,4,6,10,11,24,-13,18
Anzhi,3960,11,2,6,12,19,43,-24,12
Loko Moscow,3961,1,11,6,3,32,15,17,39
Zenit,3961,2,8,9,3,24,15,9,33
Spart Moscow,3961,3,9,6,5,38,30,8,33
CSKA Moscow,3961,4,10,3,7,27,21,6,33
Krasnodar,3961,5,9,5,6,30,26,4,32
Terek Grozny,3961,6,8,6,6,23,24,-1,30
FK Rubin,3961,7,6,6,8,22,17,5,24
Din Moscow,3961,8,6,6,8,19,23,-4,24
Rostov,3961,9,4,6,10,11,19,-8,18
Amkar,3961,10,4,5,11,12,26,-14,17
Anzhi,3961,11,3,6,11,17,39,-22,15
Loko Moscow,3962,1,11,7,2,29,11,18,40
CSKA Moscow,3962,2,11,3,6,28,18,10,36
Zenit,3962,3,8,9,3,22,13,9,33
Krasnodar,3962,4,9,5,6,30,24,6,32
Spart Moscow,3962,5,8,7,5,34,29,5,31
Terek Grozny,3962,6,7,7,6,21,23,-2,28
Din Moscow,3962,7,7,6,7,21,21,0,27
FK Rubin,3962,8,5,5,10,21,21,0,20
Rostov,3962,9,4,7,9,10,17,-7,19
Amkar,3962,10,4,6,10,11,24,-13,18
Anzhi,3962,11,2,6,12,14,40,-26,12
Loko Moscow,3963,1,13,5,2,32,12,20,44
CSKA Moscow,3963,2,10,5,5,25,17,8,35
Spart Moscow,3963,3,9,5,6,35,30,5,32
Zenit,3963,4,7,9,4,21,14,7,30
Krasnodar,3963,5,8,5,7,29,27,2,29
Terek Grozny,3963,6,7,6,7,21,24,-3,27
FK Rubin,3963,7,6,6,8,24,18,6,24
Din Moscow,3963,8,6,6,8,21,24,-3,24
Rostov,3963,9,5,6,9,11,17,-6,21
Amkar,3963,10,5,4,11,10,23,-13,19
Anzhi,3963,11,2,7,11,15,38,-23,13
Loko Moscow,3964,1,11,7,2,30,12,18,40
CSKA Moscow,3964,2,11,4,5,27,18,9,37
Spart Moscow,3964,3,9,6,5,36,27,9,33
Zenit,3964,4,7,10,3,22,14,8,31
Krasnodar,3964,5,8,6,6,27,24,3,30
Terek Grozny,3964,6,8,6,6,25,23,2,30
FK Rubin,3964,7,5,7,8,23,19,4,22
Din Moscow,3964,8,5,7,8,19,26,-7,22
Amkar,3964,9,5,5,10,12,23,-11,20
Rostov,3964,10,4,7,9,10,17,-7,19
Anzhi,3964,11,2,5,13,15,43,-28,11
Loko Moscow,3965,1,13,5,2,35,12,23,44
Spart Moscow,3965,2,11,5,4,41,26,15,38
CSKA Moscow,3965,3,10,5,5,28,20,8,35
Terek Grozny,3965,4,9,5,6,24,23,1,32
Krasnodar,3965,5,9,4,7,29,29,0,31
Zenit,3965,6,7,9,4,23,16,7,30
Din Moscow,3965,7,5,7,8,18,23,-5,22
FK Rubin,3965,8,5,6,9,22,19,3,21
Rostov,3965,9,4,6,10,10,21,-11,18
Amkar,3965,10,4,4,12,11,28,-17,16
Anzhi,3965,11,2,6,12,15,39,-24,12
Loko Moscow,3966,1,12,5,3,32,15,17,41
CSKA Moscow,3966,2,12,3,5,30,20,10,39
Spart Moscow,3966,3,10,6,4,40,28,12,36
Krasnodar,3966,4,9,5,6,31,25,6,32
Zenit,3966,5,7,8,5,23,18,5,29
Terek Grozny,3966,6,7,7,6,22,24,-2,28
Din Moscow,3966,7,6,6,8,20,23,-3,24
FK Rubin,3966,8,5,6,9,21,19,2,21
Rostov,3966,9,4,7,9,11,18,-7,19
Amkar,3966,10,4,5,11,10,26,-16,17
Anzhi,3966,11,2,6,12,17,41,-24,12
Loko Moscow,3967,1,11,6,3,31,15,16,39
CSKA Moscow,3967,2,12,3,5,28,18,10,39
Spart Moscow,3967,3,9,7,4,40,28,12,34
Zenit,3967,4,8,8,4,23,14,9,32
Terek Grozny,3967,5,9,5,6,25,22,3,32
Krasnodar,3967,6,8,6,6,32,29,3,30
FK Rubin,3967,7,6,6,8,25,20,5,24
Din Moscow,3967,8,5,6,9,17,26,-9,21
Rostov,3967,9,4,7,9,12,19,-7,19
Amkar,3967,10,4,5,11,10,25,-15,17
Anzhi,3967,11,2,5,13,15,42,-27,11
Loko Moscow,3968,1,12,6,2,33,14,19,42
CSKA Moscow,3968,2,11,4,5,28,18,10,37
Spart Moscow,3968,3,10,6,4,38,26,12,36
Zenit,3968,4,7,10,3,24,16,8,31
Krasnodar,3968,5,9,4,7,34,27,7,31
Terek Grozny,3968,6,8,5,7,24,26,-2,29
Din Moscow,3968,7,5,7,8,17,24,-7,22
FK Rubin,3968,8,5,6,9,22,23,-1,21
Amkar,3968,9,5,5,10,13,24,-11,20
Rostov,3968,10,4,6,10,10,18,-8,18
Anzhi,3968,11,2,5,13,15,42,-27,11
Loko Moscow,3969,1,11,7,2,30,12,18,40
CSKA Moscow,3969,2,11,4,5,27,18,9,37
Spart Moscow,3969,3,10,5,5,39,30,9,35
Krasnodar,3969,4,9,5,6,30,26,4,32
Zenit,3969,5,7,9,4,22,15,7,30
Terek Grozny,3969,6,8,6,6,24,23,1,30
Din Moscow,3969,7,5,7,8,21,26,-5,22
FK Rubin,3969,8,5,6,9,23,20,3,21
Amkar,3969,9,5,4,11,10,25,-15,19
Rostov,3969,10,4,6,10,11,19,-8,18
Anzhi,3969,11,2,7,11,15,38,-23,13
Loko Moscow,3970,1,11,5,4,29,14,15,38
CSKA Moscow,3970,2,11,3,6,27,19,8,36
Spart Moscow,3970,3,10,5,5,37,26,11,35
Zenit,3970,4,9,8,3,23,13,10,35
Krasnodar,3970,5,10,4,6,33,24,9,34
Terek Grozny,3970,6,8,5,7,23,25,-2,29
FK Rubin,3970,7,6,5,9,23,22,1,23
Amkar,3970,8,6,4,10,12,23,-11,22
Din Moscow,3970,9,5,6,9,18,25,-7,21
Rostov,3970,10,4,6,10,10,19,-9,18
Anzhi,3970,11,2,5,13,16,41,-25,11
Loko Moscow,3971,1,11,6,3,31,14,17,39
CSKA Moscow,3971,2,11,4,5,26,17,9,37
Krasnodar,3971,3,10,4,6,31,25,6,34
Zenit,3971,4,7,10,3,22,14,8,31
Spart Moscow,3971,5,8,6,6,36,30,6,30
Terek Grozny,3971,6,8,5,7,23,25,-2,29
Din Moscow,3971,7,5,8,7,21,25,-4,23
Amkar,3971,8,6,4,10,11,22,-11,22
FK Rubin,3971,9,5,6,9,23,21,2,21
Rostov,3971,10,5,6,9,12,18,-6,21
Anzhi,3971,11,2,5,13,16,41,-25,11
Loko Moscow,3972,1,12,5,3,31,12,19,41
Spart Moscow,3972,2,10,6,4,40,29,11,36
CSKA Moscow,3972,3,11,3,6,28,19,9,36
Krasnodar,3972,4,10,4,6,30,25,5,34
Zenit,3972,5,7,8,5,22,18,4,29
Terek Grozny,3972,6,8,5,7,21,23,-2,29
Din Moscow,3972,7,5,8,7,19,23,-4,23
FK Rubin,3972,8,5,6,9,23,20,3,21
Rostov,3972,9,4,6,10,11,19,-8,18
Anzhi,3972,10,4,5,11,16,37,-21,17
Amkar,3972,11,4,4,12,11,27,-16,16
Loko Moscow,3973,1,12,6,2,32,13,19,42
CSKA Moscow,3973,2,11,4,5,26,17,9,37
Krasnodar,3973,3,9,5,6,34,26,8,32
Spart Moscow,3973,4,8,7,5,35,29,6,31
Terek Grozny,3973,5,8,6,6,21,22,-1,30
Zenit,3973,6,7,8,5,21,15,6,29
Din Moscow,3973,7,5,8,7,18,22,-4,23
FK Rubin,3973,8,5,6,9,22,23,-1,21
Amkar,3973,9,5,5,10,12,23,-11,20
Rostov,3973,10,4,7,9,11,18,-7,19
Anzhi,3973,11,2,6,12,14,38,-24,12
Loko Moscow,3974,1,11,7,2,31,13,18,40
CSKA Moscow,3974,2,12,3,5,30,18,12,39
Spart Moscow,3974,3,11,5,4,41,28,13,38
Zenit,3974,4,7,9,4,22,16,6,30
Krasnodar,3974,5,8,5,7,28,26,2,29
Terek Grozny,3974,6,8,5,7,22,26,-4,29
FK Rubin,3974,7,7,5,8,23,17,6,26
Din Moscow,3974,8,5,6,9,18,24,-6,21
Amkar,3974,9,5,4,11,12,23,-11,19
Rostov,3974,10,4,6,10,12,22,-10,18
Anzhi,3974,11,2,5,13,16,42,-26,11
Loko Moscow,3975,1,11,5,4,30,14,16,38
CSKA Moscow,3975,2,11,3,6,30,22,8,36
Zenit,3975,3,9,8,3,23,13,10,35
Krasnodar,3975,4,10,4,6,32,25,7,34
Spart Moscow,3975,5,9,5,6,36,30,6,32
Terek Grozny,3975,6,8,5,7,22,24,-2,29
Din Moscow,3975,7,6,6,8,19,23,-4,24
FK Rubin,3975,8,6,5,9,22,20,2,23
Rostov,3975,9,5,6,9,12,17,-5,21
Amkar,3975,10,4,4,12,11,26,-15,16
Anzhi,3975,11,3,5,12,19,42,-23,14
Loko Moscow,3976,1,11,5,4,29,15,14,38
CSKA Moscow,3976,2,11,3,6,26,18,8,36
Zenit,3976,3,9,8,3,23,13,10,35
Spart Moscow,3976,4,10,5,5,37,29,8,35
Krasnodar,3976,5,9,4,7,30,27,3,31
Terek Grozny,3976,6,7,7,6,21,23,-2,28
FK Rubin,3976,7,6,6,8,26,19,7,24
Din Moscow,3976,8,5,7,8,19,25,-6,22
Amkar,3976,9,5,5,10,12,22,-10,20
Rostov,3976,10,4,6,10,11,19,-8,18
Anzhi,3976,11,2,6,12,15,39,-24,12
Loko Moscow,3977,1,11,5,4,30,15,15,38
Spart Moscow,3977,2,10,6,4,36,26,10,36
CSKA Moscow,3977,3,11,3,6,26,18,8,36
Zenit,3977,4,9,8,3,23,13,10,35
Krasnodar,3977,5,9,4,7,30,26,4,31
Terek Grozny,3977,6,8,6,6,25,26,-1,30
FK Rubin,3977,7,6,6,8,22,17,5,24
Din Moscow,3977,8,5,7,8,17,22,-5,22
Rostov,3977,9,4,6,10,10,18,-8,18
Amkar,3977,10,4,6,10,12,25,-13,18
Anzhi,3977,11,2,5,13,16,41,-25,11
Loko Moscow,3978,1,12,5,3,33,14,19,41
Spart Moscow,3978,2,11,5,4,37,25,12,38
CSKA Moscow,3978,3,11,3,6,27,19,8,36
Krasnodar,3978,4,10,4,6,30,25,5,34
Zenit,3978,5,8,8,4,24,17,7,32
Terek Grozny,3978,6,8,5,7,23,26,-3,29
Din Moscow,3978,7,5,7,8,18,24,-6,22
FK Rubin,3978,8,5,6,9,22,19,3,21
Rostov,3978,9,4,6,10,10,18,-8,18
Amkar,3978,10,4,4,12,10,25,-15,16
Anzhi,3978,11,3,5,12,17,39,-22,14
Loko Moscow,3979,1,12,6,2,32,12,20,42
Spart Moscow,3979,2,10,6,4,35,25,10,36
CSKA Moscow,3979,3,11,3,6,29,20,9,36
Zenit,3979,4,8,8,4,24,15,9,32
Krasnodar,3979,5,9,5,6,32,25,7,32
Terek Grozny,3979,6,7,6,7,22,26,-4,27
Din Moscow,3979,7,6,6,8,21,24,-3,24
FK Rubin,3979,8,5,5,10,23,25,-2,20
Rostov,3979,9,4,6,10,10,18,-8,18
Amkar,3979,10,4,6,10,10,23,-13,18
Anzhi,3979,11,3,5,12,17,42,-25,14
Loko Moscow,3980,1,12,6,2,32,13,19,42
Spart Moscow,3980,2,11,5,4,42,28,14,38
CSKA Moscow,3980,3,10,4,6,26,19,7,34
Terek Grozny,3980,4,9,5,6,23,22,1,32
Zenit,3980,5,7,10,3,23,15,8,31
Krasnodar,3980,6,8,4,8,27,26,1,28
Din Moscow,3980,7,6,6,8,18,24,-6,24
FK Rubin,3980,8,6,5,9,22,18,4,23
Rostov,3980,9,4,6,10,11,20,-9,18
Amkar,3980,10,4,4,12,11,27,-16,16
Anzhi,3980,11,3,5,12,16,39,-23,14
Loko Moscow,3981,1,12,5,3,32,14,18,41
CSKA Moscow,3981,2,11,3,6,27,19,8,36
Zenit,3981,3,9,8,3,24,13,11,35
Spart Moscow,3981,4,9,6,5,37,28,9,33
Terek Grozny,3981,5,9,5,6,25,25,0,32
Krasnodar,3981,6,9,4,7,30,27,3,31
Din Moscow,3981,7,6,6,8,20,25,-5,24
Rostov,3981,8,5,6,9,11,17,-6,21
FK Rubin,3981,9,5,5,10,22,21,1,20
Amkar,3981,10,4,5,11,12,26,-14,17
Anzhi,3981,11,2,5,13,16,41,-25,11
Loko Moscow,3982,1,11,6,3,30,15,15,39
CSKA Moscow,3982,2,11,3,6,27,19,8,36
Krasnodar,3982,3,10,4,6,34,26,8,34
Zenit,3982,4,8,9,3,23,14,9,33
Spart Moscow,3982,5,9,6,5,36,29,7,33
Terek Grozny,3982,6,7,6,7,21,24,-3,27
Din Moscow,3982,7,6,7,7,20,23,-3,25
Amkar,3982,8,6,4,10,12,22,-10,22
FK Rubin,3982,9,5,5,10,23,22,1,20
Rostov,3982,10,4,6,10,10,18,-8,18
Anzhi,3982,11,2,6,12,16,40,-24,12
Loko Moscow,3983,1,13,5,2,32,11,21,44
Spart Moscow,3983,2,10,5,5,35,28,7,35
CSKA Moscow,3983,3,10,4,6,25,18,7,34
Zenit,3983,4,8,8,4,22,15,7,32
Krasnodar,3983,5,8,5,7,27,25,2,29
Terek Grozny,3983,6,7,6,7,21,25,-4,27
FK Rubin,3983,7,6,6,8,24,18,6,24
Rostov,3983,8,5,6,9,13,17,-4,21
Din Moscow,3983,9,5,6,9,18,25,-7,21
Amkar,3983,10,5,4,11,11,23,-12,19
Anzhi,3983,11,2,7,11,15,38,-23,13
Loko Moscow,3984,1,12,6,2,32,13,19,42
CSKA Moscow,3984,2,12,3,5,31,18,13,39
Spart Moscow,3984,3,9,6,5,38,32,6,33
Krasnodar,3984,4,9,4,7,31,27,4,31
Zenit,3984,5,7,9,4,23,18,5,30
Terek Grozny,3984,6,8,6,6,24,24,0,30
Din Moscow,3984,7,6,6,8,23,25,-2,24
FK Rubin,3984,8,6,5,9,25,22,3,23
Rostov,3984,9,4,6,10,11,19,-8,18
Amkar,3984,10,4,5,11,12,27,-15,17
Anzhi,3984,11,2,6,12,15,40,-25,12
Loko Moscow,3985,1,11,5,4,29,14,15,38
CSKA Moscow,3985,2,11,3,6,29,22,7,36
Zenit,3985,3,9,8,3,26,14,12,35
Spart Moscow,3985,4,9,7,4,38,26,12,34
Krasnodar,3985,5,9,5,6,29,24,5,32
Terek Grozny,3985,6,9,5,6,25,23,2,32
Din Moscow,3985,7,6,6,8,22,27,-5,24
FK Rubin,3985,8,5,6,9,22,21,1,21
Rostov,3985,9,4,7,9,10,17,-7,19
Amkar,3985,10,4,5,11,10,24,-14,17
Anzhi,3985,11,2,5,13,15,43,-28,11
Loko Moscow,3986,1,12,5,3,33,13,20,41
CSKA Moscow,3986,2,11,4,5,29,18,11,37
Spart Moscow,3986,3,10,6,4,38,28,10,36
Zenit,3986,4,8,9,3,24,14,10,33
Terek Grozny,3986,5,9,5,6,24,23,1,32
Krasnodar,3986,6,9,4,7,28,28,0,31
FK Rubin,3986,7,6,5,9,23,18,5,23
Din Moscow,3986,8,5,6,9,18,25,-7,21
Rostov,3986,9,4,6,10,11,19,-8,18
Amkar,3986,10,4,5,11,10,24,-14,17
Anzhi,3986,11,2,5,13,15,43,-28,11
Loko Moscow,3987,1,12,6,2,30,11,19,42
Spart Moscow,3987,2,10,5,5,37,28,9,35
CSKA Moscow,3987,3,10,4,6,28,21,7,34
Zenit,3987,4,8,9,3,23,14,9,33
Krasnodar,3987,5,9,4,7,28,25,3,31
Terek Grozny,3987,6,7,6,7,22,26,-4,27
FK Rubin,3987,7,6,5,9,23,19,4,23
Amkar,3987,8,6,4,10,14,22,-8,22
Din Moscow,3987,9,5,6,9,18,26,-8,21
Rostov,3987,10,4,6,10,10,18,-8,18
Anzhi,3987,11,2,7,11,18,41,-23,13
Loko Moscow,3988,1,12,6,2,32,13,19,42
CSKA Moscow,3988,2,11,3,6,26,19,7,36
Spart Moscow,3988,3,9,6,5,37,28,9,33
Zenit,3988,4,8,8,4,23,14,9,32
Krasnodar,3988,5,8,5,7,29,27,2,29
Din Moscow,3988,6,7,6,7,22,24,-2,27
Terek Grozny,3988,7,7,5,8,23,29,-6,26
FK Rubin,3988,8,6,5,9,23,19,4,23
Rostov,3988,9,4,7,9,10,17,-7,19
Amkar,3988,10,5,4,11,11,25,-14,19
Anzhi,3988,11,3,5,12,19,40,-21,14
Loko Moscow,3989,1,11,7,2,30,12,18,40
CSKA Moscow,3989,2,11,3,6,27,19,8,36
Spart Moscow,3989,3,9,7,4,41,30,11,34
Zenit,3989,4,8,9,3,23,14,9,33
Krasnodar,3989,5,9,5,6,30,26,4,32
Terek Grozny,3989,6,9,5,6,24,23,1,32
Din Moscow,3989,7,5,8,7,21,25,-4,23
FK Rubin,3989,8,5,6,9,23,20,3,21
Rostov,3989,9,4,6,10,11,21,-10,18
Amkar,3989,10,4,5,11,10,24,-14,17
Anzhi,3989,11,2,5,13,15,41,-26,11
Loko Moscow,3990,1,11,5,4,31,16,15,38
CSKA Moscow,3990,2,11,3,6,29,22,7,36
Spart Moscow,3990,3,9,6,5,40,32,8,33
Zenit,3990,4,8,8,4,26,18,8,32
Terek Grozny,3990,5,9,5,6,25,24,1,32
Krasnodar,3990,6,9,4,7,30,26,4,31
Din Moscow,3990,7,6,6,8,22,25,-3,24
FK Rubin,3990,8,6,5,9,23,21,2,23
Rostov,3990,9,5,6,9,13,18,-5,21
Amkar,3990,10,4,5,11,13,27,-14,17
Anzhi,3990,11,3,5,12,17,40,-23,14
Loko Moscow,3991,1,12,5,3,31,13,18,41
Spart Moscow,3991,2,9,7,4,39,30,9,34
CSKA Moscow,3991,3,10,3,7,26,22,4,33
Zenit,3991,4,8,8,4,24,15,9,32
Krasnodar,3991,5,9,4,7,29,26,3,31
Terek Grozny,3991,6,7,7,6,21,23,-2,28
FK Rubin,3991,7,7,5,8,25,18,7,26
Din Moscow,3991,8,5,7,8,21,27,-6,22
Rostov,3991,9,4,7,9,11,18,-7,19
Amkar,3991,10,4,5,11,9,23,-14,17
Anzhi,3991,11,3,6,11,18,39,-21,15
Loko Moscow,3992,1,12,6,2,32,12,20,42
Spart Moscow,3992,2,10,6,4,41,31,10,36
CSKA Moscow,3992,3,11,3,6,27,19,8,36
Zenit,3992,4,8,9,3,23,14,9,33
Terek Grozny,3992,5,8,6,6,23,23,0,30
Krasnodar,3992,6,8,4,8,29,29,0,28
FK Rubin,3992,7,6,6,8,25,20,5,24
Din Moscow,3992,8,5,7,8,21,26,-5,22
Rostov,3992,9,4,6,10,13,21,-8,18
Amkar,3992,10,4,5,11,10,25,-15,17
Anzhi,3992,11,2,6,12,15,39,-24,12
Loko Moscow,3993,1,11,6,3,30,14,16,39
CSKA Moscow,3993,2,11,3,6,26,18,8,36
Zenit,3993,3,9,8,3,24,13,11,35
Spart Moscow,3993,4,9,6,5,36,27,9,33
Krasnodar,3993,5,9,5,6,30,25,5,32
Terek Grozny,3993,6,7,5,8,20,25,-5,26
Din Moscow,3993,7,5,7,8,18,24,-6,22
FK Rubin,3993,8,5,6,9,22,20,2,21
Rostov,3993,9,5,6,9,11,17,-6,21
Amkar,3993,10,5,5,10,12,23,-11,20
Anzhi,3993,11,3,5,12,15,38,-23,14
Loko Moscow,3994,1,11,5,4,30,15,15,38
CSKA Moscow,3994,2,10,5,5,27,19,8,35
Krasnodar,3994,3,10,4,6,31,25,6,34
Spart Moscow,3994,4,9,6,5,40,28,12,33
Zenit,3994,5,8,9,3,24,15,9,33
Terek Grozny,3994,6,7,6,7,20,24,-4,27
Din Moscow,3994,7,6,6,8,19,23,-4,24
FK Rubin,3994,8,6,5,9,23,19,4,23
Amkar,3994,9,5,5,10,12,23,-11,20
Rostov,3994,10,4,6,10,10,22,-12,18
Anzhi,3994,11,2,7,11,15,38,-23,13
Loko Moscow,3995,1,11,6,3,30,13,17,39
CSKA Moscow,3995,2,12,3,5,30,18,12,39
Spart Moscow,3995,3,9,6,5,39,28,11,33
Zenit,3995,4,8,8,4,23,15,8,32
Krasnodar,3995,5,9,5,6,32,27,5,32
Terek Grozny,3995,6,8,5,7,21,24,-3,29
Din Moscow,3995,7,7,6,7,20,22,-2,27
FK Rubin,3995,8,5,5,10,23,22,1,20
Rostov,3995,9,4,7,9,11,18,-7,19
Amkar,3995,10,5,4,11,11,26,-15,19
Anzhi,3995,11,2,5,13,14,41,-27,11
Loko Moscow,3996,1,11,5,4,29,13,16,38
Zenit,3996,2,9,8,3,25,13,12,35
CSKA Moscow,3996,3,10,4,6,27,22,5,34
Krasnodar,3996,4,9,5,6,28,24,4,32
Terek Grozny,3996,5,9,5,6,24,22,2,32
Spart Moscow,3996,6,8,6,6,36,32,4,30
Din Moscow,3996,7,7,6,7,22,22,0,27
FK Rubin,3996,8,5,6,9,22,20,2,21
Rostov,3996,9,4,7,9,12,19,-7,19
Amkar,3996,10,5,4,11,12,25,-13,19
Anzhi,3996,11,2,6,12,16,41,-25,12
Loko Moscow,3997,1,11,7,2,32,14,18,40
CSKA Moscow,3997,2,10,5,5,28,20,8,35
Spart Moscow,3997,3,9,6,5,37,27,10,33
Terek Grozny,3997,4,9,5,6,23,22,1,32
Zenit,3997,5,7,10,3,24,16,8,31
Krasnodar,3997,6,8,6,6,29,26,3,30
Din Moscow,3997,7,7,6,7,20,21,-1,27
FK Rubin,3997,8,5,6,9,22,20,2,21
Rostov,3997,9,4,7,9,11,18,-7,19
Amkar,3997,10,4,4,12,9,26,-17,16
Anzhi,3997,11,2,6,12,16,41,-25,12
Loko Moscow,3998,1,11,5,4,30,15,15,38
Zenit,3998,2,9,8,3,25,13,12,35
Krasnodar,3998,3,10,4,6,32,26,6,34
CSKA Moscow,3998,4,10,4,6,26,21,5,34
Spart Moscow,3998,5,8,6,6,36,31,5,30
Terek Grozny,3998,6,8,5,7,21,24,-3,29
Din Moscow,3998,7,5,8,7,20,24,-4,23
FK Rubin,3998,8,5,6,9,23,20,3,21
Rostov,3998,9,5,6,9,12,17,-5,21
Amkar,3998,10,5,4,11,11,24,-13,19
Anzhi,3998,11,3,6,11,17,38,-21,15
Loko Moscow,3999,1,11,5,4,31,16,15,38
CSKA Moscow,3999,2,11,3,6,26,20,6,36
Zenit,3999,3,9,8,3,27,15,12,35
Krasnodar,3999,4,10,4,6,30,24,6,34
Spart Moscow,3999,5,8,6,6,36,31,5,30
Terek Grozny,3999,6,8,5,7,21,23,-2,29
FK Rubin,3999,7,6,5,9,24,20,4,23
Din Moscow,3999,8,5,7,8,21,26,-5,22
Rostov,3999,9,5,6,9,11,17,-6,21
Amkar,3999,10,5,4,11,12,24,-12,19
Anzhi,3999,11,3,5,12,15,38,-23,14
Loko Moscow,4000,1,13,5,2,32,12,20,44
CSKA Moscow,4000,2,11,3,6,34,18,16,36
Spart Moscow,4000,3,10,5,5,37,27,10,35
Zenit,4000,4,8,8,4,22,14,8,32
Krasnodar,4000,5,9,4,7,30,27,3,31
Terek Grozny,4000,6,8,5,7,21,23,-2,29
Din Moscow,4000,7,5,7,8,18,23,-5,22
Amkar,4000,8,6,4,10,12,22,-10,22
FK Rubin,4000,9,5,6,9,23,20,3,21
Rostov,4000,10,4,6,10,10,20,-10,18
Anzhi,4000,11,2,5,13,14,47,-33,11
Loko Moscow,4001,1,12,6,2,30,11,19,42
CSKA Moscow,4001,2,11,3,6,26,18,8,36
Spart Moscow,4001,3,9,7,4,39,30,9,34
Zenit,4001,4,8,8,4,22,14,8,32
Terek Grozny,4001,5,8,6,6,24,24,0,30
Krasnodar,4001,6,8,5,7,27,25,2,29
Din Moscow,4001,7,6,7,7,19,22,-3,25
FK Rubin,4001,8,6,5,9,22,18,4,23
Rostov,4001,9,4,7,9,11,18,-7,19
Amkar,4001,10,4,4,12,12,28,-16,16
Anzhi,4001,11,2,6,12,16,40,-24,12
Loko Moscow,4002,1,12,5,3,33,13,20,41
CSKA Moscow,4002,2,11,3,6,30,20,10,36
Spart Moscow,4002,3,9,6,5,36,28,8,33
Zenit,4002,4,8,8,4,24,17,7,32
Krasnodar,4002,5,9,5,6,31,27,4,32
Terek Grozny,4002,6,7,6,7,20,23,-3,27
FK Rubin,4002,7,6,6,8,25,20,5,24
Din Moscow,4002,8,5,7,8,19,24,-5,22
Amkar,4002,9,5,5,10,11,23,-12,20
Rostov,4002,10,4,6,10,10,18,-8,18
Anzhi,4002,11,3,5,12,15,41,-26,14
Loko Moscow,4003,1,12,6,2,30,11,19,42
CSKA Moscow,4003,2,12,3,5,28,18,10,39
Spart Moscow,4003,3,10,5,5,35,26,9,35
Krasnodar,4003,4,9,5,6,29,24,5,32
Terek Grozny,4003,5,9,5,6,26,22,4,32
Zenit,4003,6,7,8,5,21,15,6,29
Din Moscow,4003,7,6,6,8,19,23,-4,24
FK Rubin,4003,8,5,5,10,22,21,1,20
Amkar,4003,9,5,4,11,10,26,-16,19
Rostov,4003,10,4,6,10,10,18,-8,18
Anzhi,4003,11,2,5,13,15,41,-26,11
Loko Moscow,4004,1,12,5,3,30,12,18,41
CSKA Moscow,4004,2,11,4,5,27,17,10,37
Krasnodar,4004,3,10,4,6,31,25,6,34
Spart Moscow,4004,4,9,6,5,39,29,10,33
Zenit,4004,5,7,9,4,21,14,7,30
Terek Grozny,4004,6,8,6,6,22,23,-1,30
Din Moscow,4004,7,6,6,8,18,25,-7,24
FK Rubin,4004,8,5,5,10,22,21,1,20
Rostov,4004,9,4,7,9,11,18,-7,19
Amkar,4004,10,5,4,11,12,24,-12,19
Anzhi,4004,11,2,6,12,15,40,-25,12
Loko Moscow,4005,1,12,5,3,31,13,18,41
CSKA Moscow,4005,2,11,3,6,28,19,9,36
Spart Moscow,4005,3,10,5,5,37,28,9,35
Krasnodar,4005,4,10,4,6,31,26,5,34
Zenit,4005,5,8,8,4,24,15,9,32
Terek Grozny,4005,6,7,6,7,23,26,-3,27
Din Moscow,4005,7,6,7,7,18,21,-3,25
FK Rubin,4005,8,5,6,9,23,20,3,21
Rostov,4005,9,4,6,10,11,19,-8,18
Amkar,4005,10,4,5,11,12,26,-14,17
Anzhi,4005,11,3,5,12,16,41,-25,14
Loko Moscow,4006,1,12,6,2,34,12,22,42
CSKA Moscow,4006,2,12,3,5,28,18,10,39
Spart Moscow,4006,3,8,8,4,36,28,8,32
Terek Grozny,4006,4,9,5,6,26,23,3,32
Zenit,4006,5,7,8,5,21,18,3,29
Krasnodar,4006,6,8,5,7,28,27,1,29
FK Rubin,4006,7,6,6,8,23,17,6,24
Din Moscow,4006,8,5,8,7,18,22,-4,23
Rostov,4006,9,4,7,9,12,19,-7,19
Amkar,4006,10,4,5,11,10,24,-14,17
Anzhi,4006,11,2,5,13,15,43,-28,11
Loko Moscow,4007,1,13,5,2,35,11,24,44
CSKA Moscow,4007,2,11,3,6,30,22,8,36
Spart Moscow,4007,3,10,5,5,38,27,11,35
Zenit,4007,4,8,8,4,25,17,8,32
Krasnodar,4007,5,9,4,7,30,26,4,31
