team,n,rank,w,d,l,gf,ga,gd,pts
Perth Glory,3540,8,10,2,15,37,50,-13,32
Wellington P,3540,9,5,6,16,31,55,-24,21
CC Mariners,3540,10,4,8,15,28,49,-21,20
Sydney FC,3541,1,21,4,3,66,22,44,67
N'castle Jet,3541,2,15,5,8,57,39,18,50
Melbourne C,3541,3,15,4,10,45,33,12,49
Melbourne V,3541,4,13,5,11,45,40,5,44
Adelaide Utd,3541,5,11,6,11,37,40,-3,39
Brisbane,3541,6,10,5,13,33,42,-9,35
Western Sydn,3541,7,8,9,10,38,47,-9,33
Perth Glory,3541,8,10,2,15,37,50,-13,32
Wellington P,3541,9,5,6,16,31,55,-24,21
CC Mariners,3541,10,4,8,15,28,49,-21,20
Sydney FC,3542,1,21,4,3,67,23,44,67
N'castle Jet,3542,2,15,5,8,58,39,19,50
Melbourne C,3542,3,15,4,10,45,34,11,49
Melbourne V,3542,4,13,5,11,46,41,5,44
Adelaide Utd,3542,5,11,6,11,37,40,-3,39
Brisbane,3542,6,10,5,13,33,42,-9,35
Western Sydn,3542,7,8,9,10,38,47,-9,33
Perth Glory,3542,8,10,2,15,37,50,-13,32
Wellington P,3542,9,5,6,16,31,55,-24,21
CC Mariners,3542,10,4,8,15,28,49,-21,20
Sydney FC,3543,1,21,4,3,67,22,45,67
N'castle Jet,3543,2,15,5,8,58,39,19,50
Melbourne C,3543,3,15,4,10,45,34,11,49
Melbourne V,3543,4,13,5,11,45,41,4,44
Adelaide Utd,3543,5,11,6,11,37,40,-3,39
Brisbane,3543,6,10,5,13,33,42,-9,35
Western Sydn,3543,7,8,9,10,38,47,-9,33
Perth Glory,3543,8,10,2,15,37,50,-13,32
Wellington P,3543,9,5,6,16,31,55,-24,21
CC Mariners,3543,10,4,8,15,28,49,-21,20
Sydney FC,3544,1,21,4,3,67,24,43,67
N'castle Jet,3544,2,15,6,7,59,39,20,51
Melbourne C,3544,3,14,5,10,45,35,10,47
Melbourne V,3544,4,13,5,11,47,41,6,44
Adelaide Utd,3544,5,11,6,11,37,40,-3,39
Brisbane,3544,6,10,5,13,33,42,-9,35
Western Sydn,3544,7,8,9,10,38,47,-9,33
Perth Glory,3544,8,10,2,15,37,50,-13,32
Wellington P,3544,9,5,6,16,31,55,-24,21
CC Mariners,3544,10,4,8,15,28,49,-21,20
Sydney FC,3545,1,20,5,3,65,23,42,65
N'castle Jet,3545,2,16,5,7,59,38,21,53
Melbourne C,3545,3,14,4,11,44,35,9,46
Melbourne V,3545,4,13,6,10,46,39,7,45
Adelaide Utd,3545,5,11,6,11,37,40,-3,39
Brisbane,3545,6,10,5,13,33,42,-9,35
Western Sydn,3545,7,8,9,10,38,47,-9,33
Perth Glory,3545,8,10,2,15,37,50,-13,32
Wellington P,3545,9,5,6,16,31,55,-24,21
CC Mariners,3545,10,4,8,15,28,49,-21,20
Sydney FC,3546,1,20,4,4,65,25,40,64
N'castle Jet,3546,2,16,5,7,58,37,21,53
Melbourne V,3546,3,14,5,10,48,39,9,47
Melbourne C,3546,4,14,4,11,43,34,9,46
Adelaide Utd,3546,5,11,6,11,37,40,-3,39
Brisbane,3546,6,10,5,13,33,42,-9,35
Western Sydn,3546,7,8,9,10,38,47,-9,33
Perth Glory,3546,8,10,2,15,37,50,-13,32
Wellington P,3546,9,5,6,16,31,55,-24,21
CC Mariners,3546,10,4,8,15,28,49,-21,20
Sydney FC,3547,1,20,4,4,65,24,41,64
N'castle Jet,3547,2,15,6,7,59,39,20,51
Melbourne C,3547,3,14,5,10,45,35,10,47
Melbourne V,3547,4,14,5,10,47,39,8,47
Adelaide Utd,3547,5,11,6,11,37,40,-3,39
Brisbane,3547,6,10,5,13,33,42,-9,35
Western Sydn,3547,7,8,9,10,38,47,-9,33
Perth Glory,3547,8,10,2,15,37,50,-13,32
Wellington P,3547,9,5,6,16,31,55,-24,21
CC Mariners,3547,10,4,8,15,28,49,-21,20
Sydney FC,3548,1,20,4,4,64,23,41,64
N'castle Jet,3548,2,16,5,7,61,38,23,53
Melbourne V,3548,3,14,5,10,46,38,8,47
Melbourne C,3548,4,14,4,11,44,37,7,46
Adelaide Utd,3548,5,11,6,11,37,40,-3,39
Brisbane,3548,6,10,5,13,33,42,-9,35
Western Sydn,3548,7,8,9,10,38,47,-9,33
Perth Glory,3548,8,10,2,15,37,50,-13,32
Wellington P,3548,9,5,6,16,31,55,-24,21
CC Mariners,3548,10,4,8,15,28,49,-21,20
Sydney FC,3549,1,21,4,3,67,23,44,67
N'castle Jet,3549,2,16,5,7,59,38,21,53
Melbourne C,3549,3,14,4,11,44,35,9,46
Melbourne V,3549,4,13,5,11,46,41,5,44
Adelaide Utd,3549,5,11,6,11,37,40,-3,39
Brisbane,3549,6,10,5,13,33,42,-9,35
Western Sydn,3549,7,8,9,10,38,47,-9,33
Perth Glory,3549,8,10,2,15,37,50,-13,32
Wellington P,3549,9,5,6,16,31,55,-24,21
CC Mariners,3549,10,4,8,15,28,49,-21,20
Sydney FC,3550,1,20,5,3,66,24,42,65
N'castle Jet,3550,2,16,5,7,60,38,22,53
Melbourne C,3550,3,14,4,11,44,36,8,46
Melbourne V,3550,4,13,6,10,47,40,7,45
Adelaide Utd,3550,5,11,6,11,37,40,-3,39
Brisbane,3550,6,10,5,13,33,42,-9,35
Western Sydn,3550,7,8,9,10,38,47,-9,33
Perth Glory,3550,8,10,2,15,37,50,-13,32
Wellington P,3550,9,5,6,16,31,55,-24,21
CC Mariners,3550,10,4,8,15,28,49,-21,20
Sydney FC,3551,1,20,5,3,67,25,42,65
N'castle Jet,3551,2,16,5,7,61,39,22,53
Melbourne C,3551,3,14,4,11,45,37,8,46
Melbourne V,3551,4,13,6,10,48,41,7,45
Adelaide Utd,3551,5,11,6,11,37,40,-3,39
Brisbane,3551,6,10,5,13,33,42,-9,35
Western Sydn,3551,7,8,9,10,38,47,-9,33
Perth Glory,3551,8,10,2,15,37,50,-13,32
Wellington P,3551,9,5,6,16,31,55,-24,21
CC Mariners,3551,10,4,8,15,28,49,-21,20
Sydney FC,3552,1,21,4,3,66,22,44,67
N'castle Jet,3552,2,16,5,7,60,37,23,53
Melbourne C,3552,3,14,4,11,43,36,7,46
Melbourne V,3552,4,13,5,11,45,40,5,44
Adelaide Utd,3552,5,11,6,11,37,40,-3,39
Brisbane,3552,6,10,5,13,33,42,-9,35
Western Sydn,3552,7,8,9,10,38,47,-9,33
Perth Glory,3552,8,10,2,15,37,50,-13,32
Wellington P,3552,9,5,6,16,31,55,-24,21
CC Mariners,3552,10,4,8,15,28,49,-21,20
Sydney FC,3553,1,21,4,3,67,22,45,67
N'castle Jet,3553,2,16,5,7,62,37,25,53
Melbourne C,3553,3,14,4,11,43,38,5,46
Melbourne V,3553,4,13,5,11,45,41,4,44
Adelaide Utd,3553,5,11,6,11,37,40,-3,39
Brisbane,3553,6,10,5,13,33,42,-9,35
Western Sydn,3553,7,8,9,10,38,47,-9,33
Perth Glory,3553,8,10,2,15,37,50,-13,32
Wellington P,3553,9,5,6,16,31,55,-24,21
CC Mariners,3553,10,4,8,15,28,49,-21,20
Sydney FC,3554,1,21,4,3,67,22,45,67
N'castle Jet,3554,2,15,5,8,59,40,19,50
Melbourne C,3554,3,15,4,10,46,35,11,49
Melbourne V,3554,4,13,5,11,45,41,4,44
Adelaide Utd,3554,5,11,6,11,37,40,-3,39
Brisbane,3554,6,10,5,13,33,42,-9,35
Western Sydn,3554,7,8,9,10,38,47,-9,33
Perth Glory,3554,8,10,2,15,37,50,-13,32
Wellington P,3554,9,5,6,16,31,55,-24,21
CC Mariners,3554,10,4,8,15,28,49,-21,20
Sydney FC,3555,1,20,5,3,65,23,42,65
N'castle Jet,3555,2,16,5,7,60,37,23,53
Melbourne C,3555,3,14,4,11,43,36,7,46
Melbourne V,3555,4,13,6,10,46,39,7,45
Adelaide Utd,3555,5,11,6,11,37,40,-3,39
Brisbane,3555,6,10,5,13,33,42,-9,35
Western Sydn,3555,7,8,9,10,38,47,-9,33
Perth Glory,3555,8,10,2,15,37,50,-13,32
Wellington P,3555,9,5,6,16,31,55,-24,21
CC Mariners,3555,10,4,8,15,28,49,-21,20
Sydney FC,3556,1,20,4,4,64,23,41,64
N'castle Jet,3556,2,16,5,7,62,38,24,53
Melbourne V,3556,3,14,5,10,46,38,8,47
Melbourne C,3556,4,14,4,11,44,38,6,46
Adelaide Utd,3556,5,11,6,11,37,40,-3,39
Brisbane,3556,6,10,5,13,33,42,-9,35
Western Sydn,3556,7,8,9,10,38,47,-9,33
Perth Glory,3556,8,10,2,15,37,50,-13,32
Wellington P,3556,9,5,6,16,31,55,-24,21
CC Mariners,3556,10,4,8,15,28,49,-21,20
Sydney FC,3557,1,21,4,3,67,22,45,67
N'castle Jet,3557,2,15,5,8,58,39,19,50
Melbourne C,3557,3,15,4,10,45,34,11,49
Melbourne V,3557,4,13,5,11,45,41,4,44
Adelaide Utd,3557,5,11,6,11,37,40,-3,39
Brisbane,3557,6,10,5,13,33,42,-9,35
Western Sydn,3557,7,8,9,10,38,47,-9,33
Perth Glory,3557,8,10,2,15,37,50,-13,32
Wellington P,3557,9,5,6,16,31,55,-24,21
CC Mariners,3557,10,4,8,15,28,49,-21,20
Sydney FC,3558,1,20,4,4,66,25,41,64
N'castle Jet,3558,2,16,5,7,61,39,22,53
Melbourne V,3558,3,14,5,10,48,40,8,47
Melbourne C,3558,4,14,4,11,45,37,8,46
Adelaide Utd,3558,5,11,6,11,37,40,-3,39
Brisbane,3558,6,10,5,13,33,42,-9,35
Western Sydn,3558,7,8,9,10,38,47,-9,33
Perth Glory,3558,8,10,2,15,37,50,-13,32
Wellington P,3558,9,5,6,16,31,55,-24,21
CC Mariners,3558,10,4,8,15,28,49,-21,20
Sydney FC,3559,1,20,4,4,66,27,39,64
N'castle Jet,3559,2,16,5,7,59,38,21,53
Melbourne V,3559,3,14,5,10,50,40,10,47
Melbourne C,3559,4,14,4,11,44,35,9,46
Adelaide Utd,3559,5,11,6,11,37,40,-3,39
Brisbane,3559,6,10,5,13,33,42,-9,35
Western Sydn,3559,7,8,9,10,38,47,-9,33
Perth Glory,3559,8,10,2,15,37,50,-13,32
Wellington P,3559,9,5,6,16,31,55,-24,21
CC Mariners,3559,10,4,8,15,28,49,-21,20
Sydney FC,3560,1,21,4,3,65,22,43,67
N'castle Jet,3560,2,16,5,7,60,38,22,53
Melbourne C,3560,3,14,4,11,44,36,8,46
Melbourne V,3560,4,13,5,11,45,39,6,44
Adelaide Utd,3560,5,11,6,11,37,40,-3,39
Brisbane,3560,6,10,5,13,33,42,-9,35
Western Sydn,3560,7,8,9,10,38,47,-9,33
Perth Glory,3560,8,10,2,15,37,50,-13,32
Wellington P,3560,9,5,6,16,31,55,-24,21
CC Mariners,3560,10,4,8,15,28,49,-21,20
Sydney FC,3561,1,21,4,3,68,24,44,67
N'castle Jet,3561,2,16,5,7,59,38,21,53
Melbourne C,3561,3,14,4,11,44,35,9,46
Melbourne V,3561,4,13,5,11,47,42,5,44
Adelaide Utd,3561,5,11,6,11,37,40,-3,39
Brisbane,3561,6,10,5,13,33,42,-9,35
Western Sydn,3561,7,8,9,10,38,47,-9,33
Perth Glory,3561,8,10,2,15,37,50,-13,32
Wellington P,3561,9,5,6,16,31,55,-24,21
CC Mariners,3561,10,4,8,15,28,49,-21,20
Sydney FC,3562,1,21,4,3,65,22,43,67
N'castle Jet,3562,2,16,5,7,61,39,22,53
Melbourne C,3562,3,14,4,11,45,37,8,46
Melbourne V,3562,4,13,5,11,45,39,6,44
Adelaide Utd,3562,5,11,6,11,37,40,-3,39
Brisbane,3562,6,10,5,13,33,42,-9,35
Western Sydn,3562,7,8,9,10,38,47,-9,33
Perth Glory,3562,8,10,2,15,37,50,-13,32
Wellington P,3562,9,5,6,16,31,55,-24,21
CC Mariners,3562,10,4,8,15,28,49,-21,20
Sydney FC,3563,1,21,4,3,67,22,45,67
N'castle Jet,3563,2,16,5,7,58,37,21,53
Melbourne C,3563,3,14,4,11,43,34,9,46
Melbourne V,3563,4,13,5,11,45,41,4,44
Adelaide Utd,3563,5,11,6,11,37,40,-3,39
Brisbane,3563,6,10,5,13,33,42,-9,35
Western Sydn,3563,7,8,9,10,38,47,-9,33
Perth Glory,3563,8,10,2,15,37,50,-13,32
Wellington P,3563,9,5,6,16,31,55,-24,21
CC Mariners,3563,10,4,8,15,28,49,-21,20
Sydney FC,3564,1,20,4,4,64,24,40,64
N'castle Jet,3564,2,16,5,7,61,39,22,53
Melbourne V,3564,3,14,5,10,47,38,9,47
Melbourne C,3564,4,14,4,11,45,37,8,46
Adelaide Utd,3564,5,11,6,11,37,40,-3,39
Brisbane,3564,6,10,5,13,33,42,-9,35
Western Sydn,3564,7,8,9,10,38,47,-9,33
Perth Glory,3564,8,10,2,15,37,50,-13,32
Wellington P,3564,9,5,6,16,31,55,-24,21
CC Mariners,3564,10,4,8,15,28,49,-21,20
Sydney FC,3565,1,21,4,3,66,23,43,67
N'castle Jet,3565,2,15,5,8,58,39,19,50
Melbourne C,3565,3,15,4,10,45,34,11,49
Melbourne V,3565,4,13,5,11,46,40,6,44
Adelaide Utd,3565,5,11,6,11,37,40,-3,39
Brisbane,3565,6,10,5,13,33,42,-9,35
Western Sydn,3565,7,8,9,10,38,47,-9,33
Perth Glory,3565,8,10,2,15,37,50,-13,32
Wellington P,3565,9,5,6,16,31,55,-24,21
CC Mariners,3565,10,4,8,15,28,49,-21,20
Sydney FC,3566,1,21,4,3,67,24,43,67
N'castle Jet,3566,2,16,5,7,59,38,21,53
Melbourne C,3566,3,14,4,11,44,35,9,46
Melbourne V,3566,4,13,5,11,47,41,6,44
Adelaide Utd,3566,5,11,6,11,37,40,-3,39
Brisbane,3566,6,10,5,13,33,42,-9,35
Western Sydn,3566,7,8,9,10,38,47,-9,33
Perth Glory,3566,8,10,2,15,37,50,-13,32
Wellington P,3566,9,5,6,16,31,55,-24,21
CC Mariners,3566,10,4,8,15,28,49,-21,20
Sydney FC,3567,1,21,4,3,65,22,43,67
N'castle Jet,3567,2,15,6,7,57,37,20,51
Melbourne C,3567,3,14,5,10,43,33,10,47
Melbourne V,3567,4,13,5,11,45,39,6,44
Adelaide Utd,3567,5,11,6,11,37,40,-3,39
Brisbane,3567,6,10,5,13,33,42,-9,35
Western Sydn,3567,7,8,9,10,38,47,-9,33
Perth Glory,3567,8,10,2,15,37,50,-13,32
Wellington P,3567,9,5,6,16,31,55,-24,21
CC Mariners,3567,10,4,8,15,28,49,-21,20
Sydney FC,3568,1,20,5,3,65,23,42,65
N'castle Jet,3568,2,16,5,7,60,38,22,53
Melbourne C,3568,3,14,4,11,44,36,8,46
Melbourne V,3568,4,13,6,10,46,39,7,45
Adelaide Utd,3568,5,11,6,11,37,40,-3,39
Brisbane,3568,6,10,5,13,33,42,-9,35
Western Sydn,3568,7,8,9,10,38,47,-9,33
Perth Glory,3568,8,10,2,15,37,50,-13,32
Wellington P,3568,9,5,6,16,31,55,-24,21
CC Mariners,3568,10,4,8,15,28,49,-21,20
Sydney FC,3569,1,20,4,4,66,25,41,64
N'castle Jet,3569,2,15,6,7,59,39,20,51
Melbourne C,3569,3,14,5,10,45,35,10,47
Melbourne V,3569,4,14,5,10,48,40,8,47
Adelaide Utd,3569,5,11,6,11,37,40,-3,39
Brisbane,3569,6,10,5,13,33,42,-9,35
Western Sydn,3569,7,8,9,10,38,47,-9,33
Perth Glory,3569,8,10,2,15,37,50,-13,32
Wellington P,3569,9,5,6,16,31,55,-24,21
CC Mariners,3569,10,4,8,15,28,49,-21,20
Sydney FC,3570,1,21,4,3,66,22,44,67
N'castle Jet,3570,2,16,5,7,59,37,22,53
Melbourne C,3570,3,14,4,11,43,35,8,46
Melbourne V,3570,4,13,5,11,45,40,5,44
Adelaide Utd,3570,5,11,6,11,37,40,-3,39
Brisbane,3570,6,10,5,13,33,42,-9,35
Western Sydn,3570,7,8,9,10,38,47,-9,33
Perth Glory,3570,8,10,2,15,37,50,-13,32
Wellington P,3570,9,5,6,16,31,55,-24,21
CC Mariners,3570,10,4,8,15,28,49,-21,20
Sydney FC,3571,1,21,4,3,66,22,44,67
N'castle Jet,3571,2,16,5,7,59,38,21,53
Melbourne C,3571,3,14,4,11,44,35,9,46
Melbourne V,3571,4,13,5,11,45,40,5,44
Adelaide Utd,3571,5,11,6,11,37,40,-3,39
Brisbane,3571,6,10,5,13,33,42,-9,35
Western Sydn,3571,7,8,9,10,38,47,-9,33
Perth Glory,3571,8,10,2,15,37,50,-13,32
Wellington P,3571,9,5,6,16,31,55,-24,21
CC Mariners,3571,10,4,8,15,28,49,-21,20
Sydney FC,3572,1,20,4,4,64,23,41,64
N'castle Jet,3572,2,15,5,8,58,39,19,50
Melbourne C,3572,3,15,4,10,45,34,11,49
Melbourne V,3572,4,14,5,10,46,38,8,47
Adelaide Utd,3572,5,11,6,11,37,40,-3,39
Brisbane,3572,6,10,5,13,33,42,-9,35
Western Sydn,3572,7,8,9,10,38,47,-9,33
Perth Glory,3572,8,10,2,15,37,50,-13,32
Wellington P,3572,9,5,6,16,31,55,-24,21
CC Mariners,3572,10,4,8,15,28,49,-21,20
Sydney FC,3573,1,21,4,3,66,23,43,67
N'castle Jet,3573,2,15,5,8,57,40,17,50
Melbourne C,3573,3,15,4,10,46,33,13,49
Melbourne V,3573,4,13,5,11,46,40,6,44
Adelaide Utd,3573,5,11,6,11,37,40,-3,39
Brisbane,3573,6,10,5,13,33,42,-9,35
Western Sydn,3573,7,8,9,10,38,47,-9,33
Perth Glory,3573,8,10,2,15,37,50,-13,32
Wellington P,3573,9,5,6,16,31,55,-24,21
CC Mariners,3573,10,4,8,15,28,49,-21,20
Sydney FC,3574,1,21,4,3,68,24,44,67
N'castle Jet,3574,2,15,5,8,57,40,17,50
Melbourne C,3574,3,15,4,10,46,33,13,49
Melbourne V,3574,4,13,5,11,47,42,5,44
Adelaide Utd,3574,5,11,6,11,37,40,-3,39
Brisbane,3574,6,10,5,13,33,42,-9,35
Western Sydn,3574,7,8,9,10,38,47,-9,33
Perth Glory,3574,8,10,2,15,37,50,-13,32
Wellington P,3574,9,5,6,16,31,55,-24,21
CC Mariners,3574,10,4,8,15,28,49,-21,20
Sydney FC,3575,1,20,5,3,66,24,42,65
N'castle Jet,3575,2,15,5,8,57,39,18,50
Melbourne C,3575,3,15,4,10,45,33,12,49
Melbourne V,3575,4,13,6,10,47,40,7,45
Adelaide Utd,3575,5,11,6,11,37,40,-3,39
Brisbane,3575,6,10,5,13,33,42,-9,35
Western Sydn,3575,7,8,9,10,38,47,-9,33
Perth Glory,3575,8,10,2,15,37,50,-13,32
Wellington P,3575,9,5,6,16,31,55,-24,21
CC Mariners,3575,10,4,8,15,28,49,-21,20
Sydney FC,3576,1,20,4,4,66,25,41,64
N'castle Jet,3576,2,15,6,7,59,39,20,51
Melbourne C,3576,3,14,5,10,45,35,10,47
Melbourne V,3576,4,14,5,10,48,40,8,47
Adelaide Utd,3576,5,11,6,11,37,40,-3,39
Brisbane,3576,6,10,5,13,33,42,-9,35
Western Sydn,3576,7,8,9,10,38,47,-9,33
Perth Glory,3576,8,10,2,15,37,50,-13,32
Wellington P,3576,9,5,6,16,31,55,-24,21
CC Mariners,3576,10,4,8,15,28,49,-21,20
Sydney FC,3577,1,20,4,4,66,25,41,64
N'castle Jet,3577,2,15,5,8,58,41,17,50
Melbourne C,3577,3,15,4,10,47,34,13,49
Melbourne V,3577,4,14,5,10,48,40,8,47
Adelaide Utd,3577,5,11,6,11,37,40,-3,39
Brisbane,3577,6,10,5,13,33,42,-9,35
Western Sydn,3577,7,8,9,10,38,47,-9,33
Perth Glory,3577,8,10,2,15,37,50,-13,32
Wellington P,3577,9,5,6,16,31,55,-24,21
CC Mariners,3577,10,4,8,15,28,49,-21,20
Sydney FC,3578,1,21,4,3,67,24,43,67
N'castle Jet,3578,2,15,6,7,58,38,20,51
Melbourne C,3578,3,14,5,10,44,34,10,47
Melbourne V,3578,4,13,5,11,47,41,6,44
Adelaide Utd,3578,5,11,6,11,37,40,-3,39
Brisbane,3578,6,10,5,13,33,42,-9,35
Western Sydn,3578,7,8,9,10,38,47,-9,33
Perth Glory,3578,8,10,2,15,37,50,-13,32
Wellington P,3578,9,5,6,16,31,55,-24,21
CC Mariners,3578,10,4,8,15,28,49,-21,20
Sydney FC,3579,1,20,5,3,64,22,42,65
N'castle Jet,3579,2,16,5,7,61,37,24,53
Melbourne C,3579,3,14,4,11,43,37,6,46
Melbourne V,3579,4,13,6,10,45,38,7,45
Adelaide Utd,3579,5,11,6,11,37,40,-3,39
Brisbane,3579,6,10,5,13,33,42,-9,35
Western Sydn,3579,7,8,9,10,38,47,-9,33
Perth Glory,3579,8,10,2,15,37,50,-13,32
Wellington P,3579,9,5,6,16,31,55,-24,21
CC Mariners,3579,10,4,8,15,28,49,-21,20
Sydney FC,3580,1,21,4,3,67,23,44,67
N'castle Jet,3580,2,15,5,8,58,40,18,50
Melbourne C,3580,3,15,4,10,46,34,12,49
Melbourne V,3580,4,13,5,11,46,41,5,44
Adelaide Utd,3580,5,11,6,11,37,40,-3,39
Brisbane,3580,6,10,5,13,33,42,-9,35
Western Sydn,3580,7,8,9,10,38,47,-9,33
Perth Glory,3580,8,10,2,15,37,50,-13,32
Wellington P,3580,9,5,6,16,31,55,-24,21
CC Mariners,3580,10,4,8,15,28,49,-21,20
Sydney FC,3581,1,20,4,4,65,24,41,64
N'castle Jet,3581,2,16,5,7,61,38,23,53
Melbourne V,3581,3,14,5,10,47,39,8,47
Melbourne C,3581,4,14,4,11,44,37,7,46
Adelaide Utd,3581,5,11,6,11,37,40,-3,39
Brisbane,3581,6,10,5,13,33,42,-9,35
Western Sydn,3581,7,8,9,10,38,47,-9,33
Perth Glory,3581,8,10,2,15,37,50,-13,32
Wellington P,3581,9,5,6,16,31,55,-24,21
CC Mariners,3581,10,4,8,15,28,49,-21,20
Sydney FC,3582,1,20,4,4,64,23,41,64
N'castle Jet,3582,2,15,6,7,57,37,20,51
Melbourne C,3582,3,14,5,10,43,33,10,47
Melbourne V,3582,4,14,5,10,46,38,8,47
Adelaide Utd,3582,5,11,6,11,37,40,-3,39
Brisbane,3582,6,10,5,13,33,42,-9,35
Western Sydn,3582,7,8,9,10,38,47,-9,33
Perth Glory,3582,8,10,2,15,37,50,-13,32
Wellington P,3582,9,5,6,16,31,55,-24,21
CC Mariners,3582,10,4,8,15,28,49,-21,20
Sydney FC,3583,1,21,4,3,66,23,43,67
N'castle Jet,3583,2,15,6,7,58,38,20,51
Melbourne C,3583,3,14,5,10,44,34,10,47
Melbourne V,3583,4,13,5,11,46,40,6,44
Adelaide Utd,3583,5,11,6,11,37,40,-3,39
Brisbane,3583,6,10,5,13,33,42,-9,35
Western Sydn,3583,7,8,9,10,38,47,-9,33
Perth Glory,3583,8,10,2,15,37,50,-13,32
Wellington P,3583,9,5,6,16,31,55,-24,21
CC Mariners,3583,10,4,8,15,28,49,-21,20
Sydney FC,3584,1,21,4,3,66,22,44,67
N'castle Jet,3584,2,15,6,7,59,39,20,51
Melbourne C,3584,3,14,5,10,45,35,10,47
Melbourne V,3584,4,13,5,11,45,40,5,44
Adelaide Utd,3584,5,11,6,11,37,40,-3,39
Brisbane,3584,6,10,5,13,33,42,-9,35
Western Sydn,3584,7,8,9,10,38,47,-9,33
Perth Glory,3584,8,10,2,15,37,50,-13,32
Wellington P,3584,9,5,6,16,31,55,-24,21
CC Mariners,3584,10,4,8,15,28,49,-21,20
Sydney FC,3585,1,21,4,3,66,22,44,67
N'castle Jet,3585,2,16,5,7,60,38,22,53
Melbourne C,3585,3,14,4,11,44,36,8,46
Melbourne V,3585,4,13,5,11,45,40,5,44
Adelaide Utd,3585,5,11,6,11,37,40,-3,39
Brisbane,3585,6,10,5,13,33,42,-9,35
Western Sydn,3585,7,8,9,10,38,47,-9,33
Perth Glory,3585,8,10,2,15,37,50,-13,32
Wellington P,3585,9,5,6,16,31,55,-24,21
CC Mariners,3585,10,4,8,15,28,49,-21,20
Sydney FC,3586,1,21,4,3,68,22,46,67
N'castle Jet,3586,2,15,6,7,58,38,20,51
Melbourne C,3586,3,14,5,10,44,34,10,47
Melbourne V,3586,4,13,5,11,45,42,3,44
Adelaide Utd,3586,5,11,6,11,37,40,-3,39
Brisbane,3586,6,10,5,13,33,42,-9,35
Western Sydn,3586,7,8,9,10,38,47,-9,33
Perth Glory,3586,8,10,2,15,37,50,-13,32
Wellington P,3586,9,5,6,16,31,55,-24,21
CC Mariners,3586,10,4,8,15,28,49,-21,20
Sydney FC,3587,1,20,4,4,64,23,41,64
N'castle Jet,3587,2,15,6,7,59,39,20,51
Melbourne C,3587,3,14,5,10,45,35,10,47
Melbourne V,3587,4,14,5,10,46,38,8,47
Adelaide Utd,3587,5,11,6,11,37,40,-3,39
Brisbane,3587,6,10,5,13,33,42,-9,35
Western Sydn,3587,7,8,9,10,38,47,-9,33
Perth Glory,3587,8,10,2,15,37,50,-13,32
Wellington P,3587,9,5,6,16,31,55,-24,21
CC Mariners,3587,10,4,8,15,28,49,-21,20
Sydney FC,3588,1,20,4,4,65,24,41,64
N'castle Jet,3588,2,15,5,8,58,39,19,50
Melbourne C,3588,3,15,4,10,45,34,11,49
Melbourne V,3588,4,14,5,10,47,39,8,47
Adelaide Utd,3588,5,11,6,11,37,40,-3,39
Brisbane,3588,6,10,5,13,33,42,-9,35
Western Sydn,3588,7,8,9,10,38,47,-9,33
Perth Glory,3588,8,10,2,15,37,50,-13,32
Wellington P,3588,9,5,6,16,31,55,-24,21
CC Mariners,3588,10,4,8,15,28,49,-21,20
Sydney FC,3589,1,20,4,4,64,23,41,64
N'castle Jet,3589,2,16,5,7,61,38,23,53
Melbourne V,3589,3,14,5,10,46,38,8,47
Melbourne C,3589,4,14,4,11,44,37,7,46
Adelaide Utd,3589,5,11,6,11,37,40,-3,39
Brisbane,3589,6,10,5,13,33,42,-9,35
Western Sydn,3589,7,8,9,10,38,47,-9,33
Perth Glory,3589,8,10,2,15,37,50,-13,32
Wellington P,3589,9,5,6,16,31,55,-24,21
CC Mariners,3589,10,4,8,15,28,49,-21,20
Sydney FC,3590,1,21,4,3,68,22,46,67
N'castle Jet,3590,2,15,5,8,58,41,17,50
Melbourne C,3590,3,15,4,10,47,34,13,49
Melbourne V,3590,4,13,5,11,45,42,3,44
Adelaide Utd,3590,5,11,6,11,37,40,-3,39
Brisbane,3590,6,10,5,13,33,42,-9,35
Western Sydn,3590,7,8,9,10,38,47,-9,33
Perth Glory,3590,8,10,2,15,37,50,-13,32
Wellington P,3590,9,5,6,16,31,55,-24,21
CC Mariners,3590,10,4,8,15,28,49,-21,20
Sydney FC,3591,1,20,5,3,65,23,42,65
N'castle Jet,3591,2,16,5,7,58,37,21,53
Melbourne C,3591,3,14,4,11,43,34,9,46
Melbourne V,3591,4,13,6,10,46,39,7,45
Adelaide Utd,3591,5,11,6,11,37,40,-3,39
Brisbane,3591,6,10,5,13,33,42,-9,35
Western Sydn,3591,7,8,9,10,38,47,-9,33
Perth Glory,3591,8,10,2,15,37,50,-13,32
Wellington P,3591,9,5,6,16,31,55,-24,21
CC Mariners,3591,10,4,8,15,28,49,-21,20
Sydney FC,3592,1,21,4,3,67,22,45,67
N'castle Jet,3592,2,16,5,7,61,38,23,53
Melbourne C,3592,3,14,4,11,44,37,7,46
Melbourne V,3592,4,13,5,11,45,41,4,44
Adelaide Utd,3592,5,11,6,11,37,40,-3,39
Brisbane,3592,6,10,5,13,33,42,-9,35
Western Sydn,3592,7,8,9,10,38,47,-9,33
Perth Glory,3592,8,10,2,15,37,50,-13,32
Wellington P,3592,9,5,6,16,31,55,-24,21
CC Mariners,3592,10,4,8,15,28,49,-21,20
