419980,22721998,4,,1,0.774,0.567,360,f,f,f,,Memphis Depay,<b>Memphis Depay</b> - 4' <br>Shot On Target,"",Shot by Memphis Depay,1
419980,22722000,4,,1,0.974,0.654,360,f,f,f,,Juan Mata,<b>Juan Mata</b> - 4' <br>Shot Off Target,"",Shot by Juan Mata,1
419980,22722068,32,,1,0.8089999999999999,0.326,360,t,f,f,,Juan Mata,<b>Juan Mata</b> - 32' <br>Goal,(32'),Shot by Juan Mata,1
419980,22722078,33,,1,0.869,0.463,360,f,f,f,,Luke Shaw,<b>Luke Shaw</b> - 33' <br>Shot Blocked,"",Shot by Luke Shaw,1
419980,22722088,37,,1,0.884,0.346,360,t,f,f,,Memphis Depay,<b>Memphis Depay</b> - 37' <br>Goal,(37'),Shot by Memphis Depay,1
419980,22722104,42,,1,0.083,0.41000000000000003,191,t,f,f,,Fatai Alashe,<b>Fatai Alashe</b> - 42' <br>Goal,(42'),Shot by Fatai Alashe,1
419980,22722110,44,,1,0.865,0.435,360,f,f,f,,Juan Mata,<b>Juan Mata</b> - 44' <br>Shot Blocked,"",Shot by Juan Mata,1
419980,22722120,45, +1',1,0.903,0.703,360,f,f,f,,Juan Mata,<b>Juan Mata</b> - 45'  +1'<br>Shot On Target,"",Shot by Juan Mata,1
419980,22722166,52,,2,0.298,0.838,191,f,f,f,,Leandro Barrera,<b>Leandro Barrera</b> - 52' <br>Shot Blocked,"",Shot by Leandro Barrera,1
419980,22722177,55,,2,0.772,0.27,360,f,f,f,,Andreas Pereira,<b>Andreas Pereira</b> - 55' <br>Shot On Target,"",Shot by Andreas Pereira,1
419980,22722198,61,,2,0.901,0.504,360,t,f,f,,Andreas Pereira,<b>Andreas Pereira</b> - 61' <br>Goal - Header,(61'),Shot by Andreas Pereira,1
419980,22722241,70,,2,0.199,0.44299999999999995,191,f,f,f,,Marc Pelosi,<b>Marc Pelosi</b> - 70' <br>Shot Off Target,"",Shot by Marc Pelosi,1
419980,22722254,74,,2,0.211,0.41000000000000003,191,f,f,f,,Khari Stephenson,<b>Khari Stephenson</b> - 74' <br>Shot Blocked,"",Shot by Khari Stephenson,1
419980,22722280,81,,2,0.942,0.389,360,f,f,f,,Chris Smalling,<b>Chris Smalling</b> - 81' <br>Shot Off Target,"",Shot by Chris Smalling,1
419981,22759968,2,,1,0.13,0.5840000000000001,109,f,f,f,,Mat&#237;as Fern&#225;ndez,<b>Mat&#237;as Fern&#225;ndez</b> - 2' <br>Shot On Target,"",Shot by Matías Fernández,1
419981,22759977,4,,1,0.885,0.449,363,f,f,f,,Ruben Loftus-Cheek,<b>Ruben Loftus-Cheek</b> - 4' <br>Shot Off Target,"",Shot by Ruben Loftus-Cheek,1
419981,22759983,6,,1,0.755,0.596,363,f,f,f,,Oscar,<b>Oscar</b> - 6' <br>Shot Blocked,"",Shot by Oscar,1
