Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
18,Sun,2019-12-22,21:00 (15:00),Real Madrid,2.3,0–0,0.6,Athletic Club,71306,Estadio Santiago Bernabéu,Adrián Cordero,Match Report,
19,Fri,2020-01-03,19:00 (13:00),Valladolid,1.1,2–2,2.3,Leganés,21492,Estadio Municipal José Zorrilla,Juan Martínez,Match Report,
19,Fri,2020-01-03,21:00 (15:00),Sevilla,1.3,1–1,0.2,Athletic Club,37972,Estadio Ramón Sánchez Pizjuán,José González,Match Report,
19,Sat,2020-01-04,13:00 (07:00),Valencia,0.5,1–0,1.3,Eibar,39702,Estadio de Mestalla,Alejandro Hernández,Match Report,
19,Sat,2020-01-04,16:00 (10:00),Getafe,0.7,0–3,2.3,Real Madrid,15426,Coliseum Alfonso Pérez,José Luis Munuera,Match Report,
19,Sat,2020-01-04,18:30 (12:30),Atlético Madrid,1.4,2–1,0.4,Levante,59084,Estadio Wanda Metropolitano,Ricardo de Burgos,Match Report,
19,Sat,2020-01-04,21:00 (15:00),Espanyol,0.4,2–2,1.7,Barcelona,33562,RCDE Stadium,Carlos del Cerro,Match Report,
19,Sun,2020-01-05,12:00 (06:00),Granada,1.5,1–0,1.2,Mallorca,16395,Estadio Nuevo Los Cármenes,César Soto,Match Report,
19,Sun,2020-01-05,14:00 (08:00),Real Sociedad,0.9,1–2,1.4,Villarreal,31538,Estadio Municipal de Anoeta,José Sánchez,Match Report,
19,Sun,2020-01-05,16:00 (10:00),Alavés,0.5,1–1,1.7,Betis,17689,Estadio de Mendizorroza,Antonio Matéu Lahoz,Match Report,
19,Sun,2020-01-05,21:00 (15:00),Celta Vigo,1.9,1–1,0.7,Osasuna,11932,Estadio de Balaídos,Guillermo Cuadra,Match Report,
20,Fri,2020-01-17,21:00 (15:00),Leganés,0.3,0–3,1.6,Getafe,11450,Estadio Municipal de Butarque,Javier Estrada,Match Report,
20,Sat,2020-01-18,13:00 (07:00),Levante,1.0,0–1,1.8,Alavés,16848,Estadio Ciudad de Valencia,Guillermo Cuadra,Match Report,
20,Sat,2020-01-18,16:00 (10:00),Real Madrid,1.2,2–1,0.5,Sevilla,72512,Estadio Santiago Bernabéu,Juan Martínez,Match Report,
20,Sat,2020-01-18,18:30 (12:30),Osasuna,1.3,0–0,0.6,Valladolid,15382,Estadio El Sadar,Alberola Rojas,Match Report,
20,Sat,2020-01-18,21:00 (15:00),Eibar,1.1,2–0,0.9,Atlético Madrid,6429,Estadio Municipal de Ipurúa,Jesús Gil,Match Report,
20,Sun,2020-01-19,12:00 (06:00),Mallorca,1.8,4–1,0.4,Valencia,9856,Iberostar Estadi,Mario Melero,Match Report,
20,Sun,2020-01-19,14:00 (08:00),Betis,1.6,3–0,0.5,Real Sociedad,51171,Estadio Benito Villamarín,Adrián Cordero,Match Report,
20,Sun,2020-01-19,16:00 (10:00),Villarreal,2.1,1–2,1.5,Espanyol,12053,Estadio de la Cerámica,Pablo González,Match Report,
20,Sun,2020-01-19,18:30 (12:30),Athletic Club,3.4,1–1,0.6,Celta Vigo,41348,San Mamés,David Medié,Match Report,
20,Sun,2020-01-19,21:00 (15:00),Barcelona,1.6,1–0,0.2,Granada,65444,Camp Nou,Valentín Pizarro,Match Report,
21,Fri,2020-01-24,21:00 (15:00),Osasuna,1.9,2–0,0.5,Levante,14667,Estadio El Sadar,César Soto,Match Report,
21,Sat,2020-01-25,13:00 (07:00),Espanyol,0.6,1–1,0.9,Athletic Club,27542,RCDE Stadium,José Sánchez,Match Report,
21,Sat,2020-01-25,16:00 (10:00),Valencia,1.3,2–0,1.1,Barcelona,45882,Estadio de Mestalla,Jesús Gil,Match Report,
21,Sat,2020-01-25,18:30 (12:30),Alavés,0.5,1–2,1.2,Villarreal,18153,Estadio de Mendizorroza,José Luis Munuera,Match Report,
21,Sat,2020-01-25,21:00 (15:00),Sevilla,0.7,2–0,0.6,Granada,33533,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández,Match Report,
21,Sun,2020-01-26,12:00 (06:00),Atlético Madrid,1.0,0–0,0.7,Leganés,52767,Estadio Wanda Metropolitano,Antonio Matéu Lahoz,Match Report,
21,Sun,2020-01-26,14:00 (08:00),Celta Vigo,1.1,0–0,0.1,Eibar,15490,Estadio de Balaídos,José González,Match Report,
21,Sun,2020-01-26,16:00 (10:00),Getafe,1.3,1–0,1.3,Betis,13244,Coliseum Alfonso Pérez,Eduardo Prieto,Match Report,
21,Sun,2020-01-26,18:30 (12:30),Real Sociedad,1.7,3–0,0.5,Mallorca,29912,Estadio Municipal de Anoeta,Santiago Jaime,Match Report,
21,Sun,2020-01-26,21:00 (15:00),Valladolid,0.3,0–1,0.5,Real Madrid,23404,Estadio Municipal José Zorrilla,Ricardo de Burgos,Match Report,
22,Sat,2020-02-01,13:00 (07:00),Granada,0.7,2–1,1.8,Espanyol,15226,Estadio Nuevo Los Cármenes,Guillermo Cuadra,Match Report,
22,Sat,2020-02-01,16:00 (10:00),Real Madrid,1.1,1–0,0.2,Atlético Madrid,77223,Estadio Santiago Bernabéu,Javier Estrada,Match Report,
22,Sat,2020-02-01,18:30 (12:30),Mallorca,0.5,0–1,0.8,Valladolid,13891,Iberostar Estadi,David Medié,Match Report,
22,Sat,2020-02-01,21:00 (15:00),Valencia,0.9,1–0,1.2,Celta Vigo,39637,Estadio de Mestalla,Pablo González,Match Report,
22,Sun,2020-02-02,12:00 (06:00),Leganés,1.1,2–1,0.1,Real Sociedad,10842,Estadio Municipal de Butarque,Mario Melero,Match Report,
22,Sun,2020-02-02,14:00 (08:00),Eibar,1.8,1–1,1.5,Betis,6558,Estadio Municipal de Ipurúa,Juan Martínez,Match Report,
22,Sun,2020-02-02,16:00 (10:00),Athletic Club,0.8,0–2,1.5,Getafe,40291,San Mamés,Alberola Rojas,Match Report,
22,Sun,2020-02-02,18:30 (12:30),Sevilla,1.4,1–1,0.6,Alavés,36286,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,Match Report,
22,Sun,2020-02-02,18:30 (12:30),Villarreal,1.7,3–1,0.9,Osasuna,17081,Estadio de la Cerámica,Valentín Pizarro,Match Report,
22,Sun,2020-02-02,21:00 (15:00),Barcelona,3.5,2–1,1.2,Levante,60295,Camp Nou,Adrián Cordero,Match Report,
23,Fri,2020-02-07,21:00 (15:00),Alavés,1.2,2–1,0.2,Eibar,17089,Estadio de Mendizorroza,Eduardo Prieto,Match Report,
23,Sat,2020-02-08,13:00 (07:00),Levante,0.9,2–0,1.0,Leganés,17110,Estadio Ciudad de Valencia,José González,Match Report,
23,Sat,2020-02-08,16:00 (10:00),Getafe,2.8,3–0,0.3,Valencia,13070,Coliseum Alfonso Pérez,Ricardo de Burgos,Match Report,
23,Sat,2020-02-08,18:30 (12:30),Valladolid,0.6,1–1,1.0,Villarreal,17547,Estadio Municipal José Zorrilla,Alejandro Hernández,Match Report,
23,Sat,2020-02-08,21:00 (15:00),Atlético Madrid,0.8,1–0,0.7,Granada,54113,Estadio Wanda Metropolitano,César Soto,Match Report,
23,Sun,2020-02-09,12:00 (06:00),Espanyol,1.0,1–0,0.6,Mallorca,32084,RCDE Stadium,Antonio Matéu Lahoz,Match Report,
23,Sun,2020-02-09,14:00 (08:00),Real Sociedad,1.6,2–1,0.3,Athletic Club,36730,Estadio Municipal de Anoeta,José Luis Munuera,Match Report,
23,Sun,2020-02-09,16:00 (10:00),Osasuna,0.8,1–4,2.4,Real Madrid,17000,Estadio El Sadar,Jesús Gil,Match Report,
23,Sun,2020-02-09,18:30 (12:30),Celta Vigo,1.2,2–1,1.0,Sevilla,20375,Estadio de Balaídos,Santiago Jaime,Match Report,
23,Sun,2020-02-09,21:00 (15:00),Betis,1.0,2–3,1.5,Barcelona,54526,Estadio Benito Villamarín,José Sánchez,Match Report,
24,Fri,2020-02-14,21:00 (15:00),Valencia,1.4,2–2,0.9,Atlético Madrid,42297,Estadio de Mestalla,David Medié,Match Report,
24,Sat,2020-02-15,13:00 (07:00),Mallorca,1.8,1–0,0.9,Alavés,12329,Iberostar Estadi,Valentín Pizarro,Match Report,
24,Sat,2020-02-15,16:00 (10:00),Barcelona,1.8,2–1,0.8,Getafe,89409,Camp Nou,Guillermo Cuadra,Match Report,
24,Sat,2020-02-15,18:30 (12:30),Villarreal,0.8,2–1,1.4,Levante,17269,Estadio de la Cerámica,Mario Melero,Match Report,
24,Sat,2020-02-15,21:00 (15:00),Granada,1.8,2–1,0.7,Valladolid,15782,Estadio Nuevo Los Cármenes,Juan Martínez,Match Report,
24,Sun,2020-02-16,12:00 (06:00),Sevilla,1.2,2–2,0.5,Espanyol,35661,Estadio Ramón Sánchez Pizjuán,Adrián Cordero,Match Report,
24,Sun,2020-02-16,14:00 (08:00),Leganés,0.9,0–0,0.5,Betis,11160,Estadio Municipal de Butarque,Javier Estrada,Match Report,
24,Sun,2020-02-16,18:30 (12:30),Athletic Club,0.7,0–1,0.4,Osasuna,44222,San Mamés,Pablo González,Match Report,
24,Sun,2020-02-16,21:00 (15:00),Real Madrid,1.5,2–2,1.0,Celta Vigo,62477,Estadio Santiago Bernabéu,Alberola Rojas,Match Report,
25,Fri,2020-02-21,21:00 (15:00),Betis,3.2,3–3,0.6,Mallorca,47231,Estadio Benito Villamarín,Jesús Gil,Match Report,
25,Sat,2020-02-22,13:00 (07:00),Celta Vigo,0.2,1–0,0.4,Leganés,19335,Estadio de Balaídos,José Luis Munuera,Match Report,
25,Sat,2020-02-22,16:00 (10:00),Barcelona,3.9,5–0,0.6,Eibar,66970,Camp Nou,César Soto,Match Report,
25,Sat,2020-02-22,18:30 (12:30),Real Sociedad,1.9,3–0,0.3,Valencia,31381,Estadio Municipal de Anoeta,José González,Match Report,
25,Sat,2020-02-22,21:00 (15:00),Levante,0.3,1–0,1.6,Real Madrid,23566,Estadio Ciudad de Valencia,Alejandro Hernández,Match Report,
25,Sun,2020-02-23,12:00 (06:00),Osasuna,0.7,0–3,1.5,Granada,14866,Estadio El Sadar,José Sánchez,Match Report,
25,Sun,2020-02-23,14:00 (08:00),Alavés,1.6,2–1,0.8,Athletic Club,19412,Estadio de Mendizorroza,Antonio Matéu Lahoz,Match Report,
25,Sun,2020-02-23,16:00 (10:00),Valladolid,1.4,2–1,1.2,Espanyol,19645,Estadio Municipal José Zorrilla,Eduardo Prieto,Match Report,
25,Sun,2020-02-23,18:30 (12:30),Getafe,0.3,0–3,2.3,Sevilla,13438,Coliseum Alfonso Pérez,Javier Estrada,Match Report,
25,Sun,2020-02-23,21:00 (15:00),Atlético Madrid,1.3,3–1,0.7,Villarreal,54462,Estadio Wanda Metropolitano,Ricardo de Burgos,Match Report,
26,Fri,2020-02-28,21:00 (15:00),Real Sociedad,1.2,1–0,0.5,Valladolid,30611,Estadio Municipal de Anoeta,Valentín Pizarro,Match Report,
26,Sat,2020-02-29,13:00 (07:00),Eibar,2.4,3–0,0.8,Levante,5920,Estadio Municipal de Ipurúa,Pablo González,Match Report,
26,Sat,2020-02-29,16:00 (10:00),Valencia,0.6,2–1,1.2,Betis,37418,Estadio de Mestalla,Adrián Cordero,Match Report,
26,Sat,2020-02-29,18:30 (12:30),Leganés,0.8,1–1,1.0,Alavés,10043,Estadio Municipal de Butarque,Juan Martínez,Match Report,
26,Sat,2020-02-29,21:00 (15:00),Granada,0.7,0–0,0.3,Celta Vigo,15877,Estadio Nuevo Los Cármenes,Guillermo Cuadra,Match Report,
26,Sun,2020-03-01,12:00 (06:00),Sevilla,1.8,3–2,1.6,Osasuna,31382,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,Match Report,
26,Sun,2020-03-01,14:00 (08:00),Athletic Club,2.7,1–0,0.8,Villarreal,36350,San Mamés,David Medié,Match Report,
26,Sun,2020-03-01,16:00 (10:00),Espanyol,1.1,1–1,0.8,Atlético Madrid,30360,RCDE Stadium,Alberola Rojas,Match Report,
26,Sun,2020-03-01,18:30 (12:30),Mallorca,0.1,0–1,0.7,Getafe,14241,Iberostar Estadi,Mario Melero,Match Report,
26,Sun,2020-03-01,21:00 (15:00),Real Madrid,1.1,2–0,1.0,Barcelona,78357,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,Match Report,
27,Fri,2020-03-06,21:00 (15:00),Alavés,1.2,1–1,0.5,Valencia,14083,Estadio de Mendizorroza,Jesús Gil,Match Report,
27,Sat,2020-03-07,13:00 (07:00),Eibar,0.9,1–2,1.1,Mallorca,6110,Estadio Municipal de Ipurúa,Javier Estrada,Match Report,
27,Sat,2020-03-07,16:00 (10:00),Atlético Madrid,2.6,2–2,1.5,Sevilla,60422,Estadio Wanda Metropolitano,Alejandro Hernández,Match Report,
27,Sat,2020-03-07,18:30 (12:30),Barcelona,1.9,1–0,0.7,Real Sociedad,77035,Camp Nou,Juan Martínez,Match Report,
27,Sat,2020-03-07,21:00 (15:00),Getafe,1.0,0–0,0.6,Celta Vigo,11286,Coliseum Alfonso Pérez,José Sánchez,Match Report,
27,Sun,2020-03-08,12:00 (07:00),Osasuna,2.0,1–0,0.3,Espanyol,15737,Estadio El Sadar,Ricardo de Burgos,Match Report,
27,Sun,2020-03-08,14:00 (09:00),Valladolid,1.9,1–4,0.7,Athletic Club,21632,Estadio Municipal José Zorrilla,José Luis Munuera,Match Report,
27,Sun,2020-03-08,16:00 (11:00),Levante,1.1,1–1,1.3,Granada,16168,Estadio Ciudad de Valencia,Eduardo Prieto,Match Report,
27,Sun,2020-03-08,18:30 (13:30),Villarreal,1.5,1–2,1.5,Leganés,16143,Estadio de la Cerámica,César Soto,Match Report,
27,Sun,2020-03-08,21:00 (16:00),Betis,1.2,2–1,1.4,Real Madrid,51521,Estadio Benito Villamarín,José González,Match Report,
24,Tue,2020-03-10,20:00 (15:00),Eibar,2.2,1–2,1.5,Real Sociedad,,Estadio Municipal de Ipurúa,David Medié,Match Report,
28,Thu,2020-06-11,22:00 (16:00),Sevilla,1.5,2–0,0.5,Betis,,Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz,Match Report,
28,Fri,2020-06-12,19:30 (13:30),Granada,1.7,2–1,0.7,Getafe,,Estadio Nuevo Los Cármenes,David Medié,Match Report,
28,Fri,2020-06-12,22:00 (16:00),Valencia,0.8,1–1,1.3,Levante,,Estadio de Mestalla,Alberola Rojas,Match Report,
28,Sat,2020-06-13,14:00 (08:00),Espanyol,1.7,2–0,0.2,Alavés,,RCDE Stadium,Pablo González,Match Report,
28,Sat,2020-06-13,17:00 (11:00),Celta Vigo,0.1,0–1,2.0,Villarreal,,Estadio de Balaídos,Valentín Pizarro,Match Report,
28,Sat,2020-06-13,19:30 (13:30),Leganés,1.2,1–2,1.3,Valladolid,,Estadio Municipal de Butarque,Mario Melero,Match Report,
28,Sat,2020-06-13,22:00 (16:00),Mallorca,0.8,0–4,2.4,Barcelona,,Iberostar Estadi,Carlos del Cerro,Match Report,
28,Sun,2020-06-14,14:00 (08:00),Athletic Club,0.4,1–1,1.4,Atlético Madrid,,San Mamés,José González,Match Report,
28,Sun,2020-06-14,19:30 (13:30),Real Madrid,1.3,3–1,0.6,Eibar,,Estadio Alfredo Di Stéfano,Guillermo Cuadra,Match Report,
28,Sun,2020-06-14,22:00 (16:00),Real Sociedad,1.4,1–1,1.3,Osasuna,,Estadio Municipal de Anoeta,Adrián Cordero,Match Report,
29,Mon,2020-06-15,19:30 (13:30),Levante,0.8,1–1,0.8,Sevilla,,Estadio Ciudad de Valencia,Alejandro Hernández,Match Report,
29,Mon,2020-06-15,22:00 (16:00),Betis,1.7,2–2,0.7,Granada,,Estadio Benito Villamarín,César Soto,Match Report,
29,Tue,2020-06-16,19:30 (13:30),Getafe,1.3,0–0,0.9,Espanyol,,Coliseum Alfonso Pérez,José Luis Munuera,Match Report,
29,Tue,2020-06-16,19:30 (13:30),Villarreal,1.6,1–0,1.4,Mallorca,,Estadio de la Cerámica,Javier Estrada,Match Report,
29,Tue,2020-06-16,22:00 (16:00),Barcelona,1.5,2–0,0.8,Leganés,,Camp Nou,Juan Martínez,Match Report,
29,Wed,2020-06-17,19:30 (13:30),Eibar,2.1,2–2,1.3,Athletic Club,,Estadio Municipal de Ipurúa,Eduardo Prieto,Match Report,
29,Wed,2020-06-17,19:30 (13:30),Valladolid,0.4,0–0,1.1,Celta Vigo,,Estadio Municipal José Zorrilla,Jesús Gil,Match Report,
29,Wed,2020-06-17,22:00 (16:00),Osasuna,1.1,0–5,2.0,Atlético Madrid,,Estadio El Sadar,Ricardo de Burgos,Match Report,
29,Thu,2020-06-18,19:30 (13:30),Alavés,1.9,2–0,0.4,Real Sociedad,,Estadio de Mendizorroza,Santiago Jaime,Match Report,
29,Thu,2020-06-18,22:00 (16:00),Real Madrid,1.8,3–0,0.4,Valencia,,Estadio Alfredo Di Stéfano,José Sánchez,Match Report,
30,Fri,2020-06-19,19:30 (13:30),Mallorca,0.4,1–1,1.5,Leganés,,Iberostar Estadi,Antonio Matéu Lahoz,Match Report,
30,Fri,2020-06-19,19:30 (13:30),Granada,1.2,0–1,0.6,Villarreal,,Estadio Nuevo Los Cármenes,Guillermo Cuadra,Match Report,
30,Fri,2020-06-19,22:00 (16:00),Sevilla,0.5,0–0,0.6,Barcelona,,Estadio Ramón Sánchez Pizjuán,José González,Match Report,
30,Sat,2020-06-20,14:00 (08:00),Espanyol,0.5,1–3,1.6,Levante,,RCDE Stadium,Carlos del Cerro,Match Report,
30,Sat,2020-06-20,17:00 (11:00),Athletic Club,1.4,1–0,1.4,Betis,,San Mamés,Valentín Pizarro,Match Report,
30,Sat,2020-06-20,19:30 (13:30),Getafe,0.5,1–1,0.8,Eibar,,Coliseum Alfonso Pérez,Alberola Rojas,Match Report,
30,Sat,2020-06-20,22:00 (16:00),Atlético Madrid,1.1,1–0,0.5,Valladolid,,Estadio Wanda Metropolitano,Pablo González,Match Report,
30,Sun,2020-06-21,14:00 (08:00),Celta Vigo,2.7,6–0,0.4,Alavés,,Estadio de Balaídos,Adrián Cordero,Match Report,
30,Sun,2020-06-21,19:30 (13:30),Valencia,1.4,2–0,1.5,Osasuna,,Estadio de Mestalla,David Medié,Match Report,
30,Sun,2020-06-21,22:00 (16:00),Real Sociedad,0.6,1–2,1.4,Real Madrid,,Estadio Municipal de Anoeta,Javier Estrada,Match Report,
31,Mon,2020-06-22,19:30 (13:30),Villarreal,0.7,2–2,1.0,Sevilla,,Estadio de la Cerámica,José Sánchez,Match Report,
31,Mon,2020-06-22,22:00 (16:00),Leganés,1.5,0–0,0.3,Granada,,Estadio Municipal de Butarque,Ricardo de Burgos,Match Report,
31,Tue,2020-06-23,19:30 (13:30),Levante,0.8,0–1,1.2,Atlético Madrid,,Estadio Ciudad de Valencia,José Luis Munuera,Match Report,
31,Tue,2020-06-23,19:30 (13:30),Valladolid,1.5,1–1,0.7,Getafe,,Estadio Municipal José Zorrilla,César Soto,Match Report,
31,Tue,2020-06-23,22:00 (16:00),Barcelona,1.7,1–0,0.7,Athletic Club,,Camp Nou,Jesús Gil,Match Report,
31,Wed,2020-06-24,19:30 (13:30),Real Sociedad,0.7,0–1,0.9,Celta Vigo,,Estadio Municipal de Anoeta,Eduardo Prieto,Match Report,
31,Wed,2020-06-24,19:30 (13:30),Alavés,0.5,0–1,0.7,Osasuna,,Estadio de Mendizorroza,Alejandro Hernández,Match Report,
31,Wed,2020-06-24,22:00 (16:00),Real Madrid,1.5,2–0,0.6,Mallorca,,Estadio Alfredo Di Stéfano,Mario Melero,Match Report,
31,Thu,2020-06-25,19:30 (13:30),Eibar,0.5,1–0,0.5,Valencia,,Estadio Municipal de Ipurúa,Santiago Jaime,Match Report,
31,Thu,2020-06-25,22:00 (16:00),Betis,0.6,1–0,1.0,Espanyol,,Estadio Benito Villamarín,Juan Martínez,Match Report,
32,Fri,2020-06-26,22:00 (16:00),Sevilla,1.3,1–1,0.6,Valladolid,,Estadio Ramón Sánchez Pizjuán,Valentín Pizarro,Match Report,
32,Sat,2020-06-27,14:00 (08:00),Athletic Club,2.3,3–1,1.2,Mallorca,,San Mamés,Pablo González,Match Report,
32,Sat,2020-06-27,17:00 (11:00),Celta Vigo,2.6,2–2,1.8,Barcelona,,Estadio de Balaídos,Guillermo Cuadra,Match Report,
32,Sat,2020-06-27,19:30 (13:30),Osasuna,0.7,2–1,1.4,Leganés,,Estadio El Sadar,Alberola Rojas,Match Report,
32,Sat,2020-06-27,22:00 (16:00),Atlético Madrid,1.5,2–1,1.0,Alavés,,Estadio Wanda Metropolitano,Mario Melero,Match Report,
32,Sun,2020-06-28,14:00 (08:00),Levante,1.7,4–2,1.9,Betis,,Estadio Ciudad de Valencia,Santiago Jaime,Match Report,
32,Sun,2020-06-28,17:00 (11:00),Villarreal,1.4,2–0,0.3,Valencia,,Estadio de la Cerámica,José González,Match Report,
32,Sun,2020-06-28,19:30 (13:30),Granada,1.2,1–2,1.7,Eibar,,Estadio Nuevo Los Cármenes,Carlos del Cerro,Match Report,
32,Sun,2020-06-28,22:00 (16:00),Espanyol,0.8,0–1,2.2,Real Madrid,,RCDE Stadium,Antonio Matéu Lahoz,Match Report,
32,Mon,2020-06-29,22:00 (16:00),Getafe,1.1,2–1,0.8,Real Sociedad,,Coliseum Alfonso Pérez,Adrián Cordero,Match Report,
33,Tue,2020-06-30,19:30 (13:30),Mallorca,1.5,5–1,1.5,Celta Vigo,,Iberostar Estadi,Ricardo de Burgos,Match Report,
33,Tue,2020-06-30,21:00 (15:00),Leganés,0.6,0–3,1.3,Sevilla,,Estadio Municipal de Butarque,César Soto,Match Report,
33,Tue,2020-06-30,22:00 (16:00),Barcelona,1.4,2–2,1.9,Atlético Madrid,,Camp Nou,Alejandro Hernández,Match Report,
33,Wed,2020-07-01,19:30 (13:30),Alavés,1.1,0–2,1.1,Granada,,Estadio de Mendizorroza,Eduardo Prieto,Match Report,
33,Wed,2020-07-01,19:30 (13:30),Valencia,1.3,0–2,0.7,Athletic Club,,Estadio de Mestalla,Javier Estrada,Match Report,
33,Wed,2020-07-01,22:00 (16:00),Betis,0.4,0–2,2.2,Villarreal,,Estadio Benito Villamarín,Jesús Gil,Match Report,
33,Wed,2020-07-01,22:00 (16:00),Valladolid,1.7,0–0,0.2,Levante,,Estadio Municipal José Zorrilla,David Medié,Match Report,
33,Thu,2020-07-02,19:30 (13:30),Eibar,1.0,0–2,0.9,Osasuna,,Estadio Municipal de Ipurúa,José Luis Munuera,Match Report,
33,Thu,2020-07-02,19:30 (13:30),Real Sociedad,1.4,2–1,0.2,Espanyol,,Estadio Municipal de Anoeta,José Sánchez,Match Report,
33,Thu,2020-07-02,22:00 (16:00),Real Madrid,1.6,1–0,0.3,Getafe,,Estadio Alfredo Di Stéfano,Juan Martínez,Match Report,
34,Fri,2020-07-03,22:00 (16:00),Atlético Madrid,3.4,3–0,0.8,Mallorca,,Estadio Wanda Metropolitano,Alberola Rojas,Match Report,
34,Sat,2020-07-04,17:00 (11:00),Celta Vigo,0.3,1–1,0.6,Betis,,Estadio de Balaídos,Pablo González,Match Report,
34,Sat,2020-07-04,19:30 (13:30),Valladolid,0.4,1–0,0.4,Alavés,,Estadio Municipal José Zorrilla,Santiago Jaime,Match Report,
34,Sat,2020-07-04,22:00 (16:00),Granada,1.9,2–2,0.6,Valencia,,Estadio Nuevo Los Cármenes,Adrián Cordero,Match Report,
34,Sun,2020-07-05,14:00 (08:00),Athletic Club,0.3,0–1,2.1,Real Madrid,,San Mamés,José González,Match Report,
34,Sun,2020-07-05,17:00 (11:00),Espanyol,0.4,0–1,0.4,Leganés,,RCDE Stadium,Guillermo Cuadra,Match Report,
34,Sun,2020-07-05,19:30 (13:30),Osasuna,0.5,0–0,0.2,Getafe,,Estadio El Sadar,Mario Melero,Match Report,
34,Sun,2020-07-05,22:00 (16:00),Villarreal,1.0,1–4,3.0,Barcelona,,Estadio de la Cerámica,Carlos del Cerro,Match Report,
34,Mon,2020-07-06,19:30 (13:30),Levante,0.7,1–1,1.1,Real Sociedad,,Estadio Ciudad de Valencia,Valentín Pizarro,Match Report,
34,Mon,2020-07-06,22:00 (16:00),Sevilla,1.0,1–0,1.4,Eibar,,Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz,Match Report,
35,Tue,2020-07-07,19:30 (13:30),Valencia,1.5,2–1,0.7,Valladolid,,Estadio de Mestalla,Ricardo de Burgos,Match Report,
35,Tue,2020-07-07,22:00 (16:00),Celta Vigo,0.3,1–1,1.4,Atlético Madrid,,Estadio de Balaídos,José Sánchez,Match Report,
35,Wed,2020-07-08,20:30 (14:30),Betis,2.1,3–0,0.6,Osasuna,,Estadio Benito Villamarín,Alejandro Hernández,Match Report,
35,Wed,2020-07-08,20:30 (14:30),Getafe,0.5,1–3,2.1,Villarreal,,Coliseum Alfonso Pérez,Javier Estrada,Match Report,
35,Wed,2020-07-08,22:00 (16:00),Barcelona,1.1,1–0,0.8,Espanyol,,Camp Nou,José Luis Munuera,Match Report,
35,Thu,2020-07-09,19:30 (13:30),Eibar,0.3,0–0,0.3,Leganés,,Estadio Municipal de Ipurúa,Eduardo Prieto,Match Report,
35,Thu,2020-07-09,19:30 (13:30),Mallorca,1.3,2–0,1.1,Levante,,Iberostar Estadi,César Soto,Match Report,
35,Thu,2020-07-09,22:00 (16:00),Athletic Club,0.8,1–2,1.6,Sevilla,,San Mamés,David Medié,Match Report,
35,Fri,2020-07-10,19:30 (13:30),Real Sociedad,1.3,2–3,0.5,Granada,,Estadio Municipal de Anoeta,Juan Martínez,Match Report,
35,Fri,2020-07-10,22:00 (16:00),Real Madrid,3.1,2–0,1.1,Alavés,,Estadio Alfredo Di Stéfano,Jesús Gil,Match Report,
36,Sat,2020-07-11,17:00 (11:00),Osasuna,1.4,2–1,1.2,Celta Vigo,,Estadio El Sadar,Valentín Pizarro,Match Report,
36,Sat,2020-07-11,19:30 (13:30),Valladolid,1.0,0–1,1.4,Barcelona,,Estadio Municipal José Zorrilla,Antonio Matéu Lahoz,Match Report,
36,Sat,2020-07-11,22:00 (16:00),Atlético Madrid,0.7,1–0,1.3,Betis,,Estadio Wanda Metropolitano,José González,Match Report,
36,Sun,2020-07-12,14:00 (08:00),Espanyol,0.8,0–2,2.1,Eibar,,RCDE Stadium,Carlos del Cerro,Match Report,
36,Sun,2020-07-12,17:00 (11:00),Levante,1.2,1–2,1.0,Athletic Club,,Estadio Ciudad de Valencia,Alberola Rojas,Match Report,
36,Sun,2020-07-12,19:30 (13:30),Leganés,1.3,1–0,1.3,Valencia,,Estadio Municipal de Butarque,Mario Melero,Match Report,
36,Sun,2020-07-12,22:00 (16:00),Sevilla,1.7,2–0,0.4,Mallorca,,Estadio Ramón Sánchez Pizjuán,Adrián Cordero,Match Report,
36,Mon,2020-07-13,19:30 (13:30),Villarreal,0.3,1–2,0.9,Real Sociedad,,Estadio de la Cerámica,Guillermo Cuadra,Match Report,
36,Mon,2020-07-13,19:30 (13:30),Alavés,0.2,0–0,1.0,Getafe,,Estadio de Mendizorroza,Pablo González,Match Report,
36,Mon,2020-07-13,22:00 (16:00),Granada,0.9,1–2,0.5,Real Madrid,,Estadio Nuevo Los Cármenes,Santiago Jaime,Match Report,
37,Thu,2020-07-16,18:30 (12:30),Eibar,2.4,3–1,1.8,Valladolid,,Estadio Municipal de Ipurúa,César Soto,Match Report,
37,Thu,2020-07-16,21:00 (15:00),Celta Vigo,1.4,2–3,1.0,Levante,,Estadio de Balaídos,José Luis Munuera,Match Report,
37,Thu,2020-07-16,21:00 (15:00),Betis,1.7,1–2,1.5,Alavés,,Estadio Benito Villamarín,David Medié,Match Report,
37,Thu,2020-07-16,21:00 (15:00),Getafe,1.4,0–2,1.3,Atlético Madrid,,Coliseum Alfonso Pérez,Antonio Matéu Lahoz,Match Report,
