Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
20,Fri,2021-01-22,21:00 (15:00),Levante,1.0,2–2,0.7,Valladolid,,Estadio Ciudad de Valencia,José Luis Munuera,Match Report,
20,Sat,2021-01-23,14:00 (08:00),Huesca,0.1,0–0,0.5,Villarreal,,Estadio El Alcoraz,Alberola Rojas,Match Report,
20,Sat,2021-01-23,16:15 (10:15),Sevilla,2.1,3–0,0.8,Cádiz,,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra,Match Report,
20,Sat,2021-01-23,18:30 (12:30),Real Sociedad,2.2,2–2,0.6,Betis,,Estadio Municipal de Anoeta,César Soto,Match Report,
20,Sat,2021-01-23,21:00 (15:00),Alavés,0.7,1–4,1.9,Real Madrid,,Estadio de Mendizorroza,Alejandro Hernández,Match Report,
20,Sun,2021-01-24,14:00 (08:00),Osasuna,1.4,3–1,0.8,Granada,,Estadio El Sadar,Javier Estrada,Match Report,
20,Sun,2021-01-24,16:15 (10:15),Elche,0.8,0–2,1.9,Barcelona,,Estadio Manuel Martínez Valero,Valentín Pizarro,Match Report,
20,Sun,2021-01-24,18:30 (12:30),Celta Vigo,1.1,1–1,0.7,Eibar,,Estadio de Balaídos,Pablo González,Match Report,
20,Sun,2021-01-24,21:00 (15:00),Atlético Madrid,1.8,3–1,0.4,Valencia,,Estadio Wanda Metropolitano,Ricardo de Burgos,Match Report,
20,Mon,2021-01-25,21:00 (15:00),Athletic Club,1.7,5–1,1.1,Getafe,,San Mamés,Adrián Cordero,Match Report,
21,Fri,2021-01-29,21:00 (15:00),Valladolid,1.4,1–3,1.0,Huesca,,Estadio Municipal José Zorrilla,Ricardo de Burgos,Match Report,
21,Sat,2021-01-30,14:00 (08:00),Eibar,0.7,0–2,1.4,Sevilla,,Estadio Municipal de Ipurúa,José Sánchez,Match Report,
21,Sat,2021-01-30,16:15 (10:15),Real Madrid,1.3,1–2,1.9,Levante,,Estadio Santiago Bernabéu,David Medié,Match Report,
21,Sat,2021-01-30,18:30 (12:30),Valencia,2.4,1–0,0.8,Elche,,Estadio de Mestalla,Pablo González,Match Report,
21,Sat,2021-01-30,21:00 (15:00),Villarreal,0.2,1–1,1.1,Real Sociedad,,Estadio de la Cerámica,Isidro Díaz de Mera,Match Report,
21,Sun,2021-01-31,14:00 (08:00),Getafe,0.3,0–0,0.3,Alavés,,Coliseum Alfonso Pérez,Santiago Jaime,Match Report,
21,Sun,2021-01-31,16:15 (10:15),Cádiz,0.9,2–4,2.2,Atlético Madrid,,Estadio Ramón de Carranza,Jesús Gil,Match Report,
21,Sun,2021-01-31,18:30 (12:30),Granada,0.3,0–0,0.3,Celta Vigo,,Estadio Nuevo Los Cármenes,Carlos del Cerro,Match Report,
21,Sun,2021-01-31,21:00 (15:00),Barcelona,1.9,2–1,0.3,Athletic Club,,Camp Nou,Antonio Matéu Lahoz,Match Report,
21,Mon,2021-02-01,21:00 (15:00),Betis,1.4,1–0,1.4,Osasuna,,Estadio Benito Villamarín,Alberola Rojas,Match Report,
22,Fri,2021-02-05,21:00 (15:00),Alavés,1.5,1–0,0.1,Valladolid,,Estadio de Mendizorroza,César Soto,Match Report,
22,Sat,2021-02-06,14:00 (08:00),Levante,1.9,2–2,1.1,Granada,,Estadio Ciudad de Valencia,Adrián Cordero,Match Report,
22,Sat,2021-02-06,16:15 (10:15),Huesca,1.0,1–2,2.7,Real Madrid,,Estadio El Alcoraz,Javier Estrada,Match Report,
22,Sat,2021-02-06,18:30 (12:30),Elche,1.2,2–2,1.8,Villarreal,,Estadio Manuel Martínez Valero,Mario Melero,Match Report,
22,Sat,2021-02-06,21:00 (15:00),Sevilla,2.7,3–0,0.2,Getafe,,Estadio Ramón Sánchez Pizjuán,Juan Martínez,Match Report,
22,Sun,2021-02-07,14:00 (08:00),Real Sociedad,4.3,4–1,0.5,Cádiz,,Estadio Municipal de Anoeta,Valentín Pizarro,Match Report,
22,Sun,2021-02-07,16:15 (10:15),Athletic Club,1.3,1–1,0.9,Valencia,,San Mamés,José Luis Munuera,Match Report,
22,Sun,2021-02-07,18:30 (12:30),Osasuna,1.7,2–1,1.0,Eibar,,Estadio El Sadar,Jorge Figueroa,Match Report,
22,Sun,2021-02-07,21:00 (15:00),Betis,1.6,2–3,1.1,Barcelona,,Estadio Benito Villamarín,Carlos del Cerro,Match Report,
22,Mon,2021-02-08,21:00 (15:00),Atlético Madrid,0.8,2–2,1.5,Celta Vigo,,Estadio Wanda Metropolitano,Guillermo Cuadra,Match Report,
1,Tue,2021-02-09,21:00 (15:00),Real Madrid,1.3,2–0,0.1,Getafe,,Estadio Santiago Bernabéu,Alberola Rojas,Match Report,
23,Fri,2021-02-12,21:00 (15:00),Celta Vigo,1.4,3–1,1.1,Elche,,Estadio de Balaídos,Ricardo de Burgos,Match Report,
23,Sat,2021-02-13,14:00 (08:00),Granada,0.7,1–2,0.7,Atlético Madrid,,Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz,Match Report,
23,Sat,2021-02-13,16:15 (10:15),Sevilla,1.2,1–0,0.9,Huesca,,Estadio Ramón Sánchez Pizjuán,David Medié,Match Report,
23,Sat,2021-02-13,18:30 (12:30),Eibar,1.4,1–1,1.0,Valladolid,,Estadio Municipal de Ipurúa,Isidro Díaz de Mera,Match Report,
23,Sat,2021-02-13,21:00 (15:00),Barcelona,3.2,5–1,0.6,Alavés,,Camp Nou,Jorge Figueroa,Match Report,
23,Sun,2021-02-14,14:00 (08:00),Getafe,0.2,0–1,1.0,Real Sociedad,,Coliseum Alfonso Pérez,Pablo González,Match Report,
23,Sun,2021-02-14,16:15 (10:15),Real Madrid,1.0,2–0,0.1,Valencia,,Estadio Santiago Bernabéu,José Sánchez,Match Report,
23,Sun,2021-02-14,18:30 (12:30),Levante,2.1,0–1,0.6,Osasuna,,Estadio Ciudad de Valencia,Santiago Jaime,Match Report,
23,Sun,2021-02-14,21:00 (15:00),Villarreal,1.2,1–2,0.9,Betis,,Estadio de la Cerámica,Jesús Gil,Match Report,
23,Mon,2021-02-15,21:00 (15:00),Cádiz,0.6,0–4,1.9,Athletic Club,,Estadio Ramón de Carranza,Alejandro Hernández,Match Report,
2,Wed,2021-02-17,19:00 (13:00),Levante,0.5,1–1,1.2,Atlético Madrid,,Estadio Ciudad de Valencia,José Luis Munuera,Match Report,
24,Fri,2021-02-19,21:00 (15:00),Betis,2.4,1–0,0.3,Getafe,,Estadio Benito Villamarín,Javier Estrada,Match Report,
24,Sat,2021-02-20,14:00 (08:00),Elche,0.5,1–0,1.3,Eibar,,Estadio Manuel Martínez Valero,Adrián Cordero,Match Report,
24,Sat,2021-02-20,16:15 (10:15),Atlético Madrid,1.7,0–2,0.9,Levante,,Estadio Wanda Metropolitano,Mario Melero,Match Report,
24,Sat,2021-02-20,18:30 (12:30),Valencia,1.3,2–0,0.5,Celta Vigo,,Estadio de Mestalla,Valentín Pizarro,Match Report,
24,Sat,2021-02-20,21:00 (15:00),Valladolid,0.9,0–1,0.5,Real Madrid,,Estadio Municipal José Zorrilla,Guillermo Cuadra,Match Report,
24,Sun,2021-02-21,14:00 (08:00),Barcelona,2.5,1–1,1.2,Cádiz,,Camp Nou,Juan Martínez,Match Report,
24,Sun,2021-02-21,16:15 (10:15),Real Sociedad,2.1,4–0,0.5,Alavés,,Estadio Municipal de Anoeta,José Luis Munuera,Match Report,
24,Sun,2021-02-21,18:30 (12:30),Huesca,2.1,3–2,0.9,Granada,,Estadio El Alcoraz,César Soto,Match Report,
24,Sun,2021-02-21,21:00 (15:00),Athletic Club,2.0,1–1,0.1,Villarreal,,San Mamés,Carlos del Cerro,Match Report,
24,Mon,2021-02-22,21:00 (15:00),Osasuna,0.3,0–2,0.7,Sevilla,,Estadio El Sadar,Alberola Rojas,Match Report,
1,Wed,2021-02-24,19:00 (13:00),Barcelona,2.5,3–0,0.6,Elche,,Camp Nou,Isidro Díaz de Mera,Match Report,
25,Fri,2021-02-26,21:00 (15:00),Levante,1.0,1–1,1.8,Athletic Club,,Estadio Ciudad de Valencia,Isidro Díaz de Mera,Match Report,
25,Sat,2021-02-27,14:00 (08:00),Eibar,1.7,1–1,0.5,Huesca,,Estadio Municipal de Ipurúa,Pablo González,Match Report,
25,Sat,2021-02-27,16:15 (10:15),Sevilla,0.1,0–2,2.0,Barcelona,,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández,Match Report,
25,Sat,2021-02-27,18:30 (12:30),Alavés,0.3,0–1,1.0,Osasuna,,Estadio de Mendizorroza,José Sánchez,Match Report,
25,Sat,2021-02-27,21:00 (15:00),Getafe,1.3,3–0,0.2,Valencia,,Coliseum Alfonso Pérez,Jorge Figueroa,Match Report,
25,Sun,2021-02-28,14:00 (08:00),Celta Vigo,0.7,1–1,1.1,Valladolid,,Estadio de Balaídos,David Medié,Match Report,
25,Sun,2021-02-28,16:15 (10:15),Cádiz,0.2,0–1,0.4,Betis,,Estadio Ramón de Carranza,Antonio Matéu Lahoz,Match Report,
25,Sun,2021-02-28,18:30 (12:30),Granada,1.0,2–1,0.8,Elche,,Estadio Nuevo Los Cármenes,Santiago Jaime,Match Report,
25,Sun,2021-02-28,21:00 (15:00),Villarreal,1.3,0–2,0.5,Atlético Madrid,,Estadio de la Cerámica,Ricardo de Burgos,Match Report,
25,Mon,2021-03-01,21:00 (15:00),Real Madrid,1.7,1–1,0.5,Real Sociedad,,Estadio Santiago Bernabéu,Jesús Gil,Match Report,
26,Fri,2021-03-05,21:00 (15:00),Valencia,2.1,2–1,2.1,Villarreal,,Estadio de Mestalla,Javier Estrada,Match Report,
26,Sat,2021-03-06,14:00 (08:00),Valladolid,0.9,2–1,0.6,Getafe,,Estadio Municipal José Zorrilla,Mario Melero,Match Report,
26,Sat,2021-03-06,16:15 (10:15),Elche,0.6,2–1,0.9,Sevilla,,Estadio Manuel Martínez Valero,Valentín Pizarro,Match Report,
26,Sat,2021-03-06,18:30 (12:30),Cádiz,1.1,1–0,1.7,Eibar,,Estadio Ramón de Carranza,Carlos del Cerro,Match Report,
26,Sat,2021-03-06,21:00 (15:00),Osasuna,1.2,0–2,1.2,Barcelona,,Estadio El Sadar,Guillermo Cuadra,Match Report,
26,Sun,2021-03-07,14:00 (08:00),Huesca,1.9,3–4,0.9,Celta Vigo,,Estadio El Alcoraz,José Luis Munuera,Match Report,
26,Sun,2021-03-07,16:15 (10:15),Atlético Madrid,1.1,1–1,2.2,Real Madrid,,Estadio Wanda Metropolitano,Alejandro Hernández,Match Report,
26,Sun,2021-03-07,18:30 (12:30),Real Sociedad,4.3,1–0,0.2,Levante,,Estadio Municipal de Anoeta,César Soto,Match Report,
26,Sun,2021-03-07,21:00 (15:00),Athletic Club,1.2,2–1,1.5,Granada,,San Mamés,Juan Martínez,Match Report,
26,Mon,2021-03-08,21:00 (15:00),Betis,2.0,3–2,0.4,Alavés,,Estadio Benito Villamarín,Alberola Rojas,Match Report,
18,Wed,2021-03-10,19:00 (13:00),Atlético Madrid,1.5,2–1,0.6,Athletic Club,,Estadio Wanda Metropolitano,Jesús Gil,Match Report,
27,Fri,2021-03-12,21:00 (15:00),Levante,0.9,1–0,0.8,Valencia,,Estadio Ciudad de Valencia,Guillermo Cuadra,Match Report,
27,Sat,2021-03-13,14:00 (08:00),Alavés,1.3,1–1,1.7,Cádiz,,Estadio de Mendizorroza,Isidro Díaz de Mera,Match Report,
27,Sat,2021-03-13,16:15 (10:15),Real Madrid,1.8,2–1,0.5,Elche,,Estadio Santiago Bernabéu,Jorge Figueroa,Match Report,
27,Sat,2021-03-13,18:30 (12:30),Osasuna,0.8,0–0,1.5,Valladolid,,Estadio El Sadar,Ricardo de Burgos,Match Report,
27,Sat,2021-03-13,21:00 (15:00),Getafe,0.3,0–0,1.8,Atlético Madrid,,Coliseum Alfonso Pérez,José Sánchez,Match Report,
27,Sun,2021-03-14,14:00 (09:00),Celta Vigo,0.6,0–0,0.7,Athletic Club,,Estadio de Balaídos,Santiago Jaime,Match Report,
27,Sun,2021-03-14,16:15 (11:15),Granada,0.4,1–0,0.3,Real Sociedad,,Estadio Nuevo Los Cármenes,Pablo González,Match Report,
27,Sun,2021-03-14,18:30 (13:30),Eibar,1.9,1–3,3.1,Villarreal,,Estadio Municipal de Ipurúa,David Medié,Match Report,
27,Sun,2021-03-14,21:00 (16:00),Sevilla,0.7,1–0,0.6,Betis,,Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz,Match Report,
27,Mon,2021-03-15,21:00 (16:00),Barcelona,1.6,4–1,2.1,Huesca,,Camp Nou,Adrián Cordero,Match Report,
2,Wed,2021-03-17,19:00 (14:00),Sevilla,1.4,2–0,0.6,Elche,,Estadio Ramón Sánchez Pizjuán,Alberola Rojas,Match Report,
28,Fri,2021-03-19,21:00 (16:00),Betis,2.4,2–0,0.5,Levante,,Estadio Benito Villamarín,Jesús Gil,Match Report,
28,Sat,2021-03-20,14:00 (09:00),Athletic Club,1.8,1–1,0.6,Eibar,,San Mamés,Valentín Pizarro,Match Report,
28,Sat,2021-03-20,16:15 (11:15),Celta Vigo,0.7,1–3,2.7,Real Madrid,,Estadio de Balaídos,Mario Melero,Match Report,
28,Sat,2021-03-20,18:30 (13:30),Huesca,0.9,0–0,0.4,Osasuna,,Estadio El Alcoraz,Carlos del Cerro,Match Report,
28,Sat,2021-03-20,21:00 (16:00),Valladolid,0.9,1–1,1.4,Sevilla,,Estadio Municipal José Zorrilla,Javier Estrada,Match Report,
28,Sun,2021-03-21,14:00 (09:00),Getafe,1.6,1–1,1.5,Elche,,Coliseum Alfonso Pérez,Alejandro Hernández,Match Report,
28,Sun,2021-03-21,16:15 (11:15),Valencia,1.8,2–1,0.9,Granada,,Estadio de Mestalla,Alberola Rojas,Match Report,
28,Sun,2021-03-21,16:15 (11:15),Villarreal,2.5,2–1,1.0,Cádiz,,Estadio de la Cerámica,César Soto,Match Report,
28,Sun,2021-03-21,18:30 (13:30),Atlético Madrid,0.6,1–0,1.2,Alavés,,Estadio Wanda Metropolitano,Juan Martínez,Match Report,
28,Sun,2021-03-21,21:00 (16:00),Real Sociedad,0.8,1–6,2.9,Barcelona,,Estadio Municipal de Anoeta,José Luis Munuera,Match Report,
29,Fri,2021-04-02,21:00 (15:00),Levante,0.5,0–2,0.8,Huesca,,Estadio Ciudad de Valencia,Jorge Figueroa,Match Report,
29,Sat,2021-04-03,14:00 (08:00),Granada,1.8,0–3,2.8,Villarreal,,Estadio Nuevo Los Cármenes,Guillermo Cuadra,Match Report,
29,Sat,2021-04-03,16:15 (10:15),Real Madrid,2.4,2–0,0.4,Eibar,,Estadio Santiago Bernabéu,Isidro Díaz de Mera,Match Report,
29,Sat,2021-04-03,18:30 (12:30),Osasuna,0.4,0–0,0.5,Getafe,,Estadio El Sadar,Pablo González,Match Report,
29,Sun,2021-04-04,14:00 (08:00),Alavés,1.8,1–3,2.1,Celta Vigo,,Estadio de Mendizorroza,Antonio Matéu Lahoz,Match Report,
29,Sun,2021-04-04,16:15 (10:15),Elche,0.8,1–1,1.8,Betis,,Estadio Manuel Martínez Valero,Adrián Cordero,Match Report,
29,Sun,2021-04-04,18:30 (12:30),Cádiz,0.4,2–1,1.0,Valencia,,Estadio Ramón de Carranza,David Medié,Match Report,
29,Sun,2021-04-04,21:00 (15:00),Sevilla,1.7,1–0,0.9,Atlético Madrid,,Estadio Ramón Sánchez Pizjuán,Jesús Gil,Match Report,
29,Mon,2021-04-05,21:00 (15:00),Barcelona,1.9,1–0,0.3,Valladolid,,Camp Nou,Santiago Jaime,Match Report,
29,Wed,2021-04-07,21:00 (15:00),Real Sociedad,1.0,1–1,0.8,Athletic Club,,Estadio Municipal de Anoeta,José Sánchez,Match Report,
30,Fri,2021-04-09,21:00 (15:00),Huesca,1.2,3–1,0.6,Elche,,Estadio El Alcoraz,Alberola Rojas,Match Report,
30,Sat,2021-04-10,14:00 (08:00),Getafe,2.5,0–1,0.5,Cádiz,,Coliseum Alfonso Pérez,Ricardo de Burgos,Match Report,
30,Sat,2021-04-10,16:15 (10:15),Athletic Club,1.9,0–0,0.5,Alavés,,San Mamés,Mario Melero,Match Report,
30,Sat,2021-04-10,18:30 (12:30),Eibar,0.4,0–1,0.4,Levante,,Estadio Municipal de Ipurúa,Javier Estrada,Match Report,
30,Sat,2021-04-10,21:00 (15:00),Real Madrid,1.6,2–1,1.6,Barcelona,,Estadio Santiago Bernabéu,Jesús Gil,Match Report,
30,Sun,2021-04-11,14:00 (08:00),Villarreal,1.9,1–2,1.2,Osasuna,,Estadio de la Cerámica,José Luis Munuera,Match Report,
30,Sun,2021-04-11,16:15 (10:15),Valencia,2.1,2–2,1.1,Real Sociedad,,Estadio de Mestalla,Valentín Pizarro,Match Report,
30,Sun,2021-04-11,18:30 (12:30),Valladolid,1.1,1–2,1.1,Granada,,Estadio Municipal José Zorrilla,Carlos del Cerro,Match Report,
30,Sun,2021-04-11,21:00 (15:00),Betis,0.7,1–1,1.4,Atlético Madrid,,Estadio Benito Villamarín,Guillermo Cuadra,Match Report,
30,Mon,2021-04-12,21:00 (15:00),Celta Vigo,2.1,3–4,1.4,Sevilla,,Estadio de Balaídos,Alejandro Hernández,Match Report,
33,Sun,2021-04-18,14:00 (08:00),Real Sociedad,0.3,1–2,3.1,Sevilla,,Estadio Municipal de Anoeta,Santiago Jaime,Match Report,
33,Sun,2021-04-18,14:00 (08:00),Osasuna,0.8,2–0,0.7,Elche,,Estadio El Sadar,Jorge Figueroa,Match Report,
33,Sun,2021-04-18,16:15 (10:15),Alavés,0.5,1–0,0.5,Huesca,,Estadio de Mendizorroza,Alejandro Hernández,Match Report,
33,Sun,2021-04-18,16:15 (10:15),Atlético Madrid,2.3,5–0,0.0,Eibar,,Estadio Wanda Metropolitano,César Soto,Match Report,
33,Sun,2021-04-18,18:30 (12:30),Cádiz,0.5,0–0,0.5,Celta Vigo,,Estadio Ramón de Carranza,Pablo González,Match Report,
33,Sun,2021-04-18,18:30 (12:30),Betis,0.7,2–2,1.5,Valencia,,Estadio Benito Villamarín,Alberola Rojas,Match Report,
33,Sun,2021-04-18,21:00 (15:00),Levante,1.4,1–5,2.1,Villarreal,,Estadio Ciudad de Valencia,Ricardo de Burgos,Match Report,
33,Sun,2021-04-18,21:00 (15:00),Getafe,1.5,0–0,0.6,Real Madrid,,Coliseum Alfonso Pérez,José Sánchez,Match Report,
31,Wed,2021-04-21,19:00 (13:00),Osasuna,3.6,3–1,0.9,Valencia,,Estadio El Sadar,Mario Melero,Match Report,
31,Wed,2021-04-21,19:00 (13:00),Levante,0.3,0–1,1.6,Sevilla,,Estadio Ciudad de Valencia,Valentín Pizarro,Match Report,
31,Wed,2021-04-21,20:00 (14:00),Betis,0.2,0–0,1.0,Athletic Club,,Estadio Benito Villamarín,David Medié,Match Report,
31,Wed,2021-04-21,21:00 (15:00),Alavés,1.6,2–1,1.8,Villarreal,,Estadio de Mendizorroza,Adrián Cordero,Match Report,
31,Wed,2021-04-21,21:00 (15:00),Elche,1.2,1–1,1.0,Valladolid,,Estadio Manuel Martínez Valero,José Sánchez,Match Report,
31,Wed,2021-04-21,22:00 (16:00),Cádiz,0.9,0–3,3.1,Real Madrid,,Estadio Ramón de Carranza,Antonio Matéu Lahoz,Match Report,
31,Thu,2021-04-22,19:00 (13:00),Atlético Madrid,2.0,2–0,0.8,Huesca,,Estadio Wanda Metropolitano,José Luis Munuera,Match Report,
31,Thu,2021-04-22,21:00 (15:00),Granada,1.7,4–1,1.8,Eibar,,Estadio Nuevo Los Cármenes,Santiago Jaime,Match Report,
31,Thu,2021-04-22,21:00 (15:00),Real Sociedad,2.1,2–1,0.6,Celta Vigo,,Estadio Municipal de Anoeta,Jesús Gil,Match Report,
31,Thu,2021-04-22,22:00 (16:00),Barcelona,1.8,5–2,1.3,Getafe,,Camp Nou,Jorge Figueroa,Match Report,
32,Sat,2021-04-24,14:00 (08:00),Elche,0.6,1–0,0.3,Levante,,Estadio Manuel Martínez Valero,David Medié,Match Report,
32,Sat,2021-04-24,16:15 (10:15),Valladolid,1.8,1–1,1.0,Cádiz,,Estadio Municipal José Zorrilla,Alberola Rojas,Match Report,
32,Sat,2021-04-24,18:30 (12:30),Valencia,1.0,1–1,1.2,Alavés,,Estadio de Mestalla,Guillermo Cuadra,Match Report,
32,Sat,2021-04-24,21:00 (15:00),Real Madrid,1.2,0–0,0.6,Betis,,Estadio Santiago Bernabéu,Javier Estrada,Match Report,
32,Sun,2021-04-25,14:00 (08:00),Huesca,0.8,0–2,1.2,Getafe,,Estadio El Alcoraz,Juan Martínez,Match Report,
32,Sun,2021-04-25,16:15 (10:15),Villarreal,1.1,1–2,3.3,Barcelona,,Estadio de la Cerámica,Carlos del Cerro,Match Report,
32,Sun,2021-04-25,18:30 (12:30),Celta Vigo,0.9,2–1,1.7,Osasuna,,Estadio de Balaídos,César Soto,Match Report,
32,Sun,2021-04-25,18:30 (12:30),Sevilla,1.4,2–1,1.0,Granada,,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,Match Report,
32,Sun,2021-04-25,21:00 (15:00),Athletic Club,1.2,2–1,0.9,Atlético Madrid,,San Mamés,Pablo González,Match Report,
32,Mon,2021-04-26,21:00 (15:00),Eibar,1.1,0–1,0.9,Real Sociedad,,Estadio Municipal de Ipurúa,Jorge Figueroa,Match Report,
33,Wed,2021-04-28,19:00 (13:00),Athletic Club,2.0,2–2,0.8,Valladolid,,San Mamés,Adrián Cordero,Match Report,
33,Thu,2021-04-29,19:00 (13:00),Barcelona,1.3,1–2,0.5,Granada,,Camp Nou,Pablo González,Match Report,
34,Fri,2021-04-30,21:00 (15:00),Celta Vigo,2.4,2–0,1.2,Levante,,Estadio de Balaídos,Santiago Jaime,Match Report,
34,Sat,2021-05-01,14:00 (08:00),Eibar,1.4,3–0,0.2,Alavés,,Estadio Municipal de Ipurúa,José Luis Munuera,Match Report,
34,Sat,2021-05-01,16:15 (10:15),Elche,1.0,0–1,0.9,Atlético Madrid,,Estadio Manuel Martínez Valero,Mario Melero,Match Report,
34,Sat,2021-05-01,18:30 (12:30),Huesca,0.5,1–0,0.3,Real Sociedad,,Estadio El Alcoraz,Antonio Matéu Lahoz,Match Report,
34,Sat,2021-05-01,21:00 (15:00),Real Madrid,1.9,2–0,0.1,Osasuna,,Estadio Santiago Bernabéu,Guillermo Cuadra,Match Report,
34,Sun,2021-05-02,14:00 (08:00),Valladolid,0.6,1–1,1.5,Betis,,Estadio Municipal José Zorrilla,Valentín Pizarro,Match Report,
34,Sun,2021-05-02,16:15 (10:15),Villarreal,0.2,1–0,0.6,Getafe,,Estadio de la Cerámica,Javier Estrada,Match Report,
34,Sun,2021-05-02,18:30 (12:30),Granada,0.9,0–1,1.4,Cádiz,,Estadio Nuevo Los Cármenes,Isidro Díaz de Mera,Match Report,
34,Sun,2021-05-02,21:00 (15:00),Valencia,1.2,2–3,2.6,Barcelona,,Estadio de Mestalla,José Sánchez,Match Report,
34,Mon,2021-05-03,21:00 (15:00),Sevilla,1.5,0–1,0.8,Athletic Club,,Estadio Ramón Sánchez Pizjuán,Jesús Gil,Match Report,
35,Fri,2021-05-07,21:00 (15:00),Real Sociedad,,,,Elche,,Estadio Municipal de Anoeta,,Head-to-Head,
35,Sat,2021-05-08,14:00 (08:00),Alavés,,,,Levante,,Estadio de Mendizorroza,,Head-to-Head,
35,Sat,2021-05-08,16:15 (10:15),Barcelona,,,,Atlético Madrid,,Camp Nou,,Head-to-Head,
35,Sat,2021-05-08,18:30 (12:30),Cádiz,,,,Huesca,,Estadio Ramón de Carranza,,Head-to-Head,
35,Sat,2021-05-08,21:00 (15:00),Athletic Club,,,,Osasuna,,San Mamés,,Head-to-Head,
35,Sun,2021-05-09,14:00 (08:00),Getafe,,,,Eibar,,Coliseum Alfonso Pérez,,Head-to-Head,
35,Sun,2021-05-09,16:15 (10:15),Valencia,,,,Valladolid,,Estadio de Mestalla,,Head-to-Head,
35,Sun,2021-05-09,18:30 (12:30),Villarreal,,,,Celta Vigo,,Estadio de la Cerámica,,Head-to-Head,
35,Sun,2021-05-09,21:00 (15:00),Real Madrid,,,,Sevilla,,Estadio Santiago Bernabéu,,Head-to-Head,
35,Mon,2021-05-10,21:00 (15:00),Betis,,,,Granada,,Estadio Benito Villamarín,,Head-to-Head,
36,Tue,2021-05-11,19:00 (13:00),Osasuna,,,,Cádiz,,Estadio El Sadar,,Head-to-Head,
36,Tue,2021-05-11,20:00 (14:00),Elche,,,,Alavés,,Estadio Manuel Martínez Valero,,Head-to-Head,
36,Tue,2021-05-11,22:00 (16:00),Levante,,,,Barcelona,,Estadio Ciudad de Valencia,,Head-to-Head,
36,Wed,2021-05-12,19:00 (13:00),Sevilla,,,,Valencia,,Estadio Ramón Sánchez Pizjuán,,Head-to-Head,
36,Wed,2021-05-12,20:00 (14:00),Huesca,,,,Athletic Club,,Estadio El Alcoraz,,Head-to-Head,
36,Wed,2021-05-12,20:00 (14:00),Celta Vigo,,,,Getafe,,Estadio de Balaídos,,Head-to-Head,
36,Wed,2021-05-12,22:00 (16:00),Atlético Madrid,,,,Real Sociedad,,Estadio Wanda Metropolitano,,Head-to-Head,
36,Thu,2021-05-13,19:00 (13:00),Valladolid,,,,Villarreal,,Estadio Municipal José Zorrilla,,Head-to-Head,
36,Thu,2021-05-13,20:00 (14:00),Eibar,,,,Betis,,Estadio Municipal de Ipurúa,,Head-to-Head,
36,Thu,2021-05-13,22:00 (16:00),Granada,,,,Real Madrid,,Estadio Nuevo Los Cármenes,,Head-to-Head,
37,Sun,2021-05-16,18:30 (12:30),Real Sociedad,,,,Valladolid,,Estadio Municipal de Anoeta,,Head-to-Head,
37,Sun,2021-05-16,18:30 (12:30),Alavés,,,,Granada,,Estadio de Mendizorroza,,Head-to-Head,
37,Sun,2021-05-16,18:30 (12:30),Barcelona,,,,Celta Vigo,,Camp Nou,,Head-to-Head,
37,Sun,2021-05-16,18:30 (12:30),Atlético Madrid,,,,Osasuna,,Estadio Wanda Metropolitano,,Head-to-Head,
37,Sun,2021-05-16,18:30 (12:30),Athletic Club,,,,Real Madrid,,San Mamés,,Head-to-Head,
37,Sun,2021-05-16,18:30 (12:30),Betis,,,,Huesca,,Estadio Benito Villamarín,,Head-to-Head,
37,Sun,2021-05-16,18:30 (12:30),Villarreal,,,,Sevilla,,Estadio de la Cerámica,,Head-to-Head,
37,Sun,2021-05-16,18:30 (12:30),Cádiz,,,,Elche,,Estadio Ramón de Carranza,,Head-to-Head,
37,Sun,2021-05-16,18:30 (12:30),Valencia,,,,Eibar,,Estadio de Mestalla,,Head-to-Head,
37,Sun,2021-05-16,18:30 (12:30),Getafe,,,,Levante,,Coliseum Alfonso Pérez,,Head-to-Head,
38,Sun,2021-05-23,18:00 (12:00),Osasuna,,,,Real Sociedad,,Estadio El Sadar,,Head-to-Head,
38,Sun,2021-05-23,18:00 (12:00),Huesca,,,,Valencia,,Estadio El Alcoraz,,Head-to-Head,
38,Sun,2021-05-23,18:00 (12:00),Eibar,,,,Barcelona,,Estadio Municipal de Ipurúa,,Head-to-Head,
38,Sun,2021-05-23,18:00 (12:00),Granada,,,,Getafe,,Estadio Nuevo Los Cármenes,,Head-to-Head,
38,Sun,2021-05-23,18:00 (12:00),Real Madrid,,,,Villarreal,,Estadio Santiago Bernabéu,,Head-to-Head,
38,Sun,2021-05-23,18:00 (12:00),Levante,,,,Cádiz,,Estadio Ciudad de Valencia,,Head-to-Head,
38,Sun,2021-05-23,18:00 (12:00),Celta Vigo,,,,Betis,,Estadio de Balaídos,,Head-to-Head,
38,Sun,2021-05-23,18:00 (12:00),Valladolid,,,,Atlético Madrid,,Estadio Municipal José Zorrilla,,Head-to-Head,
