Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
SC1,09/08/14,Cowdenbeath,Falkirk,2,2,D,1,0,H,4.33,3.6,1.8,3.6,3.6,1.8,4.2,3.3,1.75,4.2,3.3,1.72,4.62,3.78,1.81,4.2,3.5,1.83,4.33,3.5,1.8,4.5,3.6,1.8,44,4.7,4.14,3.77,3.48,1.9,1.79,38,1.93,1.83,2,1.92,12,0.75,1.87,1.8,2.11,2.04
SC1,09/08/14,Hibernian,Livingston,2,1,H,2,0,H,1.62,4,5,1.57,4,4.4,1.55,3.7,5,1.6,3.4,4.8,1.63,4.04,5.7,1.62,3.75,5.5,1.57,4,4.5,1.62,4,5.5,44,1.65,1.6,4.2,3.86,5.7,4.91,36,1.87,1.77,2.06,1.97,17,-1,2.19,2.11,1.79,1.73
SC1,09/08/14,Queen of Sth,Alloa,2,0,H,2,0,H,1.6,4,5.25,1.7,3.7,4,1.6,3.6,4.8,1.61,3.4,4.6,1.67,4.02,5.54,1.7,3.6,5,1.62,3.75,5,1.65,3.9,5.4,44,1.73,1.63,4.02,3.67,5.54,4.83,41,1.92,1.81,2.05,1.95,16,-0.75,1.88,1.83,2.05,2
SC1,09/08/14,Raith Rvs,Dumbarton,3,1,H,0,0,D,2.3,3.5,2.9,2.1,3.4,2.95,2.2,3.1,3,2.1,3.1,3,2.33,3.55,3.09,2.3,3.2,3.2,2.25,3.4,2.88,2.3,3.5,3,44,2.33,2.25,3.55,3.31,3.2,2.92,35,1.81,1.75,2.1,2,16,-0.25,2.04,1.99,1.88,1.85
SC1,10/08/14,Rangers,Hearts,1,2,A,0,0,D,1.62,4,5,1.6,4,4.25,1.6,3.6,4.8,1.72,3.75,4.5,1.7,4.13,4.88,1.73,3.75,4.5,1.62,3.8,4.8,1.65,4,5,44,1.73,1.64,4.13,3.78,5.02,4.68,36,1.83,1.68,2.25,2.09,17,-0.75,1.9,1.84,2.05,1.99
SC1,15/08/14,Falkirk,Rangers,0,2,A,0,0,D,4.75,3.8,1.7,4.5,3.8,1.6,4.8,3.6,1.6,5,3.75,1.66,4.85,3.89,1.75,4.33,3.75,1.7,4.5,3.75,1.67,5,3.8,1.7,48,5.6,4.75,4.1,3.75,1.74,1.66,37,1.9,1.77,2.1,1.99,21,0.75,2.03,1.97,1.92,1.86
SC1,16/08/14,Alloa,Raith Rvs,0,1,A,0,1,A,3.3,3.4,2.15,2.85,3.4,2.15,2.9,3.1,2.2,3.1,3,2.1,3.32,3.5,2.23,3.1,3.4,2.25,3.13,3.3,2.1,3.3,3.4,2.2,45,3.4,3.05,3.5,3.28,2.25,2.15,41,1.94,1.87,1.99,1.9,19,0.25,2.02,1.95,1.94,1.88
SC1,16/08/14,Dumbarton,Queen of Sth,0,4,A,0,1,A,3.4,3.4,2.1,2.95,3.4,2.1,3,3.3,2.1,3.2,3.1,2,3.57,3.58,2.1,3.5,3.5,2.05,3.25,3.4,2.05,3.3,3.5,2.15,45,3.5,3.1,3.6,3.31,2.31,2.14,35,1.84,1.77,2.06,1.97,19,0.25,1.98,1.92,2,1.9
SC1,16/08/14,Livingston,Cowdenbeath,2,1,H,0,0,D,1.83,3.6,4.2,1.8,3.6,3.6,1.75,3.4,4,1.8,3.3,3.6,1.9,3.73,4.15,1.83,3.5,4.2,1.83,3.5,3.8,1.9,3.6,4.1,45,1.87,1.83,3.76,3.46,4.35,3.92,33,1.83,1.75,2.1,1.99,19,-0.5,1.95,1.86,2.03,1.97
SC1,17/08/14,Hearts,Hibernian,2,1,H,0,0,D,2.1,3.4,3.4,1.9,3.5,3.4,1.9,3.2,3.6,1.95,3.5,3.75,2.1,3.47,3.7,2.05,3.4,3.6,2,3.4,3.4,2.05,3.5,3.6,45,2.25,2.1,3.5,3.3,3.75,3.28,41,2.06,1.97,1.89,1.79,18,-0.5,2.25,2.17,1.81,1.7
SC1,23/08/14,Cowdenbeath,Alloa,0,3,A,0,1,A,2.05,3.5,3.3,2.1,3.4,2.95,2,3.2,3.3,2.05,3.1,3.1,2.14,3.71,3.36,2.1,3.5,3.3,2.1,3.4,3.13,2.2,3.5,3.2,42,2.2,2.08,3.55,3.38,3.5,3.14,35,1.75,1.7,2.18,2.07,17,-0.25,1.99,1.87,2.02,1.94
SC1,23/08/14,Hibernian,Falkirk,0,1,A,0,1,A,1.75,3.8,4,1.7,3.7,4,1.75,3.3,4.2,1.75,3.3,3.9,1.91,3.78,4.06,1.8,3.75,4.2,1.73,3.75,4,1.8,3.8,4.33,43,1.83,1.75,3.9,3.62,4.5,4.03,35,1.83,1.73,2.18,2.02,15,-0.75,2.12,2.05,1.81,1.77
SC1,23/08/14,Queen of Sth,Livingston,1,1,D,1,0,H,1.67,4,4.75,1.75,3.7,3.75,1.8,3.2,4,1.83,3.3,3.5,1.71,4.08,4.89,1.8,3.8,4,1.73,3.75,4.33,1.75,4,4.33,43,1.83,1.73,4.02,3.66,4.77,4.17,35,1.75,1.68,2.25,2.1,16,-0.75,1.96,1.92,1.94,1.9
SC1,23/08/14,Raith Rvs,Hearts,0,4,A,0,2,A,4.2,3.75,1.8,3.75,3.7,1.75,4,3.2,1.8,3.9,3.25,1.75,4.15,3.85,1.87,4.2,3.6,1.83,3.8,3.6,1.8,4.1,3.75,1.85,41,4.35,3.89,3.77,3.52,1.87,1.8,34,1.83,1.74,2.1,2,16,0.5,2.03,1.98,1.89,1.84
SC1,23/08/14,Rangers,Dumbarton,4,1,H,2,0,H,1.17,7.5,13,1.14,6.5,12.5,1.15,6,13,1.16,6.5,13,,,,1.17,7,15,1.17,6.5,13,1.17,7.5,17,43,1.18,1.16,8.2,6.64,21.98,14.04,35,1.5,1.42,3,2.72,18,-2,1.85,1.83,2.06,1.99
SC1,30/08/14,Alloa,Hibernian,2,1,H,0,1,A,3.6,3.8,1.8,3.25,3.6,1.9,3.4,3.4,1.9,3.8,3.5,1.85,4.18,3.71,1.9,4,3.4,1.91,3.5,3.75,1.83,4.1,3.8,1.85,35,4.1,3.65,3.84,3.62,1.91,1.85,24,1.76,1.67,2.25,2.12,3,1,1.52,1.49,2.54,2.52
SC1,30/08/14,Cowdenbeath,Raith Rvs,1,3,A,0,1,A,2.4,3.6,2.5,2.4,3.4,2.5,2.4,3.2,2.6,2.5,3.4,2.5,2.44,3.5,2.94,2.6,3.4,2.6,2.4,3.6,2.5,2.5,3.7,2.62,35,2.6,2.43,3.7,3.47,2.63,2.52,24,1.7,1.64,2.3,2.17,3,0,1.87,1.84,1.91,1.89
SC1,30/08/14,Dumbarton,Livingston,1,0,H,0,0,D,2.75,3.6,2.2,2.7,3.5,2.2,2.8,3.3,2.2,3,3.4,2.2,3.3,3.71,2.16,3,3.5,2.25,2.75,3.6,2.2,3.1,3.6,2.25,35,3.1,2.82,3.7,3.49,2.25,2.19,23,1.7,1.64,2.3,2.17,4,0,2.1,2.1,1.69,1.67
SC1,30/08/14,Hearts,Falkirk,4,1,H,3,0,H,1.67,3.8,4.33,1.65,3.75,4.2,1.65,3.5,4.5,1.66,3.7,4.6,1.76,3.93,4.7,1.67,4,4.8,1.67,3.8,4.33,1.67,4,5,34,1.7,1.64,4.1,3.77,5,4.55,24,1.65,1.58,2.5,2.28,3,-1,2.16,2.11,1.69,1.67
SC1,30/08/14,Rangers,Queen of Sth,4,2,H,1,2,A,1.4,4.33,6.5,1.45,4.33,5.25,1.4,4,6.5,1.44,4.1,6.5,1.42,4.98,7.62,1.44,4.33,7,1.4,4.33,6.25,1.44,4.5,7.5,34,1.45,1.41,4.6,4.21,7.5,6.39,24,1.62,1.54,2.5,2.36,3,-1,1.74,1.68,2.14,2.11
