rk,team,str,ofs,dfs,sos
1,Germany,261.29,19.55,0.07,4.34
2,USA,260.66,18.80,0.07,4.06
3,France,206.83,15.14,0.07,3.95
4,Japan,142.65,13.82,0.10,3.35
5,Sweden,111.70,14.17,0.13,4.53
6,Brazil,106.02,8.91,0.08,3.91
7,England,102.70,11.39,0.11,4.14
8,Canada,94.46,10.47,0.11,4.24
9,Korea DPR,79.87,7.64,0.10,1.51
10,Australia,69.66,12.49,0.18,2.91
11,Norway,65.25,9.48,0.15,4.04
12,Netherlands,64.40,9.56,0.15,4.27
13,Denmark,62.13,7.99,0.13,4.02
14,Spain,53.78,7.72,0.14,3.17
15,Korea Republic,50.43,7.23,0.14,2.72
16,Italy,48.97,8.03,0.16,3.91
17,New Zealand,46.78,6.25,0.13,3.28
18,Scotland,43.58,9.34,0.21,3.81
19,Switzerland,42.13,9.84,0.23,3.57
20,China PR,41.00,5.44,0.13,2.89
21,Iceland,35.20,6.68,0.19,3.25
22,Mexico,31.44,6.43,0.20,3.43
23,Belgium,31.00,6.61,0.21,3.23
24,Russia,28.62,6.68,0.23,3.14
25,Ukraine,26.53,5.70,0.21,2.91
26,Colombia,25.20,4.31,0.17,2.60
27,Finland,24.86,6.00,0.24,3.49
28,Austria,24.52,7.01,0.29,3.02
29,Poland,18.50,5.94,0.32,2.69
30,Republic of Ireland,17.91,3.69,0.21,3.33
31,Wales,15.86,4.37,0.28,2.95
32,Nigeria,15.66,4.30,0.27,1.77
33,Portugal,15.23,4.51,0.30,3.15
34,Chile,14.84,4.22,0.28,2.87
35,Equatorial Guinea,14.63,4.84,0.33,1.53
36,Paraguay,12.60,6.56,0.52,2.65
37,Czech Republic,12.41,3.46,0.28,2.87
38,Romania,11.31,3.63,0.32,2.69
39,Argentina,10.03,2.27,0.23,3.45
40,Costa Rica,9.11,3.47,0.38,2.06
41,Hungary,8.92,5.12,0.57,2.62
42,Cameroon,8.84,2.28,0.26,1.71
43,Slovakia,7.86,3.17,0.40,2.74
44,Serbia,7.52,3.81,0.51,2.77
45,Ghana,7.26,3.10,0.43,1.51
46,Jamaica,7.09,3.94,0.56,1.54
47,Cote d'Ivoire,6.82,4.26,0.62,1.48
48,South Africa,6.58,2.82,0.43,1.86
49,Trinidad and Tobago,5.29,2.34,0.44,1.32
50,Ecuador,5.28,2.38,0.45,2.74
51,Thailand,4.80,2.93,0.61,0.98
52,Croatia,4.71,2.30,0.49,2.36
53,Venezuela,4.38,2.52,0.58,2.08
54,Vietnam,4.26,2.31,0.54,0.99
55,Bosnia and Herzegovina,4.06,1.67,0.41,2.13
56,Slovenia,3.76,2.66,0.71,2.64
57,Turkey,3.47,2.49,0.72,2.64
58,Myanmar,3.40,2.10,0.62,0.79
59,Northern Ireland,3.38,1.32,0.39,2.70
60,Chinese Taipei,3.25,1.70,0.52,0.81
61,Haiti,3.20,1.57,0.49,1.17
62,Zimbabwe,3.18,2.08,0.66,1.13
63,Belarus,2.88,1.99,0.69,2.04
64,Israel,2.82,1.75,0.62,2.27
65,Kazakhstan,2.51,1.65,0.66,1.95
66,Algeria,2.06,1.85,0.90,1.27
67,Ethiopia,2.03,1.15,0.57,1.16
68,Greece,1.76,1.54,0.87,2.41
69,Tanzania,1.75,2.16,1.23,1.08
70,Guyana,1.74,1.41,0.81,0.55
71,Uruguay,1.71,1.60,0.93,3.11
72,Gabon,1.71,2.10,1.23,1.15
73,Montenegro,1.63,2.66,1.64,2.05
74,Bolivia,1.61,2.37,1.47,2.29
75,Guatemala,1.60,1.80,1.13,1.59
76,El Salvador,1.54,1.85,1.20,1.39
77,Tunisia,1.53,1.72,1.12,1.31
78,Zambia,1.46,1.59,1.09,1.22
79,Estonia,1.44,1.61,1.11,1.61
80,Egypt,1.38,1.36,0.98,1.15
81,Congo DR,1.34,1.26,0.94,1.13
82,Namibia,1.25,1.60,1.28,0.99
83,Faroe Islands,1.23,1.34,1.09,1.87
84,Angola,1.19,0.98,0.82,0.96
85,Puerto Rico,1.17,1.72,1.47,0.92
86,Albania,1.11,1.27,1.15,1.59
87,Peru,1.07,0.89,0.83,2.17
88,Panama,1.03,1.74,1.68,1.92
89,Senegal,1.01,0.58,0.58,1.49
90,Cuba,0.96,1.12,1.17,1.03
91,Moldova,0.95,0.76,0.80,1.53
92,Mali,0.93,1.16,1.25,1.41
93,Armenia,0.91,0.97,1.07,1.78
94,Jordan,0.88,0.95,1.08,0.55
95,Bulgaria,0.85,1.17,1.38,2.35
96,Uzbekistan,0.83,1.02,1.22,0.72
97,Georgia,0.82,1.11,1.35,1.39
98,Philippines,0.78,1.30,1.67,0.53
99,Morocco,0.76,0.37,0.49,1.07
100,Malawi,0.69,1.71,2.50,0.99
101,Guinea,0.69,1.48,2.17,1.12
102,Martinique,0.68,0.95,1.41,0.66
103,Honduras,0.66,1.27,1.93,2.02
104,Eritrea,0.66,1.79,2.72,0.89
105,Azerbaijan,0.65,0.73,1.12,1.37
106,Nicaragua,0.56,0.70,1.27,1.20
